"Status","Year","Sexual_orientation","Ethnicity","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Asian","60-64","250","210","31250","27570"
"In post","2022","Unknown","Asian","65+","140","110","32200","26400"
"In post","2022","Unknown","Black","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Black","20-29","70","70","31670","30100"
"In post","2022","Unknown","Black","30-39","170","150","32200","31060"
"In post","2022","Unknown","Black","40-49","260","240","34880","31060"
"In post","2022","Unknown","Black","50-59","630","600","32840","31060"
"In post","2022","Unknown","Black","60-64","200","170","31310","28210"
"In post","2022","Unknown","Black","65+","70","50","31600","28410"
"In post","2022","Unknown","Mixed","20-29","80","80","31970","29260"
"In post","2022","Unknown","Mixed","30-39","130","130","36870","33370"
"In post","2022","Unknown","Mixed","40-49","150","140","37610","31740"
"In post","2022","Unknown","Mixed","50-59","150","140","36670","30110"
"In post","2022","Unknown","Mixed","60-64","40","30","[c]","[c]"
"In post","2022","Unknown","Mixed","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","30-39","30","30","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","40-49","70","60","38480","31880"
"In post","2022","Unknown","Other ethnicity","50-59","90","80","38380","31880"
"In post","2022","Unknown","Other ethnicity","60-64","40","30","[c]","[c]"
"In post","2022","Unknown","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","20-29","130","120","32860","31960"
"In post","2022","Unknown","Undeclared","30-39","500","460","35420","33330"
"In post","2022","Unknown","Undeclared","40-49","890","830","34920","31060"
"In post","2022","Unknown","Undeclared","50-59","1580","1430","32910","28920"
"In post","2022","Unknown","Undeclared","60-64","490","390","32860","27570"
"In post","2022","Unknown","Undeclared","65+","180","130","30890","27570"
"In post","2022","Unknown","Unknown","16-19","490","470","21470","21250"
"In post","2022","Unknown","Unknown","20-29","20120","19830","28720","26820"
"In post","2022","Unknown","Unknown","30-39","17640","16900","34060","30210"
"In post","2022","Unknown","Unknown","40-49","12300","11630","37160","31060"
"In post","2022","Unknown","Unknown","50-59","11710","11000","36110","30700"
"In post","2022","Unknown","Unknown","60-64","3080","2610","32070","27570"
"In post","2022","Unknown","Unknown","65+","960","730","32370","27440"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","16-19","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","20-29","1890","1870","29240","27570"
"In post","2022","Unknown","White","30-39","4030","3700","33750","30220"
"In post","2022","Unknown","White","40-49","7660","6910","34980","29870"
"In post","2022","Unknown","White","50-59","11670","10580","33630","27800"
"In post","2022","Unknown","White","60-64","3700","2830","31710","27570"
"In post","2022","Unknown","White","65+","1170","830","31190","27380"
"In post","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Asian","20-29","270","260","25310","24490"
"Leaver CS","2021","Heterosexual / straight","Asian","30-39","200","190","30990","27690"
"Leaver CS","2021","Heterosexual / straight","Asian","40-49","130","120","37700","32030"
"Leaver CS","2021","Heterosexual / straight","Asian","50-59","70","60","36060","29080"
"Leaver CS","2021","Heterosexual / straight","Asian","60-64","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Asian","65+","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","20-29","110","110","26030","25110"
"Leaver CS","2021","Heterosexual / straight","Black","30-39","100","100","31990","27760"
"Leaver CS","2021","Heterosexual / straight","Black","40-49","80","80","32040","28880"
"Leaver CS","2021","Heterosexual / straight","Black","50-59","90","80","37470","30650"
"Leaver CS","2021","Heterosexual / straight","Black","60-64","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","65+","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","20-29","90","90","25720","24490"
"Leaver CS","2021","Heterosexual / straight","Mixed","30-39","70","70","34660","30770"
"Leaver CS","2021","Heterosexual / straight","Mixed","40-49","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","20-29","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","30-39","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","16-19","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","20-29","1850","1800","25660","22730"
"Leaver CS","2021","Heterosexual / straight","White","30-39","1490","1400","34320","29930"
"Leaver CS","2021","Heterosexual / straight","White","40-49","1220","1120","36500","29930"
"Leaver CS","2021","Heterosexual / straight","White","50-59","2330","2140","36120","29290"
"Leaver CS","2021","Heterosexual / straight","White","60-64","1990","1680","35870","28910"
"Leaver CS","2021","Heterosexual / straight","White","65+","1620","1220","28670","24910"
"Leaver CS","2021","Heterosexual / straight","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","White","20-29","270","270","25510","22350"
"Leaver CS","2021","LGBO","White","30-39","130","130","34630","30970"
"Leaver CS","2021","LGBO","White","40-49","80","70","41630","33650"
"Leaver CS","2021","LGBO","White","50-59","90","80","42260","32530"
"Leaver CS","2021","LGBO","White","60-64","40","30","[c]","[c]"
"Leaver CS","2021","LGBO","White","65+","40","30","[c]","[c]"
"Leaver CS","2021","LGBO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","20-29","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","30-39","60","60","37970","34140"
"Leaver CS","2021","Undeclared","Undeclared","40-49","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","50-59","130","120","37500","32580"
"Leaver CS","2021","Undeclared","Undeclared","60-64","140","120","35570","33350"
"Leaver CS","2021","Undeclared","Undeclared","65+","80","60","31850","26780"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","60-64","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","65+","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","20-29","110","100","28060","24310"
"Leaver CS","2021","Undeclared","White","30-39","120","110","35920","31710"
"Leaver CS","2021","Undeclared","White","40-49","120","110","37430","30160"
"Leaver CS","2021","Undeclared","White","50-59","260","230","35850","27580"
"Leaver CS","2021","Undeclared","White","60-64","280","230","34250","27570"
"Leaver CS","2021","Undeclared","White","65+","260","190","27290","26220"
"Leaver CS","2021","Unknown","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","20-29","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","30-39","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","40-49","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","50-59","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","60-64","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","65+","70","40","[c]","[c]"
"Leaver CS","2021","Unknown","Black","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","50-59","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","20-29","120","120","21490","19130"
"Leaver CS","2021","Unknown","Undeclared","30-39","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","40-49","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","50-59","230","200","32290","29790"
"Leaver CS","2021","Unknown","Undeclared","60-64","130","110","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","65+","90","60","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","16-19","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","20-29","2000","1900","25350","23750"
"Leaver CS","2021","Unknown","Unknown","30-39","1180","1100","32800","28660"
"Leaver CS","2021","Unknown","Unknown","40-49","880","810","36170","28260"
"Leaver CS","2021","Unknown","Unknown","50-59","1040","960","37050","29410"
"Leaver CS","2021","Unknown","Unknown","60-64","570","480","39210","32430"
"Leaver CS","2021","Unknown","Unknown","65+","350","260","35650","29800"
"Leaver CS","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","20-29","270","240","25710","23450"
"Leaver CS","2021","Unknown","White","30-39","390","330","32950","29750"
"Leaver CS","2021","Unknown","White","40-49","550","460","35380","27570"
"Leaver CS","2021","Unknown","White","50-59","1860","1610","34810","27570"
"Leaver CS","2021","Unknown","White","60-64","1280","980","33010","27570"
"Leaver CS","2021","Unknown","White","65+","900","600","30220","26750"
"Leaver CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","20-29","640","620","27020","27140"
"Leaver CS","2022","Heterosexual / straight","Asian","30-39","490","460","34230","31060"
"Leaver CS","2022","Heterosexual / straight","Asian","40-49","300","280","39020","31060"
"Leaver CS","2022","Heterosexual / straight","Asian","50-59","160","150","38070","29290"
"Leaver CS","2022","Heterosexual / straight","Asian","60-64","90","80","37110","31060"
"Leaver CS","2022","Heterosexual / straight","Asian","65+","80","60","32110","27570"
"Leaver CS","2022","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","20-29","360","350","28530","27570"
"Leaver CS","2022","Heterosexual / straight","Black","30-39","290","280","32780","31060"
"Leaver CS","2022","Heterosexual / straight","Black","40-49","210","200","36230","31060"
"Leaver CS","2022","Heterosexual / straight","Black","50-59","180","180","34420","30720"
"Leaver CS","2022","Heterosexual / straight","Black","60-64","80","70","33270","30320"
"Leaver CS","2022","Heterosexual / straight","Black","65+","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","20-29","250","240","27110","26410"
"Leaver CS","2022","Heterosexual / straight","Mixed","30-39","160","150","33450","29240"
"Leaver CS","2022","Heterosexual / straight","Mixed","40-49","90","80","36470","31060"
"Leaver CS","2022","Heterosexual / straight","Mixed","50-59","80","80","38890","30810"
"Leaver CS","2022","Heterosexual / straight","Mixed","60-64","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","20-29","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","30-39","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","65+","30","20","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","20-29","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","30-39","70","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","40-49","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","50-59","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","65+","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","16-19","60","60","21120","21260"
"Leaver CS","2022","Heterosexual / straight","White","20-29","3930","3820","26510","24890"
"Leaver CS","2022","Heterosexual / straight","White","30-39","3390","3170","33970","29290"
"Leaver CS","2022","Heterosexual / straight","White","40-49","2690","2470","37070","29670"
"Leaver CS","2022","Heterosexual / straight","White","50-59","4120","3750","35730","27570"
"Leaver CS","2022","Heterosexual / straight","White","60-64","3170","2670","36490","29370"
"Leaver CS","2022","Heterosexual / straight","White","65+","2520","1910","30170","26820"
"Leaver CS","2022","Heterosexual / straight","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","20-29","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Black","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","20-29","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
