"Status","Year","Disability","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","SEO/HEO","Digital, Data & Technology","630","620","37970","37300"
"In post","2022","Undeclared","SEO/HEO","Finance","290","280","37780","36870"
"In post","2022","Undeclared","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Human Resources","280","270","37010","36200"
"In post","2022","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","SEO/HEO","Legal","80","70","40820","37470"
"In post","2022","Undeclared","SEO/HEO","No function","3140","3010","37870","36720"
"In post","2022","Undeclared","SEO/HEO","Project Delivery","760","720","37250","37930"
"In post","2022","Undeclared","SEO/HEO","Property","290","280","38600","37300"
"In post","2022","Undeclared","SEO/HEO","Security","260","260","41070","39200"
"In post","2022","Undeclared","SEO/HEO","Unknown","1140","1100","37690","37000"
"In post","2022","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","No function","760","710","31030","28690"
"In post","2022","Undeclared","Unknown","Project Delivery","110","110","44020","41650"
"In post","2022","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Analysis","40","40","[c]","[c]"
"In post","2022","Unknown","AA/AO","Commercial","90","80","23480","22560"
"In post","2022","Unknown","AA/AO","Communications","130","120","21880","21250"
"In post","2022","Unknown","AA/AO","Counter Fraud","320","280","22270","21260"
"In post","2022","Unknown","AA/AO","Debt","1170","1070","21670","21250"
"In post","2022","Unknown","AA/AO","Digital, Data & Technology","180","170","22200","21290"
"In post","2022","Unknown","AA/AO","Finance","420","370","21840","21250"
"In post","2022","Unknown","AA/AO","Human Resources","300","270","21870","21260"
"In post","2022","Unknown","AA/AO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Legal","430","400","23060","23720"
"In post","2022","Unknown","AA/AO","No function","17040","15630","22800","21640"
"In post","2022","Unknown","AA/AO","Project Delivery","80","70","22480","22080"
"In post","2022","Unknown","AA/AO","Property","650","620","22070","21750"
"In post","2022","Unknown","AA/AO","Security","1480","1460","28570","25000"
"In post","2022","Unknown","AA/AO","Unknown","3420","3270","22310","21680"
"In post","2022","Unknown","EO","Analysis","200","190","26380","26000"
"In post","2022","Unknown","EO","Commercial","170","160","26670","26350"
"In post","2022","Unknown","EO","Communications","1180","1150","26860","26820"
"In post","2022","Unknown","EO","Counter Fraud","1160","1100","28030","26820"
"In post","2022","Unknown","EO","Debt","210","190","27940","26820"
"In post","2022","Unknown","EO","Digital, Data & Technology","740","720","27850","27130"
"In post","2022","Unknown","EO","Finance","360","350","26500","26590"
"In post","2022","Unknown","EO","Human Resources","420","400","27370","26820"
"In post","2022","Unknown","EO","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Legal","420","400","27600","26970"
"In post","2022","Unknown","EO","No function","10660","10190","29660","28200"
"In post","2022","Unknown","EO","Project Delivery","540","510","24460","25770"
"In post","2022","Unknown","EO","Property","400","390","26860","26350"
"In post","2022","Unknown","EO","Security","260","250","30760","27500"
"In post","2022","Unknown","EO","Unknown","4190","4010","27450","27230"
"In post","2022","Unknown","G6/G7","Analysis","530","510","57990","54170"
"In post","2022","Unknown","G6/G7","Commercial","1280","1260","63660","62450"
"In post","2022","Unknown","G6/G7","Communications","350","340","58700","55410"
"In post","2022","Unknown","G6/G7","Counter Fraud","200","190","59140","55310"
"In post","2022","Unknown","G6/G7","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Digital, Data & Technology","1130","1110","57970","55210"
"In post","2022","Unknown","G6/G7","Finance","420","410","57960","55210"
"In post","2022","Unknown","G6/G7","Human Resources","250","250","58000","55740"
"In post","2022","Unknown","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Legal","1110","1030","58070","55610"
"In post","2022","Unknown","G6/G7","No function","4410","4290","58200","55210"
"In post","2022","Unknown","G6/G7","Project Delivery","1220","1190","58230","55620"
"In post","2022","Unknown","G6/G7","Property","220","210","57220","55000"
"In post","2022","Unknown","G6/G7","Security","110","100","58390","55640"
"In post","2022","Unknown","G6/G7","Unknown","2160","2080","62450","61440"
"In post","2022","Unknown","SCS","Analysis","30","30","[c]","[c]"
"In post","2022","Unknown","SCS","Commercial","160","160","110680","111370"
"In post","2022","Unknown","SCS","Communications","40","40","[c]","[c]"
"In post","2022","Unknown","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Digital, Data & Technology","60","60","97030","90100"
"In post","2022","Unknown","SCS","Finance","50","50","87460","80640"
"In post","2022","Unknown","SCS","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Legal","50","50","94120","82720"
"In post","2022","Unknown","SCS","No function","700","670","96250","89300"
"In post","2022","Unknown","SCS","Project Delivery","80","70","93180","85380"
"In post","2022","Unknown","SCS","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Unknown","160","160","94100","84710"
"In post","2022","Unknown","SEO/HEO","Analysis","980","960","35530","35460"
"In post","2022","Unknown","SEO/HEO","Commercial","670","650","37050","37660"
"In post","2022","Unknown","SEO/HEO","Communications","910","890","36260","33370"
"In post","2022","Unknown","SEO/HEO","Counter Fraud","1050","1010","36410","34350"
"In post","2022","Unknown","SEO/HEO","Debt","40","40","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Digital, Data & Technology","2080","2050","37660","36840"
"In post","2022","Unknown","SEO/HEO","Finance","900","880","37070","36820"
"In post","2022","Unknown","SEO/HEO","Human Resources","640","620","35990","35980"
"In post","2022","Unknown","SEO/HEO","Internal Audit","30","30","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Legal","370","360","37820","38000"
"In post","2022","Unknown","SEO/HEO","No function","11650","11290","36130","34500"
"In post","2022","Unknown","SEO/HEO","Project Delivery","1710","1640","37250","37930"
"In post","2022","Unknown","SEO/HEO","Property","570","550","37220","36720"
"In post","2022","Unknown","SEO/HEO","Security","370","360","37960","36680"
"In post","2022","Unknown","SEO/HEO","Unknown","4230","4110","38810","38160"
"In post","2022","Unknown","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","No function","3430","3090","27710","25780"
"In post","2022","Unknown","Unknown","Project Delivery","190","190","40550","37450"
"In post","2022","Unknown","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","2000","2000","37350","34160"
"Leaver CS","2021","Declared disabled","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","No function","460","400","19890","19830"
"Leaver CS","2021","Declared disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Security","30","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","AA/AO","Unknown","710","560","21130","21010"
"Leaver CS","2021","Declared disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","No function","140","120","27930","26780"
"Leaver CS","2021","Declared disabled","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","EO","Unknown","600","490","27860","27570"
"Leaver CS","2021","Declared disabled","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","G6/G7","Unknown","100","90","61730","57460"
"Leaver CS","2021","Declared disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","No function","120","110","35690","33840"
"Leaver CS","2021","Declared disabled","SEO/HEO","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","SEO/HEO","Unknown","280","250","36310","35110"
"Leaver CS","2021","Declared disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","No function","140","120","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Analysis","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Legal","50","50","23030","23470"
"Leaver CS","2021","Declared non-disabled","AA/AO","No function","2640","2370","20390","20100"
"Leaver CS","2021","Declared non-disabled","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","AA/AO","Property","90","80","21230","21010"
"Leaver CS","2021","Declared non-disabled","AA/AO","Security","160","150","27670","22440"
"Leaver CS","2021","Declared non-disabled","AA/AO","Unknown","3400","2820","21240","21010"
"Leaver CS","2021","Declared non-disabled","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Human Resources","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Legal","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","No function","630","560","26430","26470"
"Leaver CS","2021","Declared non-disabled","EO","Project Delivery","110","100","23220","22780"
"Leaver CS","2021","Declared non-disabled","EO","Property","90","80","26970","26150"
"Leaver CS","2021","Declared non-disabled","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","EO","Unknown","2450","2050","27870","27570"
"Leaver CS","2021","Declared non-disabled","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Commercial","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Digital, Data & Technology","50","50","59940","59740"
"Leaver CS","2021","Declared non-disabled","G6/G7","Finance","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Human Resources","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Legal","170","140","59170","55610"
"Leaver CS","2021","Declared non-disabled","G6/G7","No function","360","330","60400","57940"
"Leaver CS","2021","Declared non-disabled","G6/G7","Project Delivery","90","80","60000","56840"
"Leaver CS","2021","Declared non-disabled","G6/G7","Property","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","G6/G7","Unknown","630","550","61840","60830"
"Leaver CS","2021","Declared non-disabled","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","No function","90","80","107620","104580"
"Leaver CS","2021","Declared non-disabled","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SCS","Unknown","110","90","90550","84390"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Analysis","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Commercial","60","60","38490","37430"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Communications","70","70","35760","34140"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Digital, Data & Technology","80","80","37970","38360"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Finance","70","60","39630","39060"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Human Resources","70","70","38790","38570"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Legal","90","70","42310","43160"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","No function","790","710","37460","35910"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Project Delivery","260","250","36380","36630"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Property","100","90","38020","36460"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","SEO/HEO","Unknown","1550","1360","36920","36130"
"Leaver CS","2021","Declared non-disabled","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","No function","400","340","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","No function","490","400","20650","20100"
"Leaver CS","2021","Undeclared","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","AA/AO","Unknown","270","230","21120","21010"
"Leaver CS","2021","Undeclared","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","No function","100","90","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","EO","Unknown","210","180","27880","27570"
"Leaver CS","2021","Undeclared","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","No function","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","G6/G7","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","No function","130","120","36520","34530"
"Leaver CS","2021","Undeclared","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","SEO/HEO","Unknown","170","160","34890","35060"
"Leaver CS","2021","Undeclared","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Analysis","60","60","20240","19130"
"Leaver CS","2021","Unknown","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Grants Management","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Legal","90","80","21360","20850"
"Leaver CS","2021","Unknown","AA/AO","No function","1530","1440","20740","20810"
"Leaver CS","2021","Unknown","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Property","80","70","20560","19850"
"Leaver CS","2021","Unknown","AA/AO","Security","110","110","25390","22650"
"Leaver CS","2021","Unknown","AA/AO","Unknown","1330","1120","21260","21010"
"Leaver CS","2021","Unknown","EO","Analysis","[c]","[c]","[c]","[c]"
