"Status","Year","Sex","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","HM Revenue and Customs","Unknown","10580","10200","31610","26820"
"In post","2022","Male","HM Treasury","Heterosexual / straight","1030","1020","50080","52500"
"In post","2022","Male","HM Treasury","LGBO","110","110","47330","47400"
"In post","2022","Male","HM Treasury","Undeclared","160","150","47170","49500"
"In post","2022","Male","HM Treasury","Unknown","110","110","59730","55690"
"In post","2022","Male","Home Office","Heterosexual / straight","12730","12290","33160","28670"
"In post","2022","Male","Home Office","LGBO","680","660","34820","30820"
"In post","2022","Male","Home Office","Undeclared","2020","1920","34280","30150"
"In post","2022","Male","Home Office","Unknown","2230","2150","32680","27370"
"In post","2022","Male","Ministry of Defence","Heterosexual / straight","23480","23070","35230","33200"
"In post","2022","Male","Ministry of Defence","LGBO","770","760","35150","33200"
"In post","2022","Male","Ministry of Defence","Undeclared","3700","3600","36630","34310"
"In post","2022","Male","Ministry of Defence","Unknown","6860","6760","37570","36220"
"In post","2022","Male","Ministry of Justice","Heterosexual / straight","25560","24650","31780","29430"
"In post","2022","Male","Ministry of Justice","LGBO","1500","1460","32740","29060"
"In post","2022","Male","Ministry of Justice","Undeclared","3080","2940","33120","31650"
"In post","2022","Male","Ministry of Justice","Unknown","7170","6730","29840","28310"
"In post","2022","Male","National Crime Agency","Heterosexual / straight","2320","2300","42890","40190"
"In post","2022","Male","National Crime Agency","LGBO","100","100","38980","36410"
"In post","2022","Male","National Crime Agency","Undeclared","220","220","40330","38540"
"In post","2022","Male","National Crime Agency","Unknown","420","410","43530","40740"
"In post","2022","Male","Northern Ireland Office","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Male","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","460","450","53260","51360"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","LGBO","70","70","47620","32390"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","Undeclared","40","30","[c]","[c]"
"In post","2022","Male","Office for Standards in Education, Children's Services and Skills","Unknown","30","30","[c]","[c]"
"In post","2022","Male","Office of Gas and Electricity Markets","Heterosexual / straight","360","350","41940","35000"
"In post","2022","Male","Office of Gas and Electricity Markets","LGBO","60","60","38600","33400"
"In post","2022","Male","Office of Gas and Electricity Markets","Undeclared","40","40","[c]","[c]"
"In post","2022","Male","Office of Gas and Electricity Markets","Unknown","270","270","49470","44520"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Heterosexual / straight","70","70","48830","46660"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Rail and Road","Heterosexual / straight","120","120","54660","52870"
"In post","2022","Male","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of Rail and Road","Unknown","50","50","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Scottish Government","Heterosexual / straight","5990","5830","40130","35040"
"In post","2022","Male","Scottish Government","LGBO","530","520","38120","33070"
"In post","2022","Male","Scottish Government","Undeclared","410","400","41540","37710"
"In post","2022","Male","Scottish Government","Unknown","4800","4600","34610","32000"
"In post","2022","Male","The National Archives","Heterosexual / straight","120","120","38450","34990"
"In post","2022","Male","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","The National Archives","Unknown","110","110","34010","30620"
"In post","2022","Male","UK Export Finance","Heterosexual / straight","230","230","56090","51250"
"In post","2022","Male","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Statistics Authority","Heterosexual / straight","1620","1480","35150","30810"
"In post","2022","Male","UK Statistics Authority","LGBO","130","130","35620","30810"
"In post","2022","Male","UK Statistics Authority","Undeclared","110","100","33800","31860"
"In post","2022","Male","UK Statistics Authority","Unknown","650","600","35470","31320"
"In post","2022","Male","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Heterosexual / straight","70","70","57020","52800"
"In post","2022","Male","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Male","Water Services Regulation Authority","Unknown","40","40","[c]","[c]"
"In post","2022","Male","Welsh Government","Heterosexual / straight","1870","1820","43340","38160"
"In post","2022","Male","Welsh Government","LGBO","130","120","44670","40100"
"In post","2022","Male","Welsh Government","Undeclared","310","300","45060","40480"
"In post","2022","Male","Welsh Government","Unknown","110","110","44070","38160"
"In post","2022","Unknown","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Heterosexual / straight","160","150","44130","50000"
"Leaver CS","2021","Female","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Attorney General's Departments","Unknown","60","50","52610","55610"
"Leaver CS","2021","Female","Cabinet Office","Heterosexual / straight","70","70","42420","34640"
"Leaver CS","2021","Female","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Cabinet Office","Unknown","100","90","44070","32000"
"Leaver CS","2021","Female","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","100","90","38260","32830"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Business, Energy and Industrial Strategy","Unknown","90","80","33430","24700"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Heterosexual / straight","120","120","44380","39600"
"Leaver CS","2021","Female","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Education","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Environment, Food and Rural Affairs","Unknown","290","260","31900","26520"
"Leaver CS","2021","Female","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for International Trade","Unknown","50","50","29140","18200"
"Leaver CS","2021","Female","Department for Transport","Heterosexual / straight","160","130","25470","21590"
"Leaver CS","2021","Female","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department for Transport","Undeclared","70","50","26940","21590"
"Leaver CS","2021","Female","Department for Transport","Unknown","70","60","24420","21590"
"Leaver CS","2021","Female","Department for Work and Pensions","Heterosexual / straight","1510","1240","26360","26110"
"Leaver CS","2021","Female","Department for Work and Pensions","LGBO","70","70","26310","25110"
"Leaver CS","2021","Female","Department for Work and Pensions","Undeclared","190","150","26960","26890"
"Leaver CS","2021","Female","Department for Work and Pensions","Unknown","1060","840","26260","26890"
"Leaver CS","2021","Female","Department of Health and Social Care","Heterosexual / straight","380","340","37260","32330"
"Leaver CS","2021","Female","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Department of Health and Social Care","Undeclared","60","50","39500","35430"
"Leaver CS","2021","Female","Department of Health and Social Care","Unknown","170","60","39800","34530"
"Leaver CS","2021","Female","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Heterosexual / straight","90","70","30260","27130"
"Leaver CS","2021","Female","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Heterosexual / straight","60","50","28660","26000"
"Leaver CS","2021","Female","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs","Unknown","3370","2720","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Heterosexual / straight","490","390","28590","25100"
"Leaver CS","2021","Female","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office","Undeclared","90","70","30690","27240"
"Leaver CS","2021","Female","Home Office","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Heterosexual / straight","790","720","29980","26670"
"Leaver CS","2021","Female","Ministry of Defence","LGBO","40","40","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence","Undeclared","120","110","29990","26670"
"Leaver CS","2021","Female","Ministry of Defence","Unknown","170","160","30610","27260"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Heterosexual / straight","1680","1470","25120","20650"
"Leaver CS","2021","Female","Ministry of Justice","LGBO","140","140","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice","Undeclared","260","220","27940","21180"
"Leaver CS","2021","Female","Ministry of Justice","Unknown","890","810","24050","20040"
"Leaver CS","2021","Female","National Crime Agency","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Heterosexual / straight","60","60","50070","51360"
"Leaver CS","2021","Female","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Heterosexual / straight","160","140","36340","30650"
"Leaver CS","2021","Female","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Scottish Government","Undeclared","70","60","30150","22820"
"Leaver CS","2021","Female","Scottish Government","Unknown","190","170","33540","27150"
"Leaver CS","2021","Female","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Heterosexual / straight","70","60","31000","26360"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","United Kingdom Statistics Authority","Unknown","60","40","26080","19130"
"Leaver CS","2021","Female","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Heterosexual / straight","60","50","40550","36500"
"Leaver CS","2021","Female","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Heterosexual / straight","100","100","47150","51120"
"Leaver CS","2021","Male","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Attorney General's Departments","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","Heterosexual / straight","60","60","54130","54580"
"Leaver CS","2021","Male","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Cabinet Office","Unknown","110","100","51850","34660"
"Leaver CS","2021","Male","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","110","110","45430","39490"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Business, Energy and Industrial Strategy","Unknown","150","150","38600","30960"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","Heterosexual / straight","110","100","43100","40220"
"Leaver CS","2021","Male","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Environment, Food and Rural Affairs","Unknown","240","230","35680","29290"
"Leaver CS","2021","Male","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for International Trade","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","Department for Transport","Heterosexual / straight","230","200","33840","26780"
"Leaver CS","2021","Male","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department for Transport","Undeclared","90","70","32040","26780"
"Leaver CS","2021","Male","Department for Transport","Unknown","90","80","32310","26470"
"Leaver CS","2021","Male","Department for Work and Pensions","Heterosexual / straight","900","840","27460","25110"
"Leaver CS","2021","Male","Department for Work and Pensions","LGBO","80","80","26320","27230"
"Leaver CS","2021","Male","Department for Work and Pensions","Undeclared","130","110","30220","27570"
"Leaver CS","2021","Male","Department for Work and Pensions","Unknown","580","530","28150","27570"
"Leaver CS","2021","Male","Department of Health and Social Care","Heterosexual / straight","170","140","45870","35610"
"Leaver CS","2021","Male","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","Male","Department of Health and Social Care","Unknown","100","30","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","Heterosexual / straight","60","50","47700","41190"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Foreign, Commonwealth and Development Office","Unknown","100","30","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","Heterosexual / straight","60","50","32500","27130"
"Leaver CS","2021","Male","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Land Registry","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","Heterosexual / straight","70","60","33190","26500"
"Leaver CS","2021","Male","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Revenue and Customs","Unknown","2170","1940","27570","25500"
"Leaver CS","2021","Male","HM Treasury","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Home Office","Heterosexual / straight","480","430","31670","27240"
"Leaver CS","2021","Male","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Home Office","Undeclared","100","90","34540","29220"
"Leaver CS","2021","Male","Home Office","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Defence","Heterosexual / straight","1370","1310","33480","31000"
"Leaver CS","2021","Male","Ministry of Defence","LGBO","60","60","31680","26670"
"Leaver CS","2021","Male","Ministry of Defence","Undeclared","230","210","36050","34260"
"Leaver CS","2021","Male","Ministry of Defence","Unknown","440","430","31930","29930"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","Heterosexual / straight","50","50","43270","41020"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Justice","Heterosexual / straight","1620","1510","28440","21180"
"Leaver CS","2021","Male","Ministry of Justice","LGBO","70","70","[c]","[c]"
"Leaver CS","2021","Male","Ministry of Justice","Undeclared","210","190","25910","20600"
