"Status","Year","Sex","Responsibility_level","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","EO","Declared non-disabled","4480","4450","27750","27570"
"New entrant CS","2021","Male","EO","Undeclared","260","260","27550","27570"
"New entrant CS","2021","Male","EO","Unknown","2360","2340","26910","26410"
"New entrant CS","2021","Male","G6/G7","Declared disabled","90","90","55590","54390"
"New entrant CS","2021","Male","G6/G7","Declared non-disabled","920","910","58350","55440"
"New entrant CS","2021","Male","G6/G7","Undeclared","80","80","58530","55530"
"New entrant CS","2021","Male","G6/G7","Unknown","860","850","58220","55000"
"New entrant CS","2021","Male","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Declared non-disabled","110","90","97590","92500"
"New entrant CS","2021","Male","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","SCS","Unknown","170","170","91630","76730"
"New entrant CS","2021","Male","SEO/HEO","Declared disabled","260","260","34300","33000"
"New entrant CS","2021","Male","SEO/HEO","Declared non-disabled","2640","2600","35320","34020"
"New entrant CS","2021","Male","SEO/HEO","Undeclared","240","230","34080","33570"
"New entrant CS","2021","Male","SEO/HEO","Unknown","2190","2170","34960","33830"
"New entrant CS","2021","Male","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Declared non-disabled","300","280","29820","24020"
"New entrant CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","260","240","24930","22920"
"New entrant CS","2021","Unknown","AA/AO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","AA/AO","Declared disabled","910","860","21730","21260"
"New entrant CS","2022","Female","AA/AO","Declared non-disabled","7580","7300","21830","21260"
"New entrant CS","2022","Female","AA/AO","Undeclared","310","300","21510","21260"
"New entrant CS","2022","Female","AA/AO","Unknown","4770","4550","21940","21250"
"New entrant CS","2022","Female","EO","Declared disabled","710","680","27270","27570"
"New entrant CS","2022","Female","EO","Declared non-disabled","4930","4780","27160","27570"
"New entrant CS","2022","Female","EO","Undeclared","220","210","27280","27570"
"New entrant CS","2022","Female","EO","Unknown","3090","2930","27010","27130"
"New entrant CS","2022","Female","G6/G7","Declared disabled","150","140","54960","53360"
"New entrant CS","2022","Female","G6/G7","Declared non-disabled","1250","1200","55110","53050"
"New entrant CS","2022","Female","G6/G7","Undeclared","60","60","53970","52500"
"New entrant CS","2022","Female","G6/G7","Unknown","810","750","57870","54640"
"New entrant CS","2022","Female","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Declared non-disabled","80","80","90400","85860"
"New entrant CS","2022","Female","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","SCS","Unknown","80","70","97400","85000"
"New entrant CS","2022","Female","SEO/HEO","Declared disabled","570","550","34580","33210"
"New entrant CS","2022","Female","SEO/HEO","Declared non-disabled","4300","4190","35170","33570"
"New entrant CS","2022","Female","SEO/HEO","Undeclared","220","210","34910","34020"
"New entrant CS","2022","Female","SEO/HEO","Unknown","2800","2650","34470","33080"
"New entrant CS","2022","Female","Unknown","Declared disabled","880","820","29040","26400"
"New entrant CS","2022","Female","Unknown","Declared non-disabled","3040","2840","28090","24800"
"New entrant CS","2022","Female","Unknown","Undeclared","210","190","29290","27980"
"New entrant CS","2022","Female","Unknown","Unknown","2450","2200","27400","24870"
"New entrant CS","2022","Male","AA/AO","Declared disabled","710","690","21760","21260"
"New entrant CS","2022","Male","AA/AO","Declared non-disabled","5720","5640","22320","21260"
"New entrant CS","2022","Male","AA/AO","Undeclared","250","250","22080","21260"
"New entrant CS","2022","Male","AA/AO","Unknown","3890","3830","22310","21260"
"New entrant CS","2022","Male","EO","Declared disabled","480","470","27210","27570"
"New entrant CS","2022","Male","EO","Declared non-disabled","3720","3680","27050","27230"
"New entrant CS","2022","Male","EO","Undeclared","210","210","27080","27570"
"New entrant CS","2022","Male","EO","Unknown","2870","2760","27200","26590"
"New entrant CS","2022","Male","G6/G7","Declared disabled","100","100","55350","53380"
"New entrant CS","2022","Male","G6/G7","Declared non-disabled","1270","1260","56510","54110"
"New entrant CS","2022","Male","G6/G7","Undeclared","60","60","55930","54700"
"New entrant CS","2022","Male","G6/G7","Unknown","850","810","59480","56550"
"New entrant CS","2022","Male","SCS","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","SCS","Declared non-disabled","90","90","99120","90000"
"New entrant CS","2022","Male","SCS","Unknown","100","90","104410","92000"
"New entrant CS","2022","Male","SEO/HEO","Declared disabled","400","390","34430","33080"
"New entrant CS","2022","Male","SEO/HEO","Declared non-disabled","3770","3740","35220","33370"
"New entrant CS","2022","Male","SEO/HEO","Undeclared","240","240","35380","34020"
"New entrant CS","2022","Male","SEO/HEO","Unknown","2560","2460","35020","33560"
"New entrant CS","2022","Male","Unknown","Declared disabled","310","290","30830","28200"
"New entrant CS","2022","Male","Unknown","Declared non-disabled","1150","1090","31100","27860"
"New entrant CS","2022","Male","Unknown","Undeclared","90","80","32760","28820"
"New entrant CS","2022","Male","Unknown","Unknown","1130","1020","28380","27480"
"New entrant CS","2022","Unknown","SEO/HEO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","","",""
"Responsibility_level","With the exception of the Senior Civil Service level, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Disability","Self reported disability.","","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their disability status and ""Unknown"" accounts for employees who have not made an active declaration about their disability status.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
