"Status","Year","Age","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Heterosexual / straight","Black","300","270","30240","27220"
"In post","2022","65+","Heterosexual / straight","Mixed","100","80","32460","27570"
"In post","2022","65+","Heterosexual / straight","Other ethnicity","50","40","[c]","[c]"
"In post","2022","65+","Heterosexual / straight","Undeclared","90","70","29760","27570"
"In post","2022","65+","Heterosexual / straight","Unknown","110","80","30940","26780"
"In post","2022","65+","Heterosexual / straight","White","7170","5560","30930","27130"
"In post","2022","65+","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","White","160","130","31650","27570"
"In post","2022","65+","Undeclared","Asian","100","70","27830","26400"
"In post","2022","65+","Undeclared","Black","30","30","[c]","[c]"
"In post","2022","65+","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Undeclared","430","330","34510","29270"
"In post","2022","65+","Undeclared","Unknown","70","60","36560","29700"
"In post","2022","65+","Undeclared","White","870","650","30840","27130"
"In post","2022","65+","Unknown","Asian","140","110","32200","26400"
"In post","2022","65+","Unknown","Black","70","50","31600","28410"
"In post","2022","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Undeclared","180","130","30890","27570"
"In post","2022","65+","Unknown","Unknown","960","730","32370","27440"
"In post","2022","65+","Unknown","White","1170","830","31190","27380"
"In post","2022","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","White","40","40","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Asian","270","260","25310","24490"
"Leaver CS","2021","20-29","Heterosexual / straight","Black","110","110","26030","25110"
"Leaver CS","2021","20-29","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Mixed","90","90","25720","24490"
"Leaver CS","2021","20-29","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","White","1850","1800","25660","22730"
"Leaver CS","2021","20-29","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","White","270","270","25510","22350"
"Leaver CS","2021","20-29","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","White","110","100","28060","24310"
"Leaver CS","2021","20-29","Unknown","Asian","50","40","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Undeclared","120","120","21490","19130"
"Leaver CS","2021","20-29","Unknown","Unknown","2000","1900","25350","23750"
"Leaver CS","2021","20-29","Unknown","White","270","240","25710","23450"
"Leaver CS","2021","30-39","Heterosexual / straight","Asian","200","190","30990","27690"
"Leaver CS","2021","30-39","Heterosexual / straight","Black","100","100","31990","27760"
"Leaver CS","2021","30-39","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","Mixed","70","70","34660","30770"
"Leaver CS","2021","30-39","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","White","1490","1400","34320","29930"
"Leaver CS","2021","30-39","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","White","130","130","34630","30970"
"Leaver CS","2021","30-39","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Undeclared","60","60","37970","34140"
"Leaver CS","2021","30-39","Undeclared","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","White","120","110","35920","31710"
"Leaver CS","2021","30-39","Unknown","Asian","40","40","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","1180","1100","32800","28660"
"Leaver CS","2021","30-39","Unknown","White","390","330","32950","29750"
"Leaver CS","2021","40-49","Heterosexual / straight","Asian","130","120","37700","32030"
"Leaver CS","2021","40-49","Heterosexual / straight","Black","80","80","32040","28880"
"Leaver CS","2021","40-49","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Mixed","40","40","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","White","1220","1120","36500","29930"
"Leaver CS","2021","40-49","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","White","80","70","41630","33650"
"Leaver CS","2021","40-49","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","White","120","110","37430","30160"
"Leaver CS","2021","40-49","Unknown","Asian","60","50","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Undeclared","70","60","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","880","810","36170","28260"
"Leaver CS","2021","40-49","Unknown","White","550","460","35380","27570"
"Leaver CS","2021","50-59","Heterosexual / straight","Asian","70","60","36060","29080"
"Leaver CS","2021","50-59","Heterosexual / straight","Black","90","80","37470","30650"
"Leaver CS","2021","50-59","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","White","2330","2140","36120","29290"
"Leaver CS","2021","50-59","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","White","90","80","42260","32530"
"Leaver CS","2021","50-59","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","Undeclared","130","120","37500","32580"
"Leaver CS","2021","50-59","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","50-59","Undeclared","White","260","230","35850","27580"
"Leaver CS","2021","50-59","Unknown","Asian","80","70","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Black","30","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Undeclared","230","200","32290","29790"
"Leaver CS","2021","50-59","Unknown","Unknown","1040","960","37050","29410"
"Leaver CS","2021","50-59","Unknown","White","1860","1610","34810","27570"
"Leaver CS","2021","60-64","Heterosexual / straight","Asian","40","40","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Black","30","30","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Heterosexual / straight","White","1990","1680","35870","28910"
"Leaver CS","2021","60-64","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","LGBO","White","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","Undeclared","140","120","35570","33350"
"Leaver CS","2021","60-64","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","60-64","Undeclared","White","280","230","34250","27570"
"Leaver CS","2021","60-64","Unknown","Asian","50","40","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Undeclared","130","110","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","570","480","39210","32430"
"Leaver CS","2021","60-64","Unknown","White","1280","980","33010","27570"
"Leaver CS","2021","65+","Heterosexual / straight","Asian","50","40","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Black","30","30","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Heterosexual / straight","White","1620","1220","28670","24910"
"Leaver CS","2021","65+","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","LGBO","White","40","30","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","Undeclared","80","60","31850","26780"
"Leaver CS","2021","65+","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","65+","Undeclared","White","260","190","27290","26220"
"Leaver CS","2021","65+","Unknown","Asian","70","40","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Undeclared","90","60","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","350","260","35650","29800"
"Leaver CS","2021","65+","Unknown","White","900","600","30220","26750"
"Leaver CS","2021","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Heterosexual / straight","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","100","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Heterosexual / straight","White","60","60","21120","21260"
"Leaver CS","2022","16-19","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","90","80","20220","20480"
"Leaver CS","2022","16-19","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Heterosexual / straight","Asian","640","620","27020","27140"
"Leaver CS","2022","20-29","Heterosexual / straight","Black","360","350","28530","27570"
"Leaver CS","2022","20-29","Heterosexual / straight","Mixed","250","240","27110","26410"
"Leaver CS","2022","20-29","Heterosexual / straight","Other ethnicity","50","50","[c]","[c]"
"Leaver CS","2022","20-29","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","20-29","Heterosexual / straight","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","20-29","Heterosexual / straight","White","3930","3820","26510","24890"
"Leaver CS","2022","20-29","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","LGBO","Black","30","30","[c]","[c]"
"Leaver CS","2022","20-29","LGBO","Mixed","50","50","[c]","[c]"
"Leaver CS","2022","20-29","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","LGBO","White","630","610","26560","24650"
"Leaver CS","2022","20-29","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Undeclared","120","110","29820","27570"
"Leaver CS","2022","20-29","Undeclared","Unknown","190","30","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","White","270","250","27230","25010"
"Leaver CS","2022","20-29","Unknown","Asian","130","110","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Black","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Mixed","40","30","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Undeclared","80","70","24770","22610"
"Leaver CS","2022","20-29","Unknown","Unknown","3140","3040","25680","23720"
"Leaver CS","2022","20-29","Unknown","White","520","460","28880","26000"
"Leaver CS","2022","30-39","Heterosexual / straight","Asian","490","460","34230","31060"
"Leaver CS","2022","30-39","Heterosexual / straight","Black","290","280","32780","31060"
"Leaver CS","2022","30-39","Heterosexual / straight","Mixed","160","150","33450","29240"
"Leaver CS","2022","30-39","Heterosexual / straight","Other ethnicity","50","50","[c]","[c]"
"Leaver CS","2022","30-39","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","30-39","Heterosexual / straight","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","30-39","Heterosexual / straight","White","3390","3170","33970","29290"
"Leaver CS","2022","30-39","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","LGBO","White","400","380","33240","28700"
"Leaver CS","2022","30-39","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","Undeclared","150","140","39040","38630"
"Leaver CS","2022","30-39","Undeclared","Unknown","130","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","White","230","210","34810","31060"
"Leaver CS","2022","30-39","Unknown","Asian","80","70","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Black","40","30","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Undeclared","80","70","34570","30710"
"Leaver CS","2022","30-39","Unknown","Unknown","1840","1740","33710","28680"
"Leaver CS","2022","30-39","Unknown","White","500","440","36230","31660"
"Leaver CS","2022","40-49","Heterosexual / straight","Asian","300","280","39020","31060"
"Leaver CS","2022","40-49","Heterosexual / straight","Black","210","200","36230","31060"
"Leaver CS","2022","40-49","Heterosexual / straight","Mixed","90","80","36470","31060"
"Leaver CS","2022","40-49","Heterosexual / straight","Other ethnicity","30","30","[c]","[c]"
"Leaver CS","2022","40-49","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
