"Status","Year","Responsibility_level","Sexual_orientation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","LGBO","White","70","70","20880","21010"
"Leaver Dept.","2021","AA/AO","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Undeclared","White","50","50","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Asian","90","90","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","530","510","20900","20880"
"Leaver Dept.","2021","AA/AO","Unknown","White","360","330","21080","21010"
"Leaver Dept.","2021","EO","Heterosexual / straight","Asian","210","200","27480","27570"
"Leaver Dept.","2021","EO","Heterosexual / straight","Black","120","120","27420","27570"
"Leaver Dept.","2021","EO","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Mixed","50","40","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Heterosexual / straight","White","930","890","26430","27310"
"Leaver Dept.","2021","EO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","LGBO","White","110","100","26420","27150"
"Leaver Dept.","2021","EO","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Undeclared","White","70","60","27080","27570"
"Leaver Dept.","2021","EO","Unknown","Asian","40","30","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Unknown","430","400","27270","27500"
"Leaver Dept.","2021","EO","Unknown","White","280","250","27100","27570"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Asian","80","80","58050","56340"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Black","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Mixed","60","60","57780","55720"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Heterosexual / straight","White","970","930","57460","55650"
"Leaver Dept.","2021","G6/G7","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","LGBO","White","90","90","55260","53680"
"Leaver Dept.","2021","G6/G7","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Undeclared","White","90","80","58080","55950"
"Leaver Dept.","2021","G6/G7","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","580","500","56180","54460"
"Leaver Dept.","2021","G6/G7","Unknown","White","160","130","57620","55950"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Heterosexual / straight","White","160","150","90010","81110"
"Leaver Dept.","2021","SCS","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","Unknown","70","50","[c]","[c]"
"Leaver Dept.","2021","SCS","Unknown","White","40","30","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Asian","260","250","36030","34830"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Black","150","140","36180","35370"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Mixed","90","90","34810","33640"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Heterosexual / straight","White","1680","1650","35290","34010"
"Leaver Dept.","2021","SEO/HEO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","LGBO","White","200","200","34710","33960"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Undeclared","70","70","36680","36800"
"Leaver Dept.","2021","SEO/HEO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Undeclared","White","120","120","36670","36360"
"Leaver Dept.","2021","SEO/HEO","Unknown","Asian","50","50","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Undeclared","80","70","[c]","[c]"
"Leaver Dept.","2021","SEO/HEO","Unknown","Unknown","1290","1180","34170","32830"
"Leaver Dept.","2021","SEO/HEO","Unknown","White","330","250","35690","34380"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","White","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Chinese","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","90","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Asian","330","300","21820","21260"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Black","140","130","22190","21260"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Mixed","40","40","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Heterosexual / straight","White","1350","1270","21330","21260"
"Leaver Dept.","2022","AA/AO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","LGBO","White","120","120","21430","21260"
"Leaver Dept.","2022","AA/AO","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","Undeclared","60","60","21960","21260"
"Leaver Dept.","2022","AA/AO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Undeclared","White","120","110","21330","21260"
"Leaver Dept.","2022","AA/AO","Unknown","Asian","70","60","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","AA/AO","Unknown","Unknown","560","530","21470","21260"
"Leaver Dept.","2022","AA/AO","Unknown","White","360","330","21330","21260"
"Leaver Dept.","2022","EO","Heterosexual / straight","Asian","670","640","27590","27570"
"Leaver Dept.","2022","EO","Heterosexual / straight","Black","330","320","27890","27570"
"Leaver Dept.","2022","EO","Heterosexual / straight","Mixed","120","120","27550","27570"
"Leaver Dept.","2022","EO","Heterosexual / straight","Other ethnicity","30","30","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Heterosexual / straight","White","2260","2160","26630","27570"
"Leaver Dept.","2022","EO","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","LGBO","White","250","250","27140","27570"
"Leaver Dept.","2022","EO","Undeclared","Asian","40","30","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","Undeclared","80","80","26760","27570"
"Leaver Dept.","2022","EO","Undeclared","Unknown","140","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Undeclared","White","190","190","26660","27500"
"Leaver Dept.","2022","EO","Unknown","Asian","60","50","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2022","EO","Unknown","Unknown","540","520","27480","27570"
"Leaver Dept.","2022","EO","Unknown","White","290","270","27450","27570"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Asian","240","230","58470","54700"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Black","130","120","56490","53600"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Mixed","80","80","55910","54350"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Heterosexual / straight","White","2160","2020","57890","55130"
"Leaver Dept.","2022","G6/G7","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","LGBO","White","210","200","57040","54700"
"Leaver Dept.","2022","G6/G7","Undeclared","Asian","30","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","Undeclared","120","110","57460","54700"
"Leaver Dept.","2022","G6/G7","Undeclared","Unknown","320","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Undeclared","White","210","200","58720","54730"
"Leaver Dept.","2022","G6/G7","Unknown","Asian","40","40","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","G6/G7","Unknown","Undeclared","130","120","58690","56140"
"Leaver Dept.","2022","G6/G7","Unknown","Unknown","500","450","58380","54760"
"Leaver Dept.","2022","G6/G7","Unknown","White","420","350","58680","55210"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Asian","60","50","99310","98000"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Heterosexual / straight","White","390","350","95090","92500"
"Leaver Dept.","2022","SCS","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","LGBO","White","30","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Undeclared","White","40","30","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SCS","Unknown","Unknown","80","70","88440","81910"
"Leaver Dept.","2022","SCS","Unknown","White","80","60","117330","114000"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Asian","650","620","36170","35330"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Black","410","380","36350","36160"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Mixed","190","180","36090","34770"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Other ethnicity","60","50","35640","34800"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Undeclared","60","60","36270","35310"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","Unknown","80","60","36080","35070"
"Leaver Dept.","2022","SEO/HEO","Heterosexual / straight","White","3790","3590","35850","35590"
"Leaver Dept.","2022","SEO/HEO","LGBO","Asian","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","LGBO","Mixed","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","LGBO","White","440","410","35650","35060"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Asian","50","50","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Undeclared","230","210","36850","36330"
"Leaver Dept.","2022","SEO/HEO","Undeclared","Unknown","420","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Undeclared","White","360","330","35850","35310"
"Leaver Dept.","2022","SEO/HEO","Unknown","Asian","70","60","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Black","50","40","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Unknown","Undeclared","160","150","35730","35480"
"Leaver Dept.","2022","SEO/HEO","Unknown","Unknown","1340","1300","34230","32000"
"Leaver Dept.","2022","SEO/HEO","Unknown","White","540","450","37250","37060"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","White","110","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Asian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Black","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Mixed","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","LGBO","White","[c]","[c]","[c]","[c]"
