"Status","Year","Region_ITL1","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South West (England)","Communications","Unknown","30","30","[c]","[c]"
"In post","2022","South West (England)","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Corporate Finance","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","South West (England)","Counter Fraud","Declared disabled","80","70","27000","27570"
"In post","2022","South West (England)","Counter Fraud","Declared non-disabled","260","220","28500","27570"
"In post","2022","South West (England)","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Digital, Data and Technology","Declared disabled","290","280","36410","35630"
"In post","2022","South West (England)","Digital, Data and Technology","Declared non-disabled","1880","1830","39090","38070"
"In post","2022","South West (England)","Digital, Data and Technology","Undeclared","180","180","38220","38450"
"In post","2022","South West (England)","Digital, Data and Technology","Unknown","430","420","37520","36300"
"In post","2022","South West (England)","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Finance","Declared disabled","180","170","36580","33300"
"In post","2022","South West (England)","Finance","Declared non-disabled","1330","1280","39170","33300"
"In post","2022","South West (England)","Finance","Undeclared","100","90","39740","34290"
"In post","2022","South West (England)","Finance","Unknown","190","180","35800","32780"
"In post","2022","South West (England)","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Geography","Declared non-disabled","260","250","31990","33290"
"In post","2022","South West (England)","Geography","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Geography","Unknown","130","120","30540","29290"
"In post","2022","South West (England)","Human Resources","Declared disabled","140","130","36610","33300"
"In post","2022","South West (England)","Human Resources","Declared non-disabled","720","670","36990","33300"
"In post","2022","South West (England)","Human Resources","Undeclared","50","50","[c]","[c]"
"In post","2022","South West (England)","Human Resources","Unknown","120","110","32240","28840"
"In post","2022","South West (England)","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Inspector of Education and Training","Declared non-disabled","90","80","69000","75500"
"In post","2022","South West (England)","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Intelligence Analysis","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","South West (England)","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Internal Audit","Declared non-disabled","80","80","44190","42510"
"In post","2022","South West (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Knowledge and Information Management","Declared disabled","50","50","34370","29230"
"In post","2022","South West (England)","Knowledge and Information Management","Declared non-disabled","270","260","34240","32730"
"In post","2022","South West (England)","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Knowledge and Information Management","Unknown","30","30","[c]","[c]"
"In post","2022","South West (England)","Legal","Declared disabled","50","50","47530","46710"
"In post","2022","South West (England)","Legal","Declared non-disabled","380","350","45310","45680"
"In post","2022","South West (England)","Legal","Undeclared","30","30","[c]","[c]"
"In post","2022","South West (England)","Legal","Unknown","120","110","42640","40520"
"In post","2022","South West (England)","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Medicine","Declared non-disabled","220","180","49560","39030"
"In post","2022","South West (England)","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Medicine","Unknown","170","150","41830","31530"
"In post","2022","South West (England)","Operational Delivery","Declared disabled","2040","1830","27740","27570"
"In post","2022","South West (England)","Operational Delivery","Declared non-disabled","10630","9600","28810","27570"
"In post","2022","South West (England)","Operational Delivery","Undeclared","870","780","28530","27570"
"In post","2022","South West (England)","Operational Delivery","Unknown","1930","1830","28540","25480"
"In post","2022","South West (England)","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Operational Research","Declared non-disabled","90","90","43570","42510"
"In post","2022","South West (England)","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Other","Declared disabled","640","600","29590","26930"
"In post","2022","South West (England)","Other","Declared non-disabled","3710","3530","31290","27570"
"In post","2022","South West (England)","Other","Undeclared","330","310","31620","27570"
"In post","2022","South West (England)","Other","Unknown","520","490","29220","26050"
"In post","2022","South West (England)","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Planning","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Planning Inspectors","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","South West (England)","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Policy","Declared disabled","100","100","37910","35900"
"In post","2022","South West (England)","Policy","Declared non-disabled","780","740","41750","37040"
"In post","2022","South West (England)","Policy","Undeclared","40","40","[c]","[c]"
"In post","2022","South West (England)","Policy","Unknown","180","170","40640","37200"
"In post","2022","South West (England)","Project Delivery","Declared disabled","360","350","40470","39970"
"In post","2022","South West (England)","Project Delivery","Declared non-disabled","3320","3200","41680","40000"
"In post","2022","South West (England)","Project Delivery","Undeclared","240","240","43180","40850"
"In post","2022","South West (England)","Project Delivery","Unknown","390","370","42440","40240"
"In post","2022","South West (England)","Property","Declared disabled","60","60","34730","33150"
"In post","2022","South West (England)","Property","Declared non-disabled","600","570","37150","33300"
"In post","2022","South West (England)","Property","Undeclared","80","70","36680","33810"
"In post","2022","South West (England)","Property","Unknown","110","100","34660","33000"
"In post","2022","South West (England)","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Psychology","Declared non-disabled","90","80","37430","31180"
"In post","2022","South West (England)","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Science and Engineering","Declared disabled","490","480","37790","38070"
"In post","2022","South West (England)","Science and Engineering","Declared non-disabled","5260","5110","39240","38070"
"In post","2022","South West (England)","Science and Engineering","Undeclared","260","260","40520","40320"
"In post","2022","South West (England)","Science and Engineering","Unknown","630","610","38300","35610"
"In post","2022","South West (England)","Security","Declared disabled","110","110","29290","26750"
"In post","2022","South West (England)","Security","Declared non-disabled","790","780","28890","25000"
"In post","2022","South West (England)","Security","Undeclared","110","110","29060","25000"
"In post","2022","South West (England)","Security","Unknown","250","250","29650","25000"
"In post","2022","South West (England)","Social Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Social Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Statistics","Declared non-disabled","140","140","41210","39460"
"In post","2022","South West (England)","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Tax","Declared disabled","70","60","40860","35980"
"In post","2022","South West (England)","Tax","Declared non-disabled","370","350","43770","40180"
"In post","2022","South West (England)","Tax","Undeclared","40","40","[c]","[c]"
"In post","2022","South West (England)","Tax","Unknown","90","80","39060","33370"
"In post","2022","South West (England)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Declared non-disabled","190","190","39780","33370"
"In post","2022","South West (England)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Unknown","Unknown","200","190","53320","49700"
"In post","2022","South West (England)","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Veterinarian","Declared non-disabled","90","80","41640","37910"
"In post","2022","South West (England)","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Declared disabled","70","70","27550","27570"
"In post","2022","Unknown","Operational Delivery","Declared non-disabled","370","350","29330","27570"
"In post","2022","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Operational Delivery","Unknown","90","80","33770","29420"
"In post","2022","Unknown","Other","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Declared non-disabled","120","110","27230","25110"
"In post","2022","Unknown","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Other","Unknown","1780","1780","37460","34310"
"In post","2022","Unknown","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Declared non-disabled","50","50","29000","27370"
"In post","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Declared non-disabled","160","150","41730","37300"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","310","300","35310","29250"
"In post","2022","Unknown","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Commercial","Declared disabled","30","30","[c]","[c]"
"In post","2022","Wales","Commercial","Declared non-disabled","260","240","35320","31990"
"In post","2022","Wales","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Commercial","Unknown","60","60","35690","31480"
"In post","2022","Wales","Communications","Declared disabled","30","30","[c]","[c]"
"In post","2022","Wales","Communications","Declared non-disabled","280","260","38010","36840"
"In post","2022","Wales","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Communications","Unknown","60","60","37700","35790"
"In post","2022","Wales","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Counter Fraud","Declared disabled","70","70","27690","27570"
"In post","2022","Wales","Counter Fraud","Declared non-disabled","410","370","26720","27570"
"In post","2022","Wales","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Counter Fraud","Unknown","70","60","25140","22740"
"In post","2022","Wales","Digital, Data and Technology","Declared disabled","130","130","39370","36840"
"In post","2022","Wales","Digital, Data and Technology","Declared non-disabled","1460","1420","40540","38450"
"In post","2022","Wales","Digital, Data and Technology","Undeclared","140","130","40510","39040"
"In post","2022","Wales","Digital, Data and Technology","Unknown","490","480","40240","36840"
"In post","2022","Wales","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Economics","Declared non-disabled","110","110","40850","36600"
"In post","2022","Wales","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Economics","Unknown","60","60","33560","30710"
"In post","2022","Wales","Finance","Declared disabled","50","50","38790","33300"
"In post","2022","Wales","Finance","Declared non-disabled","630","590","39000","34730"
"In post","2022","Wales","Finance","Undeclared","30","30","[c]","[c]"
"In post","2022","Wales","Finance","Unknown","80","80","33180","29430"
"In post","2022","Wales","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Human Resources","Declared disabled","90","90","35840","32550"
"In post","2022","Wales","Human Resources","Declared non-disabled","660","610","35610","31830"
"In post","2022","Wales","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Human Resources","Unknown","100","100","34460","30210"
"In post","2022","Wales","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Inspector of Education and Training","Declared non-disabled","70","70","73250","75480"
"In post","2022","Wales","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Intelligence Analysis","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Wales","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Internal Audit","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Wales","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Knowledge and Information Management","Declared non-disabled","140","130","35390","31480"
"In post","2022","Wales","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Legal","Declared disabled","50","50","44960","43690"
"In post","2022","Wales","Legal","Declared non-disabled","520","480","47780","48830"
"In post","2022","Wales","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Legal","Unknown","130","120","44640","48080"
"In post","2022","Wales","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Medicine","Declared non-disabled","220","200","51100","47470"
"In post","2022","Wales","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Medicine","Unknown","30","30","[c]","[c]"
"In post","2022","Wales","Operational Delivery","Declared disabled","2540","2230","26050","24030"
"In post","2022","Wales","Operational Delivery","Declared non-disabled","14920","13560","27660","25610"
"In post","2022","Wales","Operational Delivery","Undeclared","1120","1000","27230","25590"
"In post","2022","Wales","Operational Delivery","Unknown","3230","3000","25250","22740"
"In post","2022","Wales","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Operational Research","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Other","Declared disabled","160","150","29510","27570"
"In post","2022","Wales","Other","Declared non-disabled","1260","1190","34100","29430"
"In post","2022","Wales","Other","Undeclared","90","90","30970","27570"
"In post","2022","Wales","Other","Unknown","120","120","29640","26820"
"In post","2022","Wales","Planning","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Planning","Declared non-disabled","60","60","44200","38160"
"In post","2022","Wales","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Policy","Declared disabled","130","130","39770","38160"
"In post","2022","Wales","Policy","Declared non-disabled","1740","1660","42920","38160"
"In post","2022","Wales","Policy","Undeclared","100","90","38160","37910"
"In post","2022","Wales","Policy","Unknown","140","130","40190","37090"
"In post","2022","Wales","Project Delivery","Declared disabled","50","50","39150","36390"
"In post","2022","Wales","Project Delivery","Declared non-disabled","460","440","42480","38160"
"In post","2022","Wales","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Project Delivery","Unknown","110","110","42880","40180"
"In post","2022","Wales","Property","Declared disabled","40","40","[c]","[c]"
"In post","2022","Wales","Property","Declared non-disabled","350","330","36310","33190"
"In post","2022","Wales","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Property","Unknown","50","50","[c]","[c]"
"In post","2022","Wales","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Psychology","Declared non-disabled","50","40","[c]","[c]"
"In post","2022","Wales","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Science and Engineering","Declared disabled","50","50","37870","31910"
"In post","2022","Wales","Science and Engineering","Declared non-disabled","510","480","42680","41570"
"In post","2022","Wales","Science and Engineering","Undeclared","100","90","30600","29470"
"In post","2022","Wales","Science and Engineering","Unknown","100","90","40220","41760"
"In post","2022","Wales","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Security","Declared non-disabled","210","210","27070","24720"
"In post","2022","Wales","Security","Undeclared","30","30","[c]","[c]"
"In post","2022","Wales","Security","Unknown","50","50","31120","24720"
"In post","2022","Wales","Social Research","Declared disabled","40","40","[c]","[c]"
"In post","2022","Wales","Social Research","Declared non-disabled","270","250","41360","38340"
"In post","2022","Wales","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Social Research","Unknown","130","130","37390","38340"
"In post","2022","Wales","Statistics","Declared disabled","50","50","[c]","[c]"
"In post","2022","Wales","Statistics","Declared non-disabled","270","260","43000","39100"
"In post","2022","Wales","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Statistics","Unknown","120","120","40560","38340"
"In post","2022","Wales","Tax","Declared disabled","150","140","35530","33370"
"In post","2022","Wales","Tax","Declared non-disabled","1010","970","33490","33080"
"In post","2022","Wales","Tax","Undeclared","70","60","36670","33370"
"In post","2022","Wales","Tax","Unknown","540","520","29810","26820"
"In post","2022","Wales","Unknown","Declared disabled","30","30","[c]","[c]"
"In post","2022","Wales","Unknown","Declared non-disabled","300","290","32910","26820"
"In post","2022","Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Unknown","140","140","36720","32000"
"In post","2022","Wales","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Veterinarian","Declared non-disabled","40","40","[c]","[c]"
"In post","2022","Wales","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Commercial","Declared non-disabled","190","180","38190","36050"
"In post","2022","West Midlands (England)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Commercial","Unknown","50","50","[c]","[c]"
"In post","2022","West Midlands (England)","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Communications","Declared non-disabled","120","110","39480","36530"
"In post","2022","West Midlands (England)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Counter Fraud","Declared disabled","80","70","28120","27570"
"In post","2022","West Midlands (England)","Counter Fraud","Declared non-disabled","410","360","28610","27570"
"In post","2022","West Midlands (England)","Counter Fraud","Undeclared","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Digital, Data and Technology","Declared disabled","100","100","39840","36050"
"In post","2022","West Midlands (England)","Digital, Data and Technology","Declared non-disabled","810","790","40130","36500"
"In post","2022","West Midlands (England)","Digital, Data and Technology","Undeclared","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Digital, Data and Technology","Unknown","250","240","40340","36500"
"In post","2022","West Midlands (England)","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Economics","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Finance","Declared disabled","80","70","39830","36340"
"In post","2022","West Midlands (England)","Finance","Declared non-disabled","560","540","40160","36500"
"In post","2022","West Midlands (England)","Finance","Undeclared","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Finance","Unknown","140","140","35770","31180"
"In post","2022","West Midlands (England)","Geography","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Geography","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Human Resources","Declared disabled","50","50","37970","33370"
"In post","2022","West Midlands (England)","Human Resources","Declared non-disabled","290","270","38620","36050"
"In post","2022","West Midlands (England)","Human Resources","Undeclared","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Human Resources","Unknown","60","50","33090","30450"
"In post","2022","West Midlands (England)","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Inspector of Education and Training","Declared non-disabled","80","80","67410","73000"
"In post","2022","West Midlands (England)","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Intelligence Analysis","Declared non-disabled","60","60","31780","28890"
"In post","2022","West Midlands (England)","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Internal Audit","Declared non-disabled","40","30","[c]","[c]"
"In post","2022","West Midlands (England)","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
