"Status","Year","Profession_of_post","Age","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Veterinarian","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","White","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","White","40","30","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","White","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Communications","20-29","White","30","30","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","White","30","30","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","White","50","50","31720","30850"
"Leaver CS","2021","Digital, Data and Technology","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","White","60","60","45340","42240"
"Leaver CS","2021","Digital, Data and Technology","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","White","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","White","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","White","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","White","40","40","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","White","60","50","45530","41310"
"Leaver CS","2021","Finance","60-64","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","White","50","40","[c]","[c]"
"Leaver CS","2021","Finance","65+","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","White","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","White","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Undeclared","[c]","[c]","[c]","[c]"
