"Status","Year","Function_of_post","Region_ITL2","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Northumberland and Tyne and Wear","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","Defence Equipment and Support","170","170","23760","21190"
"In post","2021","Communications","Outer London - West and North West","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","Ministry of Defence (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Department for Education (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","HM Revenue and Customs (excl. agencies)","210","210","29440","25560"
"In post","2021","Communications","West Midlands","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Driver and Vehicle Licensing Agency","70","60","29810","26740"
"In post","2021","Communications","West Wales and The Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","HM Revenue and Customs (excl. agencies)","500","490","28070","25560"
"In post","2021","Communications","West Yorkshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","90","80","32030","31810"
"In post","2021","Counter Fraud","Cheshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","500","470","33420","31810"
"In post","2021","Counter Fraud","Derbyshire and Nottinghamshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Devon","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Dorset and Somerset","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Anglia","HM Revenue and Customs (excl. agencies)","380","350","28000","25560"
"In post","2021","Counter Fraud","East Anglia","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Wales","HM Revenue and Customs (excl. agencies)","350","320","30670","31810"
"In post","2021","Counter Fraud","East Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Eastern Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Eastern Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Eastern Scotland","HM Revenue and Customs (excl. agencies)","220","210","31160","28130"
"In post","2021","Counter Fraud","Eastern Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Essex","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Counter Fraud","Essex","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs (excl. agencies)","380","350","35230","31810"
"In post","2021","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Greater Manchester","HM Revenue and Customs (excl. agencies)","1040","980","32770","31810"
"In post","2021","Counter Fraud","Greater Manchester","Insolvency Service","60","50","39750","39490"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","HM Revenue and Customs (excl. agencies)","120","120","33320","31810"
"In post","2021","Counter Fraud","Hampshire and Isle of Wight","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - East","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - East","HM Revenue and Customs (excl. agencies)","140","130","40400","36160"
"In post","2021","Counter Fraud","Inner London - East","Insolvency Service","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","Cabinet Office (excl. agencies)","80","70","49870","54700"
"In post","2021","Counter Fraud","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Inner London - West","HM Revenue and Customs (excl. agencies)","1120","1080","37760","36160"
"In post","2021","Counter Fraud","Inner London - West","Serious Fraud Office","250","240","45590","40000"
"In post","2021","Counter Fraud","Inner London - West","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Kent","HM Revenue and Customs (excl. agencies)","200","180","30050","28130"
"In post","2021","Counter Fraud","Lancashire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lancashire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lancashire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Lincolnshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Merseyside","HM Revenue and Customs (excl. agencies)","550","510","32520","31810"
"In post","2021","Counter Fraud","Merseyside","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North Yorkshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northern Ireland","HM Revenue and Customs (excl. agencies)","400","370","31180","28130"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","HM Revenue and Customs (excl. agencies)","520","500","32110","31810"
"In post","2021","Counter Fraud","Northumberland and Tyne and Wear","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - East and North East","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - East and North East","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - East and North East","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - South","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - South","HM Revenue and Customs (excl. agencies)","620","600","37770","36160"
"In post","2021","Counter Fraud","Outer London - South","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - West and North West","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Outer London - West and North West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Shropshire and Staffordshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Yorkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South Yorkshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southern Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Southern Scotland","HM Revenue and Customs (excl. agencies)","80","70","29420","28130"
"In post","2021","Counter Fraud","Surrey, East and West Sussex","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Central Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Central Scotland","HM Revenue and Customs (excl. agencies)","530","480","30530","28130"
"In post","2021","Counter Fraud","West Midlands","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands","HM Revenue and Customs (excl. agencies)","660","600","31570","28130"
"In post","2021","Counter Fraud","West Midlands","Insolvency Service","50","50","38100","38810"
"In post","2021","Counter Fraud","West Wales and The Valleys","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Wales and The Valleys","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Wales and The Valleys","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Yorkshire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Yorkshire","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Yorkshire","HM Revenue and Customs (excl. agencies)","790","740","31860","31810"
"In post","2021","Counter Fraud","West Yorkshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Bedfordshire and Hertfordshire","HM Revenue and Customs (excl. agencies)","40","30","[c]","[c]"
"In post","2021","Debt","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Derbyshire and Nottinghamshire","HM Revenue and Customs (excl. agencies)","250","220","21470","20140"
"In post","2021","Debt","Devon","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","East Anglia","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Debt","East Wales","HM Revenue and Customs (excl. agencies)","330","310","23100","20140"
"In post","2021","Debt","East Yorkshire and Northern Lincolnshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Eastern Scotland","HM Revenue and Customs (excl. agencies)","620","580","21510","20140"
"In post","2021","Debt","Essex","HM Revenue and Customs (excl. agencies)","60","50","23200","21440"
"In post","2021","Debt","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Greater Manchester","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Hampshire and Isle of Wight","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Inner London - East","HM Revenue and Customs (excl. agencies)","250","230","27810","25630"
"In post","2021","Debt","Inner London - West","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Inner London - West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Kent","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Lancashire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Lincolnshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Merseyside","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Merseyside","HM Revenue and Customs (excl. agencies)","310","280","22890","21440"
"In post","2021","Debt","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Northumberland and Tyne and Wear","HM Revenue and Customs (excl. agencies)","570","530","21520","20140"
"In post","2021","Debt","Outer London - South","HM Revenue and Customs (excl. agencies)","250","220","27110","24670"
"In post","2021","Debt","Outer London - West and North West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Shropshire and Staffordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","South Yorkshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Southern Scotland","HM Revenue and Customs (excl. agencies)","300","280","21760","20140"
"In post","2021","Debt","Surrey, East and West Sussex","HM Revenue and Customs (excl. agencies)","80","60","27770","28130"
"In post","2021","Debt","Tees Valley and Durham","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Central Scotland","HM Revenue and Customs (excl. agencies)","520","440","22370","20140"
"In post","2021","Debt","West Midlands","HM Revenue and Customs (excl. agencies)","410","370","21810","20140"
"In post","2021","Debt","West Wales and The Valleys","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Debt","West Yorkshire","HM Revenue and Customs (excl. agencies)","420","370","23550","20640"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Bedfordshire and Hertfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs (excl. agencies)","90","80","41520","36970"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","FCDO Services","110","100","44010","40670"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cheshire","Department for Environment, Food and Rural Affairs (excl. agencies)","80","80","45110","48370"
"In post","2021","Digital, Data & Technology","Cheshire","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cheshire","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cheshire","National Crime Agency","50","50","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cornwall and Isles of Scilly","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cornwall and Isles of Scilly","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cumbria","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cumbria","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cumbria","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Cumbria","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Driver and Vehicle Standards Agency","90","90","38800","39060"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Derbyshire and Nottinghamshire","HM Land Registry","[c]","[c]","[c]","[c]"
