"Status","Year","Responsibility_level","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Analysis","White","3110","3010","36140","36580"
"In post","2022","SEO/HEO","Commercial","Asian","170","160","37580","37430"
"In post","2022","SEO/HEO","Commercial","Black","100","100","38010","36970"
"In post","2022","SEO/HEO","Commercial","Mixed","50","50","37500","37160"
"In post","2022","SEO/HEO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Commercial","Undeclared","120","120","38030","39010"
"In post","2022","SEO/HEO","Commercial","Unknown","370","360","37620","38260"
"In post","2022","SEO/HEO","Commercial","White","1990","1930","37140","37100"
"In post","2022","SEO/HEO","Communications","Asian","270","260","36000","33370"
"In post","2022","SEO/HEO","Communications","Black","90","80","35730","33670"
"In post","2022","SEO/HEO","Communications","Mixed","90","90","36920","35250"
"In post","2022","SEO/HEO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Communications","Undeclared","80","80","36910","35060"
"In post","2022","SEO/HEO","Communications","Unknown","720","710","36130","33370"
"In post","2022","SEO/HEO","Communications","White","2200","2140","36770","35010"
"In post","2022","SEO/HEO","Counter Fraud","Asian","360","350","36840","37610"
"In post","2022","SEO/HEO","Counter Fraud","Black","160","150","37670","37930"
"In post","2022","SEO/HEO","Counter Fraud","Mixed","70","70","37050","37610"
"In post","2022","SEO/HEO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Counter Fraud","Undeclared","310","300","36840","35520"
"In post","2022","SEO/HEO","Counter Fraud","Unknown","820","790","36700","35530"
"In post","2022","SEO/HEO","Counter Fraud","White","3970","3760","36100","33680"
"In post","2022","SEO/HEO","Debt","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Debt","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Debt","White","300","270","35040","33370"
"In post","2022","SEO/HEO","Digital, Data & Technology","Asian","660","650","37280","36650"
"In post","2022","SEO/HEO","Digital, Data & Technology","Black","350","340","37270","36650"
"In post","2022","SEO/HEO","Digital, Data & Technology","Mixed","160","160","36880","36050"
"In post","2022","SEO/HEO","Digital, Data & Technology","Other ethnicity","60","60","37330","37440"
"In post","2022","SEO/HEO","Digital, Data & Technology","Undeclared","610","590","38310","38000"
"In post","2022","SEO/HEO","Digital, Data & Technology","Unknown","1500","1470","37590","36840"
"In post","2022","SEO/HEO","Digital, Data & Technology","White","7580","7330","37350","36840"
"In post","2022","SEO/HEO","Finance","Asian","570","560","37770","37030"
"In post","2022","SEO/HEO","Finance","Black","240","240","38590","37930"
"In post","2022","SEO/HEO","Finance","Mixed","100","90","37350","36350"
"In post","2022","SEO/HEO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Finance","Undeclared","240","230","37880","36540"
"In post","2022","SEO/HEO","Finance","Unknown","600","580","37200","36820"
"In post","2022","SEO/HEO","Finance","White","3650","3490","36980","36500"
"In post","2022","SEO/HEO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Grants Management","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Grants Management","Unknown","70","70","31780","30490"
"In post","2022","SEO/HEO","Grants Management","White","250","230","32720","31080"
"In post","2022","SEO/HEO","Human Resources","Asian","280","280","36510","36570"
"In post","2022","SEO/HEO","Human Resources","Black","180","180","37500","37000"
"In post","2022","SEO/HEO","Human Resources","Mixed","110","100","36380","36320"
"In post","2022","SEO/HEO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Human Resources","Undeclared","160","150","36800","36050"
"In post","2022","SEO/HEO","Human Resources","Unknown","420","410","35840","35560"
"In post","2022","SEO/HEO","Human Resources","White","3690","3500","36220","35310"
"In post","2022","SEO/HEO","Internal Audit","Asian","60","50","41240","40180"
"In post","2022","SEO/HEO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Internal Audit","White","330","310","40400","40520"
"In post","2022","SEO/HEO","Legal","Asian","180","170","38090","38000"
"In post","2022","SEO/HEO","Legal","Black","110","110","37230","37930"
"In post","2022","SEO/HEO","Legal","Mixed","50","50","37220","37400"
"In post","2022","SEO/HEO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Legal","Undeclared","60","60","39870","38020"
"In post","2022","SEO/HEO","Legal","Unknown","240","230","37300","37610"
"In post","2022","SEO/HEO","Legal","White","1540","1460","40220","38550"
"In post","2022","SEO/HEO","No function","Asian","3970","3840","37130","36260"
"In post","2022","SEO/HEO","No function","Black","1910","1870","37630","36820"
"In post","2022","SEO/HEO","No function","Mixed","1220","1190","37020","35930"
"In post","2022","SEO/HEO","No function","Other ethnicity","390","380","38160","36830"
"In post","2022","SEO/HEO","No function","Undeclared","2190","2080","37890","36970"
"In post","2022","SEO/HEO","No function","Unknown","8310","8080","35020","33370"
"In post","2022","SEO/HEO","No function","White","38770","37050","37190","36040"
"In post","2022","SEO/HEO","Project Delivery","Asian","640","630","37460","37640"
"In post","2022","SEO/HEO","Project Delivery","Black","380","370","37170","37730"
"In post","2022","SEO/HEO","Project Delivery","Mixed","230","220","36440","37000"
"In post","2022","SEO/HEO","Project Delivery","Other ethnicity","60","50","37530","38330"
"In post","2022","SEO/HEO","Project Delivery","Undeclared","700","670","37640","38180"
"In post","2022","SEO/HEO","Project Delivery","Unknown","1190","1160","36700","37620"
"In post","2022","SEO/HEO","Project Delivery","White","9860","9430","36600","36840"
"In post","2022","SEO/HEO","Property","Asian","180","170","37850","36990"
"In post","2022","SEO/HEO","Property","Black","100","90","38530","37320"
"In post","2022","SEO/HEO","Property","Mixed","50","50","38190","37550"
"In post","2022","SEO/HEO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Property","Undeclared","300","280","38530","37580"
"In post","2022","SEO/HEO","Property","Unknown","380","370","36960","36050"
"In post","2022","SEO/HEO","Property","White","2890","2780","37530","36460"
"In post","2022","SEO/HEO","Security","Asian","110","110","38400","37600"
"In post","2022","SEO/HEO","Security","Black","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Security","Mixed","50","50","39180","36510"
"In post","2022","SEO/HEO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Security","Undeclared","180","180","39310","37640"
"In post","2022","SEO/HEO","Security","Unknown","280","280","37790","35490"
"In post","2022","SEO/HEO","Security","White","2000","1960","38980","37300"
"In post","2022","SEO/HEO","Unknown","Asian","1550","1510","37650","35860"
"In post","2022","SEO/HEO","Unknown","Black","700","690","38240","36650"
"In post","2022","SEO/HEO","Unknown","Mixed","360","350","38070","37450"
"In post","2022","SEO/HEO","Unknown","Other ethnicity","80","80","38160","36650"
"In post","2022","SEO/HEO","Unknown","Undeclared","1150","1110","37920","37320"
"In post","2022","SEO/HEO","Unknown","Unknown","2670","2610","38240","37450"
"In post","2022","SEO/HEO","Unknown","White","17790","17130","38140","37510"
"In post","2022","Unknown","Commercial","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Commercial","White","140","140","39300","37400"
"In post","2022","Unknown","Communications","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Communications","White","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Digital, Data & Technology","White","60","50","35370","32710"
"In post","2022","Unknown","Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Finance","White","50","50","[c]","[c]"
"In post","2022","Unknown","Human Resources","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Human Resources","White","30","30","[c]","[c]"
"In post","2022","Unknown","No function","Asian","740","690","29380","27980"
"In post","2022","Unknown","No function","Black","1170","1130","31510","28690"
"In post","2022","Unknown","No function","Mixed","530","500","30720","28300"
"In post","2022","Unknown","No function","Other ethnicity","100","100","31220","29080"
"In post","2022","Unknown","No function","Undeclared","460","420","31980","31980"
"In post","2022","Unknown","No function","Unknown","3630","3270","28280","26310"
"In post","2022","Unknown","No function","White","12560","11670","30430","28200"
"In post","2022","Unknown","Project Delivery","Asian","40","40","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Undeclared","90","90","44630","42250"
"In post","2022","Unknown","Project Delivery","Unknown","110","110","35740","32710"
"In post","2022","Unknown","Project Delivery","White","1340","1300","41430","39860"
"In post","2022","Unknown","Property","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","White","40","40","[c]","[c]"
"In post","2022","Unknown","Security","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","White","150","150","32480","31020"
"In post","2022","Unknown","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1800","1800","37350","34160"
"In post","2022","Unknown","Unknown","White","190","180","40520","35700"
"Leaver CS","2021","AA/AO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Analysis","White","50","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Grants Management","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Human Resources","White","60","50","21210","20920"
"Leaver CS","2021","AA/AO","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Legal","Unknown","70","60","21820","20850"
"Leaver CS","2021","AA/AO","Legal","White","60","50","22420","21950"
"Leaver CS","2021","AA/AO","No function","Asian","170","150","21100","20860"
"Leaver CS","2021","AA/AO","No function","Black","110","100","21770","22550"
"Leaver CS","2021","AA/AO","No function","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","No function","Mixed","70","70","[c]","[c]"
"Leaver CS","2021","AA/AO","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","No function","Undeclared","200","160","20210","19220"
"Leaver CS","2021","AA/AO","No function","Unknown","1460","1390","20780","20810"
"Leaver CS","2021","AA/AO","No function","White","3090","2710","20230","20100"
"Leaver CS","2021","AA/AO","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Project Delivery","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Property","Unknown","70","60","20870","20810"
"Leaver CS","2021","AA/AO","Property","White","110","100","20920","19850"
"Leaver CS","2021","AA/AO","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Security","Unknown","70","70","24720","22650"
"Leaver CS","2021","AA/AO","Security","White","230","220","27710","22440"
"Leaver CS","2021","AA/AO","Unknown","Asian","340","290","22020","21010"
"Leaver CS","2021","AA/AO","Unknown","Black","130","120","23290","24180"
"Leaver CS","2021","AA/AO","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Mixed","90","80","22070","21010"
"Leaver CS","2021","AA/AO","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Undeclared","230","190","21090","21010"
"Leaver CS","2021","AA/AO","Unknown","Unknown","1080","920","21210","21010"
"Leaver CS","2021","AA/AO","Unknown","White","3810","3110","21060","21010"
"Leaver CS","2021","EO","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Analysis","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Digital, Data & Technology","White","40","40","[c]","[c]"
"Leaver CS","2021","EO","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Grants Management","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Grants Management","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Human Resources","White","30","30","[c]","[c]"
"Leaver CS","2021","EO","Internal Audit","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Internal Audit","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Internal Audit","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Internal Audit","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Internal Audit","Other ethnicity","[c]","[c]","[c]","[c]"
