"Status","Year","Profession_of_post","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Medicine","Male","Declared disabled","40","40","[c]","[c]"
"In post","2022","Medicine","Male","Declared non-disabled","430","390","63590","61440"
"In post","2022","Medicine","Male","Undeclared","40","30","[c]","[c]"
"In post","2022","Medicine","Male","Unknown","250","230","70130","66570"
"In post","2022","Operational Delivery","Female","Declared disabled","19970","17410","27540","27350"
"In post","2022","Operational Delivery","Female","Declared non-disabled","100750","88960","27990","26840"
"In post","2022","Operational Delivery","Female","Undeclared","7200","6370","27980","27060"
"In post","2022","Operational Delivery","Female","Unknown","22190","20280","28060","25050"
"In post","2022","Operational Delivery","Male","Declared disabled","11360","10670","28530","27570"
"In post","2022","Operational Delivery","Male","Declared non-disabled","67040","64420","29930","27570"
"In post","2022","Operational Delivery","Male","Undeclared","7710","7240","30520","29730"
"In post","2022","Operational Delivery","Male","Unknown","18780","18040","29850","26820"
"In post","2022","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Declared disabled","40","30","[c]","[c]"
"In post","2022","Operational Research","Female","Declared non-disabled","340","320","44080","41750"
"In post","2022","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Unknown","50","40","[c]","[c]"
"In post","2022","Operational Research","Male","Declared disabled","50","50","44730","41320"
"In post","2022","Operational Research","Male","Declared non-disabled","540","530","46400","47010"
"In post","2022","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Male","Unknown","80","70","42420","39040"
"In post","2022","Operational Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Other","Female","Declared disabled","1990","1800","27890","26820"
"In post","2022","Other","Female","Declared non-disabled","11140","10240","29170","26670"
"In post","2022","Other","Female","Undeclared","820","760","27500","26120"
"In post","2022","Other","Female","Unknown","2120","2000","32770","27570"
"In post","2022","Other","Male","Declared disabled","1330","1280","29200","27040"
"In post","2022","Other","Male","Declared non-disabled","8520","8350","32030","27570"
"In post","2022","Other","Male","Undeclared","860","830","29330","26670"
"In post","2022","Other","Male","Unknown","3600","3560","35170","32670"
"In post","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","Declared non-disabled","80","70","45320","41560"
"In post","2022","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Male","Declared non-disabled","100","90","46540","41500"
"In post","2022","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Declared non-disabled","100","90","55230","58810"
"In post","2022","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Declared non-disabled","170","150","56950","58810"
"In post","2022","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Unknown","50","40","[c]","[c]"
"In post","2022","Policy","Female","Declared disabled","1800","1720","44400","40050"
"In post","2022","Policy","Female","Declared non-disabled","12090","11540","46950","42500"
"In post","2022","Policy","Female","Undeclared","820","790","44790","40350"
"In post","2022","Policy","Female","Unknown","3220","3130","44820","40650"
"In post","2022","Policy","Male","Declared disabled","1290","1270","46130","40740"
"In post","2022","Policy","Male","Declared non-disabled","10320","10180","49520","48770"
"In post","2022","Policy","Male","Undeclared","890","880","48380","45260"
"In post","2022","Policy","Male","Unknown","2540","2520","46580","41990"
"In post","2022","Project Delivery","Female","Declared disabled","890","830","39870","36970"
"In post","2022","Project Delivery","Female","Declared non-disabled","5870","5530","41710","39000"
"In post","2022","Project Delivery","Female","Undeclared","340","320","41840","40000"
"In post","2022","Project Delivery","Female","Unknown","1050","1000","42260","40080"
"In post","2022","Project Delivery","Male","Declared disabled","620","600","42330","40180"
"In post","2022","Project Delivery","Male","Declared non-disabled","5600","5490","45800","41330"
"In post","2022","Project Delivery","Male","Undeclared","430","420","44980","41310"
"In post","2022","Project Delivery","Male","Unknown","1080","1070","45710","41000"
"In post","2022","Project Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","Declared disabled","280","260","36850","33300"
"In post","2022","Property","Female","Declared non-disabled","2150","2000","36590","33300"
"In post","2022","Property","Female","Undeclared","190","180","35640","33150"
"In post","2022","Property","Female","Unknown","490","460","32940","29610"
"In post","2022","Property","Male","Declared disabled","320","310","37530","33310"
"In post","2022","Property","Male","Declared non-disabled","3080","2990","40410","36630"
"In post","2022","Property","Male","Undeclared","340","330","40260","36900"
"In post","2022","Property","Male","Unknown","740","730","35660","32890"
"In post","2022","Psychology","Female","Declared disabled","110","100","32910","29750"
"In post","2022","Psychology","Female","Declared non-disabled","980","940","36160","31180"
"In post","2022","Psychology","Female","Undeclared","100","100","37700","31180"
"In post","2022","Psychology","Female","Unknown","140","140","32450","29750"
"In post","2022","Psychology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","Declared non-disabled","130","130","38160","31180"
"In post","2022","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Female","Declared disabled","360","330","35290","32330"
"In post","2022","Science and Engineering","Female","Declared non-disabled","3160","2960","38020","36580"
"In post","2022","Science and Engineering","Female","Undeclared","100","100","39040","37830"
"In post","2022","Science and Engineering","Female","Unknown","750","690","42610","40560"
"In post","2022","Science and Engineering","Male","Declared disabled","660","640","37590","37220"
"In post","2022","Science and Engineering","Male","Declared non-disabled","7310","7130","39680","38070"
"In post","2022","Science and Engineering","Male","Undeclared","560","540","37870","35240"
"In post","2022","Science and Engineering","Male","Unknown","1060","1040","40290","38930"
"In post","2022","Security","Female","Declared disabled","200","190","32240","29060"
"In post","2022","Security","Female","Declared non-disabled","1460","1410","33170","31180"
"In post","2022","Security","Female","Undeclared","160","150","35410","33000"
"In post","2022","Security","Female","Unknown","330","320","32390","30010"
"In post","2022","Security","Male","Declared disabled","510","490","32770","31230"
"In post","2022","Security","Male","Declared non-disabled","4460","4380","31980","28080"
"In post","2022","Security","Male","Undeclared","620","610","34350","36480"
"In post","2022","Security","Male","Unknown","1550","1530","31900","28890"
"In post","2022","Social Research","Female","Declared disabled","90","80","41680","38340"
"In post","2022","Social Research","Female","Declared non-disabled","580","550","43650","40180"
"In post","2022","Social Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Female","Unknown","230","220","38430","38340"
"In post","2022","Social Research","Male","Declared disabled","40","40","[c]","[c]"
"In post","2022","Social Research","Male","Declared non-disabled","250","240","45750","41340"
"In post","2022","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Unknown","100","100","38740","38340"
"In post","2022","Social Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Declared disabled","120","110","42950","38670"
"In post","2022","Statistics","Female","Declared non-disabled","720","670","45190","41860"
"In post","2022","Statistics","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Unknown","240","220","39490","38340"
"In post","2022","Statistics","Male","Declared disabled","120","120","41950","38340"
"In post","2022","Statistics","Male","Declared non-disabled","890","880","44880","40520"
"In post","2022","Statistics","Male","Undeclared","40","40","[c]","[c]"
"In post","2022","Statistics","Male","Unknown","230","230","40380","38000"
"In post","2022","Statistics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","Declared disabled","820","750","35960","33370"
"In post","2022","Tax","Female","Declared non-disabled","5590","5210","35580","33370"
"In post","2022","Tax","Female","Undeclared","370","340","37550","33370"
"In post","2022","Tax","Female","Unknown","2520","2340","29530","26820"
"In post","2022","Tax","Male","Declared disabled","750","710","37140","33370"
"In post","2022","Tax","Male","Declared non-disabled","6000","5820","37760","33370"
"In post","2022","Tax","Male","Undeclared","560","540","41050","35980"
"In post","2022","Tax","Male","Unknown","3000","2920","31980","28920"
"In post","2022","Unknown","Female","Declared disabled","1470","1400","39080","34550"
"In post","2022","Unknown","Female","Declared non-disabled","9210","8770","41580","36130"
"In post","2022","Unknown","Female","Undeclared","420","400","39720","34550"
"In post","2022","Unknown","Female","Unknown","6190","5930","40280","32790"
"In post","2022","Unknown","Male","Declared disabled","1110","1090","40550","34550"
"In post","2022","Unknown","Male","Declared non-disabled","8030","7930","43830","37300"
"In post","2022","Unknown","Male","Undeclared","380","370","42810","39580"
"In post","2022","Unknown","Male","Unknown","5450","5370","42330","33370"
"In post","2022","Veterinarian","Female","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","Declared non-disabled","170","160","44260","40810"
"In post","2022","Veterinarian","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","Declared non-disabled","150","150","44920","44780"
"In post","2022","Veterinarian","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Declared non-disabled","70","60","43130","40250"
"Leaver CS","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Declared non-disabled","70","60","37810","35860"
"Leaver CS","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Unknown","50","50","34600","32940"
"Leaver CS","2021","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Declared non-disabled","60","60","37410","32700"
"Leaver CS","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Declared non-disabled","70","60","40540","37060"
"Leaver CS","2021","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Declared non-disabled","160","150","44730","40290"
"Leaver CS","2021","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Unknown","120","110","41650","38450"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Declared non-disabled","80","80","39980","34860"
"Leaver CS","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Declared non-disabled","90","90","46640","44790"
"Leaver CS","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Declared non-disabled","120","110","37370","32460"
"Leaver CS","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Declared non-disabled","70","60","40790","36820"
"Leaver CS","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Declared non-disabled","50","50","33150","30460"
"Leaver CS","2021","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Declared non-disabled","160","130","52620","51390"
"Leaver CS","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Declared non-disabled","120","100","56750","55610"
"Leaver CS","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Declared non-disabled","110","90","46650","36330"
"Leaver CS","2021","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Unknown","60","50","44950","31370"
"Leaver CS","2021","Medicine","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","Declared disabled","470","390","25150","21430"
"Leaver CS","2021","Operational Delivery","Female","Declared non-disabled","2280","1950","26450","22350"
"Leaver CS","2021","Operational Delivery","Female","Undeclared","270","220","26940","22450"
"Leaver CS","2021","Operational Delivery","Female","Unknown","1140","1050","25960","21870"
"Leaver CS","2021","Operational Delivery","Male","Declared disabled","370","330","28630","25310"
"Leaver CS","2021","Operational Delivery","Male","Declared non-disabled","2200","1990","30530","25880"
"Leaver CS","2021","Operational Delivery","Male","Undeclared","390","330","30830","26780"
"Leaver CS","2021","Operational Delivery","Male","Unknown","1130","1070","28950","24250"
"Leaver CS","2021","Operational Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Declared disabled","80","70","27250","21580"
"Leaver CS","2021","Other","Female","Declared non-disabled","310","280","27180","21580"
"Leaver CS","2021","Other","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Unknown","160","150","30360","28650"
"Leaver CS","2021","Other","Male","Declared disabled","80","80","29460","27340"
"Leaver CS","2021","Other","Male","Declared non-disabled","440","430","31560","29930"
"Leaver CS","2021","Other","Male","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Other","Male","Unknown","320","320","32700","29930"
"Leaver CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Female","Declared non-disabled","220","200","46420","40780"
"Leaver CS","2021","Policy","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Unknown","140","140","37790","32650"
"Leaver CS","2021","Policy","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Declared non-disabled","220","210","51330","46200"
"Leaver CS","2021","Policy","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Unknown","150","150","43950","38750"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Declared non-disabled","130","120","39550","33850"
"Leaver CS","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Declared non-disabled","160","160","45910","40000"
"Leaver CS","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Declared non-disabled","70","60","32380","26210"
"Leaver CS","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Declared non-disabled","180","160","35180","33250"
"Leaver CS","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Unknown","70","60","27870","25500"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Declared non-disabled","170","160","31140","28380"
"Leaver CS","2021","Science and Engineering","Female","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Unknown","90","80","33260","28660"
"Leaver CS","2021","Science and Engineering","Male","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Declared non-disabled","300","280","33930","31950"
"Leaver CS","2021","Science and Engineering","Male","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Male","Unknown","90","90","33460","28540"
"Leaver CS","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Male","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Security","Male","Declared non-disabled","180","170","30670","27250"
"Leaver CS","2021","Security","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Security","Male","Unknown","100","100","28240","24610"
