"Status","Year","Organisation","Ethnicity","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Driver and Vehicle Licensing Agency","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Asian","Wales","60","50","29620","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Asian","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","Wales","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","Wales","210","190","29640","24720"
"In post","2022","Driver and Vehicle Licensing Agency","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","Wales","740","660","25050","21840"
"In post","2022","Driver and Vehicle Licensing Agency","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Licensing Agency","White","Wales","5140","4530","26410","21840"
"In post","2022","Driver and Vehicle Licensing Agency","White","West Midlands (England)","60","60","24530","21840"
"In post","2022","Driver and Vehicle Licensing Agency","White","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","London","40","30","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","East Midlands (England)","50","50","31170","29080"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","East of England","50","50","29000","27930"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","London","50","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","North East (England)","30","30","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","North West (England)","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","South East (England)","60","60","30300","28930"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","South West (England)","60","50","32670","29730"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Wales","60","60","27950","26780"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Driver and Vehicle Standards Agency","Undeclared","Yorkshire and The Humber","60","50","27120","26780"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","East Midlands (England)","110","110","30350","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","East of England","50","50","26580","26470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","London","60","60","30930","30470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","North East (England)","60","60","25510","26130"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","North West (England)","80","70","26670","26470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Scotland","50","50","26660","26580"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","South East (England)","100","100","27890","26470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","South West (England)","80","70","27860","26700"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Wales","130","120","27270","26130"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","West Midlands (England)","70","70","25980","26470"
"In post","2022","Driver and Vehicle Standards Agency","Unknown","Yorkshire and The Humber","100","90","25340","26130"
"In post","2022","Driver and Vehicle Standards Agency","White","East Midlands (England)","350","330","32720","28810"
"In post","2022","Driver and Vehicle Standards Agency","White","East of England","250","230","29200","26830"
"In post","2022","Driver and Vehicle Standards Agency","White","London","180","180","32350","30780"
"In post","2022","Driver and Vehicle Standards Agency","White","North East (England)","250","230","27290","26700"
"In post","2022","Driver and Vehicle Standards Agency","White","North West (England)","330","310","28590","26780"
"In post","2022","Driver and Vehicle Standards Agency","White","Scotland","210","190","29270","26800"
"In post","2022","Driver and Vehicle Standards Agency","White","South East (England)","330","310","29970","27810"
"In post","2022","Driver and Vehicle Standards Agency","White","South West (England)","420","400","32840","29080"
"In post","2022","Driver and Vehicle Standards Agency","White","Wales","370","340","30280","26780"
"In post","2022","Driver and Vehicle Standards Agency","White","West Midlands (England)","270","250","29000","26780"
"In post","2022","Driver and Vehicle Standards Agency","White","Yorkshire and The Humber","280","260","28120","26780"
"In post","2022","Education and Skills Funding Agency","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","London","50","50","43680","40870"
"In post","2022","Education and Skills Funding Agency","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","North West (England)","30","30","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Asian","West Midlands (England)","100","100","37970","36600"
"In post","2022","Education and Skills Funding Agency","Asian","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Other ethnicity","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","Unknown","West Midlands (England)","60","60","39820","36960"
"In post","2022","Education and Skills Funding Agency","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","White","East Midlands (England)","50","50","43200","37630"
"In post","2022","Education and Skills Funding Agency","White","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","White","London","170","160","52150","53760"
"In post","2022","Education and Skills Funding Agency","White","North East (England)","190","180","37830","36500"
"In post","2022","Education and Skills Funding Agency","White","North West (England)","170","160","38670","36500"
"In post","2022","Education and Skills Funding Agency","White","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","White","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","White","South West (England)","80","80","39440","36500"
"In post","2022","Education and Skills Funding Agency","White","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Education and Skills Funding Agency","White","West Midlands (England)","360","350","43170","37190"
"In post","2022","Education and Skills Funding Agency","White","Yorkshire and The Humber","300","290","40190","36500"
"In post","2022","Education Scotland","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Other ethnicity","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","Unknown","Scotland","100","100","53380","49860"
"In post","2022","Education Scotland","White","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Education Scotland","White","Scotland","220","210","59440","65280"
"In post","2022","Estyn","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Other ethnicity","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Other ethnicity","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","Other ethnicity","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","White","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","White","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Estyn","White","Wales","110","100","58320","75480"
"In post","2022","Estyn","White","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Asian","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Asian","South East (England)","50","50","[c]","[c]"
"In post","2022","FCDO Services","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Black","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Mixed","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Other ethnicity","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Other ethnicity","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Undeclared","South East (England)","40","30","[c]","[c]"
"In post","2022","FCDO Services","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","FCDO Services","White","London","130","120","49610","46410"
"In post","2022","FCDO Services","White","Overseas","100","100","40910","40330"
"In post","2022","FCDO Services","White","South East (England)","660","630","38620","34510"
"In post","2022","Food Standards Agency","Asian","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Asian","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Black","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Mixed","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Other ethnicity","North West (England)","[c]","[c]","[c]","[c]"
