"Status","Year","Region_ITL1","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North West (England)","Charity Commission","EO","90","90","24640","24440"
"In post","2021","North West (England)","Charity Commission","G6/G7","30","30","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Charity Commission","SEO/HEO","170","160","32880","29550"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","AA/AO","90","90","20760","20880"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","EO","100","90","24770","24250"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","G6/G7","40","40","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","230","220","36690","35070"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Education","EO","160","160","25540","25000"
"In post","2021","North West (England)","Department for Education","G6/G7","370","360","54510","50630"
"In post","2021","North West (England)","Department for Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Education","SEO/HEO","570","560","34500","36500"
"In post","2021","North West (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","AA/AO","620","550","21000","21050"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","EO","320","290","25460","25190"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","G6/G7","160","150","52030","49300"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","340","320","34060","32080"
"In post","2021","North West (England)","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","AA/AO","80","80","25380","26580"
"In post","2021","North West (England)","Department for Transport","EO","290","270","27790","26780"
"In post","2021","North West (England)","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Department for Transport","SEO/HEO","70","70","36150","33350"
"In post","2021","North West (England)","Department for Work and Pensions","AA/AO","6770","5890","20800","21010"
"In post","2021","North West (England)","Department for Work and Pensions","EO","8490","7700","27460","27570"
"In post","2021","North West (England)","Department for Work and Pensions","G6/G7","840","810","56880","54730"
"In post","2021","North West (England)","Department for Work and Pensions","SCS","50","50","86830","81560"
"In post","2021","North West (England)","Department for Work and Pensions","SEO/HEO","2480","2350","35100","33650"
"In post","2021","North West (England)","Department of Health and Social Care","AA/AO","150","140","19880","19630"
"In post","2021","North West (England)","Department of Health and Social Care","EO","90","90","24390","23700"
"In post","2021","North West (England)","Department of Health and Social Care","G6/G7","100","100","55710","50970"
"In post","2021","North West (England)","Department of Health and Social Care","SCS","30","30","[c]","[c]"
"In post","2021","North West (England)","Department of Health and Social Care","SEO/HEO","200","180","35550","36330"
"In post","2021","North West (England)","Food Standards Agency","EO","50","40","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","AA/AO","310","290","22350","22350"
"In post","2021","North West (England)","HM Land Registry","EO","310","260","27160","27130"
"In post","2021","North West (England)","HM Land Registry","G6/G7","30","30","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Land Registry","SEO/HEO","250","220","36060","33840"
"In post","2021","North West (England)","HM Revenue and Customs","AA/AO","4400","3860","20560","20140"
"In post","2021","North West (England)","HM Revenue and Customs","EO","2850","2630","25670","25560"
"In post","2021","North West (England)","HM Revenue and Customs","G6/G7","1460","1400","54840","52580"
"In post","2021","North West (England)","HM Revenue and Customs","SCS","60","60","80010","75500"
"In post","2021","North West (England)","HM Revenue and Customs","SEO/HEO","4130","3940","34070","31810"
"In post","2021","North West (England)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","AA/AO","2460","2190","21010","21430"
"In post","2021","North West (England)","Home Office","EO","2910","2720","25360","25040"
"In post","2021","North West (England)","Home Office","G6/G7","300","300","56690","52340"
"In post","2021","North West (England)","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Home Office","SEO/HEO","1480","1430","34030","31530"
"In post","2021","North West (England)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","AA/AO","800","740","21440","21030"
"In post","2021","North West (England)","Ministry of Defence","EO","440","420","26290","26670"
"In post","2021","North West (England)","Ministry of Defence","G6/G7","80","70","63310","59540"
"In post","2021","North West (England)","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Defence","SEO/HEO","400","390","36200","33300"
"In post","2021","North West (England)","Ministry of Defence","Unknown","160","150","42260","40340"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","G6/G7","30","30","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Housing, Communities and Local Government","SEO/HEO","80","80","34100","33240"
"In post","2021","North West (England)","Ministry of Justice","AA/AO","4940","4520","23690","21710"
"In post","2021","North West (England)","Ministry of Justice","EO","1220","1150","27850","27380"
"In post","2021","North West (England)","Ministry of Justice","G6/G7","210","200","62000","59150"
"In post","2021","North West (England)","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Ministry of Justice","SEO/HEO","1320","1250","37650","36710"
"In post","2021","North West (England)","Ministry of Justice","Unknown","1860","1730","29620","30210"
"In post","2021","North West (England)","National Crime Agency","AA/AO","80","80","21800","20800"
"In post","2021","North West (England)","National Crime Agency","EO","680","660","32090","32770"
"In post","2021","North West (England)","National Crime Agency","G6/G7","50","50","61670","60990"
"In post","2021","North West (England)","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","National Crime Agency","SEO/HEO","470","460","41680","40490"
"In post","2021","North West (England)","Office for Standards in Education","AA/AO","140","130","21160","21160"
"In post","2021","North West (England)","Office for Standards in Education","EO","80","80","25780","25880"
"In post","2021","North West (England)","Office for Standards in Education","G6/G7","100","100","71090","74280"
"In post","2021","North West (England)","Office for Standards in Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Office for Standards in Education","SEO/HEO","180","170","39940","39850"
"In post","2021","North West (England)","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Other Cabinet Office Agencies","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Other Cabinet Office Agencies","EO","60","60","23220","22240"
"In post","2021","North West (England)","Other Cabinet Office Agencies","G6/G7","120","120","52650","52000"
"In post","2021","North West (England)","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Other Cabinet Office Agencies","SEO/HEO","220","210","33000","34800"
"In post","2021","Northern Ireland","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Food Standards Agency","SEO/HEO","50","50","35280","37910"
"In post","2021","Northern Ireland","HM Revenue and Customs","AA/AO","710","640","20460","20140"
"In post","2021","Northern Ireland","HM Revenue and Customs","EO","560","510","25960","25560"
"In post","2021","Northern Ireland","HM Revenue and Customs","G6/G7","160","150","54520","52580"
"In post","2021","Northern Ireland","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","HM Revenue and Customs","SEO/HEO","570","540","33520","31810"
"In post","2021","Northern Ireland","Home Office","AA/AO","220","190","21260","21430"
"In post","2021","Northern Ireland","Home Office","EO","240","230","25660","25310"
"In post","2021","Northern Ireland","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Home Office","SEO/HEO","70","60","33460","31000"
"In post","2021","Northern Ireland","Ministry of Defence","AA/AO","710","690","20830","20310"
"In post","2021","Northern Ireland","Ministry of Defence","EO","100","90","28870","27680"
"In post","2021","Northern Ireland","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Ministry of Defence","SEO/HEO","90","90","37810","37210"
"In post","2021","Northern Ireland","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","National Crime Agency","EO","50","50","[c]","[c]"
"In post","2021","Northern Ireland","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","National Crime Agency","SEO/HEO","50","50","42640","43710"
"In post","2021","Northern Ireland","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland Office","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Overseas","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for International Trade","G6/G7","80","80","57660","56750"
"In post","2021","Overseas","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for International Trade","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Overseas","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Foreign, Commonwealth and Development Office","EO","70","70","27540","27460"
"In post","2021","Overseas","Foreign, Commonwealth and Development Office","G6/G7","1100","1100","59040","57010"
"In post","2021","Overseas","Foreign, Commonwealth and Development Office","SCS","250","250","85230","76510"
"In post","2021","Overseas","Foreign, Commonwealth and Development Office","SEO/HEO","840","840","35900","34390"
"In post","2021","Overseas","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Home Office","EO","90","90","27370","27370"
"In post","2021","Overseas","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Home Office","Unknown","220","220","[c]","[c]"
"In post","2021","Overseas","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Ministry of Defence","EO","110","110","28340","26670"
"In post","2021","Overseas","Ministry of Defence","G6/G7","110","110","64670","63500"
"In post","2021","Overseas","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Ministry of Defence","SEO/HEO","500","490","40960","40580"
"In post","2021","Overseas","Ministry of Defence","Unknown","40","40","[c]","[c]"
"In post","2021","Overseas","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","National Crime Agency","SEO/HEO","110","110","64850","62370"
"In post","2021","Overseas","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Welsh Government","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Cabinet Office","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Scotland","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Business, Energy and Industrial Strategy","AA/AO","80","80","21320","20880"
"In post","2021","Scotland","Department for Business, Energy and Industrial Strategy","EO","90","80","25070","24500"
"In post","2021","Scotland","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Business, Energy and Industrial Strategy","SEO/HEO","200","190","42070","36730"
"In post","2021","Scotland","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Environment, Food and Rural Affairs","AA/AO","40","30","[c]","[c]"
"In post","2021","Scotland","Department for Environment, Food and Rural Affairs","EO","40","30","[c]","[c]"
"In post","2021","Scotland","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Environment, Food and Rural Affairs","SEO/HEO","60","60","34570","36520"
"In post","2021","Scotland","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Transport","AA/AO","100","100","25680","26590"
"In post","2021","Scotland","Department for Transport","EO","210","190","28000","26780"
"In post","2021","Scotland","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Transport","SEO/HEO","130","120","38570","36180"
"In post","2021","Scotland","Department for Work and Pensions","AA/AO","3770","3250","20780","21010"
"In post","2021","Scotland","Department for Work and Pensions","EO","4400","3930","27450","27570"
"In post","2021","Scotland","Department for Work and Pensions","G6/G7","90","90","62670","53430"
"In post","2021","Scotland","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department for Work and Pensions","SEO/HEO","770","720","39400","33180"
"In post","2021","Scotland","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Foreign, Commonwealth and Development Office","AA/AO","60","50","21490","21490"
"In post","2021","Scotland","Foreign, Commonwealth and Development Office","EO","140","130","25840","26120"
"In post","2021","Scotland","Foreign, Commonwealth and Development Office","G6/G7","320","310","54380","53240"
"In post","2021","Scotland","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Foreign, Commonwealth and Development Office","SEO/HEO","440","430","36070","33930"
"In post","2021","Scotland","HM Revenue and Customs","AA/AO","3740","3250","20470","20140"
"In post","2021","Scotland","HM Revenue and Customs","EO","1630","1460","25890","25560"
"In post","2021","Scotland","HM Revenue and Customs","G6/G7","470","450","54830","52580"
"In post","2021","Scotland","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","HM Revenue and Customs","SEO/HEO","1920","1820","33570","31810"
"In post","2021","Scotland","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Home Office","AA/AO","280","250","21210","21430"
"In post","2021","Scotland","Home Office","EO","510","470","25600","25220"
"In post","2021","Scotland","Home Office","G6/G7","30","30","[c]","[c]"
"In post","2021","Scotland","Home Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Home Office","SEO/HEO","220","210","33720","31690"
"In post","2021","Scotland","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Ministry of Defence","AA/AO","2330","2230","24810","21130"
"In post","2021","Scotland","Ministry of Defence","EO","710","690","27670","26670"
"In post","2021","Scotland","Ministry of Defence","G6/G7","130","120","62290","57350"
"In post","2021","Scotland","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Ministry of Defence","SEO/HEO","830","810","37710","35480"
"In post","2021","Scotland","Ministry of Defence","Unknown","110","110","40570","41490"
"In post","2021","Scotland","Ministry of Justice","AA/AO","280","260","20160","19930"
"In post","2021","Scotland","Ministry of Justice","EO","130","120","23380","22710"
"In post","2021","Scotland","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Ministry of Justice","SEO/HEO","130","130","29780","28870"
"In post","2021","Scotland","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Office of Gas and Electricity Markets","AA/AO","30","30","[c]","[c]"
"In post","2021","Scotland","Office of Gas and Electricity Markets","EO","170","170","24530","24050"
"In post","2021","Scotland","Office of Gas and Electricity Markets","G6/G7","130","130","56570","55040"
"In post","2021","Scotland","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Office of Gas and Electricity Markets","SEO/HEO","170","170","34670","34050"
"In post","2021","Scotland","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Other Cabinet Office Agencies","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scotland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scotland Office","G6/G7","40","30","[c]","[c]"
"In post","2021","Scotland","Scotland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scotland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Scottish Government","AA/AO","6120","5690","23010","22430"
"In post","2021","Scotland","Scottish Government","EO","5500","5220","30230","29350"
"In post","2021","Scotland","Scottish Government","G6/G7","3240","3110","62510","61010"
"In post","2021","Scotland","Scottish Government","SCS","250","250","89210","83230"
"In post","2021","Scotland","Scottish Government","SEO/HEO","7080","6730","39340","38540"
"In post","2021","Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Attorney General's Departments","AA/AO","150","140","22760","23520"
"In post","2021","South East (England)","Attorney General's Departments","EO","150","140","28650","27760"
"In post","2021","South East (England)","Attorney General's Departments","G6/G7","290","270","59500","61640"
"In post","2021","South East (England)","Attorney General's Departments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Attorney General's Departments","SEO/HEO","90","80","37520","39540"
"In post","2021","South East (England)","Cabinet Office","AA/AO","30","30","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office","G6/G7","50","50","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Cabinet Office","SEO/HEO","100","90","33750","33300"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy","AA/AO","60","50","21560","20880"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Business, Energy and Industrial Strategy","SEO/HEO","140","140","37500","37420"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs","AA/AO","280","270","23340","24370"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs","EO","330","310","27290","27960"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs","G6/G7","250","240","55790","53930"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Environment, Food and Rural Affairs","SEO/HEO","500","470","36210","35900"
"In post","2021","South East (England)","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","G6/G7","60","60","55010","51970"
"In post","2021","South East (England)","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for International Trade","SEO/HEO","50","50","34210","32120"
"In post","2021","South East (England)","Department for Transport","AA/AO","260","250","24980","26580"
"In post","2021","South East (England)","Department for Transport","EO","540","510","28770","26780"
"In post","2021","South East (England)","Department for Transport","G6/G7","210","200","64200","58190"
"In post","2021","South East (England)","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Transport","SEO/HEO","460","440","37260","37100"
"In post","2021","South East (England)","Department for Work and Pensions","AA/AO","1860","1600","22150","21010"
"In post","2021","South East (England)","Department for Work and Pensions","EO","4310","3950","28510","27570"
"In post","2021","South East (England)","Department for Work and Pensions","G6/G7","60","50","56670","53430"
"In post","2021","South East (England)","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Department for Work and Pensions","SEO/HEO","530","500","36060","35120"
"In post","2021","South East (England)","Department of Health and Social Care","AA/AO","70","50","21310","21570"
"In post","2021","South East (England)","Department of Health and Social Care","EO","50","40","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care","G6/G7","180","170","57960","53360"
"In post","2021","South East (England)","Department of Health and Social Care","SCS","40","30","[c]","[c]"
"In post","2021","South East (England)","Department of Health and Social Care","SEO/HEO","190","170","37210","38200"
"In post","2021","South East (England)","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","AA/AO","250","240","24100","24750"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","EO","260","250","27920","27130"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","G6/G7","180","160","61350","57760"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","South East (England)","Foreign, Commonwealth and Development Office","SEO/HEO","390","380","39980","40330"
