"Status","Year","Region_ITL3","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Staffordshire CC","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","Female","50","40","[c]","[c]"
"In post","2021","Staffordshire CC","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Medicine","Female","40","30","[c]","[c]"
"In post","2021","Staffordshire CC","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Operational Delivery","Female","1080","990","27020","23970"
"In post","2021","Staffordshire CC","Operational Delivery","Male","1260","1210","29350","27150"
"In post","2021","Staffordshire CC","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Other","Female","140","130","25150","21230"
"In post","2021","Staffordshire CC","Other","Male","100","100","25510","25950"
"In post","2021","Staffordshire CC","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Policy","Female","40","40","[c]","[c]"
"In post","2021","Staffordshire CC","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Project Delivery","Female","100","100","37930","33300"
"In post","2021","Staffordshire CC","Project Delivery","Male","60","60","42770","40000"
"In post","2021","Staffordshire CC","Property","Female","40","40","[c]","[c]"
"In post","2021","Staffordshire CC","Property","Male","60","50","35560","33300"
"In post","2021","Staffordshire CC","Psychology","Female","80","70","31090","29060"
"In post","2021","Staffordshire CC","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Security","Male","30","30","[c]","[c]"
"In post","2021","Staffordshire CC","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Unknown","Female","360","310","27950","27570"
"In post","2021","Staffordshire CC","Unknown","Male","200","190","30510","27570"
"In post","2021","Staffordshire CC","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Staffordshire CC","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Operational Delivery","Female","450","400","22010","18880"
"In post","2021","Stoke-on-Trent","Operational Delivery","Male","200","190","23270","19570"
"In post","2021","Stoke-on-Trent","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Stoke-on-Trent","Unknown","Female","320","260","25560","27570"
"In post","2021","Stoke-on-Trent","Unknown","Male","180","160","25820","27570"
"In post","2021","Suffolk","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Intelligence Analysis","Male","40","40","[c]","[c]"
"In post","2021","Suffolk","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Legal","Female","180","150","27200","25560"
"In post","2021","Suffolk","Legal","Male","160","150","29830","27950"
"In post","2021","Suffolk","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Operational Delivery","Female","900","820","26520","24020"
"In post","2021","Suffolk","Operational Delivery","Male","880","860","28970","27850"
"In post","2021","Suffolk","Other","Female","180","170","22280","21130"
"In post","2021","Suffolk","Other","Male","190","180","25060","21020"
"In post","2021","Suffolk","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Property","Female","40","40","[c]","[c]"
"In post","2021","Suffolk","Property","Male","50","50","29860","33300"
"In post","2021","Suffolk","Psychology","Female","40","40","[c]","[c]"
"In post","2021","Suffolk","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Science and Engineering","Female","160","150","31220","29270"
"In post","2021","Suffolk","Science and Engineering","Male","270","260","33780","29750"
"In post","2021","Suffolk","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Security","Male","50","50","[c]","[c]"
"In post","2021","Suffolk","Tax","Female","60","50","33320","31810"
"In post","2021","Suffolk","Tax","Male","70","60","38420","35000"
"In post","2021","Suffolk","Unknown","Female","410","350","26710","27570"
"In post","2021","Suffolk","Unknown","Male","220","210","27910","27570"
"In post","2021","Suffolk","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2021","Suffolk","Veterinarian","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Operational Delivery","Female","1520","1170","23040","21440"
"In post","2021","Sunderland","Operational Delivery","Male","560","520","24940","21440"
"In post","2021","Sunderland","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sunderland","Tax","Female","210","200","24780","20140"
"In post","2021","Sunderland","Tax","Male","180","170","29060","25560"
"In post","2021","Sunderland","Unknown","Female","1280","1070","25420","27570"
"In post","2021","Sunderland","Unknown","Male","560","520","26180","27570"
"In post","2021","Swansea","Commercial","Female","90","70","31830","31040"
"In post","2021","Swansea","Commercial","Male","80","80","35330","31380"
"In post","2021","Swansea","Communications","Female","40","40","[c]","[c]"
"In post","2021","Swansea","Communications","Male","30","30","[c]","[c]"
"In post","2021","Swansea","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Digital, Data and Technology","Female","240","220","34450","31860"
"In post","2021","Swansea","Digital, Data and Technology","Male","620","610","40970","39040"
"In post","2021","Swansea","Finance","Female","120","110","33430","30730"
"In post","2021","Swansea","Finance","Male","90","90","37460","38850"
"In post","2021","Swansea","Human Resources","Female","160","150","32990","31380"
"In post","2021","Swansea","Human Resources","Male","50","50","[c]","[c]"
"In post","2021","Swansea","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Legal","Female","50","40","[c]","[c]"
"In post","2021","Swansea","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Medicine","Female","40","30","[c]","[c]"
"In post","2021","Swansea","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Operational Delivery","Female","3880","3190","22790","21590"
"In post","2021","Swansea","Operational Delivery","Male","2180","2060","24510","21590"
"In post","2021","Swansea","Other","Female","60","60","34610","32180"
"In post","2021","Swansea","Other","Male","50","50","[c]","[c]"
"In post","2021","Swansea","Policy","Female","140","130","32190","28850"
"In post","2021","Swansea","Policy","Male","90","80","36050","33350"
"In post","2021","Swansea","Project Delivery","Female","50","50","37360","33590"
"In post","2021","Swansea","Project Delivery","Male","70","60","41270","39040"
"In post","2021","Swansea","Property","Female","50","50","31390","26930"
"In post","2021","Swansea","Property","Male","70","70","34090","31040"
"In post","2021","Swansea","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Security","Female","30","30","[c]","[c]"
"In post","2021","Swansea","Security","Male","90","90","30270","25390"
"In post","2021","Swansea","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Tax","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Tax","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swansea","Unknown","Female","390","330","24600","21010"
"In post","2021","Swansea","Unknown","Male","200","190","25210","27570"
"In post","2021","Swindon","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Operational Delivery","Female","90","80","23670","20100"
"In post","2021","Swindon","Operational Delivery","Male","50","50","[c]","[c]"
"In post","2021","Swindon","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Policy","Female","40","30","[c]","[c]"
"In post","2021","Swindon","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Swindon","Unknown","Female","120","100","27680","27570"
"In post","2021","Swindon","Unknown","Male","60","60","28060","27570"
"In post","2021","Telford and Wrekin","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Digital, Data and Technology","Female","110","100","41910","38630"
"In post","2021","Telford and Wrekin","Digital, Data and Technology","Male","130","130","46880","52580"
"In post","2021","Telford and Wrekin","Finance","Female","40","40","[c]","[c]"
"In post","2021","Telford and Wrekin","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Operational Delivery","Female","350","300","27330","27130"
"In post","2021","Telford and Wrekin","Operational Delivery","Male","180","180","28640","27130"
"In post","2021","Telford and Wrekin","Other","Female","60","60","24000","21580"
"In post","2021","Telford and Wrekin","Other","Male","30","30","[c]","[c]"
"In post","2021","Telford and Wrekin","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Project Delivery","Female","90","80","40000","38630"
"In post","2021","Telford and Wrekin","Project Delivery","Male","90","80","42440","38630"
"In post","2021","Telford and Wrekin","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Property","Male","30","30","[c]","[c]"
"In post","2021","Telford and Wrekin","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Security","Female","30","30","[c]","[c]"
"In post","2021","Telford and Wrekin","Security","Male","80","70","30380","26120"
"In post","2021","Telford and Wrekin","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Telford and Wrekin","Tax","Female","40","30","[c]","[c]"
"In post","2021","Telford and Wrekin","Tax","Male","40","30","[c]","[c]"
"In post","2021","Telford and Wrekin","Unknown","Female","330","280","27640","27570"
"In post","2021","Telford and Wrekin","Unknown","Male","170","160","32310","27570"
"In post","2021","Thurrock","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Thurrock","Operational Delivery","Female","100","90","24800","24890"
"In post","2021","Thurrock","Operational Delivery","Male","180","170","25710","25130"
"In post","2021","Thurrock","Unknown","Female","70","60","29490","29290"
"In post","2021","Thurrock","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Operational Delivery","Female","50","40","[c]","[c]"
"In post","2021","Torbay","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Torbay","Unknown","Female","170","140","24690","26120"
"In post","2021","Torbay","Unknown","Male","100","90","24790","26120"
"In post","2021","Tower Hamlets","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Communications","Female","90","90","44530","39550"
"In post","2021","Tower Hamlets","Communications","Male","60","60","50310","42170"
"In post","2021","Tower Hamlets","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Digital, Data and Technology","Female","180","180","47380","42030"
"In post","2021","Tower Hamlets","Digital, Data and Technology","Male","300","300","52960","50000"
"In post","2021","Tower Hamlets","Economics","Female","80","70","55280","55860"
"In post","2021","Tower Hamlets","Economics","Male","130","130","55390","55430"
"In post","2021","Tower Hamlets","Finance","Female","140","140","46200","40910"
"In post","2021","Tower Hamlets","Finance","Male","180","180","50670","47500"
"In post","2021","Tower Hamlets","Human Resources","Female","120","110","51630","46160"
"In post","2021","Tower Hamlets","Human Resources","Male","50","50","[c]","[c]"
"In post","2021","Tower Hamlets","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Legal","Female","140","130","62030","59850"
"In post","2021","Tower Hamlets","Legal","Male","80","80","69270","72430"
"In post","2021","Tower Hamlets","Medicine","Female","100","90","62680","67040"
"In post","2021","Tower Hamlets","Medicine","Male","60","60","68140","68210"
"In post","2021","Tower Hamlets","Operational Delivery","Female","660","630","35100","32090"
"In post","2021","Tower Hamlets","Operational Delivery","Male","400","400","41160","36160"
"In post","2021","Tower Hamlets","Operational Research","Female","40","40","[c]","[c]"
"In post","2021","Tower Hamlets","Operational Research","Male","70","60","49240","46550"
"In post","2021","Tower Hamlets","Other","Female","310","300","48390","41920"
"In post","2021","Tower Hamlets","Other","Male","310","310","52200","48500"
"In post","2021","Tower Hamlets","Policy","Female","200","180","50540","46990"
"In post","2021","Tower Hamlets","Policy","Male","190","190","55040","56700"
"In post","2021","Tower Hamlets","Project Delivery","Female","330","320","52490","41850"
"In post","2021","Tower Hamlets","Project Delivery","Male","290","290","57340","55860"
"In post","2021","Tower Hamlets","Property","Female","100","90","37920","33630"
"In post","2021","Tower Hamlets","Property","Male","120","120","43860","38430"
"In post","2021","Tower Hamlets","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Science and Engineering","Female","100","90","47180","41040"
"In post","2021","Tower Hamlets","Science and Engineering","Male","60","50","58630","54160"
"In post","2021","Tower Hamlets","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Social Research","Female","60","60","48910","44530"
"In post","2021","Tower Hamlets","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tower Hamlets","Statistics","Female","70","60","51370","53970"
"In post","2021","Tower Hamlets","Statistics","Male","90","90","47920","42520"
"In post","2021","Tower Hamlets","Tax","Female","70","70","41560","36240"
"In post","2021","Tower Hamlets","Tax","Male","80","80","43860","39800"
"In post","2021","Tower Hamlets","Unknown","Female","740","700","44000","40600"
"In post","2021","Tower Hamlets","Unknown","Male","690","680","49020","54700"
"In post","2021","Tyneside","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Communications","Female","50","40","32940","30590"
"In post","2021","Tyneside","Communications","Male","30","30","[c]","[c]"
"In post","2021","Tyneside","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Digital, Data and Technology","Female","200","190","40900","38630"
"In post","2021","Tyneside","Digital, Data and Technology","Male","350","340","39230","38630"
"In post","2021","Tyneside","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Finance","Female","110","110","36850","35450"
"In post","2021","Tyneside","Finance","Male","110","110","42690","38630"
"In post","2021","Tyneside","Human Resources","Female","40","40","[c]","[c]"
"In post","2021","Tyneside","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Legal","Female","150","140","39480","35000"
"In post","2021","Tyneside","Legal","Male","140","130","37390","31810"
"In post","2021","Tyneside","Medicine","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Operational Delivery","Female","3670","3040","25000","21440"
"In post","2021","Tyneside","Operational Delivery","Male","2350","2220","25900","21950"
"In post","2021","Tyneside","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Other","Female","60","60","28350","22080"
"In post","2021","Tyneside","Other","Male","50","50","[c]","[c]"
"In post","2021","Tyneside","Planning","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Planning","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tyneside","Policy","Female","70","70","42610","38630"
