"Status","Year","Sex","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Mixed","Legal","110","110","48730","50500"
"In post","2022","Male","Mixed","No function","2140","2090","34980","31060"
"In post","2022","Male","Mixed","Project Delivery","220","210","43140","40050"
"In post","2022","Male","Mixed","Property","50","50","37630","37610"
"In post","2022","Male","Mixed","Security","80","80","37390","34380"
"In post","2022","Male","Mixed","Unknown","470","460","35930","30830"
"In post","2022","Male","Other ethnicity","Analysis","30","30","[c]","[c]"
"In post","2022","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Counter Fraud","30","30","[c]","[c]"
"In post","2022","Male","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Digital, Data & Technology","70","70","46670","39910"
"In post","2022","Male","Other ethnicity","Finance","30","30","[c]","[c]"
"In post","2022","Male","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Legal","50","40","[c]","[c]"
"In post","2022","Male","Other ethnicity","No function","720","700","35930","31650"
"In post","2022","Male","Other ethnicity","Project Delivery","70","70","45740","45590"
"In post","2022","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Other ethnicity","Unknown","130","130","33980","28670"
"In post","2022","Male","Undeclared","Analysis","170","170","46810","47010"
"In post","2022","Male","Undeclared","Commercial","120","120","45900","41870"
"In post","2022","Male","Undeclared","Communications","120","120","34770","32000"
"In post","2022","Male","Undeclared","Counter Fraud","580","540","35270","32900"
"In post","2022","Male","Undeclared","Debt","110","100","24280","21260"
"In post","2022","Male","Undeclared","Digital, Data & Technology","890","870","42060","39500"
"In post","2022","Male","Undeclared","Finance","310","300","40090","36500"
"In post","2022","Male","Undeclared","Grants Management","60","60","27510","26420"
"In post","2022","Male","Undeclared","Human Resources","150","140","36570","33080"
"In post","2022","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Undeclared","Legal","170","170","50040","52730"
"In post","2022","Male","Undeclared","No function","5350","5110","34640","31060"
"In post","2022","Male","Undeclared","Project Delivery","890","870","43530","40850"
"In post","2022","Male","Undeclared","Property","420","400","39220","34720"
"In post","2022","Male","Undeclared","Security","440","430","36690","38630"
"In post","2022","Male","Undeclared","Unknown","2100","2020","35650","31100"
"In post","2022","Male","Unknown","Analysis","570","570","41870","37930"
"In post","2022","Male","Unknown","Commercial","930","930","62630","61710"
"In post","2022","Male","Unknown","Communications","1090","1080","33500","26820"
"In post","2022","Male","Unknown","Counter Fraud","1190","1160","33930","31850"
"In post","2022","Male","Unknown","Debt","600","580","22790","21250"
"In post","2022","Male","Unknown","Digital, Data & Technology","2080","2060","41580","38230"
"In post","2022","Male","Unknown","Finance","710","690","38970","35310"
"In post","2022","Male","Unknown","Grants Management","370","360","24130","21300"
"In post","2022","Male","Unknown","Human Resources","370","360","36760","33080"
"In post","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Legal","500","490","48850","51070"
"In post","2022","Male","Unknown","No function","18010","17390","31320","27570"
"In post","2022","Male","Unknown","Project Delivery","1470","1450","42400","40000"
"In post","2022","Male","Unknown","Property","800","780","33850","29900"
"In post","2022","Male","Unknown","Security","1090","1080","31730","27700"
"In post","2022","Male","Unknown","Unknown","6090","5970","35760","31540"
"In post","2022","Male","White","Analysis","3180","3110","45200","39850"
"In post","2022","Male","White","Commercial","1900","1870","45460","40330"
"In post","2022","Male","White","Communications","2220","2190","36920","33250"
"In post","2022","Male","White","Counter Fraud","5280","5050","34270","31990"
"In post","2022","Male","White","Debt","1520","1440","24420","21260"
"In post","2022","Male","White","Digital, Data & Technology","9350","9180","42410","39570"
"In post","2022","Male","White","Finance","3630","3540","42600","38650"
"In post","2022","Male","White","Grants Management","510","490","26580","24920"
"In post","2022","Male","White","Human Resources","2770","2700","39020","34260"
"In post","2022","Male","White","Internal Audit","260","250","48560","45660"
"In post","2022","Male","White","Legal","2960","2870","50180","51830"
"In post","2022","Male","White","No function","77280","74220","34000","29290"
"In post","2022","Male","White","Project Delivery","11150","10910","43240","40520"
"In post","2022","Male","White","Property","3800","3710","39150","35410"
"In post","2022","Male","White","Security","6020","5900","32650","30890"
"In post","2022","Male","White","Unknown","26300","25580","35820","30820"
"In post","2022","Unknown","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","No function","200","180","29780","23610"
"Leaver CS","2021","Female","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Asian","Unknown","380","310","26910","25120"
"Leaver CS","2021","Female","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","No function","120","120","28380","23510"
"Leaver CS","2021","Female","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Black","Unknown","170","150","29180","25740"
"Leaver CS","2021","Female","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","No function","80","70","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Mixed","Unknown","110","100","28840","25220"
"Leaver CS","2021","Female","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","No function","210","170","28510","22680"
"Leaver CS","2021","Female","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Unknown","310","250","27230","26670"
"Leaver CS","2021","Female","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Communications","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Grants Management","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Legal","110","90","36130","26550"
"Leaver CS","2021","Female","Unknown","No function","1120","1050","27670","22430"
"Leaver CS","2021","Female","Unknown","Project Delivery","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Property","70","60","27010","23670"
"Leaver CS","2021","Female","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","1700","1420","29860","27570"
"Leaver CS","2021","Female","White","Analysis","70","70","33510","29540"
"Leaver CS","2021","Female","White","Commercial","70","70","39320","34090"
"Leaver CS","2021","Female","White","Communications","70","60","36950","33340"
"Leaver CS","2021","Female","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Digital, Data & Technology","80","70","41980","38100"
"Leaver CS","2021","Female","White","Finance","90","80","36170","32430"
"Leaver CS","2021","Female","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Human Resources","140","130","36260","32000"
"Leaver CS","2021","Female","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","White","Legal","220","180","45880","45960"
"Leaver CS","2021","Female","White","No function","2860","2480","30740","23360"
"Leaver CS","2021","Female","White","Project Delivery","220","200","35940","32880"
"Leaver CS","2021","Female","White","Property","110","90","29190","26000"
"Leaver CS","2021","Female","White","Security","40","40","[c]","[c]"
"Leaver CS","2021","Female","White","Unknown","5410","4310","28540","26120"
"Leaver CS","2021","Male","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","No function","140","130","32730","26790"
"Leaver CS","2021","Male","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Asian","Unknown","300","270","28600","26890"
"Leaver CS","2021","Male","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","No function","90","90","[c]","[c]"
"Leaver CS","2021","Male","Black","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Black","Unknown","100","100","29180","25630"
"Leaver CS","2021","Male","Chinese","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","No function","60","60","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Mixed","Unknown","80","70","30110","27570"
"Leaver CS","2021","Male","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Analysis","30","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","No function","200","180","32850","30460"
"Leaver CS","2021","Male","Undeclared","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Undeclared","Unknown","360","320","31350","27570"
"Leaver CS","2021","Male","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Commercial","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Communications","30","30","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Digital, Data & Technology","90","80","41270","38450"
"Leaver CS","2021","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Grants Management","40","40","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Unknown","Legal","100","90","37220","29350"
"Leaver CS","2021","Male","Unknown","No function","1180","1120","32690","26380"
"Leaver CS","2021","Male","Unknown","Project Delivery","90","80","33880","30760"
"Leaver CS","2021","Male","Unknown","Property","100","80","27840","25100"
"Leaver CS","2021","Male","Unknown","Security","80","80","28240","25680"
"Leaver CS","2021","Male","Unknown","Unknown","1460","1310","32660","28170"
"Leaver CS","2021","Male","White","Analysis","90","90","41670","35770"
"Leaver CS","2021","Male","White","Commercial","80","80","42820","40000"
"Leaver CS","2021","Male","White","Communications","70","70","39170","31420"
"Leaver CS","2021","Male","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","White","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","White","Digital, Data & Technology","150","140","43050","39210"
"Leaver CS","2021","Male","White","Finance","70","70","47220","46890"
"Leaver CS","2021","Male","White","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","White","Human Resources","90","90","40770","36800"
"Leaver CS","2021","Male","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","White","Legal","150","130","50780","52440"
"Leaver CS","2021","Male","White","No function","2820","2550","35730","27830"
"Leaver CS","2021","Male","White","Project Delivery","400","380","40640","37390"
"Leaver CS","2021","Male","White","Property","230","210","33320","30660"
"Leaver CS","2021","Male","White","Security","240","230","30290","27050"
"Leaver CS","2021","Male","White","Unknown","3690","3290","31620","27570"
"Leaver CS","2021","Unknown","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","White","Unknown","50","50","49630","41090"
"Leaver CS","2022","Female","Asian","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver CS","2022","Female","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Human Resources","40","40","[c]","[c]"
"Leaver CS","2022","Female","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Legal","40","40","[c]","[c]"
"Leaver CS","2022","Female","Asian","No function","730","660","32030","27570"
"Leaver CS","2022","Female","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Asian","Unknown","320","260","29660","27570"
"Leaver CS","2022","Female","Black","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Black","Counter Fraud","[c]","[c]","[c]","[c]"
