"Status","Year","Function_of_post","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Digital, Data & Technology","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","The National Archives","White","70","60","40740","40000"
"In post","2021","Digital, Data & Technology","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Export Finance","White","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","Unknown","40","40","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Hydrographic Office","White","130","130","39400","35340"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","Unknown","60","60","39870","35570"
"In post","2021","Digital, Data & Technology","UK Intellectual Property Office","White","120","120","46290","47160"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","Unknown","180","180","37830","36030"
"In post","2021","Digital, Data & Technology","United Kingdom Statistics Authority","White","370","370","42230","37970"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Valuation Office Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Vehicle Certification Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Veterinary Medicines Directorate","White","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Welsh Revenue Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Black","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Wilton Park","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Advisory, Conciliation and Arbitration Service","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Cabinet Office (excl. agencies)","White","50","50","50510","54700"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Centre for Environment, Fisheries and Aquaculture Science","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Charity Commission","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Companies House","White","50","40","30190","27460"
"In post","2021","Finance","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Criminal Injuries Compensation Authority","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Commercial Service","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Office and Procurator Fiscal Service","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Crown Prosecution Service","White","70","70","32500","30610"
"In post","2021","Finance","Debt Management Office","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Debt Management Office","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Electronics and Components Agency","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Equipment and Support","White","360","340","37820","32380"
"In post","2021","Finance","Defence Science and Technology Laboratory","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Defence Science and Technology Laboratory","White","60","60","41120","38990"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","White","80","80","58680","58100"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Digital, Culture, Media and Sport","White","40","40","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Asian","50","50","34650","30360"
"In post","2021","Finance","Department for Education (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Education (excl. agencies)","White","260","250","44630","42750"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","50","50","[c]","[c]"
"In post","2021","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","White","280","270","43520","38660"
"In post","2021","Finance","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for International Trade","White","40","40","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department for Transport (excl. agencies)","White","90","80","48580","46710"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","Unknown","210","210","38140","32790"
"In post","2021","Finance","Department of Health and Social Care (excl. agencies)","White","160","150","43660","40650"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Licensing Agency","White","130","120","33410","30890"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Driver and Vehicle Standards Agency","White","60","60","39680","39040"
"In post","2021","Finance","Education and Skills Funding Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Education and Skills Funding Agency","White","90","90","45650","49860"
"In post","2021","Finance","ESTYN","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","ESTYN","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","FCDO Services","White","40","40","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Food Standards Agency","White","40","40","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","50","50","[c]","[c]"
"In post","2021","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","White","160","150","47040","44110"
"In post","2021","Finance","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Forestry and Land Scotland","White","40","40","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"In post","2021","Finance","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
