"Status","Year","Profession_of_post","Ethnicity","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Research","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Analysis","50","50","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Analysis","60","60","41460","37320"
"In post","2021","Operational Research","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","Analysis","490","470","44730","46080"
"In post","2021","Operational Research","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","No function","260","250","44870","46080"
"In post","2021","Operational Research","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","White","Unknown","130","130","46150","42710"
"In post","2021","Other","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Communications","50","40","[c]","[c]"
"In post","2021","Other","Asian","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Other","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Legal","50","40","[c]","[c]"
"In post","2021","Other","Asian","No function","130","120","39410","35010"
"In post","2021","Other","Asian","Project Delivery","60","50","39130","36150"
"In post","2021","Other","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Asian","Unknown","500","480","31040","28670"
"In post","2021","Other","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Legal","70","60","28360","27350"
"In post","2021","Other","Black","No function","80","80","34000","32240"
"In post","2021","Other","Black","Project Delivery","50","50","[c]","[c]"
"In post","2021","Other","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Black","Unknown","290","280","30150","28650"
"In post","2021","Other","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","No function","50","50","[c]","[c]"
"In post","2021","Other","Mixed","Project Delivery","60","60","36230","31810"
"In post","2021","Other","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Mixed","Unknown","140","130","29350","26670"
"In post","2021","Other","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other ethnicity","Unknown","70","70","34410","28850"
"In post","2021","Other","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","No function","130","120","43580","35580"
"In post","2021","Other","Undeclared","Project Delivery","160","150","33590","31840"
"In post","2021","Other","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Other","Undeclared","Unknown","620","600","28220","25630"
"In post","2021","Other","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Other","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","Unknown","Legal","50","40","[c]","[c]"
"In post","2021","Other","Unknown","No function","510","460","36550","32710"
"In post","2021","Other","Unknown","Project Delivery","220","210","38730","35630"
"In post","2021","Other","Unknown","Property","150","150","28440","28410"
"In post","2021","Other","Unknown","Unknown","2780","2760","35610","32700"
"In post","2021","Other","White","Analysis","140","130","72980","67000"
"In post","2021","Other","White","Commercial","50","50","[c]","[c]"
"In post","2021","Other","White","Communications","160","150","26340","22480"
"In post","2021","Other","White","Counter Fraud","220","200","39210","33660"
"In post","2021","Other","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Other","White","Finance","130","120","45340","36950"
"In post","2021","Other","White","Human Resources","30","30","[c]","[c]"
"In post","2021","Other","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Other","White","Legal","180","170","32280","27580"
"In post","2021","Other","White","No function","1400","1340","40970","33650"
"In post","2021","Other","White","Project Delivery","2800","2690","34010","29590"
"In post","2021","Other","White","Property","140","140","35100","32870"
"In post","2021","Other","White","Security","[c]","[c]","[c]","[c]"
"In post","2021","Other","White","Unknown","10760","10300","27690","22080"
"In post","2021","Planning","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning","White","No function","110","110","48870","43360"
"In post","2021","Planning","White","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Planning","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Planning","White","Unknown","40","30","[c]","[c]"
"In post","2021","Planning Inspectors","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","White","No function","300","260","58310","58810"
"In post","2021","Policy","Asian","Analysis","30","30","[c]","[c]"
"In post","2021","Policy","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","No function","1380","1350","42020","36900"
"In post","2021","Policy","Asian","Project Delivery","160","160","48230","43260"
"In post","2021","Policy","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Asian","Unknown","330","320","43830","41950"
"In post","2021","Policy","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","No function","830","820","38030","34020"
"In post","2021","Policy","Black","Project Delivery","80","80","47390","42340"
"In post","2021","Policy","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Black","Unknown","170","160","40550","39790"
"In post","2021","Policy","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","No function","100","100","43850","40140"
"In post","2021","Policy","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","No function","690","680","43750","39110"
"In post","2021","Policy","Mixed","Project Delivery","70","70","48760","51500"
"In post","2021","Policy","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Mixed","Unknown","110","110","48870","46140"
"In post","2021","Policy","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","No function","190","190","44750","39600"
"In post","2021","Policy","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Other ethnicity","Unknown","40","40","[c]","[c]"
"In post","2021","Policy","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Undeclared","No function","760","750","47830","45870"
"In post","2021","Policy","Undeclared","Project Delivery","130","130","50610","52580"
"In post","2021","Policy","Undeclared","Unknown","270","260","48170","45200"
"In post","2021","Policy","Unknown","Analysis","30","30","[c]","[c]"
"In post","2021","Policy","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","No function","3270","3200","45080","40230"
"In post","2021","Policy","Unknown","Project Delivery","450","430","51730","53000"
"In post","2021","Policy","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Unknown","Unknown","390","380","46210","41950"
"In post","2021","Policy","White","Analysis","250","230","47820","45540"
"In post","2021","Policy","White","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Human Resources","60","50","40290","36480"
"In post","2021","Policy","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Legal","40","40","[c]","[c]"
"In post","2021","Policy","White","No function","13420","13060","48570","47760"
"In post","2021","Policy","White","Project Delivery","1530","1450","53240","53600"
"In post","2021","Policy","White","Property","[c]","[c]","[c]","[c]"
"In post","2021","Policy","White","Unknown","4020","3880","47730","44420"
"In post","2021","Project Delivery","Asian","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","No function","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Project Delivery","600","590","40700","37640"
"In post","2021","Project Delivery","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Asian","Unknown","170","160","41590","41950"
"In post","2021","Project Delivery","Black","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","No function","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Project Delivery","370","360","39030","37540"
"In post","2021","Project Delivery","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Black","Unknown","100","100","44020","41950"
"In post","2021","Project Delivery","Chinese","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","No function","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","No function","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Project Delivery","220","210","42030","38630"
"In post","2021","Project Delivery","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Mixed","Unknown","30","30","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","No function","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Project Delivery","60","60","42250","39830"
"In post","2021","Project Delivery","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","No function","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Project Delivery","720","690","42660","40580"
"In post","2021","Project Delivery","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Undeclared","Unknown","80","80","47340","42430"
"In post","2021","Project Delivery","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","No function","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Project Delivery","1290","1260","41740","38630"
"In post","2021","Project Delivery","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Unknown","80","80","43060","37450"
"In post","2021","Project Delivery","White","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","Commercial","50","50","47660","43280"
"In post","2021","Project Delivery","White","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","White","Finance","60","60","46080","44700"
