"Status","Year","Function_of_post","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Grants Management","Heterosexual / straight","Declared disabled","110","100","26230","24920"
"In post","2022","Grants Management","Heterosexual / straight","Declared non-disabled","920","830","26130","24920"
"In post","2022","Grants Management","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","LGBO","Declared non-disabled","70","60","25820","24920"
"In post","2022","Grants Management","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Undeclared","Declared non-disabled","50","50","23750","21300"
"In post","2022","Grants Management","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Unknown","Declared disabled","50","50","24210","21300"
"In post","2022","Grants Management","Unknown","Declared non-disabled","1050","980","24230","21300"
"In post","2022","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Heterosexual / straight","Declared disabled","1240","1170","38560","34160"
"In post","2022","Human Resources","Heterosexual / straight","Declared non-disabled","6700","6340","38490","33530"
"In post","2022","Human Resources","Heterosexual / straight","Undeclared","350","330","36570","33370"
"In post","2022","Human Resources","Heterosexual / straight","Unknown","530","510","35600","32330"
"In post","2022","Human Resources","LGBO","Declared disabled","190","180","38210","33370"
"In post","2022","Human Resources","LGBO","Declared non-disabled","390","380","39830","34550"
"In post","2022","Human Resources","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Human Resources","Undeclared","Declared disabled","120","110","34910","31740"
"In post","2022","Human Resources","Undeclared","Declared non-disabled","390","370","35590","31060"
"In post","2022","Human Resources","Undeclared","Undeclared","210","200","36670","33300"
"In post","2022","Human Resources","Undeclared","Unknown","100","100","33830","31450"
"In post","2022","Human Resources","Unknown","Declared disabled","50","50","34730","30800"
"In post","2022","Human Resources","Unknown","Declared non-disabled","390","360","33980","29880"
"In post","2022","Human Resources","Unknown","Undeclared","40","30","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","960","920","35490","32000"
"In post","2022","Internal Audit","Heterosexual / straight","Declared disabled","70","70","44630","39980"
"In post","2022","Internal Audit","Heterosexual / straight","Declared non-disabled","480","450","46300","43710"
"In post","2022","Internal Audit","Heterosexual / straight","Undeclared","40","30","[c]","[c]"
"In post","2022","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Declared non-disabled","50","50","46710","43200"
"In post","2022","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","30","30","[c]","[c]"
"In post","2022","Legal","Heterosexual / straight","Declared disabled","910","840","44040","41750"
"In post","2022","Legal","Heterosexual / straight","Declared non-disabled","6510","6090","47340","50500"
"In post","2022","Legal","Heterosexual / straight","Undeclared","140","130","50510","52980"
"In post","2022","Legal","Heterosexual / straight","Unknown","980","940","39840","38090"
"In post","2022","Legal","LGBO","Declared disabled","110","100","45280","49650"
"In post","2022","Legal","LGBO","Declared non-disabled","380","370","48710","50500"
"In post","2022","Legal","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Legal","LGBO","Unknown","50","50","34020","26970"
"In post","2022","Legal","Undeclared","Declared disabled","90","80","48890","52530"
"In post","2022","Legal","Undeclared","Declared non-disabled","340","320","50610","51940"
"In post","2022","Legal","Undeclared","Undeclared","130","120","51540","53490"
"In post","2022","Legal","Undeclared","Unknown","100","90","41180","40000"
"In post","2022","Legal","Unknown","Declared disabled","120","100","42040","35700"
"In post","2022","Legal","Unknown","Declared non-disabled","1260","1130","48390","53170"
"In post","2022","Legal","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Legal","Unknown","Unknown","1250","1150","47930","50500"
"In post","2022","No function","Heterosexual / straight","Declared disabled","24450","22120","30080","27570"
"In post","2022","No function","Heterosexual / straight","Declared non-disabled","136780","127410","32420","27570"
"In post","2022","No function","Heterosexual / straight","Undeclared","7640","7060","31150","27570"
"In post","2022","No function","Heterosexual / straight","Unknown","9680","9110","36240","33370"
"In post","2022","No function","LGBO","Declared disabled","2940","2820","30880","27570"
"In post","2022","No function","LGBO","Declared non-disabled","8400","8160","33390","28140"
"In post","2022","No function","LGBO","Undeclared","710","680","31430","27570"
"In post","2022","No function","LGBO","Unknown","710","690","35540","32770"
"In post","2022","No function","Undeclared","Declared disabled","3300","2940","29390","27570"
"In post","2022","No function","Undeclared","Declared non-disabled","12340","11170","31680","27570"
"In post","2022","No function","Undeclared","Undeclared","5120","4770","33510","30450"
"In post","2022","No function","Undeclared","Unknown","1790","1690","42330","36820"
"In post","2022","No function","Unknown","Declared disabled","2280","1960","28600","27570"
"In post","2022","No function","Unknown","Declared non-disabled","20090","17480","30100","27570"
"In post","2022","No function","Unknown","Undeclared","2620","2310","30160","31650"
"In post","2022","No function","Unknown","Unknown","35720","33670","30610","27120"
"In post","2022","Project Delivery","Heterosexual / straight","Declared disabled","1980","1890","39740","37300"
"In post","2022","Project Delivery","Heterosexual / straight","Declared non-disabled","15290","14730","42450","40000"
"In post","2022","Project Delivery","Heterosexual / straight","Undeclared","590","560","40510","39140"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","1060","1020","42770","40220"
"In post","2022","Project Delivery","LGBO","Declared disabled","210","200","40570","35990"
"In post","2022","Project Delivery","LGBO","Declared non-disabled","660","650","42300","39650"
"In post","2022","Project Delivery","LGBO","Undeclared","50","50","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Unknown","50","50","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Declared disabled","270","260","39760","39100"
"In post","2022","Project Delivery","Undeclared","Declared non-disabled","1190","1130","42730","40130"
"In post","2022","Project Delivery","Undeclared","Undeclared","690","660","42960","40520"
"In post","2022","Project Delivery","Undeclared","Unknown","190","180","43440","40580"
"In post","2022","Project Delivery","Unknown","Declared disabled","150","140","38610","35860"
"In post","2022","Project Delivery","Unknown","Declared non-disabled","1620","1520","40920","38070"
"In post","2022","Project Delivery","Unknown","Undeclared","70","70","40760","39390"
"In post","2022","Project Delivery","Unknown","Unknown","2500","2420","43300","40410"
"In post","2022","Property","Heterosexual / straight","Declared disabled","600","570","36710","33300"
"In post","2022","Property","Heterosexual / straight","Declared non-disabled","5250","5040","37900","33370"
"In post","2022","Property","Heterosexual / straight","Undeclared","270","260","37090","33680"
"In post","2022","Property","Heterosexual / straight","Unknown","430","420","34820","32650"
"In post","2022","Property","LGBO","Declared disabled","50","50","38350","35190"
"In post","2022","Property","LGBO","Declared non-disabled","190","180","36160","32890"
"In post","2022","Property","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Declared disabled","80","70","37080","33300"
"In post","2022","Property","Undeclared","Declared non-disabled","450","420","38610","34000"
"In post","2022","Property","Undeclared","Undeclared","260","250","38720","34000"
"In post","2022","Property","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2022","Property","Unknown","Declared disabled","50","50","[c]","[c]"
"In post","2022","Property","Unknown","Declared non-disabled","390","360","37470","34000"
"In post","2022","Property","Unknown","Undeclared","90","80","35410","31790"
"In post","2022","Property","Unknown","Unknown","1350","1300","31660","26880"
"In post","2022","Security","Heterosexual / straight","Declared disabled","670","650","32710","30730"
"In post","2022","Security","Heterosexual / straight","Declared non-disabled","5690","5550","32450","29890"
"In post","2022","Security","Heterosexual / straight","Undeclared","390","380","32380","29960"
"In post","2022","Security","Heterosexual / straight","Unknown","770","750","32160","30890"
"In post","2022","Security","LGBO","Declared disabled","50","50","[c]","[c]"
"In post","2022","Security","LGBO","Declared non-disabled","240","240","33280","31990"
"In post","2022","Security","LGBO","Undeclared","40","40","[c]","[c]"
"In post","2022","Security","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Security","Undeclared","Declared disabled","90","90","35040","33630"
"In post","2022","Security","Undeclared","Declared non-disabled","490","480","35410","35670"
"In post","2022","Security","Undeclared","Undeclared","400","390","36970","39070"
"In post","2022","Security","Undeclared","Unknown","120","120","35710","39070"
"In post","2022","Security","Unknown","Declared disabled","50","50","[c]","[c]"
"In post","2022","Security","Unknown","Declared non-disabled","290","280","36020","36100"
"In post","2022","Security","Unknown","Undeclared","40","40","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","1320","1300","31830","28680"
"In post","2022","Unknown","Heterosexual / straight","Declared disabled","5020","4720","33370","29080"
"In post","2022","Unknown","Heterosexual / straight","Declared non-disabled","45340","42840","34740","29430"
"In post","2022","Unknown","Heterosexual / straight","Undeclared","1480","1400","31970","27400"
"In post","2022","Unknown","Heterosexual / straight","Unknown","4360","4200","37820","32390"
"In post","2022","Unknown","LGBO","Declared disabled","580","550","35550","30830"
"In post","2022","Unknown","LGBO","Declared non-disabled","1840","1790","36310","31210"
"In post","2022","Unknown","LGBO","Undeclared","110","100","33570","28920"
"In post","2022","Unknown","LGBO","Unknown","280","280","36620","31210"
"In post","2022","Unknown","Undeclared","Declared disabled","740","690","33720","29080"
"In post","2022","Unknown","Undeclared","Declared non-disabled","4230","3950","34880","29430"
"In post","2022","Unknown","Undeclared","Undeclared","1840","1740","34500","30820"
"In post","2022","Unknown","Undeclared","Unknown","520","510","38700","33860"
"In post","2022","Unknown","Unknown","Declared disabled","250","240","34690","30040"
"In post","2022","Unknown","Unknown","Declared non-disabled","2000","1880","37610","32040"
"In post","2022","Unknown","Unknown","Undeclared","80","70","34480","29530"
"In post","2022","Unknown","Unknown","Unknown","10990","10630","35000","30780"
"Leaver CS","2021","Analysis","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Declared non-disabled","110","100","40710","33430"
"Leaver CS","2021","Analysis","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Unknown","90","90","30650","25730"
"Leaver CS","2021","Commercial","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Declared non-disabled","120","110","44670","40000"
"Leaver CS","2021","Commercial","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","80","80","61020","57710"
"Leaver CS","2021","Communications","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Declared non-disabled","110","100","37690","32730"
"Leaver CS","2021","Communications","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","70","70","37000","35600"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Declared non-disabled","150","150","43990","38700"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Unknown","150","140","40590","37540"
"Leaver CS","2021","Finance","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Declared non-disabled","120","110","42100","39000"
"Leaver CS","2021","Finance","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Grants Management","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Unknown","Unknown","90","80","24950","21050"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Declared non-disabled","160","150","38990","34560"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Declared non-disabled","260","230","47020","48830"
"Leaver CS","2021","Legal","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Unknown","110","100","28830","22820"
"Leaver CS","2021","Legal","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Declared non-disabled","70","50","48990","53630"
"Leaver CS","2021","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Unknown","80","70","46270","44640"
"Leaver CS","2021","No function","Heterosexual / straight","Declared disabled","650","570","27350","21790"
"Leaver CS","2021","No function","Heterosexual / straight","Declared non-disabled","3770","3420","32990","26010"
"Leaver CS","2021","No function","Heterosexual / straight","Undeclared","280","240","30600","22450"
"Leaver CS","2021","No function","Heterosexual / straight","Unknown","290","260","36670","32090"
"Leaver CS","2021","No function","LGBO","Declared disabled","70","70","[c]","[c]"
"Leaver CS","2021","No function","LGBO","Declared non-disabled","230","220","32640","23270"
"Leaver CS","2021","No function","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","No function","Undeclared","Declared disabled","110","90","26080","22080"
"Leaver CS","2021","No function","Undeclared","Declared non-disabled","440","370","32310","26380"
"Leaver CS","2021","No function","Undeclared","Undeclared","220","190","34530","30780"
"Leaver CS","2021","No function","Undeclared","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2021","No function","Unknown","Declared non-disabled","480","390","35850","27130"
"Leaver CS","2021","No function","Unknown","Undeclared","290","230","32990","32890"
"Leaver CS","2021","No function","Unknown","Unknown","2220","2100","30010","24250"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Declared disabled","70","60","36590","33040"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Declared non-disabled","430","410","39600","35450"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","120","110","33870","28650"
"Leaver CS","2021","Property","Heterosexual / straight","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2021","Property","Heterosexual / straight","Declared non-disabled","220","200","32890","29050"
"Leaver CS","2021","Property","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Declared non-disabled","60","50","29370","26530"
"Leaver CS","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Unknown","140","120","26450","24500"
"Leaver CS","2021","Security","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Heterosexual / straight","Declared non-disabled","170","160","30720","27050"
"Leaver CS","2021","Security","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Security","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Unknown","110","110","26910","24230"
"Leaver CS","2021","Unknown","Heterosexual / straight","Declared disabled","760","630","28770","26890"
