"Status","Year","Function_of_post","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Finance","Female","50","40","[c]","[c]"
"In post","2022","Legal","Finance","Male","30","30","[c]","[c]"
"In post","2022","Legal","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Knowledge and Information Management","Female","50","40","35460","27570"
"In post","2022","Legal","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2022","Legal","Legal","Female","4930","4490","55200","54080"
"In post","2022","Legal","Legal","Male","2820","2730","57630","55830"
"In post","2022","Legal","Operational Delivery","Female","2330","2110","27030","25480"
"In post","2022","Legal","Operational Delivery","Male","920","900","27630","25920"
"In post","2022","Legal","Other","Female","300","290","33910","27580"
"In post","2022","Legal","Other","Male","160","150","33840","28990"
"In post","2022","Legal","Policy","Female","50","50","44540","41750"
"In post","2022","Legal","Policy","Male","50","40","[c]","[c]"
"In post","2022","Legal","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Tax","Female","170","150","40260","35980"
"In post","2022","Legal","Tax","Male","180","170","42760","40520"
"In post","2022","Legal","Unknown","Female","120","110","55680","58600"
"In post","2022","Legal","Unknown","Male","110","110","61990","62120"
"In post","2022","No function","Commercial","Female","310","300","45890","43320"
"In post","2022","No function","Commercial","Male","200","200","52110","49700"
"In post","2022","No function","Communications","Female","160","150","40630","36960"
"In post","2022","No function","Communications","Male","90","90","42260","38270"
"In post","2022","No function","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","Female","60","60","42440","41990"
"In post","2022","No function","Digital, Data and Technology","Male","90","90","42110","37100"
"In post","2022","No function","Economics","Female","170","160","47980","51530"
"In post","2022","No function","Economics","Male","230","230","48830","52030"
"In post","2022","No function","Finance","Female","90","80","45390","46170"
"In post","2022","No function","Finance","Male","60","60","49610","47740"
"In post","2022","No function","Geography","Female","140","130","30420","29290"
"In post","2022","No function","Geography","Male","290","270","31900","33290"
"In post","2022","No function","Human Resources","Female","60","60","47100","43560"
"In post","2022","No function","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","Female","640","620","62150","51360"
"In post","2022","No function","Inspector of Education and Training","Male","230","220","72850","75500"
"In post","2022","No function","Intelligence Analysis","Female","300","280","29750","27380"
"In post","2022","No function","Intelligence Analysis","Male","140","130","33200","31180"
"In post","2022","No function","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","Female","750","730","46550","42120"
"In post","2022","No function","International Trade","Male","890","880","47930","44030"
"In post","2022","No function","Knowledge and Information Management","Female","490","460","34890","31990"
"In post","2022","No function","Knowledge and Information Management","Male","320","320","37330","33610"
"In post","2022","No function","Legal","Female","950","850","43410","42340"
"In post","2022","No function","Legal","Male","380","370","46300","44780"
"In post","2022","No function","Medicine","Female","380","340","79320","81710"
"In post","2022","No function","Medicine","Male","210","200","89080","87700"
"In post","2022","No function","Operational Delivery","Female","122360","108190","27780","26900"
"In post","2022","No function","Operational Delivery","Male","82720","79070","29780","27570"
"In post","2022","No function","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","Female","120","120","43840","47010"
"In post","2022","No function","Operational Research","Male","160","160","46820","47010"
"In post","2022","No function","Other","Female","4640","4280","31300","27570"
"In post","2022","No function","Other","Male","2860","2770","33800","27570"
"In post","2022","No function","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","Female","80","70","44960","40720"
"In post","2022","No function","Planning","Male","80","80","44590","40590"
"In post","2022","No function","Planning Inspectors","Female","140","120","55350","58810"
"In post","2022","No function","Planning Inspectors","Male","240","210","56840","58810"
"In post","2022","No function","Policy","Female","12690","12200","45820","40650"
"In post","2022","No function","Policy","Male","10860","10750","48090","45440"
"In post","2022","No function","Project Delivery","Female","270","270","42430","38810"
"In post","2022","No function","Project Delivery","Male","210","210","48630","51710"
"In post","2022","No function","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Female","1330","1270","35570","31180"
"In post","2022","No function","Psychology","Male","190","180","36600","31180"
"In post","2022","No function","Science and Engineering","Female","2960","2760","39120","38070"
"In post","2022","No function","Science and Engineering","Male","3700","3600","41640","39330"
"In post","2022","No function","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","Male","40","40","[c]","[c]"
"In post","2022","No function","Tax","Female","6210","5770","34720","33370"
"In post","2022","No function","Tax","Male","6730","6510","37240","33370"
"In post","2022","No function","Unknown","Female","4080","3960","37560","32000"
"In post","2022","No function","Unknown","Male","3700","3670","39400","33080"
"In post","2022","No function","Veterinarian","Female","220","210","42700","37910"
"In post","2022","No function","Veterinarian","Male","180","170","44110","40820"
"In post","2022","Project Delivery","Commercial","Female","390","370","36980","35000"
"In post","2022","Project Delivery","Commercial","Male","360","360","41210","37470"
"In post","2022","Project Delivery","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Female","30","30","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","Male","120","120","46740","47010"
"In post","2022","Project Delivery","Economics","Female","40","40","[c]","[c]"
"In post","2022","Project Delivery","Economics","Male","50","50","57290","56360"
"In post","2022","Project Delivery","Finance","Female","120","110","44940","42850"
"In post","2022","Project Delivery","Finance","Male","110","110","47630","45000"
"In post","2022","Project Delivery","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","Female","30","30","[c]","[c]"
"In post","2022","Project Delivery","Inspector of Education and Training","Male","30","30","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","Female","40","40","[c]","[c]"
"In post","2022","Project Delivery","Knowledge and Information Management","Male","50","40","[c]","[c]"
"In post","2022","Project Delivery","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Medicine","Female","30","30","[c]","[c]"
"In post","2022","Project Delivery","Medicine","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Delivery","Female","1040","970","34950","32710"
"In post","2022","Project Delivery","Operational Delivery","Male","810","800","39210","36570"
"In post","2022","Project Delivery","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Other","Female","1410","1290","34250","28940"
"In post","2022","Project Delivery","Other","Male","1980","1950","35820","32120"
"In post","2022","Project Delivery","Policy","Female","1150","1090","52640","53000"
"In post","2022","Project Delivery","Policy","Male","1010","980","55100","55210"
"In post","2022","Project Delivery","Project Delivery","Female","6540","6140","41330","39330"
"In post","2022","Project Delivery","Project Delivery","Male","6430","6300","45360","40860"
"In post","2022","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Property","Male","40","40","[c]","[c]"
"In post","2022","Project Delivery","Psychology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Psychology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Science and Engineering","Female","410","400","38150","34560"
"In post","2022","Project Delivery","Science and Engineering","Male","3110","3040","39020","38000"
"In post","2022","Project Delivery","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Tax","Female","310","280","35240","33370"
"In post","2022","Project Delivery","Tax","Male","340","320","35460","33370"
"In post","2022","Project Delivery","Unknown","Female","170","170","52260","42440"
"In post","2022","Project Delivery","Unknown","Male","190","190","61190","54700"
"In post","2022","Property","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Finance","Female","40","30","[c]","[c]"
"In post","2022","Property","Finance","Male","40","40","[c]","[c]"
"In post","2022","Property","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Operational Delivery","Female","800","750","29110","22130"
"In post","2022","Property","Operational Delivery","Male","480","470","30460","22110"
"In post","2022","Property","Other","Female","120","120","28110","26900"
"In post","2022","Property","Other","Male","390","380","29140","26900"
"In post","2022","Property","Policy","Female","30","30","[c]","[c]"
"In post","2022","Property","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Project Delivery","Female","30","30","[c]","[c]"
"In post","2022","Property","Project Delivery","Male","40","40","[c]","[c]"
"In post","2022","Property","Property","Female","3000","2800","35830","33080"
"In post","2022","Property","Property","Male","4360","4240","39380","35900"
"In post","2022","Property","Security","Female","[c]","[c]","[c]","[c]"
"In post","2022","Property","Security","Male","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Female","60","60","46170","40420"
"In post","2022","Property","Unknown","Male","60","50","53610","54700"
"In post","2022","Security","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Intelligence Analysis","Female","340","320","37950","35680"
"In post","2022","Security","Intelligence Analysis","Male","690","680","39360","36460"
"In post","2022","Security","Knowledge and Information Management","Female","40","40","[c]","[c]"
"In post","2022","Security","Knowledge and Information Management","Male","30","30","[c]","[c]"
"In post","2022","Security","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Other","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Security","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Security","Security","Female","1830","1770","32330","29360"
"In post","2022","Security","Security","Male","6680","6560","31850","28750"
"In post","2022","Security","Unknown","Female","510","480","32990","32000"
"In post","2022","Security","Unknown","Male","480","470","34860","33300"
"In post","2022","Unknown","Commercial","Female","90","80","37080","35070"
"In post","2022","Unknown","Commercial","Male","80","80","37980","37450"
"In post","2022","Unknown","Communications","Female","210","200","44470","41980"
"In post","2022","Unknown","Communications","Male","130","120","45570","41980"
"In post","2022","Unknown","Counter Fraud","Female","120","110","25810","25040"
"In post","2022","Unknown","Counter Fraud","Male","70","60","29200","25310"
"In post","2022","Unknown","Digital, Data and Technology","Female","580","560","47950","44470"
"In post","2022","Unknown","Digital, Data and Technology","Male","1260","1250","49060","44970"
"In post","2022","Unknown","Economics","Female","70","70","46850","43950"
"In post","2022","Unknown","Economics","Male","140","140","45880","35070"
"In post","2022","Unknown","Finance","Female","1610","1540","36340","33300"
"In post","2022","Unknown","Finance","Male","1120","1100","40750","36460"
"In post","2022","Unknown","Human Resources","Female","580","550","40760","37450"
"In post","2022","Unknown","Human Resources","Male","290","290","40310","36160"
"In post","2022","Unknown","Intelligence Analysis","Female","680","630","29250","27370"
"In post","2022","Unknown","Intelligence Analysis","Male","730","700","30220","28320"
"In post","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Knowledge and Information Management","Female","120","110","37280","35200"
"In post","2022","Unknown","Knowledge and Information Management","Male","100","100","40180","38160"
"In post","2022","Unknown","Legal","Female","110","100","57350","61440"
"In post","2022","Unknown","Legal","Male","50","50","57570","61440"
"In post","2022","Unknown","Medicine","Female","1330","1160","43540","39030"
"In post","2022","Unknown","Medicine","Male","510","470","56400","45840"
"In post","2022","Unknown","Operational Delivery","Female","14270","12780","28420","25630"
"In post","2022","Unknown","Operational Delivery","Male","13060","12470","29400","26160"
"In post","2022","Unknown","Operational Research","Female","40","30","[c]","[c]"
"In post","2022","Unknown","Operational Research","Male","60","60","45940","42020"
"In post","2022","Unknown","Other","Female","7350","6950","27660","22330"
"In post","2022","Unknown","Other","Male","7590","7500","30850","27720"
"In post","2022","Unknown","Planning","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Planning","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Policy","Female","3440","3280","45440","41950"
"In post","2022","Unknown","Policy","Male","2670","2640","48520","44500"
"In post","2022","Unknown","Project Delivery","Female","1090","1040","43180","38160"
"In post","2022","Unknown","Project Delivery","Male","860","840","45570","41950"
"In post","2022","Unknown","Property","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Property","Male","50","50","[c]","[c]"
"In post","2022","Unknown","Science and Engineering","Female","320","310","40810","37730"
"In post","2022","Unknown","Science and Engineering","Male","1620","1590","34960","29670"
"In post","2022","Unknown","Security","Female","130","120","33980","30820"
"In post","2022","Unknown","Security","Male","220","220","29840","25630"
"In post","2022","Unknown","Social Research","Female","170","160","44590","43560"
"In post","2022","Unknown","Social Research","Male","70","70","46870","43950"
"In post","2022","Unknown","Statistics","Female","120","110","37800","35490"
"In post","2022","Unknown","Statistics","Male","110","110","38890","35490"
"In post","2022","Unknown","Unknown","Female","9010","8510","39970","34600"
"In post","2022","Unknown","Unknown","Male","7290","7160","40740","36130"
"In post","2022","Unknown","Veterinarian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Veterinarian","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","Female","30","30","[c]","[c]"
"Leaver CS","2021","Analysis","Economics","Male","70","70","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Social Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Statistics","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Commercial","Female","60","60","40530","36070"
"Leaver CS","2021","Commercial","Commercial","Male","70","70","39810","36470"
"Leaver CS","2021","Commercial","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","Communications","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Communications","Female","100","90","36910","33850"
"Leaver CS","2021","Communications","Communications","Male","70","70","37750","32700"
"Leaver CS","2021","Communications","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Female","110","100","40880","36700"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Male","250","240","42010","38450"
"Leaver CS","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Finance","Female","100","90","39750","33940"
"Leaver CS","2021","Finance","Finance","Male","90","90","45340","44790"
"Leaver CS","2021","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Research","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Operational Research","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","Female","50","40","[c]","[c]"
"Leaver CS","2021","Grants Management","Operational Delivery","Male","40","40","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Grants Management","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Human Resources","Female","170","160","38010","32430"
"Leaver CS","2021","Human Resources","Human Resources","Male","90","90","40340","35250"
"Leaver CS","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Other","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Policy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Security","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
