"Status","Year","Sex","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","No function","70","70","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Digital, Culture, Media and Sport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Education","Unknown","90","90","39460","35950"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","No function","180","170","38370","34680"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for International Trade","No function","110","110","44760","38600"
"Leaver Dept.","2021","Male","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","No function","60","60","27640","21590"
"Leaver Dept.","2021","Male","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Transport","Unknown","110","110","44620","42460"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department for Work and Pensions","Unknown","550","550","30500","27570"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Department of Health and Social Care","Unknown","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","ESTYN","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Foreign, Commonwealth and Development Office","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Property","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","HM Revenue and Customs","Unknown","750","740","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","Male","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Home Office","Unknown","430","420","34640","28670"
"Leaver Dept.","2021","Male","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Project Delivery","160","160","37270","33300"
"Leaver Dept.","2021","Male","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Defence","Unknown","160","160","39190","37640"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","No function","120","120","38320","33210"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Finance","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","No function","360","360","27870","22570"
"Leaver Dept.","2021","Male","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office for Standards in Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","No function","60","50","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","United Kingdom Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Wales Office","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","United Kingdom Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Legal","130","120","42230","31560"
"Leaver Dept.","2022","Female","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Commercial","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Communications","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Human Resources","100","100","42290","36220"
"Leaver Dept.","2022","Female","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","No function","760","750","40830","33250"
"Leaver Dept.","2022","Female","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Security","30","30","[c]","[c]"
"Leaver Dept.","2022","Female","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","No function","310","300","41160","38160"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","No function","80","80","41780","34020"
"Leaver Dept.","2022","Female","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Digital, Data & Technology","40","40","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","No function","170","170","42910","37100"
"Leaver Dept.","2022","Female","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
