"Status","Year","Disability","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","East Midlands (England)","130","120","37090","33680"
"In post","2022","Unknown","Legal","East of England","100","90","35910","27010"
"In post","2022","Unknown","Legal","London","950","900","50330","53050"
"In post","2022","Unknown","Legal","North East (England)","80","70","36890","33370"
"In post","2022","Unknown","Legal","North West (England)","280","260","38900","35980"
"In post","2022","Unknown","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Legal","Scotland","80","70","42970","41750"
"In post","2022","Unknown","Legal","South East (England)","200","190","40870","37510"
"In post","2022","Unknown","Legal","South West (England)","110","110","43130","48080"
"In post","2022","Unknown","Legal","Wales","110","100","42820","48080"
"In post","2022","Unknown","Legal","West Midlands (England)","150","150","39380","38000"
"In post","2022","Unknown","Legal","Yorkshire and The Humber","170","160","38910","38000"
"In post","2022","Unknown","No function","East Midlands (England)","1990","1870","28270","25830"
"In post","2022","Unknown","No function","East of England","1660","1570","31720","27630"
"In post","2022","Unknown","No function","London","11420","11150","41800","36180"
"In post","2022","Unknown","No function","North East (England)","3170","2840","26090","22080"
"In post","2022","Unknown","No function","North West (England)","6390","6020","28140","26130"
"In post","2022","Unknown","No function","Northern Ireland","680","650","27530","22080"
"In post","2022","Unknown","No function","Overseas","280","270","56330","55700"
"In post","2022","Unknown","No function","Scotland","6870","6350","30000","28000"
"In post","2022","Unknown","No function","South East (England)","3150","2840","29990","27570"
"In post","2022","Unknown","No function","South West (England)","2350","2220","31810","27570"
"In post","2022","Unknown","No function","Unknown","350","340","32490","29250"
"In post","2022","Unknown","No function","Wales","3290","3070","26390","22740"
"In post","2022","Unknown","No function","West Midlands (England)","3020","2850","29600","26590"
"In post","2022","Unknown","No function","Yorkshire and The Humber","3280","3140","30280","26820"
"In post","2022","Unknown","Project Delivery","East Midlands (England)","70","70","40380","37200"
"In post","2022","Unknown","Project Delivery","East of England","90","80","41440","40520"
"In post","2022","Unknown","Project Delivery","London","1060","1030","51670","51500"
"In post","2022","Unknown","Project Delivery","North East (England)","220","210","41460","40520"
"In post","2022","Unknown","Project Delivery","North West (England)","320","310","39420","38550"
"In post","2022","Unknown","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Overseas","180","180","55310","55060"
"In post","2022","Unknown","Project Delivery","Scotland","270","250","37870","33930"
"In post","2022","Unknown","Project Delivery","South East (England)","180","180","37490","36840"
"In post","2022","Unknown","Project Delivery","South West (England)","1080","1040","37910","36500"
"In post","2022","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Project Delivery","Wales","110","110","41880","40110"
"In post","2022","Unknown","Project Delivery","West Midlands (England)","130","130","38660","36740"
"In post","2022","Unknown","Project Delivery","Yorkshire and The Humber","70","70","38290","36500"
"In post","2022","Unknown","Property","East Midlands (England)","110","100","30560","25300"
"In post","2022","Unknown","Property","East of England","110","110","28940","26350"
"In post","2022","Unknown","Property","London","280","270","40170","37750"
"In post","2022","Unknown","Property","North East (England)","240","230","26100","22040"
"In post","2022","Unknown","Property","North West (England)","130","120","32790","29360"
"In post","2022","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Scotland","290","290","32180","29900"
"In post","2022","Unknown","Property","South East (England)","130","120","32160","26810"
"In post","2022","Unknown","Property","South West (England)","220","210","29020","25000"
"In post","2022","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Property","Wales","70","60","32010","26880"
"In post","2022","Unknown","Property","West Midlands (England)","110","110","37900","31900"
"In post","2022","Unknown","Property","Yorkshire and The Humber","140","130","33280","29360"
"In post","2022","Unknown","Security","East Midlands (England)","50","50","[c]","[c]"
"In post","2022","Unknown","Security","East of England","150","150","32720","33000"
"In post","2022","Unknown","Security","London","380","380","37980","34710"
"In post","2022","Unknown","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","North West (England)","70","70","31160","29140"
"In post","2022","Unknown","Security","Northern Ireland","100","100","21860","20560"
"In post","2022","Unknown","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Scotland","430","420","31070","28890"
"In post","2022","Unknown","Security","South East (England)","390","380","31980","30050"
"In post","2022","Unknown","Security","South West (England)","260","260","29640","25340"
"In post","2022","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Security","Wales","60","50","31970","24720"
"In post","2022","Unknown","Security","West Midlands (England)","70","70","31470","26820"
"In post","2022","Unknown","Security","Yorkshire and The Humber","230","220","30830","26670"
"In post","2022","Unknown","Unknown","East Midlands (England)","200","190","29140","24880"
"In post","2022","Unknown","Unknown","East of England","500","470","28450","24880"
"In post","2022","Unknown","Unknown","London","2630","2590","41040","35050"
"In post","2022","Unknown","Unknown","North East (England)","230","220","28320","24880"
"In post","2022","Unknown","Unknown","North West (England)","1010","990","29390","24880"
"In post","2022","Unknown","Unknown","Northern Ireland","170","160","27050","24880"
"In post","2022","Unknown","Unknown","Overseas","420","410","46000","41780"
"In post","2022","Unknown","Unknown","Scotland","5640","5400","38460","31940"
"In post","2022","Unknown","Unknown","South East (England)","1160","1090","29970","24880"
"In post","2022","Unknown","Unknown","South West (England)","610","570","31420","26350"
"In post","2022","Unknown","Unknown","Unknown","1800","1800","37630","34460"
"In post","2022","Unknown","Unknown","Wales","520","490","34520","29430"
"In post","2022","Unknown","Unknown","West Midlands (England)","370","350","29190","24880"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","910","880","29070","24880"
"Leaver CS","2021","Declared disabled","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","East of England","70","60","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","London","130","120","35190","30040"
"Leaver CS","2021","Declared disabled","No function","North East (England)","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","North West (England)","90","80","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South East (England)","120","100","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","South West (England)","80","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Wales","100","80","22890","21170"
"Leaver CS","2021","Declared disabled","No function","West Midlands (England)","80","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Yorkshire and The Humber","70","60","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","South West (England)","50","50","30670","26720"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East Midlands (England)","90","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","East of England","130","110","27500","27370"
"Leaver CS","2021","Declared disabled","Unknown","London","230","200","36030","31520"
"Leaver CS","2021","Declared disabled","Unknown","North East (England)","170","140","25330","21010"
"Leaver CS","2021","Declared disabled","Unknown","North West (England)","210","170","27490","26890"
"Leaver CS","2021","Declared disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Scotland","160","130","26810","26120"
"Leaver CS","2021","Declared disabled","Unknown","South East (England)","140","110","25920","26670"
"Leaver CS","2021","Declared disabled","Unknown","South West (England)","110","90","27430","22260"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Wales","130","100","30230","26670"
"Leaver CS","2021","Declared disabled","Unknown","West Midlands (England)","150","120","26750","26890"
"Leaver CS","2021","Declared disabled","Unknown","Yorkshire and The Humber","160","130","27590","26270"
"Leaver CS","2021","Declared non-disabled","Analysis","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","London","80","80","41850","33190"
"Leaver CS","2021","Declared non-disabled","Analysis","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","London","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","London","80","80","41860","37000"
"Leaver CS","2021","Declared non-disabled","Communications","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","London","90","90","48890","47450"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","North East (England)","[c]","[c]","[c]","[c]"
