"Status","Year","Responsibility_level","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Darlington","Heterosexual / straight","460","440","34140","36390"
"In post","2022","SEO/HEO","Darlington","LGBO","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Darlington","Undeclared","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Darlington","Unknown","50","50","33550","34360"
"In post","2022","SEO/HEO","Derby","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Derby","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Derby","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Derby","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Derry City and Strabane","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Derry City and Strabane","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Derry City and Strabane","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Devon CC","Heterosexual / straight","1160","1100","37170","37330"
"In post","2022","SEO/HEO","Devon CC","LGBO","70","70","37470","37420"
"In post","2022","SEO/HEO","Devon CC","Undeclared","250","230","38130","38200"
"In post","2022","SEO/HEO","Devon CC","Unknown","70","70","34590","33210"
"In post","2022","SEO/HEO","Dorset","Heterosexual / straight","370","350","37760","36580"
"In post","2022","SEO/HEO","Dorset","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Dorset","Undeclared","60","50","36200","34640"
"In post","2022","SEO/HEO","Dorset","Unknown","70","60","35100","33840"
"In post","2022","SEO/HEO","Dudley","Heterosexual / straight","70","70","34930","34290"
"In post","2022","SEO/HEO","Dudley","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Dudley","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Dudley","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Dumfries and Galloway","Heterosexual / straight","50","50","38560","37440"
"In post","2022","SEO/HEO","Dumfries and Galloway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Dumfries and Galloway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Dumfries and Galloway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Durham","Heterosexual / straight","630","590","37080","35630"
"In post","2022","SEO/HEO","Durham","LGBO","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Durham","Undeclared","60","60","37520","36480"
"In post","2022","SEO/HEO","Durham","Unknown","100","90","38370","36480"
"In post","2022","SEO/HEO","Ealing","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Ealing","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Ealing","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Ealing","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","150","140","35190","34290"
"In post","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Ayrshire and North Ayrshire mainland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Cumbria","Heterosexual / straight","150","140","34120","31990"
"In post","2022","SEO/HEO","East Cumbria","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Derbyshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Derbyshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Derbyshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","270","260","41280","40540"
"In post","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","East Kent","Heterosexual / straight","540","520","35020","33830"
"In post","2022","SEO/HEO","East Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Kent","Undeclared","120","120","34490","33400"
"In post","2022","SEO/HEO","East Kent","Unknown","50","50","36660","35190"
"In post","2022","SEO/HEO","East Lancashire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","SEO/HEO","East Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Merseyside","Heterosexual / straight","100","90","35620","34290"
"In post","2022","SEO/HEO","East Merseyside","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Merseyside","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Riding of Yorkshire","Heterosexual / straight","200","190","39160","37280"
"In post","2022","SEO/HEO","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Riding of Yorkshire","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Surrey","Heterosexual / straight","110","100","43060","41500"
"In post","2022","SEO/HEO","East Surrey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Surrey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Surrey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Sussex CC","Heterosexual / straight","190","170","36570","34290"
"In post","2022","SEO/HEO","East Sussex CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","East Sussex CC","Undeclared","40","30","[c]","[c]"
"In post","2022","SEO/HEO","East Sussex CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Enfield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Haven Gateway","Heterosexual / straight","140","130","38720","36430"
"In post","2022","SEO/HEO","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","Heterosexual / straight","60","50","37310","36750"
"In post","2022","SEO/HEO","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Falkirk","Heterosexual / straight","130","120","37750","36710"
"In post","2022","SEO/HEO","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Falkirk","Unknown","70","70","39740","40290"
"In post","2022","SEO/HEO","Fermanagh and Omagh","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Fermanagh and Omagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","Heterosexual / straight","220","210","37650","36050"
"In post","2022","SEO/HEO","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Flintshire and Wrexham","Undeclared","80","70","38450","35100"
"In post","2022","SEO/HEO","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Glasgow City","Heterosexual / straight","2810","2710","37430","35980"
"In post","2022","SEO/HEO","Glasgow City","LGBO","210","210","36020","33460"
"In post","2022","SEO/HEO","Glasgow City","Undeclared","260","240","37090","36000"
"In post","2022","SEO/HEO","Glasgow City","Unknown","850","810","37070","35120"
"In post","2022","SEO/HEO","Gloucestershire CC","Heterosexual / straight","220","200","35800","33840"
"In post","2022","SEO/HEO","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Undeclared","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Gloucestershire CC","Unknown","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Heterosexual / straight","100","90","37140","35310"
"In post","2022","SEO/HEO","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Heterosexual / straight","120","120","37410","35310"
"In post","2022","SEO/HEO","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Greater Manchester South West","Heterosexual / straight","1530","1480","35370","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","LGBO","110","110","35200","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","Undeclared","180","170","35660","33370"
"In post","2022","SEO/HEO","Greater Manchester South West","Unknown","670","650","34700","33370"
"In post","2022","SEO/HEO","Gwent Valleys","Heterosexual / straight","130","130","39080","38160"
"In post","2022","SEO/HEO","Gwent Valleys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwent Valleys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Heterosexual / straight","60","60","36250","36730"
"In post","2022","SEO/HEO","Gwynedd","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Gwynedd","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hackney and Newham","Heterosexual / straight","1410","1360","40230","37930"
"In post","2022","SEO/HEO","Hackney and Newham","LGBO","90","90","39960","37930"
"In post","2022","SEO/HEO","Hackney and Newham","Undeclared","190","180","40650","39740"
"In post","2022","SEO/HEO","Hackney and Newham","Unknown","680","660","40130","38020"
"In post","2022","SEO/HEO","Haringey and Islington","Heterosexual / straight","120","110","41760","41750"
"In post","2022","SEO/HEO","Haringey and Islington","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Haringey and Islington","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Heterosexual / straight","510","490","37110","35990"
"In post","2022","SEO/HEO","Harrow and Hillingdon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Undeclared","100","100","38400","36950"
"In post","2022","SEO/HEO","Harrow and Hillingdon","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Heterosexual / straight","130","120","37700","35630"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hartlepool and Stockton-on-Tees","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Heterosexual / straight","150","140","37690","36560"
"In post","2022","SEO/HEO","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Herefordshire, County of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Heterosexual / straight","500","480","39520","38160"
"In post","2022","SEO/HEO","Hertfordshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Hertfordshire CC","Undeclared","60","60","39780","37820"
"In post","2022","SEO/HEO","Hertfordshire CC","Unknown","110","100","39990","40450"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Heterosexual / straight","530","520","38090","36140"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","LGBO","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Undeclared","90","80","38350","36720"
"In post","2022","SEO/HEO","Hounslow and Richmond upon Thames","Unknown","140","140","37550","35580"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Heterosexual / straight","150","140","40870","40210"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Heterosexual / straight","180","170","38210","37190"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Unknown","60","60","40910","39520"
"In post","2022","SEO/HEO","Isle of Anglesey","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Anglesey","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Heterosexual / straight","70","70","37780","35470"
"In post","2022","SEO/HEO","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Heterosexual / straight","50","50","42990","41540"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Heterosexual / straight","150","150","39140","38160"
"In post","2022","SEO/HEO","Kent Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kent Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Heterosexual / straight","220","200","35950","33840"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Undeclared","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lambeth","Heterosexual / straight","870","840","42530","41970"
"In post","2022","SEO/HEO","Lambeth","LGBO","60","50","40970","40170"
"In post","2022","SEO/HEO","Lambeth","Undeclared","90","80","41460","40170"
"In post","2022","SEO/HEO","Lambeth","Unknown","140","140","44020","43630"
"In post","2022","SEO/HEO","Lancaster and Wyre","Heterosexual / straight","130","120","37680","36560"
"In post","2022","SEO/HEO","Lancaster and Wyre","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lancaster and Wyre","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leeds","Heterosexual / straight","2920","2780","35620","33990"
"In post","2022","SEO/HEO","Leeds","LGBO","230","220","34760","33370"
"In post","2022","SEO/HEO","Leeds","Undeclared","420","400","35760","35590"
"In post","2022","SEO/HEO","Leeds","Unknown","960","930","34910","33370"
"In post","2022","SEO/HEO","Leicester","Heterosexual / straight","250","230","36160","33840"
"In post","2022","SEO/HEO","Leicester","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Leicester","Unknown","60","60","35370","33840"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Heterosexual / straight","310","300","38290","37240"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Undeclared","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Leicestershire CC and Rutland","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Heterosexual / straight","100","100","39240","37660"
"In post","2022","SEO/HEO","Lewisham and Southwark","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lewisham and Southwark","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Heterosexual / straight","490","470","36740","35630"
"In post","2022","SEO/HEO","Lincolnshire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lincolnshire CC","Undeclared","70","70","38420","36480"
"In post","2022","SEO/HEO","Lincolnshire CC","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Heterosexual / straight","90","90","36590","36350"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lisburn and Castlereagh","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Liverpool","Heterosexual / straight","2240","2170","34990","33370"
"In post","2022","SEO/HEO","Liverpool","LGBO","130","130","34810","33300"
"In post","2022","SEO/HEO","Liverpool","Undeclared","210","200","35120","33370"
"In post","2022","SEO/HEO","Liverpool","Unknown","470","460","34740","33370"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Luton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Luton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Manchester","Heterosexual / straight","2290","2200","35440","34290"
"In post","2022","SEO/HEO","Manchester","LGBO","230","220","34690","33370"
"In post","2022","SEO/HEO","Manchester","Undeclared","250","240","35570","34100"
"In post","2022","SEO/HEO","Manchester","Unknown","560","540","35410","33370"
"In post","2022","SEO/HEO","Medway","Heterosexual / straight","220","210","40390","38160"
"In post","2022","SEO/HEO","Medway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Medway","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Heterosexual / straight","80","80","41970","41660"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Merton, Kingston upon Thames and Sutton","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid and East Antrim","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid and East Antrim","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid and East Antrim","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Heterosexual / straight","100","90","38090","38160"
"In post","2022","SEO/HEO","Mid Kent","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Heterosexual / straight","740","690","36890","34940"
"In post","2022","SEO/HEO","Mid Lancashire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Lancashire","Undeclared","110","100","36330","35170"
"In post","2022","SEO/HEO","Mid Lancashire","Unknown","120","110","35940","33840"
"In post","2022","SEO/HEO","Mid Ulster","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Mid Ulster","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Heterosexual / straight","430","410","39320","38200"
"In post","2022","SEO/HEO","Milton Keynes","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Milton Keynes","Undeclared","50","50","39330","38160"
"In post","2022","SEO/HEO","Milton Keynes","Unknown","70","70","40630","40770"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Heterosexual / straight","1530","1460","35750","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","LGBO","150","140","34590","32210"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Undeclared","120","120","36930","36840"
"In post","2022","SEO/HEO","Monmouthshire and Newport","Unknown","550","540","35520","36840"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Na h-Eileanan Siar","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Newry, Mourne and Down","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Newry, Mourne and Down","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Newry, Mourne and Down","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Heterosexual / straight","70","60","33750","32400"
"In post","2022","SEO/HEO","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Heterosexual / straight","150","140","35630","33740"
"In post","2022","SEO/HEO","North and West Norfolk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Heterosexual / straight","220","220","37440","34170"
"In post","2022","SEO/HEO","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Undeclared","40","40","[c]","[c]"
"In post","2022","SEO/HEO","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Lanarkshire","Heterosexual / straight","340","320","36580","33370"
"In post","2022","SEO/HEO","North Lanarkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Lanarkshire","Undeclared","30","30","[c]","[c]"
"In post","2022","SEO/HEO","North Lanarkshire","Unknown","80","70","38140","36130"
"In post","2022","SEO/HEO","North Northamptonshire","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","SEO/HEO","North Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Nottinghamshire","Heterosexual / straight","130","130","40730","38160"
"In post","2022","SEO/HEO","North Nottinghamshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","North Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
