"Status","Year","Sexual_orientation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Female","1040","960","33480","28310"
"In post","2022","Unknown","Department for Business, Energy and Industrial Strategy","Male","1090","1060","38120","34050"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Female","90","90","47560","51730"
"In post","2022","Unknown","Department for Digital, Culture, Media and Sport","Male","70","70","45600","40280"
"In post","2022","Unknown","Department for Education","Female","710","680","43200","40230"
"In post","2022","Unknown","Department for Education","Male","540","530","43930","40300"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Female","1540","1410","31260","26330"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Male","1300","1270","33420","29270"
"In post","2022","Unknown","Department for International Trade","Female","400","400","43280","38540"
"In post","2022","Unknown","Department for International Trade","Male","390","390","47170","40850"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Female","280","260","42520","38330"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","Male","300","280","42950","38550"
"In post","2022","Unknown","Department for Transport","Female","1100","1010","29670","26130"
"In post","2022","Unknown","Department for Transport","Male","1480","1430","32140","26830"
"In post","2022","Unknown","Department for Work and Pensions","Female","11850","9740","26820","27570"
"In post","2022","Unknown","Department for Work and Pensions","Male","6330","6020","29230","27570"
"In post","2022","Unknown","Department of Health and Social Care","Female","1270","1200","47280","40650"
"In post","2022","Unknown","Department of Health and Social Care","Male","840","820","52440","49530"
"In post","2022","Unknown","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Food Standards Agency","Female","70","60","37850","32830"
"In post","2022","Unknown","Food Standards Agency","Male","170","160","30430","26750"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Female","720","700","46660","45800"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","Male","720","710","48800","50260"
"In post","2022","Unknown","HM Land Registry","Female","1070","960","28220","27130"
"In post","2022","Unknown","HM Land Registry","Male","770","740","29580","27130"
"In post","2022","Unknown","HM Revenue and Customs","Female","11220","9920","29130","26590"
"In post","2022","Unknown","HM Revenue and Customs","Male","10580","10200","31610","26820"
"In post","2022","Unknown","HM Treasury","Female","70","60","47080","41890"
"In post","2022","Unknown","HM Treasury","Male","110","110","59730","55690"
"In post","2022","Unknown","Home Office","Female","2210","2140","32000","27370"
"In post","2022","Unknown","Home Office","Male","2230","2150","32680","27370"
"In post","2022","Unknown","Ministry of Defence","Female","3290","3080","35210","33000"
"In post","2022","Unknown","Ministry of Defence","Male","6860","6760","37570","36220"
"In post","2022","Unknown","Ministry of Justice","Female","7960","7310","28290","25190"
"In post","2022","Unknown","Ministry of Justice","Male","7170","6730","29840","28310"
"In post","2022","Unknown","National Crime Agency","Female","290","270","39120","37560"
"In post","2022","Unknown","National Crime Agency","Male","420","410","43530","40740"
"In post","2022","Unknown","Northern Ireland Office","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Female","70","60","41030","39850"
"In post","2022","Unknown","Office for Standards in Education, Children's Services and Skills","Male","30","30","[c]","[c]"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Female","210","200","45440","42390"
"In post","2022","Unknown","Office of Gas and Electricity Markets","Male","270","270","49470","44520"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of Rail and Road","Male","50","50","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Female","30","30","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Scottish Government","Female","4760","4400","33280","30020"
"In post","2022","Unknown","Scottish Government","Male","4800","4600","34610","32000"
"In post","2022","Unknown","The National Archives","Female","110","110","35960","34260"
"In post","2022","Unknown","The National Archives","Male","110","110","34010","30620"
"In post","2022","Unknown","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Statistics Authority","Female","740","630","30840","27570"
"In post","2022","Unknown","UK Statistics Authority","Male","650","600","35470","31320"
"In post","2022","Unknown","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Water Services Regulation Authority","Male","40","40","[c]","[c]"
"In post","2022","Unknown","Welsh Government","Female","120","110","39480","33190"
"In post","2022","Unknown","Welsh Government","Male","110","110","44070","38160"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Female","160","150","44130","50000"
"Leaver CS","2021","Heterosexual / straight","Attorney General's Departments","Male","100","100","47150","51120"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office","Female","70","70","42420","34640"
"Leaver CS","2021","Heterosexual / straight","Cabinet Office","Male","60","60","54130","54580"
"Leaver CS","2021","Heterosexual / straight","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Competition and Markets Authority","Female","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Competition and Markets Authority","Male","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Female","100","90","38260","32830"
"Leaver CS","2021","Heterosexual / straight","Department for Business, Energy and Industrial Strategy","Male","110","110","45430","39490"
"Leaver CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Female","120","120","44380","39600"
"Leaver CS","2021","Heterosexual / straight","Department for Education","Male","110","100","43100","40220"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Female","160","130","25470","21590"
"Leaver CS","2021","Heterosexual / straight","Department for Transport","Male","230","200","33840","26780"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Female","1510","1240","26360","26110"
"Leaver CS","2021","Heterosexual / straight","Department for Work and Pensions","Male","900","840","27460","25110"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Female","380","340","37260","32330"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Male","170","140","45870","35610"
"Leaver CS","2021","Heterosexual / straight","Department of Health and Social Care","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Female","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Foreign, Commonwealth and Development Office","Male","60","50","47700","41190"
"Leaver CS","2021","Heterosexual / straight","HM Land Registry","Female","90","70","30260","27130"
"Leaver CS","2021","Heterosexual / straight","HM Land Registry","Male","60","50","32500","27130"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","Female","60","50","28660","26000"
"Leaver CS","2021","Heterosexual / straight","HM Revenue and Customs","Male","70","60","33190","26500"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Female","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","HM Treasury","Male","50","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Home Office","Female","490","390","28590","25100"
"Leaver CS","2021","Heterosexual / straight","Home Office","Male","480","430","31670","27240"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Female","790","720","29980","26670"
"Leaver CS","2021","Heterosexual / straight","Ministry of Defence","Male","1370","1310","33480","31000"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Female","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Ministry of Housing, Communities and Local Government","Male","50","50","43270","41020"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Female","1680","1470","25120","20650"
"Leaver CS","2021","Heterosexual / straight","Ministry of Justice","Male","1620","1510","28440","21180"
"Leaver CS","2021","Heterosexual / straight","National Crime Agency","Female","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","National Crime Agency","Male","90","80","46000","43710"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education","Female","60","60","50070","51360"
"Leaver CS","2021","Heterosexual / straight","Office for Standards in Education","Male","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Scottish Government","Female","160","140","36340","30650"
"Leaver CS","2021","Heterosexual / straight","Scottish Government","Male","170","160","40500","33650"
"Leaver CS","2021","Heterosexual / straight","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Female","70","60","31000","26360"
"Leaver CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Male","70","60","27360","19520"
"Leaver CS","2021","Heterosexual / straight","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Welsh Government","Female","60","50","40550","36500"
"Leaver CS","2021","Heterosexual / straight","Welsh Government","Male","60","50","47470","37410"
"Leaver CS","2021","LGBO","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Transport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Transport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department for Work and Pensions","Female","70","70","26310","25110"
"Leaver CS","2021","LGBO","Department for Work and Pensions","Male","80","80","26320","27230"
"Leaver CS","2021","LGBO","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","ESTYN","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Home Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Home Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Defence","Female","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Defence","Male","60","60","31680","26670"
"Leaver CS","2021","LGBO","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Justice","Female","140","140","[c]","[c]"
"Leaver CS","2021","LGBO","Ministry of Justice","Male","70","70","[c]","[c]"
"Leaver CS","2021","LGBO","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scotland Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Scottish Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department for Transport","Female","70","50","26940","21590"
"Leaver CS","2021","Undeclared","Department for Transport","Male","90","70","32040","26780"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Female","190","150","26960","26890"
"Leaver CS","2021","Undeclared","Department for Work and Pensions","Male","130","110","30220","27570"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Female","60","50","39500","35430"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","ESTYN","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","HM Treasury","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Home Office","Female","90","70","30690","27240"
"Leaver CS","2021","Undeclared","Home Office","Male","100","90","34540","29220"
"Leaver CS","2021","Undeclared","Ministry of Defence","Female","120","110","29990","26670"
"Leaver CS","2021","Undeclared","Ministry of Defence","Male","230","210","36050","34260"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Ministry of Justice","Female","260","220","27940","21180"
"Leaver CS","2021","Undeclared","Ministry of Justice","Male","210","190","25910","20600"
"Leaver CS","2021","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Gas and Electricity Markets","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scottish Government","Female","70","60","30150","22820"
"Leaver CS","2021","Undeclared","Scottish Government","Male","60","60","29620","26210"
"Leaver CS","2021","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Attorney General's Departments","Female","60","50","52610","55610"
"Leaver CS","2021","Unknown","Attorney General's Departments","Male","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Cabinet Office","Female","100","90","44070","32000"
"Leaver CS","2021","Unknown","Cabinet Office","Male","110","100","51850","34660"
"Leaver CS","2021","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Female","90","80","33430","24700"
"Leaver CS","2021","Unknown","Department for Business, Energy and Industrial Strategy","Male","150","150","38600","30960"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Female","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education","Unknown","[c]","[c]","[c]","[c]"
