"Status","Year","Function_of_post","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Property","Female","Declared non-disabled","100","80","29590","26000"
"Leaver CS","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Unknown","60","50","25450","21070"
"Leaver CS","2021","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Declared non-disabled","210","200","33940","31060"
"Leaver CS","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Unknown","100","90","26810","24500"
"Leaver CS","2021","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Security","Male","Declared disabled","40","40","[c]","[c]"
"Leaver CS","2021","Security","Male","Declared non-disabled","170","160","30550","27050"
"Leaver CS","2021","Security","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Security","Male","Unknown","120","110","28230","25680"
"Leaver CS","2021","Unknown","Female","Declared disabled","1000","780","27890","26890"
"Leaver CS","2021","Unknown","Female","Declared non-disabled","4780","3850","28310","25490"
"Leaver CS","2021","Unknown","Female","Undeclared","370","310","29850","26890"
"Leaver CS","2021","Unknown","Female","Unknown","1960","1620","30470","27570"
"Leaver CS","2021","Unknown","Male","Declared disabled","700","610","29290","26890"
"Leaver CS","2021","Unknown","Male","Declared non-disabled","3390","3030","31620","27570"
"Leaver CS","2021","Unknown","Male","Undeclared","340","310","31150","27570"
"Leaver CS","2021","Unknown","Male","Unknown","1600","1440","32970","28680"
"Leaver CS","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","90","80","45590","40010"
"Leaver CS","2022","Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","Declared non-disabled","130","120","37780","33210"
"Leaver CS","2022","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Female","Unknown","70","50","[c]","[c]"
"Leaver CS","2022","Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","Declared non-disabled","170","160","40240","36220"
"Leaver CS","2022","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Analysis","Male","Unknown","90","70","35480","31990"
"Leaver CS","2022","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Declared non-disabled","100","90","40280","36640"
"Leaver CS","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Female","Unknown","110","70","64420","61710"
"Leaver CS","2022","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Declared non-disabled","110","110","46940","39850"
"Leaver CS","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Male","Unknown","150","120","63560","61710"
"Leaver CS","2022","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Declared non-disabled","130","120","40830","37640"
"Leaver CS","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Female","Unknown","100","70","40290","34770"
"Leaver CS","2022","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Declared non-disabled","80","80","42240","39600"
"Leaver CS","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Male","Unknown","70","50","44860","40580"
"Leaver CS","2022","Communications","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Declared non-disabled","140","100","28030","27570"
"Leaver CS","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Declared non-disabled","120","100","31960","27570"
"Leaver CS","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Declared non-disabled","100","70","22600","21260"
"Leaver CS","2022","Debt","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Declared non-disabled","60","60","22610","21260"
"Leaver CS","2022","Debt","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Declared non-disabled","260","240","41530","37710"
"Leaver CS","2022","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Female","Unknown","130","100","37520","32450"
"Leaver CS","2022","Digital, Data & Technology","Male","Declared disabled","70","70","39270","36430"
"Leaver CS","2022","Digital, Data & Technology","Male","Declared non-disabled","540","520","43540","40030"
"Leaver CS","2022","Digital, Data & Technology","Male","Undeclared","60","60","42270","39670"
"Leaver CS","2022","Digital, Data & Technology","Male","Unknown","280","260","40280","36970"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Declared non-disabled","150","130","36090","33000"
"Leaver CS","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Female","Unknown","70","30","[c]","[c]"
"Leaver CS","2022","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Declared non-disabled","160","150","44000","40190"
"Leaver CS","2022","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Male","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Female","Declared non-disabled","70","60","24160","21300"
"Leaver CS","2022","Grants Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Male","Declared non-disabled","70","70","23730","21300"
"Leaver CS","2022","Human Resources","Female","Declared disabled","60","50","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Declared non-disabled","290","260","36540","33000"
"Leaver CS","2022","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Female","Unknown","100","80","32390","27200"
"Leaver CS","2022","Human Resources","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Declared non-disabled","120","110","36560","33350"
"Leaver CS","2022","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Male","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Legal","Female","Declared non-disabled","290","250","46290","50500"
"Leaver CS","2022","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Female","Unknown","120","110","40190","38000"
"Leaver CS","2022","Legal","Male","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Legal","Male","Declared non-disabled","180","170","50990","52500"
"Leaver CS","2022","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Male","Unknown","70","70","45210","49100"
"Leaver CS","2022","No function","Female","Declared disabled","1610","1360","28250","27570"
"Leaver CS","2022","No function","Female","Declared non-disabled","8660","7550","30720","27570"
"Leaver CS","2022","No function","Female","Undeclared","620","530","29730","26780"
"Leaver CS","2022","No function","Female","Unknown","2960","2620","32310","26900"
"Leaver CS","2022","No function","Male","Declared disabled","1070","970","29220","27130"
"Leaver CS","2022","No function","Male","Declared non-disabled","6300","5930","32960","27570"
"Leaver CS","2022","No function","Male","Undeclared","690","610","31470","27570"
"Leaver CS","2022","No function","Male","Unknown","2550","2330","33230","27570"
"Leaver CS","2022","Project Delivery","Female","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Declared non-disabled","300","270","38250","34290"
"Leaver CS","2022","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Female","Unknown","100","90","41060","34510"
"Leaver CS","2022","Project Delivery","Male","Declared disabled","80","70","39500","35810"
"Leaver CS","2022","Project Delivery","Male","Declared non-disabled","560","530","39930","37880"
"Leaver CS","2022","Project Delivery","Male","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","Project Delivery","Male","Unknown","150","140","39110","35480"
"Leaver CS","2022","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Declared non-disabled","150","140","31730","26030"
"Leaver CS","2022","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Female","Unknown","60","60","24360","22010"
"Leaver CS","2022","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Declared non-disabled","200","190","37650","33300"
"Leaver CS","2022","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Male","Unknown","110","100","29290","25000"
"Leaver CS","2022","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Declared non-disabled","110","100","30180","26750"
"Leaver CS","2022","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Female","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Security","Male","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2022","Security","Male","Declared non-disabled","350","340","33140","29250"
"Leaver CS","2022","Security","Male","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","Security","Male","Unknown","200","190","30860","28750"
"Leaver CS","2022","Unknown","Female","Declared disabled","580","460","28820","26160"
"Leaver CS","2022","Unknown","Female","Declared non-disabled","3320","2740","30350","25630"
"Leaver CS","2022","Unknown","Female","Undeclared","250","210","31380","27570"
"Leaver CS","2022","Unknown","Female","Unknown","1780","1500","29790","27570"
"Leaver CS","2022","Unknown","Male","Declared disabled","460","400","30340","26670"
"Leaver CS","2022","Unknown","Male","Declared non-disabled","2950","2610","33860","28650"
"Leaver CS","2022","Unknown","Male","Undeclared","270","240","31760","27640"
"Leaver CS","2022","Unknown","Male","Unknown","1850","1690","33110","28650"
"Leaver Dept.","2021","Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Declared non-disabled","90","80","40800","35290"
"Leaver Dept.","2021","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Declared non-disabled","80","80","43160","40100"
"Leaver Dept.","2021","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Declared non-disabled","60","60","41110","36660"
"Leaver Dept.","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Female","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Declared non-disabled","60","60","45610","40600"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Declared non-disabled","80","80","46260","40600"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Declared non-disabled","70","70","49110","49000"
"Leaver Dept.","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Declared non-disabled","60","60","43740","38700"
"Leaver Dept.","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Declared non-disabled","190","190","37820","32000"
"Leaver Dept.","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Female","Unknown","60","60","42290","37570"
"Leaver Dept.","2021","Human Resources","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Declared non-disabled","100","100","37390","33300"
"Leaver Dept.","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Male","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Declared non-disabled","100","90","44140","38690"
"Leaver Dept.","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Female","Declared disabled","170","160","35310","32000"
"Leaver Dept.","2021","No function","Female","Declared non-disabled","1180","1140","38280","32750"
"Leaver Dept.","2021","No function","Female","Undeclared","110","100","33270","32000"
"Leaver Dept.","2021","No function","Female","Unknown","790","770","36650","32000"
"Leaver Dept.","2021","No function","Male","Declared disabled","140","140","36430","32360"
"Leaver Dept.","2021","No function","Male","Declared non-disabled","860","840","40050","34140"
"Leaver Dept.","2021","No function","Male","Undeclared","90","90","38780","33570"
"Leaver Dept.","2021","No function","Male","Unknown","680","680","37550","32320"
"Leaver Dept.","2021","Project Delivery","Female","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Declared non-disabled","160","160","41160","34510"
"Leaver Dept.","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Declared non-disabled","180","180","40780","37530"
"Leaver Dept.","2021","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Male","Unknown","50","50","41570","37910"
"Leaver Dept.","2021","Property","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Declared disabled","240","220","33980","30200"
"Leaver Dept.","2021","Unknown","Female","Declared non-disabled","1950","1770","34260","29290"
"Leaver Dept.","2021","Unknown","Female","Undeclared","150","140","36720","31700"
"Leaver Dept.","2021","Unknown","Female","Unknown","650","500","32800","28630"
"Leaver Dept.","2021","Unknown","Male","Declared disabled","190","180","33950","28760"
"Leaver Dept.","2021","Unknown","Male","Declared non-disabled","1440","1340","34650","29860"
"Leaver Dept.","2021","Unknown","Male","Undeclared","150","140","34180","30830"
"Leaver Dept.","2021","Unknown","Male","Unknown","600","480","39340","33960"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Declared non-disabled","130","120","42490","39440"
"Leaver Dept.","2022","Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Female","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Declared non-disabled","140","130","44370","39980"
"Leaver Dept.","2022","Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Male","Unknown","120","50","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Declared non-disabled","110","100","40700","37580"
"Leaver Dept.","2022","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Female","Unknown","130","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Declared non-disabled","90","90","45630","40960"
"Leaver Dept.","2022","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Male","Unknown","100","40","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Declared non-disabled","150","140","41090","37060"
"Leaver Dept.","2022","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Female","Unknown","110","50","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Declared non-disabled","100","100","43840","37290"
"Leaver Dept.","2022","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Male","Unknown","80","30","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Declared non-disabled","60","50","31230","27570"
"Leaver Dept.","2022","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Declared non-disabled","200","190","41880","36940"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Female","Unknown","110","50","40860","37040"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Declared non-disabled","240","240","42610","38000"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Male","Unknown","140","100","43040","39630"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Declared non-disabled","170","160","41230","36330"
"Leaver Dept.","2022","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Female","Unknown","120","30","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Male","Declared non-disabled","160","150","42760","39960"
