"Status","Year","Ethnicity","Region_ITL2","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","No function","220","210","28350","26820"
"In post","2022","Mixed","Greater Manchester","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Greater Manchester","Unknown","40","30","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","No function","100","90","31580","27570"
"In post","2022","Mixed","Hampshire and Isle of Wight","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Hampshire and Isle of Wight","Unknown","40","40","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","No function","40","40","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","No function","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Counter Fraud","50","50","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Digital, Data & Technology","50","50","48270","46710"
"In post","2022","Mixed","Inner London - East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Legal","30","30","[c]","[c]"
"In post","2022","Mixed","Inner London - East","No function","390","380","36290","31880"
"In post","2022","Mixed","Inner London - East","Project Delivery","40","40","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Analysis","110","110","45390","41290"
"In post","2022","Mixed","Inner London - West","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Communications","80","70","45110","41170"
"In post","2022","Mixed","Inner London - West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Digital, Data & Technology","70","60","46710","43050"
"In post","2022","Mixed","Inner London - West","Finance","70","70","45920","43810"
"In post","2022","Mixed","Inner London - West","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Human Resources","110","110","41650","36650"
"In post","2022","Mixed","Inner London - West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Legal","160","150","50840","51830"
"In post","2022","Mixed","Inner London - West","No function","1130","1100","43700","40050"
"In post","2022","Mixed","Inner London - West","Project Delivery","100","90","50470","51150"
"In post","2022","Mixed","Inner London - West","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Security","40","40","[c]","[c]"
"In post","2022","Mixed","Inner London - West","Unknown","210","200","46560","42460"
"In post","2022","Mixed","Kent","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","No function","90","90","30960","29290"
"In post","2022","Mixed","Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","No function","120","110","26480","25700"
"In post","2022","Mixed","Lancashire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","No function","100","100","27160","25120"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","No function","170","160","29100","26590"
"In post","2022","Mixed","Merseyside","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Merseyside","Unknown","70","70","26570","24880"
"In post","2022","Mixed","North Eastern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","No function","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","No function","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","No function","100","90","26310","21380"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","No function","90","90","31280","31060"
"In post","2022","Mixed","Outer London - East and North East","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","No function","150","140","34340","31060"
"In post","2022","Mixed","Outer London - South","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - South","Unknown","180","170","36820","35050"
"In post","2022","Mixed","Outer London - West and North West","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","No function","200","190","32620","31060"
"In post","2022","Mixed","Outer London - West and North West","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Outer London - West and North West","Unknown","70","60","30150","28940"
"In post","2022","Mixed","Overseas","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","No function","60","60","51760","48700"
"In post","2022","Mixed","Overseas","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","No function","100","90","30260","27040"
"In post","2022","Mixed","Shropshire and Staffordshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Debt","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","No function","70","60","30560","27570"
"In post","2022","Mixed","South Yorkshire","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Property","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Security","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","South Yorkshire","Unknown","50","40","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Southern Scotland","Debt","[c]","[c]","[c]","[c]"
