"Status","Year","Sex","Organisation","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Female","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Food Standards Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign and Commonwealth Office (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","White","30","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Forestry and Land Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Actuary's Department","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Internal Audit Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Legal Department","White","40","30","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Government Property Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Health and Safety Executive","White","50","40","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Asian","40","40","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Black","40","40","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","Unknown","220","210","22000","19930"
"Leaver CS","2021","Female","HM Courts and Tribunals Service","White","550","440","23550","20100"
"Leaver CS","2021","Female","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Land Registry","White","120","90","30500","27130"
"Leaver CS","2021","Female","HM Prison and Probation Service","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","Black","50","40","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","Mixed","40","30","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","Unknown","490","460","[c]","[c]"
"Leaver CS","2021","Female","HM Prison and Probation Service","White","1250","1110","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","Asian","160","120","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","Black","40","40","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","Undeclared","160","130","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","Unknown","760","650","[c]","[c]"
"Leaver CS","2021","Female","HM Revenue and Customs (excl. agencies)","White","2180","1710","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","HM Treasury (excl. agencies)","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Black","30","30","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Female","Home Office (incl. agencies)","White","440","350","28740","24890"
"Leaver CS","2021","Female","Insolvency Service","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Insolvency Service","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Institute for Apprenticeships and Technical Education","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Legal Aid Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Maritime and Coastguard Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicines and Healthcare Products Regulatory Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicines and Healthcare Products Regulatory Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicines and Healthcare Products Regulatory Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicines and Healthcare Products Regulatory Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicines and Healthcare Products Regulatory Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Medicines and Healthcare Products Regulatory Agency","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Met Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","Unknown","130","110","30930","27420"
"Leaver CS","2021","Female","Ministry of Defence (excl. agencies)","White","710","640","28980","25970"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","White","30","30","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Female","Ministry of Justice (excl. agencies)","White","60","50","40540","36080"
"Leaver CS","2021","Female","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Crime Agency","White","50","40","[c]","[c]"
"Leaver CS","2021","Female","National Infrastructure Commission","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Infrastructure Commission","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Infrastructure Commission","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Infrastructure Commission","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Infrastructure Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Infrastructure Commission","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Records of Scotland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","National Savings and Investments","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Budget Responsibility","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Budget Responsibility","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Budget Responsibility","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Budget Responsibility","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Budget Responsibility","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Budget Responsibility","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office for Standards in Education, Children's Services and Skills","White","70","60","50870","51360"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Gas and Electricity Markets","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Public Guardian","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Scottish Charity Regulator","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Scottish Charity Regulator","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Scottish Charity Regulator","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Scottish Charity Regulator","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Scottish Charity Regulator","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Office of the Scottish Charity Regulator","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Planning Inspectorate","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Public Health England","Asian","80","80","33550","27150"
"Leaver CS","2021","Female","Public Health England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Public Health England","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Public Health England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Public Health England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Public Health England","Undeclared","50","40","31980","33710"
"Leaver CS","2021","Female","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Public Health England","White","350","310","39480","33190"
"Leaver CS","2021","Female","Queen Elizabeth II Centre","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Queen Elizabeth II Centre","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Queen Elizabeth II Centre","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Queen Elizabeth II Centre","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Queen Elizabeth II Centre","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Queen Elizabeth II Centre","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Registers of Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Registers of Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Registers of Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Registers of Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Registers of Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Registers of Scotland","Unknown","[c]","[c]","[c]","[c]"
