"Status","Year","Sexual_orientation","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","No function","East Midlands (England)","10820","10010","29720","27570"
"In post","2022","Heterosexual / straight","No function","East of England","9550","8870","30490","28200"
"In post","2022","Heterosexual / straight","No function","London","33970","32760","42380","36850"
"In post","2022","Heterosexual / straight","No function","North East (England)","13480","12100","27880","26590"
"In post","2022","Heterosexual / straight","No function","North West (England)","25460","23490","29060","27570"
"In post","2022","Heterosexual / straight","No function","Northern Ireland","1230","1160","32910","31460"
"In post","2022","Heterosexual / straight","No function","Overseas","1270","1270","53210","53470"
"In post","2022","Heterosexual / straight","No function","Scotland","12360","11300","29610","27570"
"In post","2022","Heterosexual / straight","No function","South East (England)","14970","13710","30540","28140"
"In post","2022","Heterosexual / straight","No function","South West (England)","11990","11010","31190","27570"
"In post","2022","Heterosexual / straight","No function","Unknown","430","400","31800","29180"
"In post","2022","Heterosexual / straight","No function","Wales","13670","12530","27960","26310"
"In post","2022","Heterosexual / straight","No function","West Midlands (England)","14900","13810","29880","27570"
"In post","2022","Heterosexual / straight","No function","Yorkshire and The Humber","14440","13270","30780","27570"
"In post","2022","Heterosexual / straight","Project Delivery","East Midlands (England)","440","430","39350","37000"
"In post","2022","Heterosexual / straight","Project Delivery","East of England","470","450","40810","39740"
"In post","2022","Heterosexual / straight","Project Delivery","London","2820","2710","54140","53530"
"In post","2022","Heterosexual / straight","Project Delivery","North East (England)","880","840","42190","40520"
"In post","2022","Heterosexual / straight","Project Delivery","North West (England)","1530","1450","40500","39850"
"In post","2022","Heterosexual / straight","Project Delivery","Northern Ireland","60","60","42320","40180"
"In post","2022","Heterosexual / straight","Project Delivery","Overseas","360","360","55770","55620"
"In post","2022","Heterosexual / straight","Project Delivery","Scotland","1100","1060","38780","33930"
"In post","2022","Heterosexual / straight","Project Delivery","South East (England)","1370","1320","37980","35350"
"In post","2022","Heterosexual / straight","Project Delivery","South West (England)","8260","7980","39370","37640"
"In post","2022","Heterosexual / straight","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Project Delivery","Wales","460","440","43980","37940"
"In post","2022","Heterosexual / straight","Project Delivery","West Midlands (England)","650","630","38120","35900"
"In post","2022","Heterosexual / straight","Project Delivery","Yorkshire and The Humber","500","460","41050","36680"
"In post","2022","Heterosexual / straight","Property","East Midlands (England)","370","350","38380","33630"
"In post","2022","Heterosexual / straight","Property","East of England","420","400","34910","33300"
"In post","2022","Heterosexual / straight","Property","London","1120","1080","43600","38870"
"In post","2022","Heterosexual / straight","Property","North East (England)","470","450","32840","27570"
"In post","2022","Heterosexual / straight","Property","North West (England)","510","490","39300","35310"
"In post","2022","Heterosexual / straight","Property","Northern Ireland","70","70","29610","28470"
"In post","2022","Heterosexual / straight","Property","Overseas","130","130","38670","36460"
"In post","2022","Heterosexual / straight","Property","Scotland","320","310","33180","33000"
"In post","2022","Heterosexual / straight","Property","South East (England)","740","710","37210","33300"
"In post","2022","Heterosexual / straight","Property","South West (England)","880","840","34430","33000"
"In post","2022","Heterosexual / straight","Property","Unknown","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Property","Wales","360","340","35340","32890"
"In post","2022","Heterosexual / straight","Property","West Midlands (England)","510","490","37900","33630"
"In post","2022","Heterosexual / straight","Property","Yorkshire and The Humber","640","600","38520","34000"
"In post","2022","Heterosexual / straight","Security","East Midlands (England)","180","180","29810","27670"
"In post","2022","Heterosexual / straight","Security","East of England","660","650","34090","33300"
"In post","2022","Heterosexual / straight","Security","London","1320","1290","41080","37960"
"In post","2022","Heterosexual / straight","Security","North East (England)","80","80","34340","31180"
"In post","2022","Heterosexual / straight","Security","North West (England)","250","240","29950","27250"
"In post","2022","Heterosexual / straight","Security","Northern Ireland","330","320","21760","20560"
"In post","2022","Heterosexual / straight","Security","Overseas","120","120","39480","34350"
"In post","2022","Heterosexual / straight","Security","Scotland","1050","1010","30660","26670"
"In post","2022","Heterosexual / straight","Security","South East (England)","1380","1360","31670","28750"
"In post","2022","Heterosexual / straight","Security","South West (England)","910","890","28460","25000"
"In post","2022","Heterosexual / straight","Security","Unknown","80","80","30620","27370"
"In post","2022","Heterosexual / straight","Security","Wales","230","220","26830","24720"
"In post","2022","Heterosexual / straight","Security","West Midlands (England)","280","280","30690","26820"
"In post","2022","Heterosexual / straight","Security","Yorkshire and The Humber","630","610","31780","32000"
"In post","2022","Heterosexual / straight","Unknown","East Midlands (England)","1060","1010","27970","24370"
"In post","2022","Heterosexual / straight","Unknown","East of England","2620","2450","28170","25310"
"In post","2022","Heterosexual / straight","Unknown","London","11630","11070","41000","35200"
"In post","2022","Heterosexual / straight","Unknown","North East (England)","1300","1160","26640","24880"
"In post","2022","Heterosexual / straight","Unknown","North West (England)","6390","5960","28320","25040"
"In post","2022","Heterosexual / straight","Unknown","Northern Ireland","750","700","26150","23500"
"In post","2022","Heterosexual / straight","Unknown","Overseas","460","450","40350","33300"
"In post","2022","Heterosexual / straight","Unknown","Scotland","10920","10480","39570","34600"
"In post","2022","Heterosexual / straight","Unknown","South East (England)","5850","5500","30370","26670"
"In post","2022","Heterosexual / straight","Unknown","South West (England)","3210","3050","31090","26670"
"In post","2022","Heterosexual / straight","Unknown","Unknown","130","120","35270","33000"
"In post","2022","Heterosexual / straight","Unknown","Wales","5740","5420","39510","38160"
"In post","2022","Heterosexual / straight","Unknown","West Midlands (England)","1930","1820","29530","26670"
"In post","2022","Heterosexual / straight","Unknown","Yorkshire and The Humber","4240","3960","29270","25310"
"In post","2022","LGBO","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","London","260","260","47160","43770"
"In post","2022","LGBO","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","North West (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Analysis","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","South East (England)","50","50","[c]","[c]"
"In post","2022","LGBO","Analysis","South West (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","Wales","100","90","36320","32160"
"In post","2022","LGBO","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Analysis","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","LGBO","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","London","70","70","47550","45040"
"In post","2022","LGBO","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","South West (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Commercial","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","London","170","170","44650","41340"
"In post","2022","LGBO","Communications","North East (England)","70","70","30010","26820"
"In post","2022","LGBO","Communications","North West (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Wales","40","40","[c]","[c]"
"In post","2022","LGBO","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Communications","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","East of England","30","30","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","London","130","120","37930","33440"
"In post","2022","LGBO","Counter Fraud","North East (England)","40","30","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","North West (England)","70","70","34130","27570"
"In post","2022","LGBO","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Scotland","70","70","28610","27570"
"In post","2022","LGBO","Counter Fraud","South East (England)","60","60","29890","27570"
"In post","2022","LGBO","Counter Fraud","South West (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Wales","40","40","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Counter Fraud","Yorkshire and The Humber","50","50","31040","27570"
"In post","2022","LGBO","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","North East (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Debt","North West (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Scotland","70","60","23360","21250"
"In post","2022","LGBO","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Debt","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Debt","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","London","290","290","49450","53240"
"In post","2022","LGBO","Digital, Data & Technology","North East (England)","90","90","39610","35310"
"In post","2022","LGBO","Digital, Data & Technology","North West (England)","140","140","39220","36060"
"In post","2022","LGBO","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Scotland","40","30","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","South East (England)","50","50","33580","32580"
"In post","2022","LGBO","Digital, Data & Technology","South West (England)","150","150","34100","33330"
"In post","2022","LGBO","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Digital, Data & Technology","Wales","70","70","36440","33370"
"In post","2022","LGBO","Digital, Data & Technology","West Midlands (England)","50","50","37690","33700"
"In post","2022","LGBO","Digital, Data & Technology","Yorkshire and The Humber","60","60","40560","36500"
"In post","2022","LGBO","Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","London","120","120","49330","43920"
"In post","2022","LGBO","Finance","North East (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Finance","North West (England)","60","60","36610","33370"
"In post","2022","LGBO","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","South West (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Finance","Yorkshire and The Humber","70","70","36700","32590"
"In post","2022","LGBO","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","London","220","220","46180","41730"
"In post","2022","LGBO","Human Resources","North East (England)","60","60","33090","31990"
"In post","2022","LGBO","Human Resources","North West (England)","100","90","35250","31990"
"In post","2022","LGBO","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Scotland","50","50","[c]","[c]"
"In post","2022","LGBO","Human Resources","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","South West (England)","50","50","[c]","[c]"
"In post","2022","LGBO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Wales","30","30","[c]","[c]"
"In post","2022","LGBO","Human Resources","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Human Resources","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","LGBO","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","London","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","London","290","280","53310","51940"
"In post","2022","LGBO","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","North West (England)","50","50","41520","38000"
"In post","2022","LGBO","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Scotland","40","40","[c]","[c]"
"In post","2022","LGBO","Legal","South East (England)","30","30","[c]","[c]"
"In post","2022","LGBO","Legal","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Legal","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","LGBO","No function","East Midlands (England)","690","670","29060","27570"
"In post","2022","LGBO","No function","East of England","560","540","29520","27570"
"In post","2022","LGBO","No function","London","3120","3060","43600","38750"
"In post","2022","LGBO","No function","North East (England)","770","740","27840","25610"
"In post","2022","LGBO","No function","North West (England)","1810","1750","28610","27570"
"In post","2022","LGBO","No function","Northern Ireland","80","80","28220","26590"
"In post","2022","LGBO","No function","Overseas","110","110","52660","53470"
"In post","2022","LGBO","No function","Scotland","820","800","28350","27230"
"In post","2022","LGBO","No function","South East (England)","1140","1090","30470","28140"
"In post","2022","LGBO","No function","South West (England)","870","830","29780","27570"
"In post","2022","LGBO","No function","Unknown","40","40","[c]","[c]"
"In post","2022","LGBO","No function","Wales","930","890","27310","25610"
"In post","2022","LGBO","No function","West Midlands (England)","870","840","29290","27380"
"In post","2022","LGBO","No function","Yorkshire and The Humber","960","920","30510","27570"
"In post","2022","LGBO","Project Delivery","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","London","220","220","52600","51500"
"In post","2022","LGBO","Project Delivery","North East (England)","50","50","[c]","[c]"
"In post","2022","LGBO","Project Delivery","North West (England)","90","90","39350","37910"
"In post","2022","LGBO","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Overseas","30","30","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Scotland","50","40","[c]","[c]"
"In post","2022","LGBO","Project Delivery","South East (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Project Delivery","South West (England)","330","320","35470","33000"
"In post","2022","LGBO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Project Delivery","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","LGBO","Project Delivery","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","LGBO","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","London","70","70","46230","41750"
"In post","2022","LGBO","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","South West (England)","50","50","[c]","[c]"
"In post","2022","LGBO","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Property","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","LGBO","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","London","90","90","41520","37230"
"In post","2022","LGBO","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","South East (England)","70","70","30440","27680"
"In post","2022","LGBO","Security","South West (England)","50","50","29470","26750"
"In post","2022","LGBO","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Security","Yorkshire and The Humber","60","60","31940","33000"
"In post","2022","LGBO","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","East of England","90","80","26480","24890"
"In post","2022","LGBO","Unknown","London","530","520","45660","41950"
"In post","2022","LGBO","Unknown","North East (England)","60","60","25770","24290"
"In post","2022","LGBO","Unknown","North West (England)","310","290","28330","25040"
"In post","2022","LGBO","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Scotland","910","890","37140","31540"
"In post","2022","LGBO","Unknown","South East (England)","210","200","29530","26670"
"In post","2022","LGBO","Unknown","South West (England)","80","80","34630","29300"
"In post","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Unknown","Wales","280","270","40340","38160"
"In post","2022","LGBO","Unknown","West Midlands (England)","70","60","28880","26670"
"In post","2022","LGBO","Unknown","Yorkshire and The Humber","210","200","29900","26800"
"In post","2022","Undeclared","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","London","370","360","51160","53180"
"In post","2022","Undeclared","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","North West (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","South East (England)","40","30","[c]","[c]"
"In post","2022","Undeclared","Analysis","South West (England)","40","30","[c]","[c]"
"In post","2022","Undeclared","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Wales","70","60","35790","31320"
"In post","2022","Undeclared","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Analysis","Yorkshire and The Humber","50","50","39350","35590"
"In post","2022","Undeclared","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","London","150","150","49630","44040"
"In post","2022","Undeclared","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","South East (England)","40","40","[c]","[c]"
"In post","2022","Undeclared","Commercial","South West (England)","140","140","41860","40000"
"In post","2022","Undeclared","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Wales","60","60","32580","31250"
"In post","2022","Undeclared","Commercial","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Commercial","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Undeclared","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","London","280","270","45400","40640"
"In post","2022","Undeclared","Communications","North East (England)","80","70","28500","26820"
"In post","2022","Undeclared","Communications","North West (England)","40","30","[c]","[c]"
"In post","2022","Undeclared","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","South West (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Communications","Wales","50","50","30320","26820"
"In post","2022","Undeclared","Communications","West Midlands (England)","30","30","[c]","[c]"
"In post","2022","Undeclared","Communications","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","East Midlands (England)","90","90","34250","33080"
"In post","2022","Undeclared","Counter Fraud","East of England","70","60","29980","28920"
"In post","2022","Undeclared","Counter Fraud","London","360","330","37990","36650"
"In post","2022","Undeclared","Counter Fraud","North East (England)","100","90","31960","27570"
"In post","2022","Undeclared","Counter Fraud","North West (England)","220","200","34200","33080"
"In post","2022","Undeclared","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Scotland","150","140","28780","27570"
"In post","2022","Undeclared","Counter Fraud","South East (England)","130","120","30050","27570"
"In post","2022","Undeclared","Counter Fraud","South West (England)","80","80","36970","31990"
"In post","2022","Undeclared","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Wales","110","100","28800","27340"
"In post","2022","Undeclared","Counter Fraud","West Midlands (England)","110","90","30860","27570"
"In post","2022","Undeclared","Counter Fraud","Yorkshire and The Humber","120","110","33570","31990"
"In post","2022","Undeclared","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","London","60","50","28750","26400"
"In post","2022","Undeclared","Debt","North East (England)","50","40","[c]","[c]"
"In post","2022","Undeclared","Debt","North West (England)","60","50","23760","21260"
"In post","2022","Undeclared","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Scotland","80","70","23540","22080"
"In post","2022","Undeclared","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","West Midlands (England)","90","70","22300","21260"
"In post","2022","Undeclared","Debt","Yorkshire and The Humber","70","60","23290","21260"
"In post","2022","Undeclared","Digital, Data & Technology","East Midlands (England)","60","60","34450","32510"
"In post","2022","Undeclared","Digital, Data & Technology","East of England","100","100","35600","35620"
"In post","2022","Undeclared","Digital, Data & Technology","London","410","400","48430","45080"
"In post","2022","Undeclared","Digital, Data & Technology","North East (England)","190","180","43190","40300"
"In post","2022","Undeclared","Digital, Data & Technology","North West (England)","250","240","40470","35310"
"In post","2022","Undeclared","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
