"Status","Year","Function_of_post","Parent_department","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","The National Archives","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","White","40","30","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","White","40","40","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Government","White","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Asian","40","30","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Undeclared","90","80","27590","26370"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","860","810","23930","21300"
"In post","2022","Grants Management","Department for Environment, Food and Rural Affairs","White","1310","1170","25890","24920"
"In post","2022","Grants Management","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Attorney General's Departments","White","180","170","42020","38180"
"In post","2022","Human Resources","Cabinet Office","Asian","80","80","37670","35070"
"In post","2022","Human Resources","Cabinet Office","Black","50","50","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Mixed","40","40","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Undeclared","40","40","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office","Unknown","120","120","38040","34550"
"In post","2022","Human Resources","Cabinet Office","White","860","810","39630","35590"
"In post","2022","Human Resources","Chancellor's other departments","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Chancellor's other departments","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Competition and Markets Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy","White","310","290","41940","39820"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","White","50","50","46920","38020"
"In post","2022","Human Resources","Department for Education","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education","White","120","120","37480","32940"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","40","30","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs","White","250","240","41790","38010"
"In post","2022","Human Resources","Department for International Trade","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for International Trade","White","60","60","48230","51710"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities","White","80","80","42250","36340"
"In post","2022","Human Resources","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","Unknown","30","30","[c]","[c]"
"In post","2022","Human Resources","Department for Transport","White","370","350","35810","32180"
"In post","2022","Human Resources","Department for Work and Pensions","Asian","90","90","33090","31060"
"In post","2022","Human Resources","Department for Work and Pensions","Black","50","50","32600","31470"
"In post","2022","Human Resources","Department for Work and Pensions","Mixed","30","30","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions","Undeclared","70","70","33150","30690"
"In post","2022","Human Resources","Department for Work and Pensions","Unknown","70","60","36120","31990"
"In post","2022","Human Resources","Department for Work and Pensions","White","1300","1210","34800","31880"
"In post","2022","Human Resources","Department of Health and Social Care","Asian","50","50","35240","32330"
"In post","2022","Human Resources","Department of Health and Social Care","Black","40","30","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care","Unknown","100","90","44640","40190"
"In post","2022","Human Resources","Department of Health and Social Care","White","250","240","44440","40450"
"In post","2022","Human Resources","Estyn","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","White","30","30","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office","White","240","240","48040","44230"
"In post","2022","Human Resources","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","White","90","80","40590","38550"
"In post","2022","Human Resources","HM Revenue and Customs","Asian","100","100","35950","33370"
"In post","2022","Human Resources","HM Revenue and Customs","Black","40","40","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Undeclared","40","40","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs","Unknown","250","240","33470","32000"
"In post","2022","Human Resources","HM Revenue and Customs","White","1310","1210","37760","33370"
"In post","2022","Human Resources","HM Treasury","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Treasury","White","90","80","41750","39980"
"In post","2022","Human Resources","Ministry of Defence","Asian","70","70","34050","32850"
"In post","2022","Human Resources","Ministry of Defence","Black","30","30","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Mixed","30","30","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Defence","Undeclared","90","80","32620","32780"
"In post","2022","Human Resources","Ministry of Defence","Unknown","140","130","32420","26670"
"In post","2022","Human Resources","Ministry of Defence","White","1830","1710","32400","26670"
"In post","2022","Human Resources","Ministry of Justice","Asian","70","70","38410","34260"
"In post","2022","Human Resources","Ministry of Justice","Black","40","40","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Mixed","30","30","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Undeclared","40","40","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice","Unknown","100","100","36890","34260"
"In post","2022","Human Resources","Ministry of Justice","White","880","850","41980","38160"
"In post","2022","Human Resources","National Crime Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","White","140","130","41690","40170"
"In post","2022","Human Resources","Northern Ireland Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","White","50","50","41080","32010"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","White","40","30","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scottish Government","Unknown","60","50","33870","35000"
"In post","2022","Human Resources","Scottish Government","White","190","180","36930","35000"
"In post","2022","Human Resources","The National Archives","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The National Archives","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","White","130","120","39110","36840"
"In post","2022","Human Resources","UK Supreme Court","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Supreme Court","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","White","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Black","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Government","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Attorney General's Departments","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Business, Energy and Industrial Strategy","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Education","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Department for Transport","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office","White","30","30","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","White","[c]","[c]","[c]","[c]"
