"Status","Year","Profession_of_post","Disability","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Intelligence Analysis","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","Undeclared","110","100","36440","33300"
"In post","2022","Intelligence Analysis","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Undeclared","White","160","150","33260","30450"
"In post","2022","Intelligence Analysis","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Intelligence Analysis","Unknown","Unknown","220","210","33770","30750"
"In post","2022","Intelligence Analysis","Unknown","White","120","120","38330","33720"
"In post","2022","Internal Audit","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared disabled","White","80","70","44880","39980"
"In post","2022","Internal Audit","Declared non-disabled","Asian","70","70","44930","43300"
"In post","2022","Internal Audit","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Declared non-disabled","White","450","420","46750","43490"
"In post","2022","Internal Audit","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared disabled","White","90","80","48950","51710"
"In post","2022","International Trade","Declared non-disabled","Asian","90","90","44430","38540"
"In post","2022","International Trade","Declared non-disabled","Black","50","50","[c]","[c]"
"In post","2022","International Trade","Declared non-disabled","Mixed","40","40","[c]","[c]"
"In post","2022","International Trade","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Declared non-disabled","Unknown","60","60","48000","47980"
"In post","2022","International Trade","Declared non-disabled","White","630","620","48820","49370"
"In post","2022","International Trade","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","International Trade","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","International Trade","Unknown","Undeclared","50","50","52950","52400"
"In post","2022","International Trade","Unknown","Unknown","340","340","44210","38540"
"In post","2022","International Trade","Unknown","White","130","130","48350","51710"
"In post","2022","Knowledge and Information Management","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared disabled","White","240","230","35350","32550"
"In post","2022","Knowledge and Information Management","Declared non-disabled","Asian","90","90","34920","33210"
"In post","2022","Knowledge and Information Management","Declared non-disabled","Black","50","50","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared non-disabled","Undeclared","70","70","35060","33180"
"In post","2022","Knowledge and Information Management","Declared non-disabled","Unknown","40","40","[c]","[c]"
"In post","2022","Knowledge and Information Management","Declared non-disabled","White","1370","1310","35730","32900"
"In post","2022","Knowledge and Information Management","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","Undeclared","60","60","36860","33250"
"In post","2022","Knowledge and Information Management","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Undeclared","White","80","80","34880","31990"
"In post","2022","Knowledge and Information Management","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Knowledge and Information Management","Unknown","Unknown","150","140","38010","33950"
"In post","2022","Knowledge and Information Management","Unknown","White","90","90","34850","30590"
"In post","2022","Legal","Declared disabled","Asian","70","70","51070","49840"
"In post","2022","Legal","Declared disabled","Black","50","50","49300","52040"
"In post","2022","Legal","Declared disabled","Mixed","40","30","[c]","[c]"
"In post","2022","Legal","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Declared disabled","Undeclared","30","30","[c]","[c]"
"In post","2022","Legal","Declared disabled","Unknown","40","30","[c]","[c]"
"In post","2022","Legal","Declared disabled","White","810","740","48930","50500"
"In post","2022","Legal","Declared non-disabled","Asian","810","770","48840","50500"
"In post","2022","Legal","Declared non-disabled","Black","370","360","49600","50500"
"In post","2022","Legal","Declared non-disabled","Mixed","220","210","50960","51470"
"In post","2022","Legal","Declared non-disabled","Other ethnicity","70","60","54060","53060"
"In post","2022","Legal","Declared non-disabled","Undeclared","170","160","51560","51510"
"In post","2022","Legal","Declared non-disabled","Unknown","270","250","54200","55610"
"In post","2022","Legal","Declared non-disabled","White","6650","6190","50060","51250"
"In post","2022","Legal","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Undeclared","Undeclared","230","220","44230","40180"
"In post","2022","Legal","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","Legal","Undeclared","White","230","210","48940","47100"
"In post","2022","Legal","Unknown","Asian","130","130","46290","48080"
"In post","2022","Legal","Unknown","Black","50","50","42840","38000"
"In post","2022","Legal","Unknown","Mixed","30","30","[c]","[c]"
"In post","2022","Legal","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Unknown","Undeclared","60","60","46690","43620"
"In post","2022","Legal","Unknown","Unknown","1410","1340","43690","37930"
"In post","2022","Legal","Unknown","White","830","790","46500","48080"
"In post","2022","Medicine","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared disabled","White","100","90","55650","42120"
"In post","2022","Medicine","Declared non-disabled","Asian","120","100","65550","65920"
"In post","2022","Medicine","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Declared non-disabled","Unknown","60","60","45140","39030"
"In post","2022","Medicine","Declared non-disabled","White","1280","1130","52500","40100"
"In post","2022","Medicine","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","White","60","50","50520","39630"
"In post","2022","Medicine","Unknown","Asian","60","60","79600","74240"
"In post","2022","Medicine","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Unknown","Undeclared","40","30","[c]","[c]"
"In post","2022","Medicine","Unknown","Unknown","320","280","49840","39330"
"In post","2022","Medicine","Unknown","White","300","260","63020","45840"
"In post","2022","Operational Delivery","Declared disabled","Asian","1820","1630","28060","27570"
"In post","2022","Operational Delivery","Declared disabled","Black","1270","1180","29940","28930"
"In post","2022","Operational Delivery","Declared disabled","Mixed","750","690","28920","27570"
"In post","2022","Operational Delivery","Declared disabled","Other ethnicity","200","190","30790","29790"
"In post","2022","Operational Delivery","Declared disabled","Undeclared","1200","1080","28170","27570"
"In post","2022","Operational Delivery","Declared disabled","Unknown","720","630","28410","26880"
"In post","2022","Operational Delivery","Declared disabled","White","25380","22680","27700","27130"
"In post","2022","Operational Delivery","Declared non-disabled","Asian","13860","12680","28110","27570"
"In post","2022","Operational Delivery","Declared non-disabled","Black","7420","7050","29390","28350"
"In post","2022","Operational Delivery","Declared non-disabled","Mixed","3130","2950","29300","27570"
"In post","2022","Operational Delivery","Declared non-disabled","Other ethnicity","910","850","29970","27570"
"In post","2022","Operational Delivery","Declared non-disabled","Undeclared","4670","4200","28680","27570"
"In post","2022","Operational Delivery","Declared non-disabled","Unknown","5370","4830","27350","25700"
"In post","2022","Operational Delivery","Declared non-disabled","White","132430","120830","28830","27260"
"In post","2022","Operational Delivery","Undeclared","Asian","740","680","28210","27570"
"In post","2022","Operational Delivery","Undeclared","Black","510","480","30610","29750"
"In post","2022","Operational Delivery","Undeclared","Mixed","230","220","29260","27570"
"In post","2022","Operational Delivery","Undeclared","Other ethnicity","70","70","29440","28590"
"In post","2022","Operational Delivery","Undeclared","Undeclared","2980","2760","30090","27570"
"In post","2022","Operational Delivery","Undeclared","Unknown","710","640","28950","27570"
"In post","2022","Operational Delivery","Undeclared","White","9660","8770","29090","27570"
"In post","2022","Operational Delivery","Unknown","Asian","1010","940","29940","26820"
"In post","2022","Operational Delivery","Unknown","Black","400","380","31170","28030"
"In post","2022","Operational Delivery","Unknown","Mixed","270","250","31950","28920"
"In post","2022","Operational Delivery","Unknown","Other ethnicity","80","80","31730","28880"
"In post","2022","Operational Delivery","Unknown","Undeclared","860","800","33110","32330"
"In post","2022","Operational Delivery","Unknown","Unknown","28000","26290","27520","24880"
"In post","2022","Operational Delivery","Unknown","White","10360","9570","31920","28840"
"In post","2022","Operational Research","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared disabled","White","80","80","43450","41750"
"In post","2022","Operational Research","Declared non-disabled","Asian","50","40","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Undeclared","50","40","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","Unknown","40","30","[c]","[c]"
"In post","2022","Operational Research","Declared non-disabled","White","720","690","46150","47010"
"In post","2022","Operational Research","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Unknown","Unknown","80","80","40980","36800"
"In post","2022","Operational Research","Unknown","White","30","30","[c]","[c]"
"In post","2022","Other","Declared disabled","Asian","150","130","29290","27570"
"In post","2022","Other","Declared disabled","Black","90","90","29630","29540"
"In post","2022","Other","Declared disabled","Mixed","80","70","28480","26250"
"In post","2022","Other","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","Declared disabled","Undeclared","160","140","28820","26790"
"In post","2022","Other","Declared disabled","Unknown","80","70","30940","27570"
"In post","2022","Other","Declared disabled","White","2750","2550","28230","26670"
"In post","2022","Other","Declared non-disabled","Asian","1320","1230","30110","27570"
"In post","2022","Other","Declared non-disabled","Black","640","620","30250","29230"
"In post","2022","Other","Declared non-disabled","Mixed","310","300","32000","27570"
"In post","2022","Other","Declared non-disabled","Other ethnicity","80","70","33630","28660"
"In post","2022","Other","Declared non-disabled","Undeclared","520","490","29150","27570"
"In post","2022","Other","Declared non-disabled","Unknown","460","430","31190","27570"
"In post","2022","Other","Declared non-disabled","White","16330","15440","30410","26670"
"In post","2022","Other","Undeclared","Asian","60","50","27430","25160"
"In post","2022","Other","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","Undeclared","Undeclared","430","410","30520","27570"
"In post","2022","Other","Undeclared","Unknown","40","30","[c]","[c]"
"In post","2022","Other","Undeclared","White","1100","1040","27510","26110"
"In post","2022","Other","Unknown","Asian","140","140","33810","29290"
"In post","2022","Other","Unknown","Black","50","50","32080","28100"
"In post","2022","Other","Unknown","Mixed","40","40","[c]","[c]"
"In post","2022","Other","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Undeclared","130","120","32600","28800"
"In post","2022","Other","Unknown","Unknown","3610","3540","35260","32700"
"In post","2022","Other","Unknown","White","1730","1650","32080","26670"
"In post","2022","Planning","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Declared non-disabled","White","160","150","46730","42980"
"In post","2022","Planning","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared disabled","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Declared non-disabled","White","260","230","56130","58810"
"In post","2022","Planning Inspectors","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","White","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Unknown","40","30","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","White","30","30","[c]","[c]"
"In post","2022","Policy","Declared disabled","Asian","230","220","41720","36740"
"In post","2022","Policy","Declared disabled","Black","160","160","38930","35070"
"In post","2022","Policy","Declared disabled","Mixed","130","130","41980","39710"
"In post","2022","Policy","Declared disabled","Other ethnicity","50","50","[c]","[c]"
"In post","2022","Policy","Declared disabled","Undeclared","90","90","45930","40370"
"In post","2022","Policy","Declared disabled","Unknown","50","50","44620","41580"
"In post","2022","Policy","Declared disabled","White","2380","2300","46060","41200"
"In post","2022","Policy","Declared non-disabled","Asian","1810","1770","44240","40050"
"In post","2022","Policy","Declared non-disabled","Black","950","940","40430","36710"
"In post","2022","Policy","Declared non-disabled","Mixed","780","760","46610","42550"
"In post","2022","Policy","Declared non-disabled","Other ethnicity","230","220","46410","41950"
"In post","2022","Policy","Declared non-disabled","Undeclared","490","470","48070","44500"
"In post","2022","Policy","Declared non-disabled","Unknown","370","350","47660","47570"
"In post","2022","Policy","Declared non-disabled","White","17790","17210","49040","47550"
"In post","2022","Policy","Undeclared","Asian","120","120","42860","38060"
"In post","2022","Policy","Undeclared","Black","60","60","35620","33570"
"In post","2022","Policy","Undeclared","Mixed","60","60","44280","38630"
"In post","2022","Policy","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Policy","Undeclared","Undeclared","540","530","49380","49360"
"In post","2022","Policy","Undeclared","Unknown","50","50","47400","46380"
"In post","2022","Policy","Undeclared","White","860","840","46420","41900"
"In post","2022","Policy","Unknown","Asian","250","250","42460","39360"
"In post","2022","Policy","Unknown","Black","130","130","42650","38780"
"In post","2022","Policy","Unknown","Mixed","110","110","45810","45250"
"In post","2022","Policy","Unknown","Other ethnicity","40","30","[c]","[c]"
"In post","2022","Policy","Unknown","Undeclared","100","100","47000","43840"
"In post","2022","Policy","Unknown","Unknown","3500","3440","45750","41950"
"In post","2022","Policy","Unknown","White","1630","1590","45860","40650"
"In post","2022","Project Delivery","Declared disabled","Asian","90","90","39820","36450"
"In post","2022","Project Delivery","Declared disabled","Black","50","50","37730","34060"
"In post","2022","Project Delivery","Declared disabled","Mixed","30","30","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","Undeclared","70","60","40570","39980"
"In post","2022","Project Delivery","Declared disabled","Unknown","40","40","[c]","[c]"
"In post","2022","Project Delivery","Declared disabled","White","1230","1160","41170","39100"
"In post","2022","Project Delivery","Declared non-disabled","Asian","740","720","41260","37970"
"In post","2022","Project Delivery","Declared non-disabled","Black","460","450","40230","37830"
"In post","2022","Project Delivery","Declared non-disabled","Mixed","220","210","42240","40030"
"In post","2022","Project Delivery","Declared non-disabled","Other ethnicity","50","50","43340","40050"
"In post","2022","Project Delivery","Declared non-disabled","Undeclared","310","290","44170","40900"
"In post","2022","Project Delivery","Declared non-disabled","Unknown","280","270","39780","38070"
"In post","2022","Project Delivery","Declared non-disabled","White","9420","9040","44200","40520"
"In post","2022","Project Delivery","Undeclared","Asian","50","50","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Undeclared","290","280","45150","41380"
"In post","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","White","380","360","42770","40520"
"In post","2022","Project Delivery","Unknown","Asian","80","80","43270","40520"
"In post","2022","Project Delivery","Unknown","Black","40","40","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Undeclared","50","50","45800","41920"
"In post","2022","Project Delivery","Unknown","Unknown","1160","1130","43630","40180"
"In post","2022","Project Delivery","Unknown","White","780","750","44670","40580"
"In post","2022","Property","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","Undeclared","40","40","[c]","[c]"
"In post","2022","Property","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared disabled","White","490","470","36520","33300"
"In post","2022","Property","Declared non-disabled","Asian","250","240","37610","34260"
"In post","2022","Property","Declared non-disabled","Black","120","120","37460","34410"
"In post","2022","Property","Declared non-disabled","Mixed","70","60","35310","33060"
"In post","2022","Property","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Property","Declared non-disabled","Undeclared","280","250","38070","34000"
"In post","2022","Property","Declared non-disabled","Unknown","80","70","39430","35310"
"In post","2022","Property","Declared non-disabled","White","4410","4230","39030","34260"
"In post","2022","Property","Undeclared","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Black","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Undeclared","230","220","38630","34000"
"In post","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","White","260","250","38300","35480"
"In post","2022","Property","Unknown","Asian","40","30","[c]","[c]"
"In post","2022","Property","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Property","Unknown","Unknown","750","720","34260","30600"
"In post","2022","Property","Unknown","White","400","380","34750","33000"
"In post","2022","Psychology","Declared disabled","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared disabled","White","110","100","31830","29750"
"In post","2022","Psychology","Declared non-disabled","Asian","40","30","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","Black","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","Mixed","30","30","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Declared non-disabled","White","990","940","36460","31180"
"In post","2022","Psychology","Undeclared","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","White","100","100","37820","31180"
"In post","2022","Psychology","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
