"Status","Year","Responsibility_level","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","LGBO","Yorkshire and The Humber","510","500","34820","33380"
"In post","2022","SEO/HEO","Undeclared","East Midlands (England)","550","520","37090","34940"
"In post","2022","SEO/HEO","Undeclared","East of England","620","590","37390","35980"
"In post","2022","SEO/HEO","Undeclared","London","3310","3220","39160","38890"
"In post","2022","SEO/HEO","Undeclared","North East (England)","510","480","36390","35310"
"In post","2022","SEO/HEO","Undeclared","North West (England)","1180","1130","36310","34820"
"In post","2022","SEO/HEO","Undeclared","Northern Ireland","70","70","35380","33370"
"In post","2022","SEO/HEO","Undeclared","Overseas","140","140","37770","34770"
"In post","2022","SEO/HEO","Undeclared","Scotland","840","800","38550","36300"
"In post","2022","SEO/HEO","Undeclared","South East (England)","1190","1140","37500","35980"
"In post","2022","SEO/HEO","Undeclared","South West (England)","1830","1730","37450","37440"
"In post","2022","SEO/HEO","Undeclared","Unknown","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Undeclared","Wales","980","930","38710","38160"
"In post","2022","SEO/HEO","Undeclared","West Midlands (England)","650","620","36340","35430"
"In post","2022","SEO/HEO","Undeclared","Yorkshire and The Humber","930","890","36070","35900"
"In post","2022","SEO/HEO","Unknown","East Midlands (England)","860","820","35470","33370"
"In post","2022","SEO/HEO","Unknown","East of England","720","680","36430","35940"
"In post","2022","SEO/HEO","Unknown","London","7390","7250","37500","37610"
"In post","2022","SEO/HEO","Unknown","North East (England)","1350","1300","35430","33370"
"In post","2022","SEO/HEO","Unknown","North West (England)","2580","2490","35200","33370"
"In post","2022","SEO/HEO","Unknown","Northern Ireland","220","210","35180","33370"
"In post","2022","SEO/HEO","Unknown","Overseas","300","300","42180","41600"
"In post","2022","SEO/HEO","Unknown","Scotland","3220","3060","38480","37300"
"In post","2022","SEO/HEO","Unknown","South East (England)","1640","1560","36520","37280"
"In post","2022","SEO/HEO","Unknown","South West (England)","2590","2490","35530","35900"
"In post","2022","SEO/HEO","Unknown","Unknown","290","290","32040","29250"
"In post","2022","SEO/HEO","Unknown","Wales","1400","1340","35860","33840"
"In post","2022","SEO/HEO","Unknown","West Midlands (England)","1310","1250","35540","33370"
"In post","2022","SEO/HEO","Unknown","Yorkshire and The Humber","1570","1510","35070","33370"
"In post","2022","Unknown","Heterosexual / straight","East Midlands (England)","1090","1000","29760","28200"
"In post","2022","Unknown","Heterosexual / straight","East of England","1190","1100","29490","28200"
"In post","2022","Unknown","Heterosexual / straight","London","1740","1670","34660","33950"
"In post","2022","Unknown","Heterosexual / straight","North East (England)","920","880","29680","28200"
"In post","2022","Unknown","Heterosexual / straight","North West (England)","2200","2070","30670","28200"
"In post","2022","Unknown","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Overseas","150","150","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Scotland","80","80","41160","41000"
"In post","2022","Unknown","Heterosexual / straight","South East (England)","1510","1380","30300","28200"
"In post","2022","Unknown","Heterosexual / straight","South West (England)","2420","2290","36020","32690"
"In post","2022","Unknown","Heterosexual / straight","Unknown","80","80","29930","27370"
"In post","2022","Unknown","Heterosexual / straight","Wales","1060","990","29730","28200"
"In post","2022","Unknown","Heterosexual / straight","West Midlands (England)","1540","1420","29830","28200"
"In post","2022","Unknown","Heterosexual / straight","Yorkshire and The Humber","1540","1410","30040","28200"
"In post","2022","Unknown","LGBO","East Midlands (England)","70","70","28610","25480"
"In post","2022","Unknown","LGBO","East of England","70","70","27930","24800"
"In post","2022","Unknown","LGBO","London","120","120","35320","32090"
"In post","2022","Unknown","LGBO","North East (England)","50","50","29200","25140"
"In post","2022","Unknown","LGBO","North West (England)","190","190","29870","26310"
"In post","2022","Unknown","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","South East (England)","140","130","30120","24970"
"In post","2022","Unknown","LGBO","South West (England)","120","120","29230","27540"
"In post","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Wales","60","60","27460","24800"
"In post","2022","Unknown","LGBO","West Midlands (England)","90","80","27270","24090"
"In post","2022","Unknown","LGBO","Yorkshire and The Humber","110","100","30040","28200"
"In post","2022","Unknown","Undeclared","East Midlands (England)","110","100","32020","31420"
"In post","2022","Unknown","Undeclared","East of England","100","90","29750","28200"
"In post","2022","Unknown","Undeclared","London","190","180","37610","35310"
"In post","2022","Unknown","Undeclared","North East (England)","60","60","31590","31420"
"In post","2022","Unknown","Undeclared","North West (England)","180","170","32500","32690"
"In post","2022","Unknown","Undeclared","Overseas","30","30","[c]","[c]"
"In post","2022","Unknown","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","South East (England)","140","130","30900","29200"
"In post","2022","Unknown","Undeclared","South West (England)","280","260","38870","37170"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","60","60","32320","32690"
"In post","2022","Unknown","Undeclared","West Midlands (England)","110","100","31220","31420"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","120","110","32480","34340"
"In post","2022","Unknown","Unknown","East Midlands (England)","280","250","28300","26310"
"In post","2022","Unknown","Unknown","East of England","370","330","26600","24800"
"In post","2022","Unknown","Unknown","London","390","360","32980","30200"
"In post","2022","Unknown","Unknown","North East (England)","140","130","28680","28200"
"In post","2022","Unknown","Unknown","North West (England)","700","640","27610","24900"
"In post","2022","Unknown","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South East (England)","490","440","28220","26310"
"In post","2022","Unknown","Unknown","South West (England)","380","350","30560","27540"
"In post","2022","Unknown","Unknown","Unknown","1790","1780","37360","33600"
"In post","2022","Unknown","Unknown","Wales","260","240","27810","26310"
"In post","2022","Unknown","Unknown","West Midlands (England)","360","300","28110","26310"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","340","300","27640","26310"
"Leaver CS","2021","AA/AO","Heterosexual / straight","East Midlands (England)","380","340","20510","20270"
"Leaver CS","2021","AA/AO","Heterosexual / straight","East of England","420","380","21710","21010"
"Leaver CS","2021","AA/AO","Heterosexual / straight","London","590","560","23430","23520"
"Leaver CS","2021","AA/AO","Heterosexual / straight","North East (England)","340","280","20520","21010"
"Leaver CS","2021","AA/AO","Heterosexual / straight","North West (England)","620","530","20570","21010"
"Leaver CS","2021","AA/AO","Heterosexual / straight","Northern Ireland","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Heterosexual / straight","Scotland","330","290","22630","21010"
"Leaver CS","2021","AA/AO","Heterosexual / straight","South East (England)","710","640","21500","20960"
"Leaver CS","2021","AA/AO","Heterosexual / straight","South West (England)","480","440","20630","20920"
"Leaver CS","2021","AA/AO","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Heterosexual / straight","Wales","450","390","20590","21010"
"Leaver CS","2021","AA/AO","Heterosexual / straight","West Midlands (England)","390","340","20530","20650"
"Leaver CS","2021","AA/AO","Heterosexual / straight","Yorkshire and The Humber","460","410","20940","21010"
"Leaver CS","2021","AA/AO","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","London","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","North West (England)","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","South East (England)","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","South West (England)","50","50","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","East Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","East of England","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","London","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","North East (England)","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","North West (England)","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","Scotland","110","90","22430","21010"
"Leaver CS","2021","AA/AO","Undeclared","South East (England)","90","80","22870","21010"
"Leaver CS","2021","AA/AO","Undeclared","South West (England)","80","70","20900","20500"
"Leaver CS","2021","AA/AO","Undeclared","Wales","80","60","20380","21010"
"Leaver CS","2021","AA/AO","Undeclared","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Undeclared","Yorkshire and The Humber","70","60","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","East Midlands (England)","370","310","20250","20430"
"Leaver CS","2021","AA/AO","Unknown","East of England","350","310","21350","20800"
"Leaver CS","2021","AA/AO","Unknown","London","580","510","22020","22680"
"Leaver CS","2021","AA/AO","Unknown","North East (England)","630","490","20540","21010"
"Leaver CS","2021","AA/AO","Unknown","North West (England)","680","560","20630","21010"
"Leaver CS","2021","AA/AO","Unknown","Northern Ireland","60","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Scotland","640","540","22290","21120"
"Leaver CS","2021","AA/AO","Unknown","South East (England)","510","430","21440","20950"
"Leaver CS","2021","AA/AO","Unknown","South West (England)","250","220","20520","20920"
"Leaver CS","2021","AA/AO","Unknown","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","AA/AO","Unknown","Wales","500","420","20230","20430"
"Leaver CS","2021","AA/AO","Unknown","West Midlands (England)","460","400","20250","20040"
"Leaver CS","2021","AA/AO","Unknown","Yorkshire and The Humber","540","460","21040","21010"
"Leaver CS","2021","EO","Heterosexual / straight","East Midlands (England)","190","160","27320","27570"
"Leaver CS","2021","EO","Heterosexual / straight","East of England","190","170","27390","27570"
"Leaver CS","2021","EO","Heterosexual / straight","London","480","450","28880","28650"
"Leaver CS","2021","EO","Heterosexual / straight","North East (England)","110","90","27030","27570"
"Leaver CS","2021","EO","Heterosexual / straight","North West (England)","330","280","26210","26890"
"Leaver CS","2021","EO","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","Scotland","200","180","28270","27570"
"Leaver CS","2021","EO","Heterosexual / straight","South East (England)","300","270","27930","27570"
"Leaver CS","2021","EO","Heterosexual / straight","South West (England)","290","260","25590","26670"
"Leaver CS","2021","EO","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Heterosexual / straight","Wales","160","140","27860","27570"
"Leaver CS","2021","EO","Heterosexual / straight","West Midlands (England)","190","160","26210","26890"
"Leaver CS","2021","EO","Heterosexual / straight","Yorkshire and The Humber","220","190","26790","27570"
"Leaver CS","2021","EO","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","London","40","30","[c]","[c]"
"Leaver CS","2021","EO","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","East of England","30","30","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","London","80","70","28650","28670"
"Leaver CS","2021","EO","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","North West (England)","50","40","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Scotland","50","40","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","South East (England)","60","60","28470","27570"
"Leaver CS","2021","EO","Undeclared","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","West Midlands (England)","40","30","[c]","[c]"
"Leaver CS","2021","EO","Undeclared","Yorkshire and The Humber","40","40","[c]","[c]"
"Leaver CS","2021","EO","Unknown","East Midlands (England)","190","160","26150","26890"
"Leaver CS","2021","EO","Unknown","East of England","200","170","27560","27570"
"Leaver CS","2021","EO","Unknown","London","560","470","28460","30170"
"Leaver CS","2021","EO","Unknown","North East (England)","210","170","26530","27570"
"Leaver CS","2021","EO","Unknown","North West (England)","280","240","26710","27570"
"Leaver CS","2021","EO","Unknown","Northern Ireland","40","30","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Scotland","320","270","29000","27570"
"Leaver CS","2021","EO","Unknown","South East (England)","210","190","26590","27570"
"Leaver CS","2021","EO","Unknown","South West (England)","180","160","25560","26940"
"Leaver CS","2021","EO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Unknown","Wales","210","180","26960","27570"
"Leaver CS","2021","EO","Unknown","West Midlands (England)","180","150","26640","27090"
"Leaver CS","2021","EO","Unknown","Yorkshire and The Humber","280","210","26690","27570"
"Leaver CS","2021","G6/G7","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","East of England","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","London","520","480","60640","58750"
"Leaver CS","2021","G6/G7","Heterosexual / straight","North East (England)","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","North West (England)","80","80","59700","55610"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Scotland","70","60","65380","63870"
"Leaver CS","2021","G6/G7","Heterosexual / straight","South East (England)","70","70","58080","56170"
"Leaver CS","2021","G6/G7","Heterosexual / straight","South West (England)","120","110","57890","54540"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Wales","70","60","61240","60830"
"Leaver CS","2021","G6/G7","Heterosexual / straight","West Midlands (England)","60","50","60740","57830"
"Leaver CS","2021","G6/G7","Heterosexual / straight","Yorkshire and The Humber","80","70","61080","59630"
"Leaver CS","2021","G6/G7","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","London","60","50","58890","57790"
"Leaver CS","2021","G6/G7","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","London","110","100","63570","60640"
"Leaver CS","2021","G6/G7","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","East of England","50","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","London","400","330","60630","58090"
"Leaver CS","2021","G6/G7","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","North West (England)","60","60","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Scotland","90","80","62840","61010"
"Leaver CS","2021","G6/G7","Unknown","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","South West (England)","80","80","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Wales","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","G6/G7","Unknown","Yorkshire and The Humber","100","80","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","London","140","130","98140","92480"
"Leaver CS","2021","SCS","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","London","90","70","99860","93900"
"Leaver CS","2021","SCS","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","East Midlands (England)","110","100","36420","34290"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","East of England","120","110","38870","39000"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","London","660","630","38130","37710"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","North East (England)","80","70","37170","36780"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","North West (England)","190","170","36040","34450"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Overseas","50","50","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Scotland","190","170","39080","37320"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","South East (England)","280","250","36010","35300"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","South West (England)","440","410","36150","34460"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Wales","140","120","36900","36740"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","West Midlands (England)","140","120","37450","36860"
"Leaver CS","2021","SEO/HEO","Heterosexual / straight","Yorkshire and The Humber","170","150","37220","36780"
"Leaver CS","2021","SEO/HEO","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","London","60","60","37350","36800"
"Leaver CS","2021","SEO/HEO","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","London","120","110","39080","38940"
"Leaver CS","2021","SEO/HEO","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SEO/HEO","Undeclared","Overseas","[c]","[c]","[c]","[c]"
