"Status","Year","Sexual_orientation","Region_ITL2","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Heterosexual / straight","Outer London - South","Tax","580","550","44640","38220"
"In post","2022","Heterosexual / straight","Outer London - South","Unknown","210","210","42330","37930"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Commercial","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Counter Fraud","90","80","32820","31880"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Digital, Data and Technology","220","220","42660","39250"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Finance","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Human Resources","90","80","40970","35200"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Intelligence Analysis","330","310","32770","30410"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Knowledge and Information Management","50","50","34510","30920"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Medicine","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Operational Delivery","4270","3950","31500","30780"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Other","370","360","28830","27230"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Policy","70","70","43110","40050"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Project Delivery","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Property","100","100","38730","34630"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Science and Engineering","340","330","39750","38930"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Security","60","60","27470","24140"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Outer London - West and North West","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Commercial","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Finance","60","60","38060","33300"
"In post","2022","Heterosexual / straight","Overseas","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Intelligence Analysis","50","50","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","International Trade","90","90","56260","54470"
"In post","2022","Heterosexual / straight","Overseas","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Medicine","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Operational Delivery","210","200","47900","49370"
"In post","2022","Heterosexual / straight","Overseas","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Other","290","290","51220","54600"
"In post","2022","Heterosexual / straight","Overseas","Policy","1210","1200","52360","53000"
"In post","2022","Heterosexual / straight","Overseas","Project Delivery","90","90","49750","51040"
"In post","2022","Heterosexual / straight","Overseas","Property","130","130","38670","36460"
"In post","2022","Heterosexual / straight","Overseas","Science and Engineering","110","110","42030","39820"
"In post","2022","Heterosexual / straight","Overseas","Security","70","70","35850","34220"
"In post","2022","Heterosexual / straight","Overseas","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Commercial","80","80","39300","35980"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Communications","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Counter Fraud","70","60","28440","27570"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Digital, Data and Technology","300","290","41540","40180"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Finance","240","230","38600","33300"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Human Resources","90","80","39010","36470"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Knowledge and Information Management","70","70","26520","21170"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Legal","60","50","49050","48080"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Medicine","80","70","50650","42120"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Operational Delivery","3810","3510","28110","27120"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Other","660","630","27510","27570"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Policy","60","60","36380","33600"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Project Delivery","200","200","42850","40520"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Property","220","210","36230","33300"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Psychology","90","80","31420","29060"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Science and Engineering","50","50","30210","25190"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Security","130","130","29110","25830"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Tax","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Unknown","50","50","46700","40520"
"In post","2022","Heterosexual / straight","Shropshire and Staffordshire","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Commercial","190","170","35740","33380"
"In post","2022","Heterosexual / straight","South Yorkshire","Communications","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Counter Fraud","80","70","29030","27570"
"In post","2022","Heterosexual / straight","South Yorkshire","Digital, Data and Technology","430","420","44440","41770"
"In post","2022","Heterosexual / straight","South Yorkshire","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Finance","270","260","39170","35310"
"In post","2022","Heterosexual / straight","South Yorkshire","Human Resources","160","150","38950","33240"
"In post","2022","Heterosexual / straight","South Yorkshire","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Intelligence Analysis","80","70","28740","27380"
"In post","2022","Heterosexual / straight","South Yorkshire","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Legal","50","50","44890","48080"
"In post","2022","Heterosexual / straight","South Yorkshire","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Operational Delivery","4550","4090","27760","26100"
"In post","2022","Heterosexual / straight","South Yorkshire","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Other","380","330","27230","22540"
"In post","2022","Heterosexual / straight","South Yorkshire","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Policy","720","680","43410","37450"
"In post","2022","Heterosexual / straight","South Yorkshire","Project Delivery","160","150","40130","37180"
"In post","2022","Heterosexual / straight","South Yorkshire","Property","140","130","41180","36700"
"In post","2022","Heterosexual / straight","South Yorkshire","Psychology","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Security","110","110","34110","32860"
"In post","2022","Heterosexual / straight","South Yorkshire","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Statistics","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","South Yorkshire","Unknown","70","60","43500","38420"
"In post","2022","Heterosexual / straight","Southern Scotland","Commercial","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Counter Fraud","170","150","23900","21260"
"In post","2022","Heterosexual / straight","Southern Scotland","Digital, Data and Technology","110","110","41540","38500"
"In post","2022","Heterosexual / straight","Southern Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Finance","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Geography","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Human Resources","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Legal","90","90","52600","52520"
"In post","2022","Heterosexual / straight","Southern Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Operational Delivery","1860","1650","27260","26820"
"In post","2022","Heterosexual / straight","Southern Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Other","240","230","29550","26000"
"In post","2022","Heterosexual / straight","Southern Scotland","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Policy","90","90","49390","49920"
"In post","2022","Heterosexual / straight","Southern Scotland","Project Delivery","130","120","41220","38500"
"In post","2022","Heterosexual / straight","Southern Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Science and Engineering","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Security","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Southern Scotland","Tax","220","200","32800","33370"
"In post","2022","Heterosexual / straight","Southern Scotland","Unknown","500","470","32710","30040"
"In post","2022","Heterosexual / straight","Southern Scotland","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Commercial","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Counter Fraud","110","100","29020","27570"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Digital, Data and Technology","130","120","40690","37070"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Finance","160","150","37310","33370"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Human Resources","50","50","38320","35000"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Legal","90","80","52690","53050"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Medicine","40","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Operational Delivery","4200","3840","29390","27570"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Other","240","220","26770","27570"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Policy","50","50","43140","38850"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Project Delivery","60","50","39000","39000"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Property","120","110","44400","40270"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Psychology","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Science and Engineering","350","330","34100","32560"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Security","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Unknown","70","60","39930","38750"
"In post","2022","Heterosexual / straight","Surrey, East and West Sussex","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Commercial","80","80","39620","36500"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Counter Fraud","140","120","25800","25850"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Digital, Data and Technology","140","140","37330","36430"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Finance","130","120","39410","36500"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Human Resources","60","60","33990","30980"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Legal","100","90","46990","48080"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Operational Delivery","5420","4900","27240","26100"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Other","140","130","25380","22330"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Policy","260","250","39830","36500"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Project Delivery","70","70","38480","35360"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Property","120","110","37290","32890"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Psychology","70","70","39010","38150"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Security","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Tax","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Tees Valley and Durham","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Operational Delivery","360","340","29810","27570"
"In post","2022","Heterosexual / straight","Unknown","Other","110","100","28570","26350"
"In post","2022","Heterosexual / straight","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Security","60","50","28870","27370"
"In post","2022","Heterosexual / straight","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","Unknown","Unknown","160","160","42040","37300"
"In post","2022","Heterosexual / straight","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Commercial","100","100","34470","33000"
"In post","2022","Heterosexual / straight","West Central Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Counter Fraud","270","240","26690","27570"
"In post","2022","Heterosexual / straight","West Central Scotland","Digital, Data and Technology","170","160","37090","33370"
"In post","2022","Heterosexual / straight","West Central Scotland","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Finance","150","130","33740","33000"
"In post","2022","Heterosexual / straight","West Central Scotland","Human Resources","390","370","26330","22330"
"In post","2022","Heterosexual / straight","West Central Scotland","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Legal","390","370","46340","41750"
"In post","2022","Heterosexual / straight","West Central Scotland","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Operational Delivery","5570","5020","27520","26820"
"In post","2022","Heterosexual / straight","West Central Scotland","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Other","730","690","28350","26350"
"In post","2022","Heterosexual / straight","West Central Scotland","Policy","110","100","37140","31470"
"In post","2022","Heterosexual / straight","West Central Scotland","Project Delivery","180","170","42020","40180"
"In post","2022","Heterosexual / straight","West Central Scotland","Property","60","60","31850","26820"
"In post","2022","Heterosexual / straight","West Central Scotland","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Science and Engineering","180","180","43210","44000"
"In post","2022","Heterosexual / straight","West Central Scotland","Security","800","760","30370","26670"
"In post","2022","Heterosexual / straight","West Central Scotland","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Central Scotland","Tax","470","450","36910","33370"
"In post","2022","Heterosexual / straight","West Central Scotland","Unknown","2800","2720","40980","36130"
"In post","2022","Heterosexual / straight","West Midlands","Commercial","100","100","38060","36500"
"In post","2022","Heterosexual / straight","West Midlands","Communications","70","60","41000","37990"
"In post","2022","Heterosexual / straight","West Midlands","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Counter Fraud","240","220","28750","27570"
"In post","2022","Heterosexual / straight","West Midlands","Digital, Data and Technology","410","400","41230","36510"
"In post","2022","Heterosexual / straight","West Midlands","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Finance","330","320","40200","36740"
"In post","2022","Heterosexual / straight","West Midlands","Human Resources","150","150","39300","36740"
"In post","2022","Heterosexual / straight","West Midlands","Inspector of Education and Training","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Intelligence Analysis","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Legal","390","370","45350","48080"
"In post","2022","Heterosexual / straight","West Midlands","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Operational Delivery","8550","7860","28350","27130"
"In post","2022","Heterosexual / straight","West Midlands","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Other","470","420","25750","21830"
"In post","2022","Heterosexual / straight","West Midlands","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Policy","580","570","40200","36500"
"In post","2022","Heterosexual / straight","West Midlands","Project Delivery","260","250","41290","39300"
"In post","2022","Heterosexual / straight","West Midlands","Property","180","170","37120","33370"
"In post","2022","Heterosexual / straight","West Midlands","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Science and Engineering","140","140","36900","35610"
"In post","2022","Heterosexual / straight","West Midlands","Security","50","50","33500","30650"
"In post","2022","Heterosexual / straight","West Midlands","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Midlands","Tax","900","860","36990","33370"
"In post","2022","Heterosexual / straight","West Midlands","Unknown","280","270","35920","33080"
"In post","2022","Heterosexual / straight","West Midlands","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Commercial","140","130","34320","31040"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Communications","80","70","32030","30450"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Counter Fraud","240","220","26860","27570"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Digital, Data and Technology","710","700","39360","38160"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Finance","260","250","36400","31370"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Human Resources","230","220","33590","31040"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Knowledge and Information Management","30","30","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Legal","80","70","48160","48080"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Medicine","70","60","59250","57190"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Operational Delivery","7830","7080","26370","24630"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Other","770","720","35200","31210"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Policy","580","550","38500","38160"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Project Delivery","200","190","38460","35950"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Property","140","140","34910","31040"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Science and Engineering","50","40","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Security","80","80","24750","24720"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Unknown","40","40","[c]","[c]"
"In post","2022","Heterosexual / straight","West Wales and The Valleys","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Heterosexual / straight","West Yorkshire","Commercial","200","200","42120","36820"
"In post","2022","Heterosexual / straight","West Yorkshire","Communications","60","50","48540","49530"
"In post","2022","Heterosexual / straight","West Yorkshire","Counter Fraud","140","130","29960","27570"
"In post","2022","Heterosexual / straight","West Yorkshire","Digital, Data and Technology","470","460","43160","40180"
