"Status","Year","Organisation","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Serious Fraud Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","Unknown","Unknown","120","110","47240","41200"
"In post","2021","Serious Fraud Office","White","Heterosexual / straight","240","240","48190","41490"
"In post","2021","Serious Fraud Office","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Serious Fraud Office","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","Unknown","Unknown","210","200","29740","26160"
"In post","2021","Social Security Scotland","White","Heterosexual / straight","780","750","32230","27150"
"In post","2021","Social Security Scotland","White","LGBO","70","70","28200","26160"
"In post","2021","Social Security Scotland","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Social Security Scotland","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","White","Heterosexual / straight","70","70","44650","41990"
"In post","2021","Standards and Testing Agency","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Standards and Testing Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","Unknown","Unknown","120","120","25580","22230"
"In post","2021","Student Awards Agency for Scotland","White","Heterosexual / straight","70","70","33190","29190"
"In post","2021","Student Awards Agency for Scotland","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Student Awards Agency for Scotland","White","Unknown","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Undeclared","Undeclared","120","110","44230","41940"
"In post","2021","Submarine Delivery Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Submarine Delivery Agency","Unknown","Unknown","110","110","38010","32710"
"In post","2021","Submarine Delivery Agency","White","Heterosexual / straight","1320","1290","41870","39860"
"In post","2021","Submarine Delivery Agency","White","LGBO","40","40","[c]","[c]"
"In post","2021","Submarine Delivery Agency","White","Undeclared","90","90","42880","40570"
"In post","2021","Submarine Delivery Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Teaching Regulation Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","The National Archives","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","Unknown","Unknown","110","110","34290","29160"
"In post","2021","The National Archives","White","Heterosexual / straight","170","160","37430","34260"
"In post","2021","The National Archives","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","The National Archives","White","Undeclared","40","40","[c]","[c]"
"In post","2021","The National Archives","White","Unknown","110","100","36570","34770"
"In post","2021","Transport Scotland","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","Unknown","Unknown","90","90","42160","42190"
"In post","2021","Transport Scotland","White","Heterosexual / straight","310","300","45470","42190"
"In post","2021","Transport Scotland","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Transport Scotland","White","Unknown","40","40","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Heterosexual / straight","60","60","48980","41130"
"In post","2021","UK Export Finance","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Heterosexual / straight","220","210","55390","50400"
"In post","2021","UK Export Finance","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Export Finance","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","UK Hydrographic Office","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","Unknown","Unknown","170","160","34410","33290"
"In post","2021","UK Hydrographic Office","White","Heterosexual / straight","520","490","35070","33290"
"In post","2021","UK Hydrographic Office","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Undeclared","30","30","[c]","[c]"
"In post","2021","UK Hydrographic Office","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Intellectual Property Office","Unknown","Unknown","420","410","33970","26920"
"In post","2021","UK Intellectual Property Office","White","Heterosexual / straight","770","730","39020","39120"
"In post","2021","UK Intellectual Property Office","White","LGBO","50","50","36840","30110"
"In post","2021","UK Intellectual Property Office","White","Undeclared","30","30","[c]","[c]"
"In post","2021","UK Intellectual Property Office","White","Unknown","120","110","40170","36750"
"In post","2021","UK Space Agency","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","Undeclared","Undeclared","60","60","45960","49080"
"In post","2021","UK Space Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","White","Heterosexual / straight","120","120","47780","43750"
"In post","2021","UK Space Agency","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","White","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","UK Space Agency","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","UK Supreme Court","White","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","UK Supreme Court","White","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","Heterosexual / straight","110","100","30650","29540"
"In post","2021","United Kingdom Statistics Authority","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","Heterosexual / straight","60","50","30170","29540"
"In post","2021","United Kingdom Statistics Authority","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Mixed","Heterosexual / straight","60","60","32500","29840"
"In post","2021","United Kingdom Statistics Authority","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Undeclared","50","40","34030","28350"
"In post","2021","United Kingdom Statistics Authority","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Heterosexual / straight","40","40","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","Unknown","Unknown","1040","950","30260","29540"
"In post","2021","United Kingdom Statistics Authority","White","Heterosexual / straight","3230","2860","33010","29540"
"In post","2021","United Kingdom Statistics Authority","White","LGBO","210","200","33790","30000"
"In post","2021","United Kingdom Statistics Authority","White","Undeclared","140","120","31820","30450"
"In post","2021","United Kingdom Statistics Authority","White","Unknown","500","440","34890","31090"
"In post","2021","Valuation Office Agency","Asian","Heterosexual / straight","140","130","33600","30850"
"In post","2021","Valuation Office Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Asian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Black","Heterosexual / straight","50","40","[c]","[c]"
"In post","2021","Valuation Office Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Black","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Chinese","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Valuation Office Agency","Other ethnicity","Undeclared","[c]","[c]","[c]","[c]"
