"Status","Year","Function_of_post","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Property","SEO/HEO","Unknown","380","370","36960","36050"
"In post","2022","Property","SEO/HEO","White","2890","2780","37530","36460"
"In post","2022","Property","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","White","40","40","[c]","[c]"
"In post","2022","Security","AA/AO","Asian","130","130","25060","22900"
"In post","2022","Security","AA/AO","Black","60","60","24740","22900"
"In post","2022","Security","AA/AO","Mixed","50","50","[c]","[c]"
"In post","2022","Security","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","AA/AO","Undeclared","220","210","29720","27680"
"In post","2022","Security","AA/AO","Unknown","860","850","27430","25000"
"In post","2022","Security","AA/AO","White","4340","4220","26780","22280"
"In post","2022","Security","EO","Asian","50","40","[c]","[c]"
"In post","2022","Security","EO","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","EO","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","EO","Undeclared","80","80","34400","30620"
"In post","2022","Security","EO","Unknown","190","190","29580","26670"
"In post","2022","Security","EO","White","1150","1110","32080","28700"
"In post","2022","Security","G6/G7","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","G6/G7","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","G6/G7","Undeclared","50","50","[c]","[c]"
"In post","2022","Security","G6/G7","Unknown","70","70","58550","55210"
"In post","2022","Security","G6/G7","White","430","430","59390","57990"
"In post","2022","Security","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","SCS","White","50","50","[c]","[c]"
"In post","2022","Security","SEO/HEO","Asian","110","110","38400","37600"
"In post","2022","Security","SEO/HEO","Black","40","40","[c]","[c]"
"In post","2022","Security","SEO/HEO","Mixed","50","50","39180","36510"
"In post","2022","Security","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","SEO/HEO","Undeclared","180","180","39310","37640"
"In post","2022","Security","SEO/HEO","Unknown","280","280","37790","35490"
"In post","2022","Security","SEO/HEO","White","2000","1960","38980","37300"
"In post","2022","Security","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","White","150","150","32480","31020"
"In post","2022","Unknown","AA/AO","Asian","1380","1220","23320","22460"
"In post","2022","Unknown","AA/AO","Black","510","460","23820","25630"
"In post","2022","Unknown","AA/AO","Mixed","230","210","22720","21680"
"In post","2022","Unknown","AA/AO","Other ethnicity","50","40","[c]","[c]"
"In post","2022","Unknown","AA/AO","Undeclared","620","580","22260","21680"
"In post","2022","Unknown","AA/AO","Unknown","2350","2260","22320","21680"
"In post","2022","Unknown","AA/AO","White","13890","12870","21990","21680"
"In post","2022","Unknown","EO","Asian","1980","1840","28020","28670"
"In post","2022","Unknown","EO","Black","820","770","28590","28810"
"In post","2022","Unknown","EO","Mixed","340","320","27560","27330"
"In post","2022","Unknown","EO","Other ethnicity","120","110","27750","28650"
"In post","2022","Unknown","EO","Undeclared","1150","1060","27810","27370"
"In post","2022","Unknown","EO","Unknown","2970","2830","27410","27230"
"In post","2022","Unknown","EO","White","15700","14720","27350","26670"
"In post","2022","Unknown","G6/G7","Asian","440","420","61640","57740"
"In post","2022","Unknown","G6/G7","Black","190","180","60820","57680"
"In post","2022","Unknown","G6/G7","Mixed","190","180","60920","57740"
"In post","2022","Unknown","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Undeclared","420","410","62290","61440"
"In post","2022","Unknown","G6/G7","Unknown","1280","1240","61580","58550"
"In post","2022","Unknown","G6/G7","White","7640","7350","62320","61440"
"In post","2022","Unknown","SCS","Asian","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Unknown","110","110","93500","84850"
"In post","2022","Unknown","SCS","White","830","810","89180","83230"
"In post","2022","Unknown","SEO/HEO","Asian","1550","1510","37650","35860"
"In post","2022","Unknown","SEO/HEO","Black","700","690","38240","36650"
"In post","2022","Unknown","SEO/HEO","Mixed","360","350","38070","37450"
"In post","2022","Unknown","SEO/HEO","Other ethnicity","80","80","38160","36650"
"In post","2022","Unknown","SEO/HEO","Undeclared","1150","1110","37920","37320"
"In post","2022","Unknown","SEO/HEO","Unknown","2670","2610","38240","37450"
"In post","2022","Unknown","SEO/HEO","White","17790","17130","38140","37510"
"In post","2022","Unknown","Unknown","Asian","40","40","[c]","[c]"
"In post","2022","Unknown","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1800","1800","37350","34160"
"In post","2022","Unknown","Unknown","White","190","180","40520","35700"
"Leaver CS","2021","Analysis","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","AA/AO","White","50","50","[c]","[c]"
"Leaver CS","2021","Analysis","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","G6/G7","White","30","30","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","SEO/HEO","White","60","50","35270","35010"
"Leaver CS","2021","Commercial","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G6/G7","White","40","30","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO/HEO","White","70","70","37380","37000"
"Leaver CS","2021","Commercial","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Communications","SEO/HEO","White","70","70","35020","33300"
"Leaver CS","2021","Counter Fraud","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","G6/G7","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt","SEO/HEO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","EO","White","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","G6/G7","White","60","60","59980","58190"
"Leaver CS","2021","Digital, Data & Technology","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SCS","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","SEO/HEO","White","90","80","38380","38450"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data & Technology","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA/AO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","EO","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","G6/G7","White","40","30","[c]","[c]"
"Leaver CS","2021","Finance","SCS","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
