"Status","Year","Region_ITL2","Responsibility_level","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Tees Valley and Durham","EO","Heterosexual / straight","1750","1580","27460","27570"
"In post","2022","Tees Valley and Durham","EO","LGBO","80","80","27850","27570"
"In post","2022","Tees Valley and Durham","EO","Undeclared","210","190","27430","27570"
"In post","2022","Tees Valley and Durham","EO","Unknown","430","390","27660","27570"
"In post","2022","Tees Valley and Durham","G6/G7","Heterosexual / straight","410","400","55830","52050"
"In post","2022","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","G6/G7","Undeclared","50","50","56020","52500"
"In post","2022","Tees Valley and Durham","G6/G7","Unknown","70","60","57630","55610"
"In post","2022","Tees Valley and Durham","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","1310","1240","35960","35380"
"In post","2022","Tees Valley and Durham","SEO/HEO","LGBO","70","70","34740","33840"
"In post","2022","Tees Valley and Durham","SEO/HEO","Undeclared","130","120","36670","36480"
"In post","2022","Tees Valley and Durham","SEO/HEO","Unknown","180","170","36650","35930"
"In post","2022","Tees Valley and Durham","Unknown","Heterosexual / straight","480","460","29920","28200"
"In post","2022","Tees Valley and Durham","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tees Valley and Durham","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Tees Valley and Durham","Unknown","Unknown","60","60","28820","28200"
"In post","2022","Unknown","AA/AO","Heterosexual / straight","130","120","22380","21260"
"In post","2022","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","AA/AO","Unknown","40","30","[c]","[c]"
"In post","2022","Unknown","EO","Heterosexual / straight","290","270","28500","27570"
"In post","2022","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","EO","Undeclared","40","40","[c]","[c]"
"In post","2022","Unknown","EO","Unknown","80","80","27890","27570"
"In post","2022","Unknown","G6/G7","Heterosexual / straight","100","90","56160","54030"
"In post","2022","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Unknown","40","40","[c]","[c]"
"In post","2022","Unknown","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Heterosexual / straight","250","240","37120","36650"
"In post","2022","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Undeclared","30","30","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","Unknown","290","290","32040","29250"
"In post","2022","Unknown","Unknown","Heterosexual / straight","80","80","29930","27370"
"In post","2022","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Unknown","1790","1780","37360","33600"
"In post","2022","West Central Scotland","AA/AO","Heterosexual / straight","4190","3760","22690","21260"
"In post","2022","West Central Scotland","AA/AO","LGBO","270","260","22220","21260"
"In post","2022","West Central Scotland","AA/AO","Undeclared","540","480","22760","21260"
"In post","2022","West Central Scotland","AA/AO","Unknown","2160","1960","22810","21410"
"In post","2022","West Central Scotland","EO","Heterosexual / straight","3420","3180","28030","27570"
"In post","2022","West Central Scotland","EO","LGBO","250","250","27220","27230"
"In post","2022","West Central Scotland","EO","Undeclared","370","340","27630","27570"
"In post","2022","West Central Scotland","EO","Unknown","1550","1440","29490","27570"
"In post","2022","West Central Scotland","G6/G7","Heterosexual / straight","1210","1170","61070","61190"
"In post","2022","West Central Scotland","G6/G7","LGBO","80","80","58640","56410"
"In post","2022","West Central Scotland","G6/G7","Undeclared","100","90","62760","62170"
"In post","2022","West Central Scotland","G6/G7","Unknown","400","390","60490","57730"
"In post","2022","West Central Scotland","SCS","Heterosexual / straight","60","60","85310","82500"
"In post","2022","West Central Scotland","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","SEO/HEO","Heterosexual / straight","3570","3430","37780","36050"
"In post","2022","West Central Scotland","SEO/HEO","LGBO","240","240","36240","33370"
"In post","2022","West Central Scotland","SEO/HEO","Undeclared","340","330","37410","35980"
"In post","2022","West Central Scotland","SEO/HEO","Unknown","990","950","37510","35980"
"In post","2022","West Central Scotland","Unknown","Heterosexual / straight","60","60","39890","40790"
"In post","2022","West Central Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Central Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","AA/AO","Heterosexual / straight","3350","2990","21560","21260"
"In post","2022","West Midlands","AA/AO","LGBO","170","160","21800","21260"
"In post","2022","West Midlands","AA/AO","Undeclared","430","380","21350","21260"
"In post","2022","West Midlands","AA/AO","Unknown","1470","1290","21320","21250"
"In post","2022","West Midlands","EO","Heterosexual / straight","4110","3810","27110","27570"
"In post","2022","West Midlands","EO","LGBO","200","190","27160","27570"
"In post","2022","West Midlands","EO","Undeclared","470","420","27260","27570"
"In post","2022","West Midlands","EO","Unknown","1410","1290","27090","27570"
"In post","2022","West Midlands","G6/G7","Heterosexual / straight","1410","1370","56040","54200"
"In post","2022","West Midlands","G6/G7","LGBO","80","80","55380","52060"
"In post","2022","West Midlands","G6/G7","Undeclared","150","140","56870","55210"
"In post","2022","West Midlands","G6/G7","Unknown","380","370","57300","55210"
"In post","2022","West Midlands","SCS","Heterosexual / straight","110","110","95050","87120"
"In post","2022","West Midlands","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands","SEO/HEO","Heterosexual / straight","3520","3380","35710","34070"
"In post","2022","West Midlands","SEO/HEO","LGBO","180","180","34710","33370"
"In post","2022","West Midlands","SEO/HEO","Undeclared","380","360","35830","33900"
"In post","2022","West Midlands","SEO/HEO","Unknown","1020","980","35270","33370"
"In post","2022","West Midlands","Unknown","Heterosexual / straight","820","760","29590","28200"
"In post","2022","West Midlands","Unknown","LGBO","50","50","[c]","[c]"
"In post","2022","West Midlands","Unknown","Undeclared","70","60","30560","28370"
"In post","2022","West Midlands","Unknown","Unknown","240","210","28350","28200"
"In post","2022","West Wales and The Valleys","AA/AO","Heterosexual / straight","4480","3960","21550","21840"
"In post","2022","West Wales and The Valleys","AA/AO","LGBO","240","220","21340","21300"
"In post","2022","West Wales and The Valleys","AA/AO","Undeclared","1220","980","21010","21840"
"In post","2022","West Wales and The Valleys","AA/AO","Unknown","1310","1140","21280","21260"
"In post","2022","West Wales and The Valleys","EO","Heterosexual / straight","3270","3020","27470","27570"
"In post","2022","West Wales and The Valleys","EO","LGBO","180","170","27470","27570"
"In post","2022","West Wales and The Valleys","EO","Undeclared","490","440","27420","27130"
"In post","2022","West Wales and The Valleys","EO","Unknown","670","600","27280","27570"
"In post","2022","West Wales and The Valleys","G6/G7","Heterosexual / straight","690","660","61470","61440"
"In post","2022","West Wales and The Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","G6/G7","Undeclared","120","120","61490","60500"
"In post","2022","West Wales and The Valleys","G6/G7","Unknown","100","100","61600","58070"
"In post","2022","West Wales and The Valleys","SCS","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","West Wales and The Valleys","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","SEO/HEO","Heterosexual / straight","2570","2450","38350","38160"
"In post","2022","West Wales and The Valleys","SEO/HEO","LGBO","90","90","38290","38160"
"In post","2022","West Wales and The Valleys","SEO/HEO","Undeclared","440","420","38930","38160"
"In post","2022","West Wales and The Valleys","SEO/HEO","Unknown","310","290","37070","34620"
"In post","2022","West Wales and The Valleys","Unknown","Heterosexual / straight","620","580","29440","28200"
"In post","2022","West Wales and The Valleys","Unknown","LGBO","30","30","[c]","[c]"
"In post","2022","West Wales and The Valleys","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","West Wales and The Valleys","Unknown","Unknown","130","120","27540","26040"
"In post","2022","West Yorkshire","AA/AO","Heterosexual / straight","2920","2620","22620","21260"
"In post","2022","West Yorkshire","AA/AO","LGBO","180","170","22620","21260"
"In post","2022","West Yorkshire","AA/AO","Undeclared","370","320","22710","21260"
"In post","2022","West Yorkshire","AA/AO","Unknown","1500","1340","22240","21250"
"In post","2022","West Yorkshire","EO","Heterosexual / straight","3490","3240","27390","27570"
"In post","2022","West Yorkshire","EO","LGBO","250","250","27340","27570"
"In post","2022","West Yorkshire","EO","Undeclared","440","400","27210","27570"
"In post","2022","West Yorkshire","EO","Unknown","1270","1180","27070","26820"
"In post","2022","West Yorkshire","G6/G7","Heterosexual / straight","1620","1550","56620","55210"
"In post","2022","West Yorkshire","G6/G7","LGBO","100","100","55880","55210"
"In post","2022","West Yorkshire","G6/G7","Undeclared","210","210","56020","55210"
"In post","2022","West Yorkshire","G6/G7","Unknown","500","480","57420","55210"
"In post","2022","West Yorkshire","SCS","Heterosexual / straight","110","110","87330","78660"
"In post","2022","West Yorkshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","SEO/HEO","Heterosexual / straight","3420","3250","35810","34000"
"In post","2022","West Yorkshire","SEO/HEO","LGBO","260","250","34920","33370"
"In post","2022","West Yorkshire","SEO/HEO","Undeclared","480","460","36000","35900"
"In post","2022","West Yorkshire","SEO/HEO","Unknown","1070","1030","35000","33370"
"In post","2022","West Yorkshire","Unknown","Heterosexual / straight","670","620","30250","28200"
"In post","2022","West Yorkshire","Unknown","LGBO","50","50","30320","26970"
"In post","2022","West Yorkshire","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","West Yorkshire","Unknown","Unknown","160","140","27230","25480"
"Leaver CS","2021","Bedfordshire and Hertfordshire","AA/AO","Heterosexual / straight","90","80","22210","22360"
"Leaver CS","2021","Bedfordshire and Hertfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","AA/AO","Unknown","110","100","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","EO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Bedfordshire and Hertfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","180","160","22390","21010"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","150","130","22050","21050"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","70","60","28920","29290"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","60","60","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","70","60","37410","36350"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","AA/AO","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Cheshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","AA/AO","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Cheshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","160","140","20750","20500"
"Leaver CS","2021","Derbyshire and Nottinghamshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","AA/AO","Unknown","130","110","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","70","60","26190","26890"
"Leaver CS","2021","Derbyshire and Nottinghamshire","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","EO","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SCS","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","AA/AO","Heterosexual / straight","140","120","20800","20920"
"Leaver CS","2021","Devon","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","AA/AO","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","Devon","EO","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Devon","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","EO","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Devon","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","G6/G7","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Devon","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","SEO/HEO","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Devon","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","SEO/HEO","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","AA/AO","Heterosexual / straight","100","90","20540","21010"
"Leaver CS","2021","Dorset and Somerset","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","AA/AO","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","EO","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","SCS","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","SCS","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","SEO/HEO","Heterosexual / straight","70","60","36690","35340"
"Leaver CS","2021","Dorset and Somerset","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
