"Status","Year","Disability","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Declared disabled","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","London","White","290","260","40660","33920"
"Leaver CS","2021","Declared disabled","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North East (England)","White","190","150","25600","21050"
"Leaver CS","2021","Declared disabled","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","North West (England)","White","270","230","29430","26890"
"Leaver CS","2021","Declared disabled","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Scotland","White","200","170","28410","26890"
"Leaver CS","2021","Declared disabled","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South East (England)","White","270","230","26630","25060"
"Leaver CS","2021","Declared disabled","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","South West (England)","White","260","230","28650","25970"
"Leaver CS","2021","Declared disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Wales","White","230","180","26220","21590"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","West Midlands (England)","White","200","170","25960","26120"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Yorkshire and The Humber","White","220","190","28700","26670"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Asian","50","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East Midlands (England)","White","780","690","27910","25930"
"Leaver CS","2021","Declared non-disabled","East of England","Asian","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","East of England","White","830","740","30560","26670"
"Leaver CS","2021","Declared non-disabled","London","Asian","450","400","33180","28670"
"Leaver CS","2021","Declared non-disabled","London","Black","280","260","32040","27760"
"Leaver CS","2021","Declared non-disabled","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Mixed","120","110","35890","31060"
"Leaver CS","2021","Declared non-disabled","London","Other ethnicity","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","London","Undeclared","90","80","44470","34850"
"Leaver CS","2021","Declared non-disabled","London","Unknown","110","100","51010","40230"
"Leaver CS","2021","Declared non-disabled","London","White","1840","1660","46580","39910"
"Leaver CS","2021","Declared non-disabled","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North East (England)","White","880","710","26660","21010"
"Leaver CS","2021","Declared non-disabled","North West (England)","Asian","70","70","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","North West (England)","White","1440","1210","28080","24210"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Northern Ireland","White","120","100","25530","21430"
"Leaver CS","2021","Declared non-disabled","Overseas","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Overseas","White","40","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Scotland","White","1070","910","32460","27570"
"Leaver CS","2021","Declared non-disabled","South East (England)","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South East (England)","White","1300","1160","30240","27240"
"Leaver CS","2021","Declared non-disabled","South West (England)","Asian","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","Unknown","110","100","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","South West (England)","White","1280","1160","32750","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","White","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Wales","White","1040","890","30620","24570"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Asian","100","90","26940","21010"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Black","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Undeclared","30","20","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","West Midlands (England)","White","840","710","30550","26490"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Asian","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Yorkshire and The Humber","White","1190","1010","30460","26750"
"Leaver CS","2021","Undeclared","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East Midlands (England)","White","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","Undeclared","80","70","30690","32790"
"Leaver CS","2021","Undeclared","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","East of England","White","90","70","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Undeclared","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","London","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","London","White","110","100","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North East (England)","White","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","North West (England)","White","120","100","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Overseas","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Scotland","White","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Undeclared","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South East (England)","White","130","110","29790","28070"
"Leaver CS","2021","Undeclared","South West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Undeclared","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","South West (England)","White","110","100","34600","28910"
"Leaver CS","2021","Undeclared","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Wales","White","70","60","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","West Midlands (England)","White","50","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Yorkshire and The Humber","White","90","70","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Midlands (England)","Unknown","280","260","24870","24000"
"Leaver CS","2021","Unknown","East Midlands (England)","White","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","Unknown","280","260","27210","26370"
"Leaver CS","2021","Unknown","East of England","White","110","100","36300","32670"
"Leaver CS","2021","Unknown","London","Asian","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","London","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Undeclared","100","90","28070","18200"
"Leaver CS","2021","Unknown","London","Unknown","1220","1070","37430","31060"
"Leaver CS","2021","Unknown","London","White","200","180","48500","46690"
"Leaver CS","2021","Unknown","North East (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Chinese","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North East (England)","Unknown","290","260","24010","21050"
"Leaver CS","2021","Unknown","North East (England)","White","100","70","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","North West (England)","Unknown","460","430","25680","21050"
"Leaver CS","2021","Unknown","North West (England)","White","110","90","33210","28910"
"Leaver CS","2021","Unknown","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Northern Ireland","White","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Overseas","White","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Scotland","Chinese","[c]","[c]","[c]","[c]"
