"Status","Year","Ethnicity","Profession_of_post","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Project Delivery","40","30","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Digital, Data and Technology","Unknown","90","80","46700","45160"
"In post","2021","Undeclared","Economics","Analysis","50","50","[c]","[c]"
"In post","2021","Undeclared","Economics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Finance","310","290","40270","36780"
"In post","2021","Undeclared","Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Finance","Unknown","40","40","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Human Resources","190","180","36220","33000"
"In post","2021","Undeclared","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Intelligence Analysis","Unknown","180","170","33560","30980"
"In post","2021","Undeclared","Internal Audit","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Internal Audit","40","40","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","International Trade","No function","50","50","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Commercial","60","60","36730","33300"
"In post","2021","Undeclared","Knowledge and Information Management","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","No function","70","60","38230","33680"
"In post","2021","Undeclared","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Counter Fraud","210","200","34330","31810"
"In post","2021","Undeclared","Legal","Legal","240","230","52160","51510"
"In post","2021","Undeclared","Legal","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Medicine","Unknown","60","50","50570","41720"
"In post","2021","Undeclared","Operational Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Communications","50","50","27980","25560"
"In post","2021","Undeclared","Operational Delivery","Counter Fraud","150","140","30360","28130"
"In post","2021","Undeclared","Operational Delivery","Debt","140","120","24670","21440"
"In post","2021","Undeclared","Operational Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Finance","30","30","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Grants Management","90","80","28160","26420"
"In post","2021","Undeclared","Operational Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Legal","70","70","26900","26070"
"In post","2021","Undeclared","Operational Delivery","No function","4480","4160","30120","27610"
"In post","2021","Undeclared","Operational Delivery","Project Delivery","90","80","37000","35590"
"In post","2021","Undeclared","Operational Delivery","Property","40","40","[c]","[c]"
"In post","2021","Undeclared","Operational Delivery","Unknown","1640","1500","30190","27370"
"In post","2021","Undeclared","Operational Research","Analysis","50","50","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","No function","130","120","43580","35580"
"In post","2021","Undeclared","Other","Project Delivery","160","150","33590","31840"
"In post","2021","Undeclared","Other","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other","Unknown","620","600","28220","25630"
"In post","2021","Undeclared","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Policy","No function","760","750","47830","45870"
"In post","2021","Undeclared","Policy","Project Delivery","130","130","50610","52580"
"In post","2021","Undeclared","Policy","Unknown","270","260","48170","45200"
"In post","2021","Undeclared","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Project Delivery","720","690","42660","40580"
"In post","2021","Undeclared","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Project Delivery","Unknown","80","80","47340","42430"
"In post","2021","Undeclared","Property","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Property","Property","360","340","37520","34000"
"In post","2021","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Psychology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Analysis","30","30","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","No function","590","560","42470","40560"
"In post","2021","Undeclared","Science and Engineering","Project Delivery","270","260","40570","40370"
"In post","2021","Undeclared","Science and Engineering","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Science and Engineering","Unknown","160","150","37690","33630"
"In post","2021","Undeclared","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Security","Security","390","380","34200","37640"
"In post","2021","Undeclared","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Analysis","40","40","[c]","[c]"
"In post","2021","Undeclared","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","Communications","40","40","[c]","[c]"
"In post","2021","Undeclared","Tax","Counter Fraud","150","140","42720","38630"
"In post","2021","Undeclared","Tax","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Tax","No function","520","480","39030","35000"
"In post","2021","Undeclared","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","No function","100","100","39850","34550"
"In post","2021","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Security","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","4680","4160","28460","27570"
"In post","2021","Undeclared","Veterinarian","No function","30","30","[c]","[c]"
"In post","2021","Unknown","Commercial","Commercial","490","480","39500","37600"
"In post","2021","Unknown","Commercial","No function","40","40","[c]","[c]"
"In post","2021","Unknown","Commercial","Project Delivery","50","50","36180","33400"
"In post","2021","Unknown","Commercial","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Communications","650","640","42500","38720"
"In post","2021","Unknown","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Corporate Finance","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Counter Fraud","160","150","41130","38510"
"In post","2021","Unknown","Counter Fraud","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Digital, Data & Technology","2010","1980","39950","36500"
"In post","2021","Unknown","Digital, Data and Technology","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Digital, Data and Technology","Unknown","120","120","49090","46070"
"In post","2021","Unknown","Economics","Analysis","220","220","40250","34880"
"In post","2021","Unknown","Economics","Finance","40","40","[c]","[c]"
"In post","2021","Unknown","Economics","No function","60","60","49870","52290"
"In post","2021","Unknown","Economics","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","Economics","Unknown","60","60","43660","35340"
"In post","2021","Unknown","Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Finance","860","820","37190","32950"
"In post","2021","Unknown","Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","No function","40","40","[c]","[c]"
"In post","2021","Unknown","Finance","Project Delivery","30","30","[c]","[c]"
"In post","2021","Unknown","Finance","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Human Resources","610","580","35370","31810"
"In post","2021","Unknown","Human Resources","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Unknown","40","40","[c]","[c]"
"In post","2021","Unknown","Inspector of Education and Training","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Analysis","130","120","54280","53360"
"In post","2021","Unknown","Intelligence Analysis","Counter Fraud","30","30","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Intelligence Analysis","Unknown","100","100","34710","33300"
"In post","2021","Unknown","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","International Trade","No function","430","430","45490","39210"
"In post","2021","Unknown","International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Commercial","30","30","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","No function","80","70","37650","33950"
"In post","2021","Unknown","Knowledge and Information Management","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Legal","Counter Fraud","650","630","30450","29570"
"In post","2021","Unknown","Legal","Legal","1080","1010","53670","55490"
"In post","2021","Unknown","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","No function","40","30","[c]","[c]"
"In post","2021","Unknown","Medicine","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Medicine","Unknown","310","270","42080","35210"
"In post","2021","Unknown","Operational Delivery","Analysis","90","80","29620","29540"
"In post","2021","Unknown","Operational Delivery","Commercial","30","30","[c]","[c]"
"In post","2021","Unknown","Operational Delivery","Communications","310","290","27940","25560"
"In post","2021","Unknown","Operational Delivery","Counter Fraud","450","420","28250","25560"
"In post","2021","Unknown","Operational Delivery","Debt","860","780","22220","20140"
"In post","2021","Unknown","Operational Delivery","Digital, Data & Technology","70","70","31880","31810"
"In post","2021","Unknown","Operational Delivery","Finance","160","150","25160","21440"
"In post","2021","Unknown","Operational Delivery","Grants Management","690","660","24210","21050"
"In post","2021","Unknown","Operational Delivery","Human Resources","120","110","28440","25560"
"In post","2021","Unknown","Operational Delivery","Legal","1920","1740","26410","22820"
"In post","2021","Unknown","Operational Delivery","No function","19350","18020","26370","23970"
"In post","2021","Unknown","Operational Delivery","Project Delivery","270","250","34380","30850"
"In post","2021","Unknown","Operational Delivery","Property","410","380","25070","21100"
"In post","2021","Unknown","Operational Delivery","Unknown","1120","1080","25940","24880"
"In post","2021","Unknown","Operational Research","Analysis","60","60","41460","37320"
"In post","2021","Unknown","Operational Research","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Unknown","Other","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other","Legal","50","40","[c]","[c]"
"In post","2021","Unknown","Other","No function","510","460","36550","32710"
"In post","2021","Unknown","Other","Project Delivery","220","210","38730","35630"
"In post","2021","Unknown","Other","Property","150","150","28440","28410"
"In post","2021","Unknown","Other","Unknown","2780","2760","35610","32700"
"In post","2021","Unknown","Planning","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Planning Inspectors","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Analysis","30","30","[c]","[c]"
"In post","2021","Unknown","Policy","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","No function","3270","3200","45080","40230"
"In post","2021","Unknown","Policy","Project Delivery","450","430","51730","53000"
"In post","2021","Unknown","Policy","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Policy","Unknown","390","380","46210","41950"
"In post","2021","Unknown","Project Delivery","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Project Delivery","1290","1260","41740","38630"
"In post","2021","Unknown","Project Delivery","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Unknown","80","80","43060","37450"
"In post","2021","Unknown","Property","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Property","890","830","33880","30040"
"In post","2021","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Psychology","No function","170","160","32930","30450"
"In post","2021","Unknown","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Digital, Data & Technology","70","60","41790","39710"
"In post","2021","Unknown","Science and Engineering","No function","500","480","38650","37320"
"In post","2021","Unknown","Science and Engineering","Project Delivery","270","270","30350","27540"
"In post","2021","Unknown","Science and Engineering","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Science and Engineering","Unknown","130","130","32480","26670"
"In post","2021","Unknown","Security","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","No function","30","30","[c]","[c]"
"In post","2021","Unknown","Security","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","Security","950","940","30550","27680"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Analysis","110","110","36370","36090"
"In post","2021","Unknown","Social Research","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Analysis","230","220","38930","36160"
"In post","2021","Unknown","Statistics","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","No function","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Communications","870","850","26640","25560"
"In post","2021","Unknown","Tax","Counter Fraud","290","280","35360","31810"
"In post","2021","Unknown","Tax","Debt","640","620","20420","20140"
"In post","2021","Unknown","Tax","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Legal","50","50","[c]","[c]"
"In post","2021","Unknown","Tax","No function","2980","2830","27540","20140"
"In post","2021","Unknown","Tax","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Commercial","1020","1010","70780","64500"
"In post","2021","Unknown","Unknown","Communications","320","320","36300","31810"
"In post","2021","Unknown","Unknown","Counter Fraud","50","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Debt","50","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Digital, Data & Technology","280","280","45690","40600"
"In post","2021","Unknown","Unknown","Finance","80","80","41840","37530"
"In post","2021","Unknown","Unknown","Human Resources","160","160","38040","34550"
"In post","2021","Unknown","Unknown","Legal","50","50","50110","59160"
"In post","2021","Unknown","Unknown","No function","3460","3410","33000","29250"
"In post","2021","Unknown","Unknown","Project Delivery","70","70","49810","37530"
"In post","2021","Unknown","Unknown","Property","50","40","[c]","[c]"
"In post","2021","Unknown","Unknown","Security","310","290","29470","26670"
"In post","2021","Unknown","Unknown","Unknown","8530","7940","30860","27570"
"In post","2021","Unknown","Veterinarian","No function","50","50","44820","37770"
"In post","2021","Unknown","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Commercial","3040","2930","40970","38000"
"In post","2021","White","Commercial","Communications","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","No function","180","180","45310","39680"
"In post","2021","White","Commercial","Project Delivery","660","640","38800","35150"
"In post","2021","White","Commercial","Property","30","30","[c]","[c]"
"In post","2021","White","Commercial","Security","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","Unknown","70","70","40470","41940"
"In post","2021","White","Communications","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Communications","2310","2220","41330","37840"
"In post","2021","White","Communications","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Finance","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","Legal","[c]","[c]","[c]","[c]"
"In post","2021","White","Communications","No function","80","70","41540","39440"
