"Status","Year","Region_ITL1","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","South East (England)","Female","West Kent","110","100","34580","30160"
"In post","2022","South East (England)","Female","West Surrey","1360","1260","32940","29290"
"In post","2022","South East (England)","Female","West Sussex (North East)","670","590","30990","27570"
"In post","2022","South East (England)","Female","West Sussex (South West)","770","680","30580","27570"
"In post","2022","South East (England)","Male","Berkshire","1540","1510","36090","33440"
"In post","2022","South East (England)","Male","Brighton and Hove","250","240","33850","27570"
"In post","2022","South East (England)","Male","Buckinghamshire","710","690","34760","32120"
"In post","2022","South East (England)","Male","Central Hampshire","2380","2320","39140","38070"
"In post","2022","South East (England)","Male","East Kent","2290","2190","28870","27040"
"In post","2022","South East (England)","Male","East Surrey","510","490","33990","33890"
"In post","2022","South East (England)","Male","East Sussex CC","830","790","28800","27570"
"In post","2022","South East (England)","Male","Isle of Wight","500","480","28570","27120"
"In post","2022","South East (England)","Male","Kent Thames Gateway","820","790","31760","31650"
"In post","2022","South East (England)","Male","Medway","640","630","32970","30700"
"In post","2022","South East (England)","Male","Mid Kent","390","380","32040","29290"
"In post","2022","South East (England)","Male","Milton Keynes","1200","1170","34840","31800"
"In post","2022","South East (England)","Male","North Hampshire","440","430","38640","33000"
"In post","2022","South East (England)","Male","Oxfordshire CC","1190","1160","34310","31950"
"In post","2022","South East (England)","Male","Portsmouth","1920","1860","33020","29730"
"In post","2022","South East (England)","Male","South Hampshire","1960","1760","31130","27570"
"In post","2022","South East (England)","Male","Southampton","580","570","37020","30730"
"In post","2022","South East (England)","Male","West Kent","210","200","38770","38070"
"In post","2022","South East (England)","Male","West Surrey","920","890","35090","31880"
"In post","2022","South East (England)","Male","West Sussex (North East)","620","570","31150","28240"
"In post","2022","South East (England)","Male","West Sussex (South West)","610","570","33630","28920"
"In post","2022","South East (England)","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","South West (England)","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","5570","5170","35140","32990"
"In post","2022","South West (England)","Female","Bournemouth, Christchurch and Poole","450","390","28270","27570"
"In post","2022","South West (England)","Female","Bristol, City of","3690","3360","34130","30040"
"In post","2022","South West (England)","Female","Cornwall and Isles of Scilly","980","860","27320","27570"
"In post","2022","South West (England)","Female","Devon CC","2750","2410","30760","27570"
"In post","2022","South West (England)","Female","Dorset","1010","910","28800","26900"
"In post","2022","South West (England)","Female","Gloucestershire CC","900","790","29660","27130"
"In post","2022","South West (England)","Female","Plymouth","1530","1360","29740","27130"
"In post","2022","South West (England)","Female","Somerset CC","1190","1060","30150","27570"
"In post","2022","South West (England)","Female","Swindon","310","280","31240","27570"
"In post","2022","South West (England)","Female","Torbay","240","190","26940","25800"
"In post","2022","South West (England)","Female","Wiltshire","3720","3480","35010","33000"
"In post","2022","South West (England)","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","8170","8010","40080","38150"
"In post","2022","South West (England)","Male","Bournemouth, Christchurch and Poole","330","320","27850","27370"
"In post","2022","South West (England)","Male","Bristol, City of","3040","2940","36610","33080"
"In post","2022","South West (England)","Male","Cornwall and Isles of Scilly","790","760","28360","26670"
"In post","2022","South West (England)","Male","Devon CC","2930","2800","34380","31650"
"In post","2022","South West (England)","Male","Dorset","1200","1160","30730","28610"
"In post","2022","South West (England)","Male","Gloucestershire CC","620","590","32210","27570"
"In post","2022","South West (England)","Male","Plymouth","1750","1690","33270","30190"
"In post","2022","South West (England)","Male","Somerset CC","1280","1250","33440","33000"
"In post","2022","South West (England)","Male","Swindon","190","180","34940","27930"
"In post","2022","South West (England)","Male","Torbay","120","110","27840","27570"
"In post","2022","South West (England)","Male","Wiltshire","3960","3890","39190","38070"
"In post","2022","Unknown","Female","Unknown","1030","970","33060","30150"
"In post","2022","Unknown","Male","Unknown","2280","2270","37250","32900"
"In post","2022","Wales","Female","Bridgend and Neath Port Talbot","530","460","26850","27570"
"In post","2022","Wales","Female","Cardiff and Vale of Glamorgan","6420","5860","33850","29430"
"In post","2022","Wales","Female","Central Valleys","1690","1530","31080","27570"
"In post","2022","Wales","Female","Conwy and Denbighshire","480","440","34590","29430"
"In post","2022","Wales","Female","Flintshire and Wrexham","1150","1060","27810","25700"
"In post","2022","Wales","Female","Gwent Valleys","710","630","28760","27570"
"In post","2022","Wales","Female","Gwynedd","470","420","25620","22080"
"In post","2022","Wales","Female","Isle of Anglesey","130","120","27790","27370"
"In post","2022","Wales","Female","Monmouthshire and Newport","3400","3100","32820","30210"
"In post","2022","Wales","Female","Powys","330","300","31250","27570"
"In post","2022","Wales","Female","South West Wales","970","880","30770","27570"
"In post","2022","Wales","Female","Swansea","5450","4660","26170","21840"
"In post","2022","Wales","Male","Bridgend and Neath Port Talbot","250","230","30210","27570"
"In post","2022","Wales","Male","Cardiff and Vale of Glamorgan","5520","5360","35250","30820"
"In post","2022","Wales","Male","Central Valleys","1000","970","33450","27570"
"In post","2022","Wales","Male","Conwy and Denbighshire","260","250","37020","31050"
"In post","2022","Wales","Male","Flintshire and Wrexham","1100","1070","29280","27570"
"In post","2022","Wales","Male","Gwent Valleys","300","290","32110","27570"
"In post","2022","Wales","Male","Gwynedd","310","300","27090","24630"
"In post","2022","Wales","Male","Isle of Anglesey","130","130","29880","27570"
"In post","2022","Wales","Male","Monmouthshire and Newport","2670","2590","37930","34450"
"In post","2022","Wales","Male","Powys","270","260","29760","26670"
"In post","2022","Wales","Male","South West Wales","630","600","32020","27570"
"In post","2022","Wales","Male","Swansea","3740","3580","30170","26210"
"In post","2022","Wales","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Female","Birmingham","7390","6730","30740","27570"
"In post","2022","West Midlands (England)","Female","Coventry","1570","1450","35870","32000"
"In post","2022","West Midlands (England)","Female","Dudley","780","650","25340","25410"
"In post","2022","West Midlands (England)","Female","Herefordshire, County of","250","230","28390","26670"
"In post","2022","West Midlands (England)","Female","Sandwell","330","290","27040","27570"
"In post","2022","West Midlands (England)","Female","Shropshire","540","500","29190","26680"
"In post","2022","West Midlands (England)","Female","Solihull","610","550","28670","26160"
"In post","2022","West Midlands (England)","Female","Staffordshire CC","2330","2160","30160","27570"
"In post","2022","West Midlands (England)","Female","Stoke-on-Trent","880","780","26560","23170"
"In post","2022","West Midlands (England)","Female","Telford and Wrekin","1180","1060","32920","27570"
"In post","2022","West Midlands (England)","Female","Walsall","460","390","25940","26120"
"In post","2022","West Midlands (England)","Female","Warwickshire CC","790","700","27900","26670"
"In post","2022","West Midlands (England)","Female","Wolverhampton","770","670","27060","26470"
"In post","2022","West Midlands (England)","Female","Worcestershire CC","1300","1190","28840","25830"
"In post","2022","West Midlands (England)","Male","Birmingham","5640","5480","32930","27570"
"In post","2022","West Midlands (England)","Male","Coventry","990","970","38780","36500"
"In post","2022","West Midlands (England)","Male","Dudley","330","310","26620","27570"
"In post","2022","West Midlands (England)","Male","Herefordshire, County of","220","220","30010","26840"
"In post","2022","West Midlands (England)","Male","Sandwell","170","170","29360","27570"
"In post","2022","West Midlands (England)","Male","Shropshire","710","690","30850","29670"
"In post","2022","West Midlands (England)","Male","Solihull","450","430","29460","27370"
"In post","2022","West Midlands (England)","Male","Staffordshire CC","2010","1930","31790","28000"
"In post","2022","West Midlands (England)","Male","Stoke-on-Trent","430","400","27540","25120"
"In post","2022","West Midlands (England)","Male","Telford and Wrekin","840","810","37370","33370"
"In post","2022","West Midlands (England)","Male","Walsall","200","190","25680","26950"
"In post","2022","West Midlands (England)","Male","Warwickshire CC","560","530","28810","26750"
"In post","2022","West Midlands (England)","Male","Wolverhampton","390","370","29220","27570"
"In post","2022","West Midlands (England)","Male","Worcestershire CC","1080","1040","30540","27570"
"In post","2022","Yorkshire and The Humber","Female","Barnsley, Doncaster and Rotherham","1930","1670","26760","26610"
"In post","2022","Yorkshire and The Humber","Female","Bradford","1680","1420","26010","23170"
"In post","2022","Yorkshire and The Humber","Female","Calderdale and Kirklees","700","600","28300","27570"
"In post","2022","Yorkshire and The Humber","Female","East Riding of Yorkshire","780","710","27710","26350"
"In post","2022","Yorkshire and The Humber","Female","Kingston upon Hull, City of","1170","1020","28040","27130"
"In post","2022","Yorkshire and The Humber","Female","Leeds","7240","6680","34080","30320"
"In post","2022","Yorkshire and The Humber","Female","North and North East Lincolnshire","590","510","26550","27370"
"In post","2022","Yorkshire and The Humber","Female","North Yorkshire CC","930","850","31080","27570"
"In post","2022","Yorkshire and The Humber","Female","Sheffield","4110","3660","33140","29360"
"In post","2022","Yorkshire and The Humber","Female","Wakefield","980","890","30060","27570"
"In post","2022","Yorkshire and The Humber","Female","York","1480","1370","33410","30130"
"In post","2022","Yorkshire and The Humber","Male","Barnsley, Doncaster and Rotherham","1200","1130","29430","27570"
"In post","2022","Yorkshire and The Humber","Male","Bradford","1080","1020","26110","22080"
"In post","2022","Yorkshire and The Humber","Male","Calderdale and Kirklees","370","360","28430","27570"
"In post","2022","Yorkshire and The Humber","Male","East Riding of Yorkshire","1210","1150","30330","27120"
"In post","2022","Yorkshire and The Humber","Male","Kingston upon Hull, City of","940","890","28880","27130"
"In post","2022","Yorkshire and The Humber","Male","Leeds","6260","6100","35260","31650"
"In post","2022","Yorkshire and The Humber","Male","North and North East Lincolnshire","270","260","27380","26780"
"In post","2022","Yorkshire and The Humber","Male","North Yorkshire CC","1060","1030","31230","27640"
"In post","2022","Yorkshire and The Humber","Male","Sheffield","3250","3150","35260","30830"
"In post","2022","Yorkshire and The Humber","Male","Wakefield","830","780","31900","31650"
"In post","2022","Yorkshire and The Humber","Male","York","1180","1160","35110","32000"
"Leaver CS","2021","East Midlands (England)","Female","Derby","40","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Female","Leicester","110","90","26390","22260"
"Leaver CS","2021","East Midlands (England)","Female","Leicestershire CC and Rutland","90","70","26810","21170"
"Leaver CS","2021","East Midlands (England)","Female","Lincolnshire","140","120","27750","26500"
"Leaver CS","2021","East Midlands (England)","Female","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Female","North Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Female","Nottingham","190","170","26900","21580"
"Leaver CS","2021","East Midlands (England)","Female","South and West Derbyshire","40","30","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Female","West Northamptonshire","170","150","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","Derby","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","Leicester","70","60","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","Leicestershire CC and Rutland","90","80","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","Lincolnshire","190","170","29650","29930"
"Leaver CS","2021","East Midlands (England)","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","Nottingham","180","170","28550","24500"
"Leaver CS","2021","East Midlands (England)","Male","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Male","West Northamptonshire","90","80","[c]","[c]"
"Leaver CS","2021","East of England","Female","Bedford","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Female","Cambridgeshire CC","100","90","34500","27570"
"Leaver CS","2021","East of England","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Female","Essex Haven Gateway","50","50","[c]","[c]"
"Leaver CS","2021","East of England","Female","Essex Thames Gateway","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Female","Heart of Essex","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Female","Hertfordshire","120","100","28170","25210"
"Leaver CS","2021","East of England","Female","Luton","80","70","[c]","[c]"
"Leaver CS","2021","East of England","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Female","Norwich and East Norfolk","70","60","[c]","[c]"
"Leaver CS","2021","East of England","Female","Peterborough","140","110","24560","21430"
"Leaver CS","2021","East of England","Female","Southend-on-Sea","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Female","Suffolk","170","150","25990","23880"
"Leaver CS","2021","East of England","Female","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Female","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Male","Bedford","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Male","Breckland and South Norfolk","50","40","[c]","[c]"
"Leaver CS","2021","East of England","Male","Cambridgeshire CC","110","100","42690","33300"
"Leaver CS","2021","East of England","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Male","Essex Haven Gateway","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Male","Hertfordshire","120","110","33510","27260"
"Leaver CS","2021","East of England","Male","Luton","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Male","North and West Norfolk","30","30","[c]","[c]"
"Leaver CS","2021","East of England","Male","Norwich and East Norfolk","70","60","[c]","[c]"
"Leaver CS","2021","East of England","Male","Peterborough","60","50","[c]","[c]"
"Leaver CS","2021","East of England","Male","Southend-on-Sea","40","30","[c]","[c]"
"Leaver CS","2021","East of England","Male","Suffolk","170","160","31480","27570"
"Leaver CS","2021","East of England","Male","Thurrock","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Unknown","Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Barnet","90","80","35240","31060"
"Leaver CS","2021","London","Female","Bexley and Greenwich","70","60","[c]","[c]"
"Leaver CS","2021","London","Female","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Camden and City of London","220","200","34320","26410"
"Leaver CS","2021","London","Female","Croydon","190","170","34410","29030"
"Leaver CS","2021","London","Female","Ealing","80","60","[c]","[c]"
"Leaver CS","2021","London","Female","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Hackney and Newham","50","40","[c]","[c]"
"Leaver CS","2021","London","Female","Haringey and Islington","60","60","[c]","[c]"
"Leaver CS","2021","London","Female","Harrow and Hillingdon","50","40","[c]","[c]"
"Leaver CS","2021","London","Female","Hounslow and Richmond upon Thames","80","70","[c]","[c]"
"Leaver CS","2021","London","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Lambeth","150","140","43140","38960"
"Leaver CS","2021","London","Female","Lewisham and Southwark","70","60","34260","30300"
"Leaver CS","2021","London","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Female","Tower Hamlets","170","160","43440","36690"
"Leaver CS","2021","London","Female","Wandsworth","40","40","[c]","[c]"
"Leaver CS","2021","London","Female","Westminster","1260","1100","43310","36980"
"Leaver CS","2021","London","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Male","Barnet","60","50","43520","37340"
"Leaver CS","2021","London","Male","Bexley and Greenwich","60","60","[c]","[c]"
"Leaver CS","2021","London","Male","Brent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Male","Bromley","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Male","Camden and City of London","210","190","38020","25690"
"Leaver CS","2021","London","Male","Croydon","180","170","39040","31060"
"Leaver CS","2021","London","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Male","Enfield","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Male","Hackney and Newham","50","40","[c]","[c]"
"Leaver CS","2021","London","Male","Haringey and Islington","40","40","[c]","[c]"
"Leaver CS","2021","London","Male","Harrow and Hillingdon","90","70","32290","30410"
"Leaver CS","2021","London","Male","Hounslow and Richmond upon Thames","70","60","[c]","[c]"
"Leaver CS","2021","London","Male","Kensington & Chelsea and Hammersmith & Fulham","40","40","[c]","[c]"
"Leaver CS","2021","London","Male","Lambeth","110","110","46270","39840"
"Leaver CS","2021","London","Male","Lewisham and Southwark","40","40","[c]","[c]"
"Leaver CS","2021","London","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Male","Tower Hamlets","210","200","47840","42080"
"Leaver CS","2021","London","Male","Wandsworth","40","40","[c]","[c]"
"Leaver CS","2021","London","Male","Westminster","1230","1090","46820","40220"
"Leaver CS","2021","London","Unknown","Tower Hamlets","80","70","47320","40450"
"Leaver CS","2021","London","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Female","Durham CC","150","120","23770","21100"
"Leaver CS","2021","North East (England)","Female","Hartlepool and Stockton-on-Tees","170","130","[c]","[c]"
"Leaver CS","2021","North East (England)","Female","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Female","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Female","Sunderland","170","120","23620","21010"
"Leaver CS","2021","North East (England)","Female","Tyneside","460","360","26630","21010"
"Leaver CS","2021","North East (England)","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Male","Durham CC","140","120","[c]","[c]"
"Leaver CS","2021","North East (England)","Male","Hartlepool and Stockton-on-Tees","80","70","[c]","[c]"
"Leaver CS","2021","North East (England)","Male","Northumberland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Male","Sunderland","70","60","[c]","[c]"
"Leaver CS","2021","North East (England)","Male","Tyneside","340","310","27080","21010"
"Leaver CS","2021","North East (England)","Unknown","Darlington","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Blackpool","170","140","25360","21010"
"Leaver CS","2021","North West (England)","Female","Cheshire East","40","40","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Chorley and West Lancashire","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","East Merseyside","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Greater Manchester North East","60","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Greater Manchester North West","80","60","23800","21010"
"Leaver CS","2021","North West (England)","Female","Greater Manchester South East","60","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Greater Manchester South West","120","100","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Liverpool","210","170","26660","22570"
"Leaver CS","2021","North West (England)","Female","Manchester","220","200","35090","27570"
"Leaver CS","2021","North West (England)","Female","Mid Lancashire","140","100","24430","21010"
"Leaver CS","2021","North West (England)","Female","Sefton","170","120","30210","27570"
"Leaver CS","2021","North West (England)","Female","Warrington","60","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","West Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Female","Wirral","50","40","24870","22350"
"Leaver CS","2021","North West (England)","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Blackpool","100","90","27160","21010"
"Leaver CS","2021","North West (England)","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Chorley and West Lancashire","60","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","East Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Greater Manchester North West","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Greater Manchester South East","30","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Greater Manchester South West","110","100","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Lancaster and Wyre","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Liverpool","170","140","25950","24110"
"Leaver CS","2021","North West (England)","Male","Manchester","220","210","34520","27570"
"Leaver CS","2021","North West (England)","Male","Mid Lancashire","120","100","30070","26890"
"Leaver CS","2021","North West (England)","Male","Sefton","100","90","34200","27570"
"Leaver CS","2021","North West (England)","Male","Warrington","60","50","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","West Cumbria","40","30","[c]","[c]"
"Leaver CS","2021","North West (England)","Male","Wirral","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Belfast","70","50","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Female","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Belfast","50","50","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Female","Overseas","70","60","38340","36960"
"Leaver CS","2021","Overseas","Male","Overseas","70","50","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Aberdeen City and Aberdeenshire","70","60","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Angus and Dundee City","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","City of Edinburgh","280","250","36180","29710"
"Leaver CS","2021","Scotland","Female","Clackmannanshire and Fife","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","50","40","28770","26670"
"Leaver CS","2021","Scotland","Female","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Falkirk","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Glasgow City","230","200","29810","24180"
"Leaver CS","2021","Scotland","Female","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","North Lanarkshire","70","50","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Female","South Lanarkshire","90","60","[c]","[c]"
"Leaver CS","2021","Scotland","Female","West Lothian","150","120","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Aberdeen City and Aberdeenshire","90","80","38380","31400"
"Leaver CS","2021","Scotland","Male","Angus and Dundee City","40","40","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","City of Edinburgh","310","280","39920","33650"
"Leaver CS","2021","Scotland","Male","Clackmannanshire and Fife","50","40","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","70","60","35120","37890"
"Leaver CS","2021","Scotland","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Falkirk","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Glasgow City","220","190","31310","27020"
"Leaver CS","2021","Scotland","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","30","30","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
