"Status","Year","Sex","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Digital, Data and Technology","640","630","39120","35900"
"New entrant CS","2021","Female","Economics","180","180","31190","31800"
"New entrant CS","2021","Female","Finance","400","380","34630","32330"
"New entrant CS","2021","Female","Human Resources","510","490","33120","29180"
"New entrant CS","2021","Female","Inspector of Education and Training","60","60","61110","67500"
"New entrant CS","2021","Female","Intelligence Analysis","60","60","38870","31920"
"New entrant CS","2021","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","International Trade","80","80","32700","31800"
"New entrant CS","2021","Female","Knowledge and Information Management","90","80","29760","28590"
"New entrant CS","2021","Female","Legal","580","560","41810","43920"
"New entrant CS","2021","Female","Medicine","280","230","47690","37890"
"New entrant CS","2021","Female","Operational Delivery","9200","8770","25040","22850"
"New entrant CS","2021","Female","Operational Research","50","50","[c]","[c]"
"New entrant CS","2021","Female","Other","940","910","27120","23450"
"New entrant CS","2021","Female","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Female","Policy","1860","1830","36420","33160"
"New entrant CS","2021","Female","Project Delivery","580","570","35890","33300"
"New entrant CS","2021","Female","Property","180","170","30840","29070"
"New entrant CS","2021","Female","Psychology","110","110","26590","24620"
"New entrant CS","2021","Female","Science and Engineering","640","570","32300","29960"
"New entrant CS","2021","Female","Security","170","170","26650","24540"
"New entrant CS","2021","Female","Social Research","150","150","33600","32540"
"New entrant CS","2021","Female","Statistics","180","170","33570","31810"
"New entrant CS","2021","Female","Tax","1620","1570","22340","20140"
"New entrant CS","2021","Female","Unknown","12480","12120","28220","27570"
"New entrant CS","2021","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Commercial","230","230","36990","34710"
"New entrant CS","2021","Male","Communications","180","180","37970","33110"
"New entrant CS","2021","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2021","Male","Digital, Data and Technology","1210","1200","41430","38180"
"New entrant CS","2021","Male","Economics","300","300","32450","32390"
"New entrant CS","2021","Male","Finance","320","320","37150","32790"
"New entrant CS","2021","Male","Human Resources","200","200","34910","29540"
"New entrant CS","2021","Male","Inspector of Education and Training","30","30","[c]","[c]"
"New entrant CS","2021","Male","Intelligence Analysis","100","100","37160","30860"
"New entrant CS","2021","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","International Trade","60","60","33960","31800"
"New entrant CS","2021","Male","Knowledge and Information Management","90","90","34870","32000"
"New entrant CS","2021","Male","Legal","350","340","42440","43920"
"New entrant CS","2021","Male","Medicine","110","90","62230","65220"
"New entrant CS","2021","Male","Operational Delivery","6810","6640","26280","22920"
"New entrant CS","2021","Male","Operational Research","70","70","32820","33480"
"New entrant CS","2021","Male","Other","880","880","29660","26260"
"New entrant CS","2021","Male","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Policy","1460","1450","38640","33570"
"New entrant CS","2021","Male","Project Delivery","600","600","39430","36720"
"New entrant CS","2021","Male","Property","310","310","35430","30730"
"New entrant CS","2021","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Science and Engineering","670","660","30860","28000"
"New entrant CS","2021","Male","Security","580","580","27560","24580"
"New entrant CS","2021","Male","Social Research","50","50","33300","32540"
"New entrant CS","2021","Male","Statistics","170","170","33490","31810"
"New entrant CS","2021","Male","Tax","1620","1600","22830","20140"
"New entrant CS","2021","Male","Unknown","8970","8910","28880","27570"
"New entrant CS","2021","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Commercial","470","430","32480","30360"
"New entrant CS","2022","Female","Communications","390","360","36200","33210"
"New entrant CS","2022","Female","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Counter Fraud","410","390","26000","27570"
"New entrant CS","2022","Female","Digital, Data and Technology","1010","980","36760","33840"
"New entrant CS","2022","Female","Economics","150","140","32810","30770"
"New entrant CS","2022","Female","Finance","640","580","34900","32190"
"New entrant CS","2022","Female","Geography","30","30","[c]","[c]"
"New entrant CS","2022","Female","Human Resources","820","770","33090","29160"
"New entrant CS","2022","Female","Inspector of Education and Training","130","130","56310","46360"
"New entrant CS","2022","Female","Intelligence Analysis","100","90","29090","28700"
"New entrant CS","2022","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","International Trade","110","110","36840","31800"
"New entrant CS","2022","Female","Knowledge and Information Management","130","120","30880","28500"
"New entrant CS","2022","Female","Legal","610","590","42060","41750"
"New entrant CS","2022","Female","Medicine","240","200","47070","39030"
"New entrant CS","2022","Female","Operational Delivery","22220","21080","26030","23770"
"New entrant CS","2022","Female","Operational Research","60","60","32500","31000"
"New entrant CS","2022","Female","Other","1350","1300","26370","22000"
"New entrant CS","2022","Female","Planning","40","40","[c]","[c]"
"New entrant CS","2022","Female","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Policy","2230","2170","36200","33210"
"New entrant CS","2022","Female","Project Delivery","630","610","36040","33570"
"New entrant CS","2022","Female","Property","340","320","32890","28230"
"New entrant CS","2022","Female","Psychology","180","180","26600","27700"
"New entrant CS","2022","Female","Science and Engineering","710","670","31920","29230"
"New entrant CS","2022","Female","Security","150","150","28050","25000"
"New entrant CS","2022","Female","Social Research","230","220","34220","32350"
"New entrant CS","2022","Female","Statistics","170","160","30660","30710"
"New entrant CS","2022","Female","Tax","1230","1190","27000","26590"
"New entrant CS","2022","Female","Unknown","4600","4430","31700","27570"
"New entrant CS","2022","Female","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Commercial","340","310","32730","29920"
"New entrant CS","2022","Male","Communications","210","200","35850","32560"
"New entrant CS","2022","Male","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Counter Fraud","300","290","26760","27570"
"New entrant CS","2022","Male","Digital, Data and Technology","1790","1760","39020","35900"
"New entrant CS","2022","Male","Economics","250","250","35230","31800"
"New entrant CS","2022","Male","Finance","570","540","35390","33000"
"New entrant CS","2022","Male","Geography","60","60","28650","20420"
"New entrant CS","2022","Male","Human Resources","320","310","34630","30330"
"New entrant CS","2022","Male","Inspector of Education and Training","40","40","[c]","[c]"
"New entrant CS","2022","Male","Intelligence Analysis","120","120","30170","28700"
"New entrant CS","2022","Male","Internal Audit","40","40","[c]","[c]"
"New entrant CS","2022","Male","International Trade","90","90","37190","31800"
"New entrant CS","2022","Male","Knowledge and Information Management","90","90","31150","29230"
"New entrant CS","2022","Male","Legal","330","330","42450","41750"
"New entrant CS","2022","Male","Medicine","100","80","60910","63860"
"New entrant CS","2022","Male","Operational Delivery","14600","14160","26640","24800"
"New entrant CS","2022","Male","Operational Research","60","60","32170","31000"
"New entrant CS","2022","Male","Other","1280","1270","27960","24250"
"New entrant CS","2022","Male","Planning","40","30","[c]","[c]"
"New entrant CS","2022","Male","Planning Inspectors","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Policy","1670","1650","36920","33570"
"New entrant CS","2022","Male","Project Delivery","610","600","38560","36540"
"New entrant CS","2022","Male","Property","440","440","36070","33000"
"New entrant CS","2022","Male","Psychology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Male","Science and Engineering","980","970","32250","29500"
"New entrant CS","2022","Male","Security","510","510","28470","25000"
"New entrant CS","2022","Male","Social Research","80","80","34590","31000"
"New entrant CS","2022","Male","Statistics","210","210","32610","30710"
"New entrant CS","2022","Male","Tax","1320","1300","27720","26590"
"New entrant CS","2022","Male","Unknown","3480","3420","33720","27940"
"New entrant CS","2022","Male","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
