"Status","Year","Age","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","60-64","Heterosexual / straight","West Midlands (England)","1920","1600","30140","27570"
"In post","2022","60-64","Heterosexual / straight","Yorkshire and The Humber","2030","1630","30190","27570"
"In post","2022","60-64","LGBO","East Midlands (England)","40","30","[c]","[c]"
"In post","2022","60-64","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","London","160","140","41950","35470"
"In post","2022","60-64","LGBO","North East (England)","40","30","[c]","[c]"
"In post","2022","60-64","LGBO","North West (England)","110","90","28910","27130"
"In post","2022","60-64","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","Scotland","50","40","32750","27570"
"In post","2022","60-64","LGBO","South East (England)","90","80","30130","27570"
"In post","2022","60-64","LGBO","South West (England)","60","50","33600","28350"
"In post","2022","60-64","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","LGBO","Wales","40","30","[c]","[c]"
"In post","2022","60-64","LGBO","West Midlands (England)","60","50","30650","27570"
"In post","2022","60-64","LGBO","Yorkshire and The Humber","50","40","32270","28240"
"In post","2022","60-64","Undeclared","East Midlands (England)","230","190","29560","27130"
"In post","2022","60-64","Undeclared","East of England","280","240","30290","27570"
"In post","2022","60-64","Undeclared","London","760","670","40320","33150"
"In post","2022","60-64","Undeclared","North East (England)","280","210","28820","26120"
"In post","2022","60-64","Undeclared","North West (England)","540","420","29490","27370"
"In post","2022","60-64","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Scotland","350","270","31920","27570"
"In post","2022","60-64","Undeclared","South East (England)","530","450","31860","28720"
"In post","2022","60-64","Undeclared","South West (England)","510","420","35610","33160"
"In post","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Undeclared","Wales","550","420","27600","22080"
"In post","2022","60-64","Undeclared","West Midlands (England)","300","240","30380","27570"
"In post","2022","60-64","Undeclared","Yorkshire and The Humber","340","270","29000","27570"
"In post","2022","60-64","Unknown","East Midlands (England)","330","260","27840","26830"
"In post","2022","60-64","Unknown","East of England","340","280","30910","28040"
"In post","2022","60-64","Unknown","London","1120","990","41410","33700"
"In post","2022","60-64","Unknown","North East (England)","740","540","25840","22080"
"In post","2022","60-64","Unknown","North West (England)","1060","820","27680","26120"
"In post","2022","60-64","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Unknown","Scotland","1280","1020","31970","27570"
"In post","2022","60-64","Unknown","South East (England)","720","590","33470","29090"
"In post","2022","60-64","Unknown","South West (England)","540","440","34210","28920"
"In post","2022","60-64","Unknown","Unknown","140","130","38940","35380"
"In post","2022","60-64","Unknown","Wales","440","330","28630","24260"
"In post","2022","60-64","Unknown","West Midlands (England)","540","430","29690","27380"
"In post","2022","60-64","Unknown","Yorkshire and The Humber","500","390","29700","27570"
"In post","2022","65+","Heterosexual / straight","East Midlands (England)","350","270","29180","26780"
"In post","2022","65+","Heterosexual / straight","East of England","500","390","29470","26930"
"In post","2022","65+","Heterosexual / straight","London","1540","1290","37260","31030"
"In post","2022","65+","Heterosexual / straight","North East (England)","480","350","25910","22080"
"In post","2022","65+","Heterosexual / straight","North West (England)","960","710","28090","25260"
"In post","2022","65+","Heterosexual / straight","Northern Ireland","70","60","27150","21680"
"In post","2022","65+","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Heterosexual / straight","Scotland","630","480","29970","26780"
"In post","2022","65+","Heterosexual / straight","South East (England)","1210","950","29700","26670"
"In post","2022","65+","Heterosexual / straight","South West (England)","910","720","31650","27570"
"In post","2022","65+","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Heterosexual / straight","Wales","610","440","31340","26780"
"In post","2022","65+","Heterosexual / straight","West Midlands (England)","540","420","29300","26820"
"In post","2022","65+","Heterosexual / straight","Yorkshire and The Humber","500","370","28670","26780"
"In post","2022","65+","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","London","50","40","39710","31090"
"In post","2022","65+","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","65+","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","East Midlands (England)","70","50","30530","25190"
"In post","2022","65+","Undeclared","East of England","100","80","31080","27570"
"In post","2022","65+","Undeclared","London","340","270","38510","31880"
"In post","2022","65+","Undeclared","North East (England)","70","50","25790","23140"
"In post","2022","65+","Undeclared","North West (England)","140","90","28170","26780"
"In post","2022","65+","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Scotland","80","60","28170","26780"
"In post","2022","65+","Undeclared","South East (England)","180","140","31300","28670"
"In post","2022","65+","Undeclared","South West (England)","170","140","33190","28910"
"In post","2022","65+","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Undeclared","Wales","180","130","29270","24140"
"In post","2022","65+","Undeclared","West Midlands (England)","90","60","29590","26930"
"In post","2022","65+","Undeclared","Yorkshire and The Humber","90","70","28090","26780"
"In post","2022","65+","Unknown","East Midlands (England)","70","50","28800","26750"
"In post","2022","65+","Unknown","East of England","140","100","30720","27570"
"In post","2022","65+","Unknown","London","500","400","38680","31880"
"In post","2022","65+","Unknown","North East (England)","160","110","24830","22080"
"In post","2022","65+","Unknown","North West (England)","290","210","28000","26670"
"In post","2022","65+","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Scotland","400","300","31450","27360"
"In post","2022","65+","Unknown","South East (England)","300","220","31560","27510"
"In post","2022","65+","Unknown","South West (England)","190","140","32350","27570"
"In post","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","65+","Unknown","Wales","160","110","29350","23880"
"In post","2022","65+","Unknown","West Midlands (England)","150","100","29150","26750"
"In post","2022","65+","Unknown","Yorkshire and The Humber","130","90","29690","27570"
"In post","2022","Unknown","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","East Midlands (England)","140","130","23110","21170"
"Leaver CS","2021","20-29","Heterosexual / straight","East of England","150","150","24510","23930"
"Leaver CS","2021","20-29","Heterosexual / straight","London","650","640","29710","27400"
"Leaver CS","2021","20-29","Heterosexual / straight","North East (England)","110","100","22700","21010"
"Leaver CS","2021","20-29","Heterosexual / straight","North West (England)","210","210","23680","21010"
"Leaver CS","2021","20-29","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Scotland","80","70","23500","21430"
"Leaver CS","2021","20-29","Heterosexual / straight","South East (England)","260","250","23600","22360"
"Leaver CS","2021","20-29","Heterosexual / straight","South West (England)","290","280","24230","22350"
"Leaver CS","2021","20-29","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Heterosexual / straight","Wales","170","170","22480","21510"
"Leaver CS","2021","20-29","Heterosexual / straight","West Midlands (England)","150","150","24780","22350"
"Leaver CS","2021","20-29","Heterosexual / straight","Yorkshire and The Humber","190","180","24530","21010"
"Leaver CS","2021","20-29","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","London","90","90","31440","28580"
"Leaver CS","2021","20-29","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","South East (England)","40","40","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","South West (England)","50","50","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","70","70","34800","31830"
"Leaver CS","2021","20-29","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","East Midlands (England)","110","100","21660","18890"
"Leaver CS","2021","20-29","Unknown","East of England","90","90","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","700","630","27940","26970"
"Leaver CS","2021","20-29","Unknown","North East (England)","130","120","22210","21010"
"Leaver CS","2021","20-29","Unknown","North West (England)","230","210","22500","21050"
"Leaver CS","2021","20-29","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Scotland","180","170","25000","23460"
"Leaver CS","2021","20-29","Unknown","South East (England)","180","180","22330","21360"
"Leaver CS","2021","20-29","Unknown","South West (England)","160","150","24950","22670"
"Leaver CS","2021","20-29","Unknown","Unknown","190","180","28620","28000"
"Leaver CS","2021","20-29","Unknown","Wales","160","160","22330","21030"
"Leaver CS","2021","20-29","Unknown","West Midlands (England)","160","160","21510","19930"
"Leaver CS","2021","20-29","Unknown","Yorkshire and The Humber","180","160","24150","21050"
"Leaver CS","2021","30-39","Heterosexual / straight","East Midlands (England)","110","110","26960","24800"
"Leaver CS","2021","30-39","Heterosexual / straight","East of England","130","120","27860","24540"
"Leaver CS","2021","30-39","Heterosexual / straight","London","560","530","44000","40600"
"Leaver CS","2021","30-39","Heterosexual / straight","North East (England)","70","70","25870","21010"
"Leaver CS","2021","30-39","Heterosexual / straight","North West (England)","160","150","25790","23690"
"Leaver CS","2021","30-39","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","Scotland","110","100","31520","27870"
"Leaver CS","2021","30-39","Heterosexual / straight","South East (England)","220","200","29940","27050"
"Leaver CS","2021","30-39","Heterosexual / straight","South West (England)","200","190","32110","29980"
"Leaver CS","2021","30-39","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Heterosexual / straight","Wales","130","120","28730","23830"
"Leaver CS","2021","30-39","Heterosexual / straight","West Midlands (England)","130","120","28840","24910"
"Leaver CS","2021","30-39","Heterosexual / straight","Yorkshire and The Humber","110","100","29270","26100"
"Leaver CS","2021","30-39","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","London","50","40","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","80","70","43490","40470"
"Leaver CS","2021","30-39","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","East Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","East of England","90","90","29200","29290"
"Leaver CS","2021","30-39","Unknown","London","360","320","41380","38750"
"Leaver CS","2021","30-39","Unknown","North East (England)","110","90","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","North West (England)","140","130","26950","24920"
"Leaver CS","2021","30-39","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Scotland","210","190","29720","27570"
"Leaver CS","2021","30-39","Unknown","South East (England)","120","110","30460","28940"
"Leaver CS","2021","30-39","Unknown","South West (England)","110","100","29030","27570"
"Leaver CS","2021","30-39","Unknown","Unknown","120","120","37460","30700"
"Leaver CS","2021","30-39","Unknown","Wales","120","110","28090","21590"
"Leaver CS","2021","30-39","Unknown","West Midlands (England)","110","90","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Yorkshire and The Humber","120","110","31820","27570"
"Leaver CS","2021","40-49","Heterosexual / straight","East Midlands (England)","110","100","31770","27570"
"Leaver CS","2021","40-49","Heterosexual / straight","East of England","110","100","31410","27570"
"Leaver CS","2021","40-49","Heterosexual / straight","London","340","310","49030","42000"
"Leaver CS","2021","40-49","Heterosexual / straight","North East (England)","50","50","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","North West (England)","130","120","29030","24890"
"Leaver CS","2021","40-49","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Scotland","100","90","33110","26780"
"Leaver CS","2021","40-49","Heterosexual / straight","South East (England)","190","170","31840","29290"
"Leaver CS","2021","40-49","Heterosexual / straight","South West (England)","160","140","34680","30620"
"Leaver CS","2021","40-49","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Heterosexual / straight","Wales","90","90","30200","26170"
"Leaver CS","2021","40-49","Heterosexual / straight","West Midlands (England)","100","90","30830","25280"
"Leaver CS","2021","40-49","Heterosexual / straight","Yorkshire and The Humber","120","110","33260","27570"
"Leaver CS","2021","40-49","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","London","40","40","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","East Midlands (England)","100","90","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","East of England","110","100","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","London","260","230","49640","40850"
"Leaver CS","2021","40-49","Unknown","North East (England)","130","110","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","North West (England)","140","120","26420","21010"
"Leaver CS","2021","40-49","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Scotland","160","140","31690","27150"
"Leaver CS","2021","40-49","Unknown","South East (England)","130","110","32540","28430"
"Leaver CS","2021","40-49","Unknown","South West (England)","90","80","34730","27570"
"Leaver CS","2021","40-49","Unknown","Unknown","90","80","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Wales","100","90","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","West Midlands (England)","130","110","39010","27570"
"Leaver CS","2021","40-49","Unknown","Yorkshire and The Humber","140","120","32220","27570"
"Leaver CS","2021","50-59","Heterosexual / straight","East Midlands (England)","170","150","29450","27160"
"Leaver CS","2021","50-59","Heterosexual / straight","East of England","170","150","32990","27370"
"Leaver CS","2021","50-59","Heterosexual / straight","London","410","390","49490","40560"
"Leaver CS","2021","50-59","Heterosexual / straight","North East (England)","140","120","30480","27130"
"Leaver CS","2021","50-59","Heterosexual / straight","North West (England)","310","280","32450","27130"
"Leaver CS","2021","50-59","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Scotland","200","190","35000","32140"
"Leaver CS","2021","50-59","Heterosexual / straight","South East (England)","290","270","32060","28400"
"Leaver CS","2021","50-59","Heterosexual / straight","South West (England)","290","270","37360","31560"
"Leaver CS","2021","50-59","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Heterosexual / straight","Wales","170","150","33050","27570"
"Leaver CS","2021","50-59","Heterosexual / straight","West Midlands (England)","160","140","34010","27570"
"Leaver CS","2021","50-59","Heterosexual / straight","Yorkshire and The Humber","240","210","33510","27570"
"Leaver CS","2021","50-59","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","LGBO","Overseas","[c]","[c]","[c]","[c]"
