"Status","Year","Ethnicity","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","White","Female","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","White","Female","Water Services Regulation Authority","80","80","61170","50580"
"In post","2021","White","Female","Welsh Government","3140","2900","39790","37410"
"In post","2021","White","Male","Attorney General's Departments","2360","2310","48290","50850"
"In post","2021","White","Male","Cabinet Office","1970","1950","50830","51190"
"In post","2021","White","Male","Chancellor's other departments","150","150","67900","57250"
"In post","2021","White","Male","Charity Commission","140","130","35200","29400"
"In post","2021","White","Male","Competition and Markets Authority","280","270","64700","59940"
"In post","2021","White","Male","Department for Business, Energy and Industrial Strategy","4370","4280","44840","40720"
"In post","2021","White","Male","Department for Digital, Culture, Media and Sport","560","560","51320","51730"
"In post","2021","White","Male","Department for Education","2220","2200","46140","42420"
"In post","2021","White","Male","Department for Environment, Food and Rural Affairs","3390","3330","38290","35620"
"In post","2021","White","Male","Department for International Trade","740","740","48050","44030"
"In post","2021","White","Male","Department for Transport","6090","5860","35150","30350"
"In post","2021","White","Male","Department for Work and Pensions","23100","22100","29170","27570"
"In post","2021","White","Male","Department of Health and Social Care","2310","2220","49900","44950"
"In post","2021","White","Male","ESTYN","50","40","[c]","[c]"
"In post","2021","White","Male","Food Standards Agency","660","640","35640","30810"
"In post","2021","White","Male","Foreign, Commonwealth and Development Office","3130","3090","49320","45590"
"In post","2021","White","Male","HM Land Registry","1790","1690","33230","31740"
"In post","2021","White","Male","HM Revenue and Customs","18380","17590","33990","31810"
"In post","2021","White","Male","HM Treasury","1000","990","51510","52500"
"In post","2021","White","Male","Home Office","11850","11320","32740","27370"
"In post","2021","White","Male","Ministry of Defence","26410","25930","35160","33300"
"In post","2021","White","Male","Ministry of Housing, Communities and Local Government","1260","1230","47570","47660"
"In post","2021","White","Male","Ministry of Justice","25630","24570","31460","30450"
"In post","2021","White","Male","National Crime Agency","2320","2300","42570","40210"
"In post","2021","White","Male","Northern Ireland Office","30","30","[c]","[c]"
"In post","2021","White","Male","Office for Standards in Education","520","510","52240","51360"
"In post","2021","White","Male","Office of Gas and Electricity Markets","460","460","46970","40660"
"In post","2021","White","Male","Office of Qualifications and Examinations Regulation","80","80","51720","46660"
"In post","2021","White","Male","Office of Rail and Road","140","140","60160","60010"
"In post","2021","White","Male","Other Cabinet Office Agencies","360","350","43950","37300"
"In post","2021","White","Male","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","White","Male","Scottish Government","6780","6580","39030","34150"
"In post","2021","White","Male","The National Archives","150","150","37350","34770"
"In post","2021","White","Male","UK Export Finance","170","170","58870","52500"
"In post","2021","White","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","White","Male","United Kingdom Statistics Authority","1650","1500","34830","31270"
"In post","2021","White","Male","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","White","Male","Water Services Regulation Authority","80","80","59970","56230"
"In post","2021","White","Male","Welsh Government","2060","2010","43050","37410"
"In post","2021","White","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Attorney General's Departments","730","670","42670","43920"
"In post","2022","Asian","Female","Cabinet Office","320","310","43930","40600"
"In post","2022","Asian","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Competition and Markets Authority","60","60","43930","36910"
"In post","2022","Asian","Female","Department for Business, Energy and Industrial Strategy","520","500","39460","36740"
"In post","2022","Asian","Female","Department for Digital, Culture, Media and Sport","90","90","44290","39020"
"In post","2022","Asian","Female","Department for Education","510","490","39720","36500"
"In post","2022","Asian","Female","Department for Environment, Food and Rural Affairs","270","260","35200","32560"
"In post","2022","Asian","Female","Department for International Trade","130","130","42340","38160"
"In post","2022","Asian","Female","Department for Levelling Up, Housing and Communities","190","190","40650","36340"
"In post","2022","Asian","Female","Department for Transport","280","260","37690","34710"
"In post","2022","Asian","Female","Department for Work and Pensions","4830","4160","27910","27570"
"In post","2022","Asian","Female","Department of Health and Social Care","860","800","41070","33480"
"In post","2022","Asian","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Foreign, Commonwealth and Development Office","280","260","41570","37560"
"In post","2022","Asian","Female","HM Land Registry","130","110","30450","27130"
"In post","2022","Asian","Female","HM Revenue and Customs","2720","2490","32600","30750"
"In post","2022","Asian","Female","HM Treasury","180","180","45720","43160"
"In post","2022","Asian","Female","Home Office","2610","2360","31780","28990"
"In post","2022","Asian","Female","Ministry of Defence","630","590","34440","30750"
"In post","2022","Asian","Female","Ministry of Justice","2560","2330","29260","25120"
"In post","2022","Asian","Female","National Crime Agency","170","160","36980","36200"
"In post","2022","Asian","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Office for Standards in Education, Children's Services and Skills","70","60","40550","35010"
"In post","2022","Asian","Female","Office of Gas and Electricity Markets","80","80","41330","36710"
"In post","2022","Asian","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Scottish Government","170","160","35040","31540"
"In post","2022","Asian","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","UK Export Finance","40","40","[c]","[c]"
"In post","2022","Asian","Female","UK Statistics Authority","100","90","33590","30710"
"In post","2022","Asian","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Female","Welsh Government","40","30","[c]","[c]"
"In post","2022","Asian","Male","Attorney General's Departments","320","310","43460","48080"
"In post","2022","Asian","Male","Cabinet Office","250","250","47240","42040"
"In post","2022","Asian","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Competition and Markets Authority","50","50","55330","56360"
"In post","2022","Asian","Male","Department for Business, Energy and Industrial Strategy","420","420","40150","38240"
"In post","2022","Asian","Male","Department for Digital, Culture, Media and Sport","70","70","43810","38020"
"In post","2022","Asian","Male","Department for Education","350","350","40360","36780"
"In post","2022","Asian","Male","Department for Environment, Food and Rural Affairs","210","210","37140","32560"
"In post","2022","Asian","Male","Department for International Trade","140","140","45530","40740"
"In post","2022","Asian","Male","Department for Levelling Up, Housing and Communities","130","130","42240","36340"
"In post","2022","Asian","Male","Department for Transport","370","360","39580","34710"
"In post","2022","Asian","Male","Department for Work and Pensions","3380","3290","28750","27570"
"In post","2022","Asian","Male","Department of Health and Social Care","430","410","43620","38200"
"In post","2022","Asian","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","Asian","Male","Foreign, Commonwealth and Development Office","210","210","44480","38600"
"In post","2022","Asian","Male","HM Land Registry","100","90","31540","27130"
"In post","2022","Asian","Male","HM Revenue and Customs","3130","3050","33050","31850"
"In post","2022","Asian","Male","HM Treasury","140","140","46220","40000"
"In post","2022","Asian","Male","Home Office","1880","1820","32110","28850"
"In post","2022","Asian","Male","Ministry of Defence","830","820","35720","33200"
"In post","2022","Asian","Male","Ministry of Justice","1890","1810","31110","28200"
"In post","2022","Asian","Male","National Crime Agency","120","110","38980","37560"
"In post","2022","Asian","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Office for Standards in Education, Children's Services and Skills","40","30","[c]","[c]"
"In post","2022","Asian","Male","Office of Gas and Electricity Markets","60","60","41900","34850"
"In post","2022","Asian","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Scottish Government","130","130","36600","31540"
"In post","2022","Asian","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","UK Export Finance","50","50","[c]","[c]"
"In post","2022","Asian","Male","UK Statistics Authority","90","80","31830","30210"
"In post","2022","Asian","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Male","Welsh Government","30","30","[c]","[c]"
"In post","2022","Black","Female","Attorney General's Departments","440","420","40060","32460"
"In post","2022","Black","Female","Cabinet Office","180","180","40480","36600"
"In post","2022","Black","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Department for Business, Energy and Industrial Strategy","310","310","38090","33640"
"In post","2022","Black","Female","Department for Digital, Culture, Media and Sport","80","80","37550","34020"
"In post","2022","Black","Female","Department for Education","220","220","39770","36500"
"In post","2022","Black","Female","Department for Environment, Food and Rural Affairs","160","150","34940","32560"
"In post","2022","Black","Female","Department for International Trade","90","80","38750","35560"
"In post","2022","Black","Female","Department for Levelling Up, Housing and Communities","130","120","40270","36340"
"In post","2022","Black","Female","Department for Transport","150","150","37710","34710"
"In post","2022","Black","Female","Department for Work and Pensions","2810","2610","29250","30330"
"In post","2022","Black","Female","Department of Health and Social Care","490","460","37420","32790"
"In post","2022","Black","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Foreign, Commonwealth and Development Office","190","180","38440","34260"
"In post","2022","Black","Female","HM Land Registry","50","40","[c]","[c]"
"In post","2022","Black","Female","HM Revenue and Customs","1140","1090","33820","33020"
"In post","2022","Black","Female","HM Treasury","70","70","39230","33210"
"In post","2022","Black","Female","Home Office","1170","1090","33040","29090"
"In post","2022","Black","Female","Ministry of Defence","380","380","33450","31220"
"In post","2022","Black","Female","Ministry of Justice","2490","2370","30590","28310"
"In post","2022","Black","Female","National Crime Agency","60","60","35940","36200"
"In post","2022","Black","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","Black","Female","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"In post","2022","Black","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Scottish Government","50","50","[c]","[c]"
"In post","2022","Black","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","UK Export Finance","30","30","[c]","[c]"
"In post","2022","Black","Female","UK Statistics Authority","50","40","[c]","[c]"
"In post","2022","Black","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Attorney General's Departments","160","160","41560","33040"
"In post","2022","Black","Male","Cabinet Office","100","100","45440","40600"
"In post","2022","Black","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Department for Business, Energy and Industrial Strategy","180","180","39890","37840"
"In post","2022","Black","Male","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"In post","2022","Black","Male","Department for Education","100","100","39940","36960"
"In post","2022","Black","Male","Department for Environment, Food and Rural Affairs","100","100","35610","32560"
"In post","2022","Black","Male","Department for International Trade","50","50","41990","38540"
"In post","2022","Black","Male","Department for Levelling Up, Housing and Communities","80","80","39190","34920"
"In post","2022","Black","Male","Department for Transport","120","120","37340","33560"
"In post","2022","Black","Male","Department for Work and Pensions","1260","1230","29930","29290"
"In post","2022","Black","Male","Department of Health and Social Care","170","160","42460","35230"
"In post","2022","Black","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Foreign, Commonwealth and Development Office","80","80","39840","36300"
"In post","2022","Black","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","HM Revenue and Customs","740","730","34010","33080"
"In post","2022","Black","Male","HM Treasury","40","40","[c]","[c]"
"In post","2022","Black","Male","Home Office","630","610","33450","29080"
"In post","2022","Black","Male","Ministry of Defence","390","380","33570","33000"
"In post","2022","Black","Male","Ministry of Justice","1600","1560","31840","30700"
"In post","2022","Black","Male","National Crime Agency","40","40","[c]","[c]"
"In post","2022","Black","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Office of Gas and Electricity Markets","50","50","[c]","[c]"
"In post","2022","Black","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Scottish Government","50","50","[c]","[c]"
"In post","2022","Black","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","UK Statistics Authority","50","50","31850","30210"
"In post","2022","Black","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Black","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Attorney General's Departments","190","170","45600","50500"
"In post","2022","Mixed","Female","Cabinet Office","140","140","42960","39360"
"In post","2022","Mixed","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Department for Business, Energy and Industrial Strategy","190","180","41310","39650"
"In post","2022","Mixed","Female","Department for Digital, Culture, Media and Sport","60","50","45610","41250"
"In post","2022","Mixed","Female","Department for Education","150","150","42830","40640"
"In post","2022","Mixed","Female","Department for Environment, Food and Rural Affairs","130","130","34880","32560"
"In post","2022","Mixed","Female","Department for International Trade","50","50","43600","38390"
"In post","2022","Mixed","Female","Department for Levelling Up, Housing and Communities","60","60","40920","33210"
"In post","2022","Mixed","Female","Department for Transport","120","110","34410","30910"
"In post","2022","Mixed","Female","Department for Work and Pensions","1090","990","28250","27570"
"In post","2022","Mixed","Female","Department of Health and Social Care","200","190","40090","35170"
"In post","2022","Mixed","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Foreign, Commonwealth and Development Office","150","150","45340","39270"
"In post","2022","Mixed","Female","HM Land Registry","50","50","[c]","[c]"
"In post","2022","Mixed","Female","HM Revenue and Customs","510","480","33870","32320"
"In post","2022","Mixed","Female","HM Treasury","60","60","44610","38100"
"In post","2022","Mixed","Female","Home Office","410","380","34800","29220"
"In post","2022","Mixed","Female","Ministry of Defence","290","280","35820","33000"
"In post","2022","Mixed","Female","Ministry of Justice","1190","1120","31300","28310"
"In post","2022","Mixed","Female","National Crime Agency","50","50","39670","36410"
"In post","2022","Mixed","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Scottish Government","90","80","40470","36130"
"In post","2022","Mixed","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","UK Statistics Authority","60","50","32480","30710"
"In post","2022","Mixed","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Female","Welsh Government","40","30","[c]","[c]"
"In post","2022","Mixed","Male","Attorney General's Departments","100","100","46490","48830"
"In post","2022","Mixed","Male","Cabinet Office","100","100","49420","41860"
"In post","2022","Mixed","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Department for Business, Energy and Industrial Strategy","180","170","44790","40140"
"In post","2022","Mixed","Male","Department for Digital, Culture, Media and Sport","50","50","[c]","[c]"
"In post","2022","Mixed","Male","Department for Education","70","70","41810","37100"
"In post","2022","Mixed","Male","Department for Environment, Food and Rural Affairs","100","100","39100","35900"
"In post","2022","Mixed","Male","Department for International Trade","60","50","49570","51970"
"In post","2022","Mixed","Male","Department for Levelling Up, Housing and Communities","50","40","[c]","[c]"
"In post","2022","Mixed","Male","Department for Transport","130","130","37580","34710"
"In post","2022","Mixed","Male","Department for Work and Pensions","600","590","29360","27570"
"In post","2022","Mixed","Male","Department of Health and Social Care","100","100","45140","40470"
"In post","2022","Mixed","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Foreign, Commonwealth and Development Office","120","120","48350","44230"
"In post","2022","Mixed","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","HM Revenue and Customs","430","420","37260","33370"
"In post","2022","Mixed","Male","HM Treasury","50","50","48530","52500"
"In post","2022","Mixed","Male","Home Office","270","260","33860","29080"
"In post","2022","Mixed","Male","Ministry of Defence","350","350","35960","33300"
"In post","2022","Mixed","Male","Ministry of Justice","720","700","32150","30320"
"In post","2022","Mixed","Male","National Crime Agency","50","50","41210","38540"
"In post","2022","Mixed","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Scottish Government","70","70","39820","34800"
"In post","2022","Mixed","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","UK Statistics Authority","30","30","[c]","[c]"
"In post","2022","Mixed","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Attorney General's Departments","60","50","44890","50040"
"In post","2022","Other ethnicity","Female","Cabinet Office","50","50","[c]","[c]"
"In post","2022","Other ethnicity","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Department for Business, Energy and Industrial Strategy","60","60","40610","39850"
"In post","2022","Other ethnicity","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Department for Education","40","30","[c]","[c]"
"In post","2022","Other ethnicity","Female","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Department for Transport","40","40","[c]","[c]"
"In post","2022","Other ethnicity","Female","Department for Work and Pensions","290","250","28880","27570"
"In post","2022","Other ethnicity","Female","Department of Health and Social Care","80","80","45960","39980"
"In post","2022","Other ethnicity","Female","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","Other ethnicity","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","HM Revenue and Customs","130","120","36190","33080"
"In post","2022","Other ethnicity","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Home Office","110","100","33590","28990"
"In post","2022","Other ethnicity","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Ministry of Justice","270","250","31370","28310"
"In post","2022","Other ethnicity","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Scottish Government","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Female","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Attorney General's Departments","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Department for Business, Energy and Industrial Strategy","60","60","47790","48080"
"In post","2022","Other ethnicity","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Department for Education","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Male","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"In post","2022","Other ethnicity","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Department for Transport","30","30","[c]","[c]"
"In post","2022","Other ethnicity","Male","Department for Work and Pensions","210","200","30570","27570"
"In post","2022","Other ethnicity","Male","Department of Health and Social Care","50","50","50090","43690"
"In post","2022","Other ethnicity","Male","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Foreign, Commonwealth and Development Office","50","50","[c]","[c]"
"In post","2022","Other ethnicity","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","HM Revenue and Customs","130","130","37600","33370"
"In post","2022","Other ethnicity","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Home Office","100","100","32250","28650"
"In post","2022","Other ethnicity","Male","Ministry of Defence","50","50","39070","35270"
"In post","2022","Other ethnicity","Male","Ministry of Justice","230","220","31620","30980"
"In post","2022","Other ethnicity","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Attorney General's Departments","110","100","45930","48830"
"In post","2022","Undeclared","Female","Cabinet Office","100","90","43630","40600"
"In post","2022","Undeclared","Female","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
