"Status","Year","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Asian","Tax","40","40","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","390","360","28890","27570"
"In post","2021","Undeclared","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Operational Delivery","400","370","30340","28920"
"In post","2021","Undeclared","Black","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Policy","50","40","[c]","[c]"
"In post","2021","Undeclared","Black","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","180","170","30030","31060"
"In post","2021","Undeclared","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Operational Delivery","160","150","29940","28280"
"In post","2021","Undeclared","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Policy","50","50","[c]","[c]"
"In post","2021","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","90","90","30520","27570"
"In post","2021","Undeclared","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Operational Delivery","60","60","31350","30420"
"In post","2021","Undeclared","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Commercial","90","90","42050","41090"
"In post","2021","Undeclared","Undeclared","Communications","40","40","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Digital, Data and Technology","300","290","41710","38630"
"In post","2021","Undeclared","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Finance","170","160","40880","36880"
"In post","2021","Undeclared","Undeclared","Human Resources","100","90","38530","33320"
"In post","2021","Undeclared","Undeclared","Intelligence Analysis","110","110","35890","33230"
"In post","2021","Undeclared","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Knowledge and Information Management","70","70","40000","37340"
"In post","2021","Undeclared","Undeclared","Legal","220","200","41060","36160"
"In post","2021","Undeclared","Undeclared","Medicine","30","30","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Operational Delivery","2690","2490","30200","27370"
"In post","2021","Undeclared","Undeclared","Operational Research","50","50","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Other","390","380","30830","27330"
"In post","2021","Undeclared","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Policy","510","500","48720","47550"
"In post","2021","Undeclared","Undeclared","Project Delivery","370","360","42720","40580"
"In post","2021","Undeclared","Undeclared","Property","200","190","38350","35480"
"In post","2021","Undeclared","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Science and Engineering","410","390","40480","39550"
"In post","2021","Undeclared","Undeclared","Security","210","200","35010","37640"
"In post","2021","Undeclared","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Tax","450","420","40050","36160"
"In post","2021","Undeclared","Undeclared","Unknown","860","810","31910","27570"
"In post","2021","Undeclared","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Communications","50","50","[c]","[c]"
"In post","2021","Undeclared","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Digital, Data and Technology","50","50","[c]","[c]"
"In post","2021","Undeclared","Unknown","Economics","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Finance","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Human Resources","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Legal","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Operational Delivery","860","780","28570","26840"
"In post","2021","Undeclared","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Other","140","130","36470","32740"
"In post","2021","Undeclared","Unknown","Policy","260","250","44020","42470"
"In post","2021","Undeclared","Unknown","Project Delivery","100","100","43530","40580"
"In post","2021","Undeclared","Unknown","Property","70","70","37290","32680"
"In post","2021","Undeclared","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Science and Engineering","30","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Security","40","40","[c]","[c]"
"In post","2021","Undeclared","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Tax","40","30","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","140","130","35250","30270"
"In post","2021","Undeclared","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Commercial","210","200","43140","40210"
"In post","2021","Undeclared","White","Communications","90","90","40660","35660"
"In post","2021","Undeclared","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Counter Fraud","50","50","39070","36680"
"In post","2021","Undeclared","White","Digital, Data and Technology","330","320","40060","37910"
"In post","2021","Undeclared","White","Economics","40","40","[c]","[c]"
"In post","2021","Undeclared","White","Finance","240","230","38330","34440"
"In post","2021","Undeclared","White","Human Resources","240","220","38380","35090"
"In post","2021","Undeclared","White","Intelligence Analysis","160","150","33090","30450"
"In post","2021","Undeclared","White","Internal Audit","30","30","[c]","[c]"
"In post","2021","Undeclared","White","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Knowledge and Information Management","80","80","38150","34840"
"In post","2021","Undeclared","White","Legal","210","200","48410","46190"
"In post","2021","Undeclared","White","Medicine","70","60","58390","40580"
"In post","2021","Undeclared","White","Operational Delivery","8120","7380","29580","30080"
"In post","2021","Undeclared","White","Operational Research","50","50","[c]","[c]"
"In post","2021","Undeclared","White","Other","750","720","28000","23830"
"In post","2021","Undeclared","White","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Policy","690","670","46560","40640"
"In post","2021","Undeclared","White","Project Delivery","400","390","41180","38630"
"In post","2021","Undeclared","White","Property","230","220","35690","33300"
"In post","2021","Undeclared","White","Psychology","100","100","37920","31180"
"In post","2021","Undeclared","White","Science and Engineering","550","530","37580","33740"
"In post","2021","Undeclared","White","Security","410","400","33850","33320"
"In post","2021","Undeclared","White","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Statistics","50","40","[c]","[c]"
"In post","2021","Undeclared","White","Tax","310","290","35850","31810"
"In post","2021","Undeclared","White","Unknown","3170","2940","28640","27570"
"In post","2021","Undeclared","White","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Digital, Data and Technology","140","140","40890","37870"
"In post","2021","Unknown","Asian","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Finance","70","60","38810","36490"
"In post","2021","Unknown","Asian","Human Resources","50","50","34960","31470"
"In post","2021","Unknown","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Legal","120","110","44180","48080"
"In post","2021","Unknown","Asian","Medicine","60","50","87150","85730"
"In post","2021","Unknown","Asian","Operational Delivery","740","690","28370","25560"
"In post","2021","Unknown","Asian","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Other","120","110","35450","28880"
"In post","2021","Unknown","Asian","Policy","180","180","42810","37640"
"In post","2021","Unknown","Asian","Project Delivery","70","70","43670","38630"
"In post","2021","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Science and Engineering","90","90","38310","35560"
"In post","2021","Unknown","Asian","Security","40","40","[c]","[c]"
"In post","2021","Unknown","Asian","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Tax","170","160","34040","32520"
"In post","2021","Unknown","Asian","Unknown","150","150","35120","31060"
"In post","2021","Unknown","Black","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Digital, Data and Technology","40","40","[c]","[c]"
"In post","2021","Unknown","Black","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Legal","50","50","[c]","[c]"
"In post","2021","Unknown","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Operational Delivery","330","310","29430","26810"
"In post","2021","Unknown","Black","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Other","50","50","[c]","[c]"
"In post","2021","Unknown","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Policy","100","100","41970","39110"
"In post","2021","Unknown","Black","Project Delivery","40","40","[c]","[c]"
"In post","2021","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Science and Engineering","40","40","[c]","[c]"
"In post","2021","Unknown","Black","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Tax","50","50","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","70","70","33330","31060"
"In post","2021","Unknown","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Legal","30","30","[c]","[c]"
"In post","2021","Unknown","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Operational Delivery","210","190","30920","27660"
"In post","2021","Unknown","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Policy","80","80","45490","45200"
"In post","2021","Unknown","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Unknown","70","70","40180","35110"
"In post","2021","Unknown","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Operational Delivery","70","60","33940","29490"
"In post","2021","Unknown","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Policy","40","30","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Commercial","50","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Digital, Data and Technology","90","90","40420","38630"
"In post","2021","Unknown","Undeclared","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Finance","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Knowledge and Information Management","40","40","[c]","[c]"
"In post","2021","Unknown","Undeclared","Legal","60","60","41090","38310"
"In post","2021","Unknown","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Operational Delivery","870","810","32220","30930"
"In post","2021","Unknown","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Other","150","140","35020","30800"
"In post","2021","Unknown","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Policy","140","140","48860","49080"
"In post","2021","Unknown","Undeclared","Project Delivery","100","100","44180","40930"
"In post","2021","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Science and Engineering","280","270","44470","42560"
"In post","2021","Unknown","Undeclared","Security","50","50","[c]","[c]"
"In post","2021","Unknown","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Tax","100","90","37030","32520"
"In post","2021","Unknown","Undeclared","Unknown","100","90","38770","32140"
"In post","2021","Unknown","Unknown","Commercial","450","440","39400","36820"
"In post","2021","Unknown","Unknown","Communications","580","560","42280","38630"
"In post","2021","Unknown","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Counter Fraud","120","110","40830","35070"
"In post","2021","Unknown","Unknown","Digital, Data and Technology","1890","1860","40850","37320"
"In post","2021","Unknown","Unknown","Economics","350","350","42380","36160"
"In post","2021","Unknown","Unknown","Finance","790","760","37180","32790"
"In post","2021","Unknown","Unknown","Human Resources","550","520","35100","31810"
"In post","2021","Unknown","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Intelligence Analysis","250","250","44650","44500"
"In post","2021","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","International Trade","370","370","44980","38630"
"In post","2021","Unknown","Unknown","Knowledge and Information Management","130","120","38100","36330"
"In post","2021","Unknown","Unknown","Legal","1400","1330","43310","36800"
"In post","2021","Unknown","Unknown","Medicine","300","260","46570","37890"
"In post","2021","Unknown","Unknown","Operational Delivery","20900","19570","25770","22920"
"In post","2021","Unknown","Unknown","Operational Research","90","90","40480","37130"
"In post","2021","Unknown","Unknown","Other","3390","3330","35900","32700"
"In post","2021","Unknown","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Policy","3480","3410","45930","40650"
"In post","2021","Unknown","Unknown","Project Delivery","1030","1010","42200","38630"
"In post","2021","Unknown","Unknown","Property","620","590","33100","29860"
"In post","2021","Unknown","Unknown","Psychology","120","120","32760","29750"
"In post","2021","Unknown","Unknown","Science and Engineering","590","580","32470","28650"
"In post","2021","Unknown","Unknown","Security","830","820","30860","27680"
"In post","2021","Unknown","Unknown","Social Research","100","100","37590","36160"
"In post","2021","Unknown","Unknown","Statistics","210","210","38930","36160"
"In post","2021","Unknown","Unknown","Tax","4730","4540","26770","25560"
"In post","2021","Unknown","Unknown","Unknown","10830","10520","36730","29250"
"In post","2021","Unknown","Unknown","Veterinarian","30","30","[c]","[c]"
"In post","2021","Unknown","White","Commercial","450","430","38290","35470"
"In post","2021","Unknown","White","Communications","290","280","41230","37640"
"In post","2021","Unknown","White","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Digital, Data and Technology","950","930","40910","38000"
"In post","2021","Unknown","White","Economics","120","120","43630","35050"
"In post","2021","Unknown","White","Finance","480","450","39970","34600"
"In post","2021","Unknown","White","Human Resources","520","490","34670","29540"
"In post","2021","Unknown","White","Inspector of Education and Training","60","60","57210","51360"
"In post","2021","Unknown","White","Intelligence Analysis","130","120","44140","40580"
"In post","2021","Unknown","White","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","International Trade","120","120","48110","42460"
"In post","2021","Unknown","White","Knowledge and Information Management","160","140","39900","37380"
"In post","2021","Unknown","White","Legal","810","770","44520","40800"
"In post","2021","Unknown","White","Medicine","280","250","64540","44500"
"In post","2021","Unknown","White","Operational Delivery","9790","8980","30560","27400"
