"Status","Year","Ethnicity","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","White","Undeclared","Unknown","60","50","35690","33040"
"Leaver CS","2021","White","Unknown","Declared disabled","650","520","28230","26890"
"Leaver CS","2021","White","Unknown","Declared non-disabled","3520","2840","30500","26890"
"Leaver CS","2021","White","Unknown","Undeclared","340","270","[c]","[c]"
"Leaver CS","2021","White","Unknown","Unknown","740","610","41640","35110"
"Leaver CS","2022","Asian","Heterosexual / straight","Declared disabled","150","140","29120","27570"
"Leaver CS","2022","Asian","Heterosexual / straight","Declared non-disabled","1390","1310","33440","28670"
"Leaver CS","2022","Asian","Heterosexual / straight","Undeclared","50","50","[c]","[c]"
"Leaver CS","2022","Asian","Heterosexual / straight","Unknown","170","150","33630","28500"
"Leaver CS","2022","Asian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","LGBO","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Asian","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Declared non-disabled","90","70","31780","27570"
"Leaver CS","2022","Asian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Declared non-disabled","300","240","33190","27570"
"Leaver CS","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Unknown","Unknown","100","80","43390","33840"
"Leaver CS","2022","Black","Heterosexual / straight","Declared disabled","120","110","31630","27850"
"Leaver CS","2022","Black","Heterosexual / straight","Declared non-disabled","930","890","32280","30830"
"Leaver CS","2022","Black","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Black","Heterosexual / straight","Unknown","90","80","33660","30730"
"Leaver CS","2022","Black","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","LGBO","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Black","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Black","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Declared non-disabled","100","90","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Unknown","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Mixed","Heterosexual / straight","Declared disabled","90","80","28980","27570"
"Leaver CS","2022","Mixed","Heterosexual / straight","Declared non-disabled","490","460","32740","27570"
"Leaver CS","2022","Mixed","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Heterosexual / straight","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Declared non-disabled","130","120","34360","31060"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Declared non-disabled","150","140","33160","27930"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Declared disabled","120","110","33500","27570"
"Leaver CS","2022","Undeclared","Undeclared","Declared non-disabled","350","300","32460","29080"
"Leaver CS","2022","Undeclared","Undeclared","Undeclared","400","360","36440","33320"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","80","70","38430","36330"
"Leaver CS","2022","Undeclared","Unknown","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Declared non-disabled","190","150","31120","27570"
"Leaver CS","2022","Undeclared","Unknown","Undeclared","130","110","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","250","220","34360","29540"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Declared non-disabled","140","130","38710","32180"
"Leaver CS","2022","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Heterosexual / straight","Unknown","80","60","37040","31060"
"Leaver CS","2022","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","Unknown","440","50","45350","43660"
"Leaver CS","2022","Unknown","Unknown","Declared disabled","80","70","29900","27570"
"Leaver CS","2022","Unknown","Unknown","Declared non-disabled","540","470","30670","25340"
"Leaver CS","2022","Unknown","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","7810","7290","32150","27570"
"Leaver CS","2022","White","Heterosexual / straight","Declared disabled","2510","2170","30240","27570"
"Leaver CS","2022","White","Heterosexual / straight","Declared non-disabled","15480","14010","33670","27570"
"Leaver CS","2022","White","Heterosexual / straight","Undeclared","770","690","30220","27130"
"Leaver CS","2022","White","Heterosexual / straight","Unknown","1130","980","37140","33000"
"Leaver CS","2022","White","LGBO","Declared disabled","370","350","30820","27570"
"Leaver CS","2022","White","LGBO","Declared non-disabled","1070","1020","32190","27570"
"Leaver CS","2022","White","LGBO","Undeclared","90","80","31380","27130"
"Leaver CS","2022","White","LGBO","Unknown","70","60","33630","28540"
"Leaver CS","2022","White","Undeclared","Declared disabled","270","220","28320","26750"
"Leaver CS","2022","White","Undeclared","Declared non-disabled","1200","1030","33400","27570"
"Leaver CS","2022","White","Undeclared","Undeclared","200","180","33560","27570"
"Leaver CS","2022","White","Undeclared","Unknown","150","130","38320","33300"
"Leaver CS","2022","White","Unknown","Declared disabled","490","370","31800","27570"
"Leaver CS","2022","White","Unknown","Declared non-disabled","3340","2650","33330","27570"
"Leaver CS","2022","White","Unknown","Undeclared","310","240","[c]","[c]"
"Leaver CS","2022","White","Unknown","Unknown","700","580","42880","38250"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Declared disabled","70","70","33750","32000"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Declared non-disabled","560","540","34340","31060"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Declared non-disabled","160","150","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Declared disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Declared non-disabled","300","290","34050","31070"
"Leaver Dept.","2021","Black","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Declared non-disabled","180","170","39380","33990"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Declared non-disabled","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Undeclared","Declared non-disabled","70","70","38420","34390"
"Leaver Dept.","2021","Undeclared","Undeclared","Undeclared","110","100","38170","36120"
"Leaver Dept.","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","110","100","36930","36580"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Declared non-disabled","70","70","38640","32340"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","160","150","39660","32860"
"Leaver Dept.","2021","Unknown","Unknown","Undeclared","80","80","39890","35430"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","2750","2480","37260","32430"
"Leaver Dept.","2021","White","Heterosexual / straight","Declared disabled","510","490","35780","32320"
"Leaver Dept.","2021","White","Heterosexual / straight","Declared non-disabled","3620","3500","38490","32900"
"Leaver Dept.","2021","White","Heterosexual / straight","Undeclared","160","150","37100","32730"
"Leaver Dept.","2021","White","Heterosexual / straight","Unknown","180","180","44510","38960"
"Leaver Dept.","2021","White","LGBO","Declared disabled","100","90","38150","33250"
"Leaver Dept.","2021","White","LGBO","Declared non-disabled","350","350","36870","32560"
"Leaver Dept.","2021","White","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Declared non-disabled","240","230","40690","35750"
"Leaver Dept.","2021","White","Undeclared","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","White","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Declared disabled","110","90","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Declared non-disabled","890","760","35430","30610"
"Leaver Dept.","2021","White","Unknown","Undeclared","60","50","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","140","120","42460","37120"
"Leaver Dept.","2022","Asian","Heterosexual / straight","Declared disabled","140","130","32000","29800"
"Leaver Dept.","2022","Asian","Heterosexual / straight","Declared non-disabled","1600","1520","35310","30730"
"Leaver Dept.","2022","Asian","Heterosexual / straight","Undeclared","60","50","30920","29610"
"Leaver Dept.","2022","Asian","Heterosexual / straight","Unknown","170","150","41290","33080"
"Leaver Dept.","2022","Asian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Declared non-disabled","80","80","35900","30820"
"Leaver Dept.","2022","Asian","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Declared non-disabled","140","120","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","100","90","51980","40570"
"Leaver Dept.","2022","Black","Heterosexual / straight","Declared disabled","80","70","34890","31860"
"Leaver Dept.","2022","Black","Heterosexual / straight","Declared non-disabled","840","810","34620","31060"
"Leaver Dept.","2022","Black","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2022","Black","Heterosexual / straight","Unknown","90","70","46180","40060"
"Leaver Dept.","2022","Black","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Declared non-disabled","70","60","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Heterosexual / straight","Declared disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Mixed","Heterosexual / straight","Declared non-disabled","350","340","37280","33340"
"Leaver Dept.","2022","Mixed","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2022","Mixed","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","LGBO","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2022","Mixed","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Declared non-disabled","40","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Heterosexual / straight","Declared non-disabled","100","90","38910","32330"
"Leaver Dept.","2022","Other ethnicity","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Declared non-disabled","110","100","35300","31990"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Undeclared","Declared non-disabled","150","140","38320","34020"
"Leaver Dept.","2022","Undeclared","Undeclared","Undeclared","200","190","39640","36820"
"Leaver Dept.","2022","Undeclared","Undeclared","Unknown","120","100","46420","40070"
"Leaver Dept.","2022","Undeclared","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Declared non-disabled","40","40","[c]","[c]"
