"Status","Year","Parent_department","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Department for International Trade","West Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","West Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for International Trade","Yorkshire and The Humber","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East Midlands (England)","20-29","60","60","29500","27250"
"In post","2021","Department for Transport","East Midlands (England)","30-39","100","90","34320","31860"
"In post","2021","Department for Transport","East Midlands (England)","40-49","180","170","35490","31700"
"In post","2021","Department for Transport","East Midlands (England)","50-59","220","210","34820","27680"
"In post","2021","Department for Transport","East Midlands (England)","60-64","70","60","30640","26780"
"In post","2021","Department for Transport","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East of England","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","East of England","30-39","40","40","[c]","[c]"
"In post","2021","Department for Transport","East of England","40-49","90","90","31620","27680"
"In post","2021","Department for Transport","East of England","50-59","170","160","29550","26780"
"In post","2021","Department for Transport","East of England","60-64","60","50","28750","26780"
"In post","2021","Department for Transport","East of England","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","London","20-29","870","860","38870","35060"
"In post","2021","Department for Transport","London","30-39","860","840","49590","54110"
"In post","2021","Department for Transport","London","40-49","760","740","52930","54650"
"In post","2021","Department for Transport","London","50-59","720","700","48100","43360"
"In post","2021","Department for Transport","London","60-64","170","150","40750","35460"
"In post","2021","Department for Transport","London","65+","60","50","36580","32740"
"In post","2021","Department for Transport","North East (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North East (England)","30-39","60","60","26320","26410"
"In post","2021","Department for Transport","North East (England)","40-49","110","110","28500","26700"
"In post","2021","Department for Transport","North East (England)","50-59","110","100","28320","26780"
"In post","2021","Department for Transport","North East (England)","60-64","40","30","[c]","[c]"
"In post","2021","Department for Transport","North East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North West (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","North West (England)","30-39","50","50","[c]","[c]"
"In post","2021","Department for Transport","North West (England)","40-49","100","100","29780","26780"
"In post","2021","Department for Transport","North West (England)","50-59","180","180","29490","26780"
"In post","2021","Department for Transport","North West (England)","60-64","70","60","28560","26780"
"In post","2021","Department for Transport","North West (England)","65+","30","20","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Scotland","30-39","60","60","34560","27680"
"In post","2021","Department for Transport","Scotland","40-49","110","110","32200","27680"
"In post","2021","Department for Transport","Scotland","50-59","170","170","31620","27810"
"In post","2021","Department for Transport","Scotland","60-64","70","60","30420","27680"
"In post","2021","Department for Transport","Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","South East (England)","20-29","170","170","28520","26590"
"In post","2021","Department for Transport","South East (England)","30-39","300","280","34920","31380"
"In post","2021","Department for Transport","South East (England)","40-49","360","350","38990","34840"
"In post","2021","Department for Transport","South East (England)","50-59","430","420","38820","31380"
"In post","2021","Department for Transport","South East (England)","60-64","150","140","35390","29730"
"In post","2021","Department for Transport","South East (England)","65+","70","50","32770","26780"
"In post","2021","Department for Transport","South West (England)","20-29","80","80","28140","26350"
"In post","2021","Department for Transport","South West (England)","30-39","140","140","32950","29030"
"In post","2021","Department for Transport","South West (England)","40-49","210","200","34400","31040"
"In post","2021","Department for Transport","South West (England)","50-59","240","230","33720","29420"
"In post","2021","Department for Transport","South West (England)","60-64","70","60","32470","27620"
"In post","2021","Department for Transport","South West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Wales","16-19","40","30","[c]","[c]"
"In post","2021","Department for Transport","Wales","20-29","870","830","23100","21590"
"In post","2021","Department for Transport","Wales","30-39","1910","1710","25620","21590"
"In post","2021","Department for Transport","Wales","40-49","1700","1560","28270","21590"
"In post","2021","Department for Transport","Wales","50-59","1620","1450","28240","21590"
"In post","2021","Department for Transport","Wales","60-64","620","450","25360","21590"
"In post","2021","Department for Transport","Wales","65+","150","100","24880","21590"
"In post","2021","Department for Transport","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","West Midlands (England)","20-29","50","50","26920","26470"
"In post","2021","Department for Transport","West Midlands (England)","30-39","70","70","30470","26740"
"In post","2021","Department for Transport","West Midlands (England)","40-49","110","110","30330","26780"
"In post","2021","Department for Transport","West Midlands (England)","50-59","150","150","29040","26780"
"In post","2021","Department for Transport","West Midlands (England)","60-64","50","40","[c]","[c]"
"In post","2021","Department for Transport","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Yorkshire and The Humber","20-29","50","50","26110","26580"
"In post","2021","Department for Transport","Yorkshire and The Humber","30-39","80","80","30610","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","40-49","120","120","29320","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","50-59","190","180","30540","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","60-64","70","60","31530","26780"
"In post","2021","Department for Transport","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","East Midlands (England)","20-29","490","470","25360","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","30-39","810","730","26360","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","40-49","1150","1030","27510","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","50-59","1820","1630","28050","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","60-64","480","370","27340","27570"
"In post","2021","Department for Work and Pensions","East Midlands (England)","65+","120","90","26360","26120"
"In post","2021","Department for Work and Pensions","East of England","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","East of England","20-29","490","480","27430","27570"
"In post","2021","Department for Work and Pensions","East of England","30-39","660","600","27970","27570"
"In post","2021","Department for Work and Pensions","East of England","40-49","1160","1030","28540","27570"
"In post","2021","Department for Work and Pensions","East of England","50-59","1740","1580","29160","27570"
"In post","2021","Department for Work and Pensions","East of England","60-64","500","420","28850","27570"
"In post","2021","Department for Work and Pensions","East of England","65+","140","100","27520","27570"
"In post","2021","Department for Work and Pensions","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","London","20-29","1820","1800","31830","31060"
"In post","2021","Department for Work and Pensions","London","30-39","1740","1660","34430","31060"
"In post","2021","Department for Work and Pensions","London","40-49","2220","2050","35330","31060"
"In post","2021","Department for Work and Pensions","London","50-59","3230","3050","34180","31060"
"In post","2021","Department for Work and Pensions","London","60-64","830","710","32930","31060"
"In post","2021","Department for Work and Pensions","London","65+","330","250","30770","31060"
"In post","2021","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","North East (England)","16-19","40","40","[c]","[c]"
"In post","2021","Department for Work and Pensions","North East (England)","20-29","1080","1070","24960","21010"
"In post","2021","Department for Work and Pensions","North East (England)","30-39","1710","1570","27370","27570"
"In post","2021","Department for Work and Pensions","North East (England)","40-49","2320","2090","28650","27570"
"In post","2021","Department for Work and Pensions","North East (England)","50-59","3210","2830","27630","27570"
"In post","2021","Department for Work and Pensions","North East (England)","60-64","1010","750","25710","21010"
"In post","2021","Department for Work and Pensions","North East (England)","65+","260","180","24710","21010"
"In post","2021","Department for Work and Pensions","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","North West (England)","16-19","40","40","[c]","[c]"
"In post","2021","Department for Work and Pensions","North West (England)","20-29","1980","1950","25330","27570"
"In post","2021","Department for Work and Pensions","North West (England)","30-39","2810","2610","27050","27570"
"In post","2021","Department for Work and Pensions","North West (England)","40-49","4750","4300","27960","27570"
"In post","2021","Department for Work and Pensions","North West (England)","50-59","6780","6160","28450","27570"
"In post","2021","Department for Work and Pensions","North West (England)","60-64","1770","1370","26820","27570"
"In post","2021","Department for Work and Pensions","North West (England)","65+","500","360","25650","25600"
"In post","2021","Department for Work and Pensions","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Scotland","20-29","730","710","24170","21010"
"In post","2021","Department for Work and Pensions","Scotland","30-39","1470","1330","25570","27570"
"In post","2021","Department for Work and Pensions","Scotland","40-49","2080","1880","26230","27570"
"In post","2021","Department for Work and Pensions","Scotland","50-59","3390","3060","26630","27570"
"In post","2021","Department for Work and Pensions","Scotland","60-64","1090","810","26160","27570"
"In post","2021","Department for Work and Pensions","Scotland","65+","260","180","25510","25070"
"In post","2021","Department for Work and Pensions","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","South East (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","South East (England)","20-29","790","780","26490","27570"
"In post","2021","Department for Work and Pensions","South East (England)","30-39","990","900","27410","27570"
"In post","2021","Department for Work and Pensions","South East (England)","40-49","1500","1360","27890","27570"
"In post","2021","Department for Work and Pensions","South East (England)","50-59","2430","2220","28040","27570"
"In post","2021","Department for Work and Pensions","South East (England)","60-64","790","650","27310","27570"
"In post","2021","Department for Work and Pensions","South East (England)","65+","240","180","26540","27570"
"In post","2021","Department for Work and Pensions","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","South West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","South West (England)","20-29","550","530","25100","27570"
"In post","2021","Department for Work and Pensions","South West (England)","30-39","950","830","26080","27570"
"In post","2021","Department for Work and Pensions","South West (England)","40-49","1400","1220","26730","27570"
"In post","2021","Department for Work and Pensions","South West (England)","50-59","2080","1850","26890","27570"
"In post","2021","Department for Work and Pensions","South West (England)","60-64","640","490","26070","27570"
"In post","2021","Department for Work and Pensions","South West (England)","65+","200","140","25040","26590"
"In post","2021","Department for Work and Pensions","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Unknown","20-29","120","120","28080","27570"
"In post","2021","Department for Work and Pensions","Unknown","30-39","180","170","29730","27570"
"In post","2021","Department for Work and Pensions","Unknown","40-49","200","190","30490","27570"
"In post","2021","Department for Work and Pensions","Unknown","50-59","300","280","31680","27570"
"In post","2021","Department for Work and Pensions","Unknown","60-64","80","60","31230","27570"
"In post","2021","Department for Work and Pensions","Unknown","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Wales","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Wales","20-29","650","640","24840","27570"
"In post","2021","Department for Work and Pensions","Wales","30-39","1110","1020","25840","27570"
"In post","2021","Department for Work and Pensions","Wales","40-49","1330","1210","26310","27570"
"In post","2021","Department for Work and Pensions","Wales","50-59","1910","1720","26630","27570"
"In post","2021","Department for Work and Pensions","Wales","60-64","570","420","25440","27570"
"In post","2021","Department for Work and Pensions","Wales","65+","150","100","24720","23200"
"In post","2021","Department for Work and Pensions","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","West Midlands (England)","20-29","730","710","25800","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","30-39","1220","1100","26340","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","40-49","1810","1600","26390","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","50-59","2860","2530","26380","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","60-64","840","650","25510","27570"
"In post","2021","Department for Work and Pensions","West Midlands (England)","65+","210","150","25650","26120"
"In post","2021","Department for Work and Pensions","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","16-19","30","30","[c]","[c]"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","20-29","1110","1100","26680","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","30-39","1500","1360","29490","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","40-49","2430","2170","30940","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","50-59","3440","3110","30880","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","60-64","870","640","27960","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","65+","210","140","27310","27570"
"In post","2021","Department for Work and Pensions","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","East Midlands (England)","30-39","40","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","East Midlands (England)","40-49","60","50","43060","37690"
"In post","2021","Department of Health and Social Care","East Midlands (England)","50-59","60","60","52020","44500"
"In post","2021","Department of Health and Social Care","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","East of England","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","East of England","20-29","90","90","28440","27510"
"In post","2021","Department of Health and Social Care","East of England","30-39","190","170","38080","33180"
"In post","2021","Department of Health and Social Care","East of England","40-49","200","190","46880","43360"
"In post","2021","Department of Health and Social Care","East of England","50-59","170","160","55220","45740"
"In post","2021","Department of Health and Social Care","East of England","60-64","60","60","47120","39110"
"In post","2021","Department of Health and Social Care","East of England","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","London","20-29","1710","1680","35850","32790"
"In post","2021","Department of Health and Social Care","London","30-39","1610","1530","47290","42000"
"In post","2021","Department of Health and Social Care","London","40-49","1410","1320","54530","53360"
"In post","2021","Department of Health and Social Care","London","50-59","1280","1210","54610","51480"
"In post","2021","Department of Health and Social Care","London","60-64","270","240","60420","52610"
"In post","2021","Department of Health and Social Care","London","65+","130","110","57820","50130"
"In post","2021","Department of Health and Social Care","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North East (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North East (England)","30-39","30","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","North East (England)","40-49","40","40","[c]","[c]"
"In post","2021","Department of Health and Social Care","North East (England)","50-59","40","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","North East (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","North West (England)","20-29","130","130","23290","20150"
"In post","2021","Department of Health and Social Care","North West (England)","30-39","130","120","33560","31370"
"In post","2021","Department of Health and Social Care","North West (England)","40-49","140","130","44120","38370"
"In post","2021","Department of Health and Social Care","North West (England)","50-59","140","130","44710","36820"
"In post","2021","Department of Health and Social Care","North West (England)","60-64","30","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","North West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Scotland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Scotland","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Scotland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Scotland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Scotland","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Scotland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South East (England)","20-29","50","50","28930","25260"
"In post","2021","Department of Health and Social Care","South East (England)","30-39","90","80","41140","39030"
"In post","2021","Department of Health and Social Care","South East (England)","40-49","140","130","48830","47090"
"In post","2021","Department of Health and Social Care","South East (England)","50-59","170","150","51510","47320"
"In post","2021","Department of Health and Social Care","South East (England)","60-64","40","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","South East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South West (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","South West (England)","20-29","280","260","25310","23140"
"In post","2021","Department of Health and Social Care","South West (England)","30-39","290","270","34990","34420"
"In post","2021","Department of Health and Social Care","South West (England)","40-49","310","280","42950","38520"
"In post","2021","Department of Health and Social Care","South West (England)","50-59","230","210","48900","42800"
"In post","2021","Department of Health and Social Care","South West (England)","60-64","80","70","52700","44500"
"In post","2021","Department of Health and Social Care","South West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Wales","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Midlands (England)","20-29","80","70","22770","21590"
"In post","2021","Department of Health and Social Care","West Midlands (England)","30-39","100","90","35800","31370"
"In post","2021","Department of Health and Social Care","West Midlands (England)","40-49","120","110","45520","38070"
"In post","2021","Department of Health and Social Care","West Midlands (England)","50-59","120","110","51850","42480"
"In post","2021","Department of Health and Social Care","West Midlands (England)","60-64","40","30","[c]","[c]"
"In post","2021","Department of Health and Social Care","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","20-29","300","300","31330","28970"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","30-39","320","310","41770","37480"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","40-49","420","400","46370","48860"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","50-59","330","310","49480","47090"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","60-64","60","50","45430","36930"
"In post","2021","Department of Health and Social Care","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Wales","30-39","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Wales","40-49","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Wales","50-59","50","40","[c]","[c]"
"In post","2021","ESTYN","Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East of England","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East of England","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East of England","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East of England","50-59","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","East of England","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","East of England","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","London","20-29","50","50","35760","32830"
"In post","2021","Food Standards Agency","London","30-39","90","90","42000","40960"
"In post","2021","Food Standards Agency","London","40-49","160","150","44600","40960"
"In post","2021","Food Standards Agency","London","50-59","130","130","43990","40960"
"In post","2021","Food Standards Agency","London","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","London","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North East (England)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North East (England)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North East (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","North West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Northern Ireland","30-39","40","30","[c]","[c]"
"In post","2021","Food Standards Agency","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Northern Ireland","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South East (England)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South East (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South East (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","South West (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Wales","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Wales","30-39","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Wales","40-49","30","30","[c]","[c]"
"In post","2021","Food Standards Agency","Wales","50-59","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","Wales","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Wales","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","West Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","West Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","West Midlands (England)","50-59","40","40","[c]","[c]"
"In post","2021","Food Standards Agency","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","30-39","60","60","36770","37350"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","40-49","90","90","39700","37910"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","50-59","100","100","36410","31780"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Food Standards Agency","Yorkshire and The Humber","65+","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","London","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","London","20-29","930","930","36250","35700"
"In post","2021","Foreign, Commonwealth and Development Office","London","30-39","1140","1120","50090","53000"
"In post","2021","Foreign, Commonwealth and Development Office","London","40-49","1030","990","56170","57400"
"In post","2021","Foreign, Commonwealth and Development Office","London","50-59","940","920","53420","49380"
"In post","2021","Foreign, Commonwealth and Development Office","London","60-64","150","150","51970","43930"
"In post","2021","Foreign, Commonwealth and Development Office","London","65+","70","60","51030","51490"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","20-29","200","200","37310","34220"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","30-39","710","710","48090","52430"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","40-49","710","710","54530","56160"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","50-59","550","550","57560","56710"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","60-64","90","90","63610","63100"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","65+","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","16-19","[c]","[c]","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","20-29","150","150","31870","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","30-39","260","260","40070","38500"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","40-49","240","240","43630","42890"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","50-59","250","240","44580","43320"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","60-64","50","40","[c]","[c]"
"In post","2021","Foreign, Commonwealth and Development Office","Scotland","65+","[c]","[c]","[c]","[c]"
