"Status","Year","Profession_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Male","Unknown","1250","1210","46870","41750"
"In post","2022","Medicine","Female","Heterosexual / straight","1240","1090","49700","39630"
"In post","2022","Medicine","Female","LGBO","40","30","[c]","[c]"
"In post","2022","Medicine","Female","Undeclared","160","140","63190","54340"
"In post","2022","Medicine","Female","Unknown","330","280","53300","40730"
"In post","2022","Medicine","Male","Heterosexual / straight","490","450","64080","63430"
"In post","2022","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Male","Undeclared","90","80","71600","70330"
"In post","2022","Medicine","Male","Unknown","150","130","65240","54280"
"In post","2022","Operational Delivery","Female","Heterosexual / straight","101240","90120","28250","27130"
"In post","2022","Operational Delivery","Female","LGBO","5690","5450","28500","27120"
"In post","2022","Operational Delivery","Female","Undeclared","12130","10500","28160","26820"
"In post","2022","Operational Delivery","Female","Unknown","31030","26950","26710","24920"
"In post","2022","Operational Delivery","Male","Heterosexual / straight","68090","65440","30210","27570"
"In post","2022","Operational Delivery","Male","LGBO","4690","4550","29030","27570"
"In post","2022","Operational Delivery","Male","Undeclared","9200","8700","30480","27570"
"In post","2022","Operational Delivery","Male","Unknown","22900","21690","28490","26820"
"In post","2022","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Heterosexual / straight","240","220","45320","42470"
"In post","2022","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Female","Unknown","150","140","41850","38070"
"In post","2022","Operational Research","Male","Heterosexual / straight","310","300","47400","47010"
"In post","2022","Operational Research","Male","LGBO","40","40","[c]","[c]"
"In post","2022","Operational Research","Male","Undeclared","40","40","[c]","[c]"
"In post","2022","Operational Research","Male","Unknown","310","300","44750","47010"
"In post","2022","Operational Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other","Female","Heterosexual / straight","11930","10980","29040","26670"
"In post","2022","Other","Female","LGBO","490","470","29290","26950"
"In post","2022","Other","Female","Undeclared","1390","1290","29270","26670"
"In post","2022","Other","Female","Unknown","2260","2060","31310","27570"
"In post","2022","Other","Male","Heterosexual / straight","9180","8980","31350","27570"
"In post","2022","Other","Male","LGBO","530","520","30970","27570"
"In post","2022","Other","Male","Undeclared","1300","1260","31720","27570"
"In post","2022","Other","Male","Unknown","3300","3250","35700","32700"
"In post","2022","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","Heterosexual / straight","80","80","45650","41650"
"In post","2022","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Male","Heterosexual / straight","90","90","45810","41020"
"In post","2022","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Heterosexual / straight","110","100","55090","58810"
"In post","2022","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Heterosexual / straight","170","160","56990","58810"
"In post","2022","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Male","Unknown","40","30","[c]","[c]"
"In post","2022","Policy","Female","Heterosexual / straight","12940","12360","46460","41970"
"In post","2022","Policy","Female","LGBO","1060","1040","43880","40050"
"In post","2022","Policy","Female","Undeclared","1610","1550","45680","41100"
"In post","2022","Policy","Female","Unknown","2330","2230","46250","41950"
"In post","2022","Policy","Male","Heterosexual / straight","10200","10070","48970","47470"
"In post","2022","Policy","Male","LGBO","1320","1300","48870","48500"
"In post","2022","Policy","Male","Undeclared","1530","1510","48660","47200"
"In post","2022","Policy","Male","Unknown","1990","1960","46950","42890"
"In post","2022","Project Delivery","Female","Heterosexual / straight","5930","5610","41960","39600"
"In post","2022","Project Delivery","Female","LGBO","270","270","41010","37280"
"In post","2022","Project Delivery","Female","Undeclared","630","590","40990","39420"
"In post","2022","Project Delivery","Female","Unknown","1310","1210","40260","38070"
"In post","2022","Project Delivery","Male","Heterosexual / straight","5540","5430","45690","41000"
"In post","2022","Project Delivery","Male","LGBO","340","330","44500","40520"
"In post","2022","Project Delivery","Male","Undeclared","730","710","47200","42700"
"In post","2022","Project Delivery","Male","Unknown","1130","1110","43530","40520"
"In post","2022","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Property","Female","Heterosexual / straight","2230","2090","36560","33300"
"In post","2022","Property","Female","LGBO","100","90","35940","33300"
"In post","2022","Property","Female","Undeclared","280","260","37740","33370"
"In post","2022","Property","Female","Unknown","510","470","32500","29750"
"In post","2022","Property","Male","Heterosexual / straight","3140","3070","39870","36390"
"In post","2022","Property","Male","LGBO","130","130","40260","35840"
"In post","2022","Property","Male","Undeclared","430","410","39650","36450"
"In post","2022","Property","Male","Unknown","780","760","37280","33370"
"In post","2022","Psychology","Female","Heterosexual / straight","1010","970","35900","30790"
"In post","2022","Psychology","Female","LGBO","60","60","30870","28380"
"In post","2022","Psychology","Female","Undeclared","60","60","34940","31180"
"In post","2022","Psychology","Female","Unknown","200","190","35850","34340"
"In post","2022","Psychology","Male","Heterosexual / straight","120","120","36900","31180"
"In post","2022","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Male","Unknown","30","30","[c]","[c]"
"In post","2022","Science and Engineering","Female","Heterosexual / straight","2640","2460","38410","36330"
"In post","2022","Science and Engineering","Female","LGBO","210","200","34060","30930"
"In post","2022","Science and Engineering","Female","Undeclared","440","400","39680","38680"
"In post","2022","Science and Engineering","Female","Unknown","1080","1020","39530","38070"
"In post","2022","Science and Engineering","Male","Heterosexual / straight","5770","5650","38890","37420"
"In post","2022","Science and Engineering","Male","LGBO","260","260","36980","32910"
"In post","2022","Science and Engineering","Male","Undeclared","1110","1070","39760","38330"
"In post","2022","Science and Engineering","Male","Unknown","2440","2380","41090","38600"
"In post","2022","Security","Female","Heterosexual / straight","1480","1430","32920","30860"
"In post","2022","Security","Female","LGBO","140","140","33090","30810"
"In post","2022","Security","Female","Undeclared","200","190","33240","31020"
"In post","2022","Security","Female","Unknown","320","310","34060","31600"
"In post","2022","Security","Male","Heterosexual / straight","5120","5030","31410","27680"
"In post","2022","Security","Male","LGBO","160","160","34650","33630"
"In post","2022","Security","Male","Undeclared","760","740","35800","39070"
"In post","2022","Security","Male","Unknown","1100","1090","33190","30690"
"In post","2022","Social Research","Female","Heterosexual / straight","660","620","42520","38340"
"In post","2022","Social Research","Female","LGBO","90","80","40970","37490"
"In post","2022","Social Research","Female","Undeclared","60","50","43070","38340"
"In post","2022","Social Research","Female","Unknown","120","120","40200","38340"
"In post","2022","Social Research","Male","Heterosexual / straight","280","280","44010","39840"
"In post","2022","Social Research","Male","LGBO","30","30","[c]","[c]"
"In post","2022","Social Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Male","Unknown","70","70","41420","38340"
"In post","2022","Social Research","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Female","Heterosexual / straight","780","730","45340","41340"
"In post","2022","Statistics","Female","LGBO","90","80","40410","38340"
"In post","2022","Statistics","Female","Undeclared","80","70","41440","38340"
"In post","2022","Statistics","Female","Unknown","160","150","38820","36840"
"In post","2022","Statistics","Male","Heterosexual / straight","910","890","44500","40200"
"In post","2022","Statistics","Male","LGBO","90","90","41350","37930"
"In post","2022","Statistics","Male","Undeclared","90","90","43300","38500"
"In post","2022","Statistics","Male","Unknown","200","200","41740","38020"
"In post","2022","Statistics","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Female","Heterosexual / straight","5620","5230","35590","33370"
"In post","2022","Tax","Female","LGBO","350","340","34150","33080"
"In post","2022","Tax","Female","Undeclared","600","550","37760","33370"
"In post","2022","Tax","Female","Unknown","2730","2530","30050","26820"
"In post","2022","Tax","Male","Heterosexual / straight","5880","5710","37830","33370"
"In post","2022","Tax","Male","LGBO","530","520","34080","33020"
"In post","2022","Tax","Male","Undeclared","760","720","40860","35980"
"In post","2022","Tax","Male","Unknown","3140","3040","32420","30750"
"In post","2022","Unknown","Female","Heterosexual / straight","9990","9500","41800","36130"
"In post","2022","Unknown","Female","LGBO","790","770","38290","33720"
"In post","2022","Unknown","Female","Undeclared","760","730","43070","39660"
"In post","2022","Unknown","Female","Unknown","5750","5490","39270","32000"
"In post","2022","Unknown","Male","Heterosexual / straight","7800","7710","43810","37610"
"In post","2022","Unknown","Male","LGBO","900","890","41520","34640"
"In post","2022","Unknown","Male","Undeclared","770","760","45710","40600"
"In post","2022","Unknown","Male","Unknown","5490","5400","41750","33250"
"In post","2022","Veterinarian","Female","Heterosexual / straight","160","150","43520","38390"
"In post","2022","Veterinarian","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Female","Undeclared","40","40","[c]","[c]"
"In post","2022","Veterinarian","Female","Unknown","30","30","[c]","[c]"
"In post","2022","Veterinarian","Male","Heterosexual / straight","120","120","44060","40440"
"In post","2022","Veterinarian","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","Veterinarian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Heterosexual / straight","60","60","37140","35370"
"Leaver CS","2021","Commercial","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Heterosexual / straight","70","70","42030","40470"
"Leaver CS","2021","Commercial","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Heterosexual / straight","70","60","37530","34160"
"Leaver CS","2021","Communications","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Female","Unknown","50","50","[c]","[c]"
"Leaver CS","2021","Communications","Male","Heterosexual / straight","60","60","36630","32700"
"Leaver CS","2021","Communications","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Heterosexual / straight","70","60","41980","38100"
"Leaver CS","2021","Digital, Data and Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Heterosexual / straight","160","160","43310","38770"
"Leaver CS","2021","Digital, Data and Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Male","Unknown","110","110","41000","38220"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Economics","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Heterosexual / straight","80","80","36820","32430"
"Leaver CS","2021","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Heterosexual / straight","90","90","46770","44790"
"Leaver CS","2021","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Heterosexual / straight","130","120","37740","32550"
"Leaver CS","2021","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Heterosexual / straight","80","80","41280","36100"
"Leaver CS","2021","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Heterosexual / straight","140","120","53480","52670"
"Leaver CS","2021","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Female","Unknown","70","60","53260","55610"
"Leaver CS","2021","Legal","Male","Heterosexual / straight","100","80","53740","55000"
"Leaver CS","2021","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Male","Unknown","50","50","54390","55610"
"Leaver CS","2021","Medicine","Female","Heterosexual / straight","130","100","46900","37110"
"Leaver CS","2021","Medicine","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","Heterosexual / straight","2330","2010","26470","22240"
"Leaver CS","2021","Operational Delivery","Female","LGBO","170","160","26110","21590"
"Leaver CS","2021","Operational Delivery","Female","Undeclared","440","370","27090","22820"
"Leaver CS","2021","Operational Delivery","Female","Unknown","1210","1090","25160","21590"
"Leaver CS","2021","Operational Delivery","Male","Heterosexual / straight","2250","2050","30310","25710"
"Leaver CS","2021","Operational Delivery","Male","LGBO","100","90","29690","23810"
"Leaver CS","2021","Operational Delivery","Male","Undeclared","400","350","29850","26550"
"Leaver CS","2021","Operational Delivery","Male","Unknown","1350","1240","29030","24250"
"Leaver CS","2021","Operational Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Heterosexual / straight","390","360","27030","21580"
"Leaver CS","2021","Other","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Other","Female","Unknown","130","120","32310","26670"
"Leaver CS","2021","Other","Male","Heterosexual / straight","500","490","31140","29200"
"Leaver CS","2021","Other","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Male","Undeclared","80","80","27850","26670"
"Leaver CS","2021","Other","Male","Unknown","290","290","33350","30440"
"Leaver CS","2021","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Heterosexual / straight","210","200","45340","40700"
"Leaver CS","2021","Policy","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Female","Unknown","150","140","38710","33170"
"Leaver CS","2021","Policy","Male","Heterosexual / straight","200","190","49870","41970"
"Leaver CS","2021","Policy","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Male","Unknown","150","150","43560","38840"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Heterosexual / straight","140","130","37510","33080"
"Leaver CS","2021","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Heterosexual / straight","180","170","45210","40020"
"Leaver CS","2021","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Heterosexual / straight","70","60","32220","26500"
"Leaver CS","2021","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","Unknown","50","40","28380","24800"
"Leaver CS","2021","Property","Male","Heterosexual / straight","170","150","34010","33000"
"Leaver CS","2021","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Male","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Property","Male","Unknown","80","70","29450","25500"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2021","Psychology","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Heterosexual / straight","180","170","31460","28170"
"Leaver CS","2021","Science and Engineering","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","Unknown","100","80","31800","29750"
