"Status","Year","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Female","70","60","37430","32040"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Male","90","90","36770","36030"
"Leaver Dept.","2021","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Departments","Female","180","170","41930","33100"
"Leaver Dept.","2022","Attorney General's Departments","Male","100","100","42350","33100"
"Leaver Dept.","2022","Cabinet Office","Female","1040","1030","41830","34550"
"Leaver Dept.","2022","Cabinet Office","Male","830","830","42370","34550"
"Leaver Dept.","2022","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Female","410","390","41310","37030"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy","Male","390","380","43050","40050"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Female","110","110","41720","34280"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","Male","100","100","47700","51730"
"Leaver Dept.","2022","Department for Education","Female","300","290","42400","37100"
"Leaver Dept.","2022","Department for Education","Male","210","210","42740","39150"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Female","290","280","27860","24920"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs","Male","230","230","28440","25190"
"Leaver Dept.","2022","Department for International Trade","Female","130","120","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","Male","100","100","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Female","210","200","40260","36340"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities","Male","170","170","42260","35550"
"Leaver Dept.","2022","Department for Transport","Female","320","300","35230","32000"
"Leaver Dept.","2022","Department for Transport","Male","340","340","37470","34710"
"Leaver Dept.","2022","Department for Work and Pensions","Female","1850","1770","29470","27570"
"Leaver Dept.","2022","Department for Work and Pensions","Male","1260","1240","30620","27570"
"Leaver Dept.","2022","Department of Health and Social Care","Female","5190","4030","41080","36330"
"Leaver Dept.","2022","Department of Health and Social Care","Male","2680","2020","47060","40170"
"Leaver Dept.","2022","Estyn","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Estyn","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","Male","30","30","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Female","230","70","41290","38600"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office","Male","190","40","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs","Female","750","710","29600","26670"
"Leaver Dept.","2022","HM Revenue and Customs","Male","650","640","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Female","120","120","[c]","[c]"
"Leaver Dept.","2022","HM Treasury","Male","90","90","[c]","[c]"
"Leaver Dept.","2022","Home Office","Female","740","700","35410","28850"
"Leaver Dept.","2022","Home Office","Male","660","660","35710","29610"
"Leaver Dept.","2022","Ministry of Defence","Female","520","500","35230","33200"
"Leaver Dept.","2022","Ministry of Defence","Male","600","590","37530","34640"
"Leaver Dept.","2022","Ministry of Justice","Female","1090","1060","31420","26410"
"Leaver Dept.","2022","Ministry of Justice","Male","660","650","31760","26550"
"Leaver Dept.","2022","National Crime Agency","Female","50","50","42560","39840"
"Leaver Dept.","2022","National Crime Agency","Male","60","50","43180","40170"
"Leaver Dept.","2022","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Female","50","50","[c]","[c]"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","Male","50","50","37520","34240"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government","Female","80","80","39190","31540"
"Leaver Dept.","2022","Scottish Government","Male","60","50","37540","34600"
"Leaver Dept.","2022","The National Archives","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The National Archives","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","Female","120","120","33510","30210"
"Leaver Dept.","2022","UK Statistics Authority","Male","110","100","37760","33210"
"Leaver Dept.","2022","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government","Male","30","30","[c]","[c]"
"New entrant CS","2021","Attorney General's Departments","Female","650","630","34410","27010"
"New entrant CS","2021","Attorney General's Departments","Male","370","360","38030","38000"
"New entrant CS","2021","Cabinet Office","Female","960","950","36850","28000"
"New entrant CS","2021","Cabinet Office","Male","780","770","43250","28000"
"New entrant CS","2021","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chancellor's other departments","Male","30","30","[c]","[c]"
"New entrant CS","2021","Charity Commission","Female","40","40","[c]","[c]"
"New entrant CS","2021","Charity Commission","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Female","40","40","[c]","[c]"
"New entrant CS","2021","Competition and Markets Authority","Male","30","30","[c]","[c]"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Female","780","760","31930","30930"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy","Male","720","710","34580","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Female","220","220","37600","34020"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","Male","180","180","40920","34020"
"New entrant CS","2021","Department for Education","Female","460","440","34750","29360"
"New entrant CS","2021","Department for Education","Male","320","310","37720","36500"
"New entrant CS","2021","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Female","920","890","31640","29180"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs","Male","700","690","34230","29750"
"New entrant CS","2021","Department for International Trade","Female","210","200","33400","31800"
"New entrant CS","2021","Department for International Trade","Male","190","190","35870","31800"
"New entrant CS","2021","Department for Transport","Female","640","610","29460","26130"
"New entrant CS","2021","Department for Transport","Male","770","750","32980","30270"
"New entrant CS","2021","Department for Work and Pensions","Female","10070","9780","26900","27570"
"New entrant CS","2021","Department for Work and Pensions","Male","7100","7060","26790","27570"
"New entrant CS","2021","Department of Health and Social Care","Female","2240","2010","35280","32330"
"New entrant CS","2021","Department of Health and Social Care","Male","1070","1000","40370","32790"
"New entrant CS","2021","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Female","50","50","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","Male","50","50","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Female","400","390","25870","22350"
"New entrant CS","2021","HM Land Registry","Male","300","300","26580","22350"
"New entrant CS","2021","HM Revenue and Customs","Female","2720","2640","24440","20140"
"New entrant CS","2021","HM Revenue and Customs","Male","2680","2650","25130","20140"
"New entrant CS","2021","HM Treasury","Female","240","240","33120","28500"
"New entrant CS","2021","HM Treasury","Male","230","230","34710","32320"
"New entrant CS","2021","Home Office","Female","980","960","31300","27370"
"New entrant CS","2021","Home Office","Male","1180","1170","32100","25630"
"New entrant CS","2021","Ministry of Defence","Female","1780","1680","29210","26350"
"New entrant CS","2021","Ministry of Defence","Male","2440","2420","30910","27490"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Female","230","220","35600","32780"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government","Male","200","200","38480","33210"
"New entrant CS","2021","Ministry of Justice","Female","5070","4880","23970","22850"
"New entrant CS","2021","Ministry of Justice","Male","3720","3640","25650","22850"
"New entrant CS","2021","National Crime Agency","Female","560","550","32930","32260"
"New entrant CS","2021","National Crime Agency","Male","500","490","35860","34140"
"New entrant CS","2021","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education","Female","110","110","47150","46360"
"New entrant CS","2021","Office for Standards in Education","Male","60","60","53330","51360"
"New entrant CS","2021","Office of Gas and Electricity Markets","Female","140","130","32610","25750"
"New entrant CS","2021","Office of Gas and Electricity Markets","Male","180","170","35880","27500"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other Cabinet Office Agencies","Female","90","90","37570","34800"
"New entrant CS","2021","Other Cabinet Office Agencies","Male","120","120","37850","34800"
"New entrant CS","2021","Scotland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government","Female","1190","1140","30460","26160"
"New entrant CS","2021","Scottish Government","Male","880","870","30260","26160"
"New entrant CS","2021","The National Archives","Female","30","30","[c]","[c]"
"New entrant CS","2021","The National Archives","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Female","40","40","[c]","[c]"
"New entrant CS","2021","UK Export Finance","Male","50","50","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","Female","570","540","31250","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Male","450","440","32010","29540"
"New entrant CS","2021","United Kingdom Statistics Authority","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Wales Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Welsh Government","Female","120","110","27960","20500"
"New entrant CS","2021","Welsh Government","Male","80","70","28560","25030"
"New entrant CS","2022","Attorney General's Departments","Female","740","720","33390","26950"
"New entrant CS","2022","Attorney General's Departments","Male","310","300","36780","30720"
"New entrant CS","2022","Cabinet Office","Female","1060","1050","36260","28000"
"New entrant CS","2022","Cabinet Office","Male","910","900","41380","32000"
"New entrant CS","2022","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Male","40","40","[c]","[c]"
"New entrant CS","2022","Charity Commission","Female","50","50","27350","24440"
"New entrant CS","2022","Charity Commission","Male","40","40","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Female","60","60","38770","33120"
"New entrant CS","2022","Competition and Markets Authority","Male","70","70","50700","44050"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Female","770","750","32750","30360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Male","690","690","33080","31310"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Female","220","220","34300","34020"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Male","170","170","37040","34020"
"New entrant CS","2022","Department for Education","Female","680","660","33660","29360"
"New entrant CS","2022","Department for Education","Male","420","410","36180","32870"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Female","1680","1620","31740","29180"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs","Male","1270","1260","32840","29180"
"New entrant CS","2022","Department for International Trade","Female","220","220","34880","31800"
"New entrant CS","2022","Department for International Trade","Male","210","210","38610","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Female","370","360","35020","33210"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities","Male","320","310","35540","33210"
"New entrant CS","2022","Department for Transport","Female","1010","960","30110","26130"
"New entrant CS","2022","Department for Transport","Male","1230","1210","31030","26130"
"New entrant CS","2022","Department for Work and Pensions","Female","6040","5840","25990","27570"
"New entrant CS","2022","Department for Work and Pensions","Male","4530","4490","27070","27570"
"New entrant CS","2022","Department of Health and Social Care","Female","2210","1890","36610","32330"
"New entrant CS","2022","Department of Health and Social Care","Male","1120","930","39000","32790"
"New entrant CS","2022","Estyn","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","Female","130","130","33720","30350"
"New entrant CS","2022","Food Standards Agency","Male","70","70","32930","30350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","Female","310","300","26570","22600"
"New entrant CS","2022","HM Land Registry","Male","200","200","27980","27130"
"New entrant CS","2022","HM Revenue and Customs","Female","4380","4220","26300","22010"
"New entrant CS","2022","HM Revenue and Customs","Male","4130","4090","27740","26590"
"New entrant CS","2022","HM Treasury","Female","190","190","34100","29320"
"New entrant CS","2022","HM Treasury","Male","170","170","37040","29320"
"New entrant CS","2022","Home Office","Female","1230","1180","28730","24880"
"New entrant CS","2022","Home Office","Male","1350","1270","30740","25770"
"New entrant CS","2022","Ministry of Defence","Female","2010","1920","29080","26350"
"New entrant CS","2022","Ministry of Defence","Male","2980","2950","31070","27010"
"New entrant CS","2022","Ministry of Justice","Female","11610","10990","26690","24270"
"New entrant CS","2022","Ministry of Justice","Male","6570","6340","27450","24800"
"New entrant CS","2022","National Crime Agency","Female","240","230","35490","32770"
"New entrant CS","2022","National Crime Agency","Male","280","280","38090","36410"
"New entrant CS","2022","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Female","180","170","48110","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Male","70","60","51790","51360"
"New entrant CS","2022","Office of Gas and Electricity Markets","Female","220","220","35110","30000"
"New entrant CS","2022","Office of Gas and Electricity Markets","Male","240","230","36810","29040"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Female","40","40","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government","Female","2710","2620","29610","27230"
"New entrant CS","2022","Scottish Government","Male","1800","1770","29950","27230"
"New entrant CS","2022","The National Archives","Female","60","50","31740","28040"
"New entrant CS","2022","The National Archives","Male","40","40","[c]","[c]"
"New entrant CS","2022","UK Export Finance","Female","70","70","41440","35000"
"New entrant CS","2022","UK Export Finance","Male","60","50","44980","43000"
"New entrant CS","2022","UK Statistics Authority","Female","560","500","28640","30210"
"New entrant CS","2022","UK Statistics Authority","Male","450","420","29960","30210"
"New entrant CS","2022","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Female","30","30","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Welsh Government","Female","220","210","33960","31210"
"New entrant CS","2022","Welsh Government","Male","150","140","35600","31210"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Parent_department","Government Department, total figures include Executive Agencies, Ministerial and Non-Ministerial Departments.","","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
