"Status","Year","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Office of the Secretary of State for Wales","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Other","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Office of the Secretary of State for Wales","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Commercial","Heterosexual / straight","50","50","[c]","[c]"
"In post","2022","Scottish Government","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Commercial","Unknown","60","50","28860","26900"
"In post","2022","Scottish Government","Communications","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Scottish Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Digital, Data and Technology","Heterosexual / straight","130","130","40100","37710"
"In post","2022","Scottish Government","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Digital, Data and Technology","Unknown","100","100","38350","35680"
"In post","2022","Scottish Government","Finance","Heterosexual / straight","70","70","37630","34800"
"In post","2022","Scottish Government","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Finance","Unknown","70","70","33620","30840"
"In post","2022","Scottish Government","Human Resources","Heterosexual / straight","160","150","36520","35000"
"In post","2022","Scottish Government","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Human Resources","Unknown","40","40","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Legal","Heterosexual / straight","600","570","53570","53490"
"In post","2022","Scottish Government","Legal","LGBO","40","40","[c]","[c]"
"In post","2022","Scottish Government","Legal","Undeclared","50","40","[c]","[c]"
"In post","2022","Scottish Government","Legal","Unknown","100","90","54150","53490"
"In post","2022","Scottish Government","Operational Delivery","Heterosexual / straight","3270","3060","31140","30840"
"In post","2022","Scottish Government","Operational Delivery","LGBO","210","210","28610","26900"
"In post","2022","Scottish Government","Operational Delivery","Undeclared","180","170","31030","30650"
"In post","2022","Scottish Government","Operational Delivery","Unknown","3880","3600","29510","29550"
"In post","2022","Scottish Government","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Other","Heterosexual / straight","220","200","36070","35000"
"In post","2022","Scottish Government","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Other","Unknown","440","400","31990","29900"
"In post","2022","Scottish Government","Policy","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","Scottish Government","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Psychology","Unknown","60","60","37690","35000"
"In post","2022","Scottish Government","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Government","Unknown","Heterosexual / straight","9110","8770","41760","36130"
"In post","2022","Scottish Government","Unknown","LGBO","830","820","37840","33070"
"In post","2022","Scottish Government","Unknown","Undeclared","600","580","42540","39660"
"In post","2022","Scottish Government","Unknown","Unknown","4770","4550","37210","31540"
"In post","2022","The National Archives","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","Heterosexual / straight","60","60","39530","37400"
"In post","2022","The National Archives","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Digital, Data and Technology","Unknown","40","30","[c]","[c]"
"In post","2022","The National Archives","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Knowledge and Information Management","Unknown","40","40","[c]","[c]"
"In post","2022","The National Archives","Operational Delivery","Heterosexual / straight","60","50","31400","28460"
"In post","2022","The National Archives","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Operational Delivery","Unknown","80","70","28960","24820"
"In post","2022","The National Archives","Other","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","The National Archives","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Other","Unknown","40","30","[c]","[c]"
"In post","2022","The National Archives","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Operational Delivery","Heterosexual / straight","240","230","52000","44680"
"In post","2022","UK Export Finance","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","Heterosexual / straight","40","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Digital, Data and Technology","Heterosexual / straight","410","400","42770","38400"
"In post","2022","UK Statistics Authority","Digital, Data and Technology","LGBO","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Digital, Data and Technology","Unknown","200","190","41010","36840"
"In post","2022","UK Statistics Authority","Economics","Heterosexual / straight","120","120","36010","30710"
"In post","2022","UK Statistics Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Economics","Unknown","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Finance","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Geography","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Human Resources","Heterosexual / straight","110","100","39520","36840"
"In post","2022","UK Statistics Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Operational Delivery","Heterosexual / straight","2040","1690","27830","23880"
"In post","2022","UK Statistics Authority","Operational Delivery","LGBO","100","90","28400","24250"
"In post","2022","UK Statistics Authority","Operational Delivery","Undeclared","130","110","28170","23880"
"In post","2022","UK Statistics Authority","Operational Delivery","Unknown","780","650","26660","23860"
"In post","2022","UK Statistics Authority","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Policy","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Project Delivery","Heterosexual / straight","190","180","40750","36840"
"In post","2022","UK Statistics Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Project Delivery","Unknown","50","50","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","Heterosexual / straight","470","450","39010","38340"
"In post","2022","UK Statistics Authority","Social Research","LGBO","50","50","35390","31320"
"In post","2022","UK Statistics Authority","Social Research","Undeclared","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Social Research","Unknown","100","100","40410","38340"
"In post","2022","UK Statistics Authority","Statistics","Heterosexual / straight","380","370","44160","39000"
"In post","2022","UK Statistics Authority","Statistics","LGBO","50","50","39240","38340"
"In post","2022","UK Statistics Authority","Statistics","Undeclared","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Statistics","Unknown","120","120","44270","38340"
"In post","2022","UK Supreme Court","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","UK Supreme Court","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Communications","Heterosexual / straight","120","110","39350","38160"
"In post","2022","Welsh Government","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government","Communications","Unknown","[c]","[c]","[c]","[c]"
