"Status","Year","Sexual_orientation","Region_ITL2","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","70","70","29020","26790"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","Declared non-disabled","80","80","41480","32730"
"Leaver CS","2022","LGBO","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - West","Declared disabled","80","70","39690","33570"
"Leaver CS","2022","LGBO","Inner London - West","Declared non-disabled","170","160","42190","38160"
"Leaver CS","2022","LGBO","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Inner London - West","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - South","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - West and North West","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Shropshire and Staffordshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Surrey, East and West Sussex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Surrey, East and West Sussex","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Surrey, East and West Sussex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tees Valley and Durham","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Tees Valley and Durham","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Central Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Central Scotland","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Wales and The Valleys","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Wales and The Valleys","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Yorkshire","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","West Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bedfordshire and Hertfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bedfordshire and Hertfordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Declared non-disabled","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cheshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cheshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cumbria","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Derbyshire and Nottinghamshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Derbyshire and Nottinghamshire","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Devon","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Devon","Declared non-disabled","80","70","31210","27570"
"Leaver CS","2022","Undeclared","Devon","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset and Somerset","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset and Somerset","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Anglia","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Anglia","Declared non-disabled","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","East Anglia","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Wales","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","East Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Declared non-disabled","120","110","35410","33300"
"Leaver CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","70","60","37320","36460"
"Leaver CS","2022","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hampshire and Isle of Wight","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Hampshire and Isle of Wight","Declared non-disabled","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Hampshire and Isle of Wight","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Highlands and Islands","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Highlands and Islands","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inner London - East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Inner London - East","Declared non-disabled","120","110","42240","34570"
"Leaver CS","2022","Undeclared","Inner London - East","Undeclared","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Inner London - East","Unknown","70","60","46230","40450"
"Leaver CS","2022","Undeclared","Inner London - West","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Inner London - West","Declared non-disabled","180","170","46620","42500"
"Leaver CS","2022","Undeclared","Inner London - West","Undeclared","100","90","46610","43890"
"Leaver CS","2022","Undeclared","Inner London - West","Unknown","300","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Kent","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kent","Declared non-disabled","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancashire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancashire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lincolnshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lincolnshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Merseyside","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Merseyside","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Eastern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Eastern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Yorkshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northumberland, and Tyne and Wear","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northumberland, and Tyne and Wear","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Northumberland, and Tyne and Wear","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - East and North East","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - East and North East","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - South","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - South","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - West and North West","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - West and North West","Declared non-disabled","70","50","29920","30890"
"Leaver CS","2022","Undeclared","Outer London - West and North West","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire and Staffordshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire and Staffordshire","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Yorkshire","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Yorkshire","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Southern Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Southern Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
