"Status","Year","Ethnicity","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Greater Manchester","50","40","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Inner London - East","110","100","32410","31060"
"Leaver Dept.","2022","Asian","20-29","Inner London - West","240","210","34110","33210"
"Leaver Dept.","2022","Asian","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Outer London - West and North West","90","90","29360","28670"
"Leaver Dept.","2022","Asian","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","West Midlands","90","80","23830","23390"
"Leaver Dept.","2022","Asian","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","20-29","West Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Greater Manchester","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Inner London - East","120","110","39840","33250"
"Leaver Dept.","2022","Asian","30-39","Inner London - West","170","160","42360","40780"
"Leaver Dept.","2022","Asian","30-39","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Outer London - West and North West","80","70","38620","33340"
"Leaver Dept.","2022","Asian","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","West Midlands","100","100","26810","25120"
"Leaver Dept.","2022","Asian","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","30-39","West Yorkshire","60","60","29780","27570"
"Leaver Dept.","2022","Asian","40-49","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Greater Manchester","30","30","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Inner London - East","60","60","51610","43990"
"Leaver Dept.","2022","Asian","40-49","Inner London - West","110","90","48380","45030"
"Leaver Dept.","2022","Asian","40-49","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Outer London - West and North West","90","90","47650","40570"
"Leaver Dept.","2022","Asian","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","West Midlands","70","70","32860","27570"
"Leaver Dept.","2022","Asian","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Inner London - East","40","40","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Inner London - West","50","40","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Outer London - West and North West","60","50","41100","35300"
"Leaver Dept.","2022","Asian","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","60-64","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","16-19","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Inner London - East","60","60","31930","31060"
"Leaver Dept.","2022","Black","20-29","Inner London - West","90","80","31860","30620"
"Leaver Dept.","2022","Black","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","20-29","Merseyside","[c]","[c]","[c]","[c]"
