"Status","Year","Ethnicity","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Unknown","Property","EO","370","340","26860","26000"
"In post","2021","Unknown","Property","G6/G7","140","140","57800","55760"
"In post","2021","Unknown","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","SEO/HEO","400","390","37210","36150"
"In post","2021","Unknown","Security","AA/AO","840","830","27020","25390"
"In post","2021","Unknown","Security","EO","150","140","28570","26670"
"In post","2021","Unknown","Security","G6/G7","60","50","59080","54700"
"In post","2021","Unknown","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Security","SEO/HEO","220","220","36240","34550"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AA/AO","3740","3390","21460","21010"
"In post","2021","Unknown","Unknown","EO","4570","4340","27980","27570"
"In post","2021","Unknown","Unknown","G6/G7","1140","1100","61190","59480"
"In post","2021","Unknown","Unknown","SCS","130","130","93730","85000"
"In post","2021","Unknown","Unknown","SEO/HEO","2300","2220","37810","36960"
"In post","2021","Unknown","Unknown","Unknown","1890","1880","37550","34460"
"In post","2021","White","Analysis","AA/AO","130","120","21310","21050"
"In post","2021","White","Analysis","EO","490","460","26200","25800"
"In post","2021","White","Analysis","G6/G7","1750","1670","58510","56410"
"In post","2021","White","Analysis","SCS","140","130","88320","78830"
"In post","2021","White","Analysis","SEO/HEO","2590","2500","35740","36030"
"In post","2021","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Commercial","AA/AO","370","340","21960","21130"
"In post","2021","White","Commercial","EO","630","600","26800","26670"
"In post","2021","White","Commercial","G6/G7","940","910","60740","58670"
"In post","2021","White","Commercial","SCS","150","150","105660","95580"
"In post","2021","White","Commercial","SEO/HEO","2220","2150","38330","37640"
"In post","2021","White","Commercial","Unknown","180","180","40370","38240"
"In post","2021","White","Communications","AA/AO","360","320","21290","21130"
"In post","2021","White","Communications","EO","1600","1520","25800","25560"
"In post","2021","White","Communications","G6/G7","730","700","57860","55890"
"In post","2021","White","Communications","SCS","90","90","90920","82850"
"In post","2021","White","Communications","SEO/HEO","2110","2050","35870","34770"
"In post","2021","White","Counter Fraud","AA/AO","520","450","21220","21440"
"In post","2021","White","Counter Fraud","EO","2080","1930","26750","25560"
"In post","2021","White","Counter Fraud","G6/G7","800","760","57470","54700"
"In post","2021","White","Counter Fraud","SCS","40","40","[c]","[c]"
"In post","2021","White","Counter Fraud","SEO/HEO","2870","2710","35070","33140"
"In post","2021","White","Debt","AA/AO","1530","1340","20800","20140"
"In post","2021","White","Debt","EO","630","570","26630","25560"
"In post","2021","White","Debt","G6/G7","40","40","[c]","[c]"
"In post","2021","White","Debt","SCS","[c]","[c]","[c]","[c]"
"In post","2021","White","Debt","SEO/HEO","200","190","34230","31810"
"In post","2021","White","Digital, Data & Technology","AA/AO","290","280","21850","21440"
"In post","2021","White","Digital, Data & Technology","EO","1440","1370","27440","26670"
"In post","2021","White","Digital, Data & Technology","G6/G7","2460","2400","57230","54700"
"In post","2021","White","Digital, Data & Technology","SCS","190","180","90040","83410"
"In post","2021","White","Digital, Data & Technology","SEO/HEO","4450","4300","37400","37420"
"In post","2021","White","Digital, Data & Technology","Unknown","70","70","38130","38270"
"In post","2021","White","Finance","AA/AO","980","820","21100","21180"
"In post","2021","White","Finance","EO","1190","1120","26240","26670"
"In post","2021","White","Finance","G6/G7","1500","1460","58720","57540"
"In post","2021","White","Finance","SCS","230","220","91470","85100"
"In post","2021","White","Finance","SEO/HEO","2520","2420","37340","36970"
"In post","2021","White","Finance","Unknown","40","40","[c]","[c]"
"In post","2021","White","Grants Management","AA/AO","470","400","21020","21050"
"In post","2021","White","Grants Management","EO","330","300","25700","25660"
"In post","2021","White","Grants Management","G6/G7","40","40","[c]","[c]"
"In post","2021","White","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2021","White","Grants Management","SEO/HEO","230","210","32740","31080"
"In post","2021","White","Human Resources","AA/AO","1260","1140","21310","21130"
"In post","2021","White","Human Resources","EO","1260","1180","26500","26590"
"In post","2021","White","Human Resources","G6/G7","1510","1460","57860","56110"
"In post","2021","White","Human Resources","SCS","190","180","90080","83160"
"In post","2021","White","Human Resources","SEO/HEO","2900","2760","36470","35810"
"In post","2021","White","Human Resources","Unknown","200","190","38100","32710"
"In post","2021","White","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","EO","30","30","[c]","[c]"
"In post","2021","White","Internal Audit","G6/G7","160","150","59040","58120"
"In post","2021","White","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2021","White","Internal Audit","SEO/HEO","340","330","40390","40250"
"In post","2021","White","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","Legal","AA/AO","1120","1030","22140","21950"
"In post","2021","White","Legal","EO","1300","1200","27900","28430"
"In post","2021","White","Legal","G6/G7","4110","3780","59490","58040"
"In post","2021","White","Legal","SCS","340","330","89810","83230"
"In post","2021","White","Legal","SEO/HEO","2110","1950","39440","38550"
"In post","2021","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","White","No function","AA/AO","46990","42060","23280","21590"
"In post","2021","White","No function","EO","22930","21390","28170","27130"
"In post","2021","White","No function","G6/G7","15330","14780","58560","55940"
"In post","2021","White","No function","SCS","2190","2080","89760","80530"
"In post","2021","White","No function","SEO/HEO","30700","29330","37040","36240"
"In post","2021","White","No function","Unknown","8850","8170","30060","30210"
"In post","2021","White","Project Delivery","AA/AO","440","410","21380","21280"
"In post","2021","White","Project Delivery","EO","3580","3390","24750","25690"
"In post","2021","White","Project Delivery","G6/G7","5460","5310","57410","55620"
"In post","2021","White","Project Delivery","SCS","570","550","91190","83230"
"In post","2021","White","Project Delivery","SEO/HEO","10460","10070","36250","36180"
"In post","2021","White","Project Delivery","Unknown","1100","1080","42500","40500"
"In post","2021","White","Property","AA/AO","1580","1480","21390","21050"
"In post","2021","White","Property","EO","1320","1250","27510","26670"
"In post","2021","White","Property","G6/G7","970","950","57520","55530"
"In post","2021","White","Property","SCS","70","70","91060","81450"
"In post","2021","White","Property","SEO/HEO","2760","2650","37210","36460"
"In post","2021","White","Property","Unknown","40","40","[c]","[c]"
"In post","2021","White","Security","AA/AO","4190","4080","26560","21150"
"In post","2021","White","Security","EO","900","880","32850","28350"
"In post","2021","White","Security","G6/G7","270","260","60750","58470"
"In post","2021","White","Security","SCS","40","40","[c]","[c]"
"In post","2021","White","Security","SEO/HEO","1120","1100","40000","37090"
"In post","2021","White","Security","Unknown","40","40","[c]","[c]"
"In post","2021","White","Unknown","AA/AO","36870","32540","21220","21010"
"In post","2021","White","Unknown","EO","50110","45400","27620","27570"
"In post","2021","White","Unknown","G6/G7","9330","8970","60780","60740"
"In post","2021","White","Unknown","SCS","1080","1050","90070","83230"
"In post","2021","White","Unknown","SEO/HEO","24200","23060","36840","35310"
"In post","2021","White","Unknown","Unknown","470","460","38860","36950"
"In post","2022","Asian","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","EO","80","70","28060","27850"
"In post","2022","Asian","Analysis","G6/G7","200","200","59370","57620"
"In post","2022","Asian","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Analysis","SEO/HEO","320","320","37310","37150"
"In post","2022","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","EO","50","50","27130","26850"
"In post","2022","Asian","Commercial","G6/G7","60","50","60120","59770"
"In post","2022","Asian","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Commercial","SEO/HEO","170","160","37580","37430"
"In post","2022","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","AA/AO","40","40","[c]","[c]"
"In post","2022","Asian","Communications","EO","360","360","26900","26630"
"In post","2022","Asian","Communications","G6/G7","40","40","[c]","[c]"
"In post","2022","Asian","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Communications","SEO/HEO","270","260","36000","33370"
"In post","2022","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","AA/AO","350","300","23550","24250"
"In post","2022","Asian","Counter Fraud","EO","590","560","29030","27570"
"In post","2022","Asian","Counter Fraud","G6/G7","60","60","59640","60640"
"In post","2022","Asian","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Counter Fraud","SEO/HEO","360","350","36840","37610"
"In post","2022","Asian","Debt","AA/AO","650","560","22300","21260"
"In post","2022","Asian","Debt","EO","100","90","28850","27570"
"In post","2022","Asian","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","AA/AO","40","40","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","EO","280","270","27990","27500"
"In post","2022","Asian","Digital, Data & Technology","G6/G7","410","400","58240","55280"
"In post","2022","Asian","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Digital, Data & Technology","SEO/HEO","660","650","37280","36650"
"In post","2022","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","AA/AO","120","100","21900","21250"
"In post","2022","Asian","Finance","EO","220","210","27530","27140"
"In post","2022","Asian","Finance","G6/G7","210","200","58930","57540"
"In post","2022","Asian","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Finance","SEO/HEO","570","560","37770","37030"
"In post","2022","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","AA/AO","70","70","21920","21250"
"In post","2022","Asian","Human Resources","EO","180","170","28010","27570"
"In post","2022","Asian","Human Resources","G6/G7","120","110","57830","55980"
"In post","2022","Asian","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Human Resources","SEO/HEO","280","280","36510","36570"
"In post","2022","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Internal Audit","SEO/HEO","60","50","41240","40180"
"In post","2022","Asian","Legal","AA/AO","190","170","22980","23770"
"In post","2022","Asian","Legal","EO","220","210","27970","27350"
"In post","2022","Asian","Legal","G6/G7","570","530","57450","54200"
"In post","2022","Asian","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Legal","SEO/HEO","180","170","38090","38000"
"In post","2022","Asian","No function","AA/AO","5370","4750","22430","21260"
"In post","2022","Asian","No function","EO","6370","5940","28630","27570"
"In post","2022","Asian","No function","G6/G7","1300","1270","58290","55210"
"In post","2022","Asian","No function","SCS","190","180","92470","87600"
"In post","2022","Asian","No function","SEO/HEO","3970","3840","37130","36260"
"In post","2022","Asian","No function","Unknown","740","690","29380","27980"
"In post","2022","Asian","Project Delivery","AA/AO","60","40","23590","23460"
"In post","2022","Asian","Project Delivery","EO","170","160","26900","27200"
"In post","2022","Asian","Project Delivery","G6/G7","320","310","59630","58030"
"In post","2022","Asian","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Project Delivery","SEO/HEO","640","630","37460","37640"
"In post","2022","Asian","Project Delivery","Unknown","40","40","[c]","[c]"
"In post","2022","Asian","Property","AA/AO","50","40","[c]","[c]"
"In post","2022","Asian","Property","EO","160","150","26330","26820"
"In post","2022","Asian","Property","G6/G7","70","70","58300","55110"
"In post","2022","Asian","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Property","SEO/HEO","180","170","37850","36990"
"In post","2022","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","AA/AO","130","130","25060","22900"
"In post","2022","Asian","Security","EO","50","40","[c]","[c]"
"In post","2022","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Security","SEO/HEO","110","110","38400","37600"
"In post","2022","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","AA/AO","1380","1220","23320","22460"
"In post","2022","Asian","Unknown","EO","1980","1840","28020","28670"
"In post","2022","Asian","Unknown","G6/G7","440","420","61640","57740"
"In post","2022","Asian","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","SEO/HEO","1550","1510","37650","35860"
"In post","2022","Asian","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","EO","30","30","[c]","[c]"
"In post","2022","Black","Analysis","G6/G7","40","40","[c]","[c]"
"In post","2022","Black","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Analysis","SEO/HEO","130","120","37080","37930"
"In post","2022","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","G6/G7","30","30","[c]","[c]"
"In post","2022","Black","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Commercial","SEO/HEO","100","100","38010","36970"
"In post","2022","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","EO","120","120","27400","26820"
"In post","2022","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Communications","SEO/HEO","90","80","35730","33670"
"In post","2022","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","AA/AO","170","140","24010","25110"
"In post","2022","Black","Counter Fraud","EO","280","270","30160","31020"
"In post","2022","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Counter Fraud","SEO/HEO","160","150","37670","37930"
"In post","2022","Black","Debt","AA/AO","170","150","22910","21260"
"In post","2022","Black","Debt","EO","40","30","[c]","[c]"
"In post","2022","Black","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","EO","130","130","28200","27840"
"In post","2022","Black","Digital, Data & Technology","G6/G7","140","140","56470","54700"
"In post","2022","Black","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Digital, Data & Technology","SEO/HEO","350","340","37270","36650"
"In post","2022","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","AA/AO","40","30","[c]","[c]"
"In post","2022","Black","Finance","EO","80","80","28630","28920"
"In post","2022","Black","Finance","G6/G7","80","80","57660","55540"
"In post","2022","Black","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","SEO/HEO","240","240","38590","37930"
"In post","2022","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","AA/AO","30","30","[c]","[c]"
"In post","2022","Black","Human Resources","EO","110","110","28070","27570"
"In post","2022","Black","Human Resources","G6/G7","50","50","[c]","[c]"
"In post","2022","Black","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","SEO/HEO","180","180","37500","37000"
"In post","2022","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","AA/AO","130","120","23390","23770"
"In post","2022","Black","Legal","EO","150","150","28460","27760"
"In post","2022","Black","Legal","G6/G7","240","230","58810","57280"
"In post","2022","Black","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","SEO/HEO","110","110","37230","37930"
"In post","2022","Black","No function","AA/AO","2910","2730","24940","23950"
"In post","2022","Black","No function","EO","3680","3530","29600","30170"
"In post","2022","Black","No function","G6/G7","490","490","57190","54270"
"In post","2022","Black","No function","SCS","60","60","91960","82510"
"In post","2022","Black","No function","SEO/HEO","1910","1870","37630","36820"
"In post","2022","Black","No function","Unknown","1170","1130","31510","28690"
"In post","2022","Black","Project Delivery","AA/AO","50","40","[c]","[c]"
"In post","2022","Black","Project Delivery","EO","100","100","27790","28270"
"In post","2022","Black","Project Delivery","G6/G7","150","150","58640","58650"
"In post","2022","Black","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","SEO/HEO","380","370","37170","37730"
"In post","2022","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","EO","60","60","27580","28500"
"In post","2022","Black","Property","G6/G7","30","30","[c]","[c]"
"In post","2022","Black","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","SEO/HEO","100","90","38530","37320"
"In post","2022","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","AA/AO","60","60","24740","22900"
"In post","2022","Black","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","AA/AO","510","460","23820","25630"
"In post","2022","Black","Unknown","EO","820","770","28590","28810"
"In post","2022","Black","Unknown","G6/G7","190","180","60820","57680"
"In post","2022","Black","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","SEO/HEO","700","690","38240","36650"
"In post","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","G6/G7","70","70","58270","55210"
"In post","2022","Mixed","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","SEO/HEO","110","110","36500","36840"
"In post","2022","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","SEO/HEO","50","50","37500","37160"
"In post","2022","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","EO","60","60","27280","26820"
"In post","2022","Mixed","Communications","G6/G7","30","30","[c]","[c]"
"In post","2022","Mixed","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","SEO/HEO","90","90","36920","35250"
"In post","2022","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","AA/AO","50","40","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","EO","120","110","28710","27570"
"In post","2022","Mixed","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","SEO/HEO","70","70","37050","37610"
"In post","2022","Mixed","Debt","AA/AO","70","60","21730","21260"
"In post","2022","Mixed","Debt","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Debt","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Debt","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","EO","60","50","27620","26820"
"In post","2022","Mixed","Digital, Data & Technology","G6/G7","110","110","56490","54700"
"In post","2022","Mixed","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Digital, Data & Technology","SEO/HEO","160","160","36880","36050"
"In post","2022","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","EO","30","30","[c]","[c]"
"In post","2022","Mixed","Finance","G6/G7","60","50","58200","56340"
"In post","2022","Mixed","Finance","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Finance","SEO/HEO","100","90","37350","36350"
"In post","2022","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","EO","60","50","27730","27530"
"In post","2022","Mixed","Human Resources","G6/G7","60","60","57830","57590"
"In post","2022","Mixed","Human Resources","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Human Resources","SEO/HEO","110","100","36380","36320"
"In post","2022","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","AA/AO","40","30","[c]","[c]"
"In post","2022","Mixed","Legal","EO","50","50","[c]","[c]"
"In post","2022","Mixed","Legal","G6/G7","170","160","58870","56360"
"In post","2022","Mixed","Legal","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Legal","SEO/HEO","50","50","37220","37400"
"In post","2022","Mixed","No function","AA/AO","1470","1360","23790","21650"
"In post","2022","Mixed","No function","EO","1480","1400","28630","27570"
"In post","2022","Mixed","No function","G6/G7","580","570","58130","54790"
"In post","2022","Mixed","No function","SCS","80","70","85020","78000"
"In post","2022","Mixed","No function","SEO/HEO","1220","1190","37020","35930"
"In post","2022","Mixed","No function","Unknown","530","500","30720","28300"
"In post","2022","Mixed","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","EO","50","50","[c]","[c]"
"In post","2022","Mixed","Project Delivery","G6/G7","130","120","58970","58110"
"In post","2022","Mixed","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","SEO/HEO","230","220","36440","37000"
"In post","2022","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","SEO/HEO","50","50","38190","37550"
"In post","2022","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","AA/AO","50","50","[c]","[c]"
"In post","2022","Mixed","Security","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","SEO/HEO","50","50","39180","36510"
"In post","2022","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","AA/AO","230","210","22720","21680"
"In post","2022","Mixed","Unknown","EO","340","320","27560","27330"
"In post","2022","Mixed","Unknown","G6/G7","190","180","60920","57740"
"In post","2022","Mixed","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","SEO/HEO","360","350","38070","37450"
"In post","2022","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
