"Status","Year","Region_ITL3","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Oxfordshire CC","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Oxfordshire CC","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","70","60","37520","36460"
"Leaver CS","2022","Oxfordshire CC","Unknown","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","AA/AO","Eastern Scotland","50","50","24880","24980"
"Leaver CS","2022","Perth and Kinross, and Stirling","EO","Eastern Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Perth and Kinross, and Stirling","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","AA/AO","East Anglia","50","40","[c]","[c]"
"Leaver CS","2022","Peterborough","EO","East Anglia","50","40","[c]","[c]"
"Leaver CS","2022","Peterborough","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Peterborough","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","AA/AO","Devon","90","80","23660","22010"
"Leaver CS","2022","Plymouth","EO","Devon","60","60","25520","26670"
"Leaver CS","2022","Plymouth","G6/G7","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Plymouth","SEO/HEO","Devon","60","60","39370","38450"
"Leaver CS","2022","Plymouth","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","AA/AO","Hampshire and Isle of Wight","170","150","22930","21010"
"Leaver CS","2022","Portsmouth","EO","Hampshire and Isle of Wight","90","80","27940","27570"
"Leaver CS","2022","Portsmouth","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Portsmouth","SEO/HEO","Hampshire and Isle of Wight","80","70","40480","39030"
"Leaver CS","2022","Portsmouth","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","AA/AO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","EO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Powys","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","AA/AO","Outer London - East and North East","40","40","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","EO","Outer London - East and North East","50","50","30240","31060"
"Leaver CS","2022","Redbridge and Waltham Forest","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Redbridge and Waltham Forest","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","EO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sandwell","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Borders","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","AA/AO","Merseyside","140","120","20510","21140"
"Leaver CS","2022","Sefton","EO","Merseyside","120","110","26460","27380"
"Leaver CS","2022","Sefton","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sefton","SEO/HEO","Merseyside","80","70","36520","35910"
"Leaver CS","2022","Sefton","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","AA/AO","South Yorkshire","140","130","20950","21260"
"Leaver CS","2022","Sheffield","EO","South Yorkshire","100","90","26860","26950"
"Leaver CS","2022","Sheffield","G6/G7","South Yorkshire","50","50","59540","58130"
"Leaver CS","2022","Sheffield","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sheffield","SEO/HEO","South Yorkshire","110","90","35900","35350"
"Leaver CS","2022","Sheffield","Unknown","South Yorkshire","30","30","[c]","[c]"
"Leaver CS","2022","Shetland Islands","AA/AO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shetland Islands","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","AA/AO","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver CS","2022","Shropshire","EO","Shropshire and Staffordshire","50","40","[c]","[c]"
"Leaver CS","2022","Shropshire","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Shropshire","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","EO","West Midlands","40","30","[c]","[c]"
"Leaver CS","2022","Solihull","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Solihull","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","AA/AO","Dorset and Somerset","80","70","20920","20970"
"Leaver CS","2022","Somerset CC","EO","Dorset and Somerset","40","40","[c]","[c]"
"Leaver CS","2022","Somerset CC","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Somerset CC","SEO/HEO","Dorset and Somerset","70","70","36890","35210"
"Leaver CS","2022","Somerset CC","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","AA/AO","Derbyshire and Nottinghamshire","60","50","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","EO","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South and West Derbyshire","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","AA/AO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Ayrshire","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","AA/AO","Hampshire and Isle of Wight","220","140","20230","19610"
"Leaver CS","2022","South Hampshire","EO","Hampshire and Isle of Wight","110","110","25580","25220"
"Leaver CS","2022","South Hampshire","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Hampshire","SEO/HEO","Hampshire and Isle of Wight","110","100","34700","36460"
"Leaver CS","2022","South Hampshire","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","AA/AO","Southern Scotland","210","170","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","EO","Southern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Lanarkshire","SEO/HEO","Southern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","AA/AO","Derbyshire and Nottinghamshire","60","50","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Nottinghamshire","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","AA/AO","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver CS","2022","South Teesside","EO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South Teesside","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","AA/AO","West Wales and The Valleys","60","50","21090","21260"
"Leaver CS","2022","South West Wales","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West Wales","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","AA/AO","Hampshire and Isle of Wight","40","30","[c]","[c]"
"Leaver CS","2022","Southampton","EO","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2022","Southampton","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southampton","SEO/HEO","Hampshire and Isle of Wight","50","40","[c]","[c]"
"Leaver CS","2022","Southampton","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","AA/AO","Essex","30","20","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SCS","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","SEO/HEO","Essex","30","30","[c]","[c]"
"Leaver CS","2022","Southend-on-Sea","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","AA/AO","Shropshire and Staffordshire","240","230","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","EO","Shropshire and Staffordshire","80","70","27170","27570"
"Leaver CS","2022","Staffordshire CC","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","SEO/HEO","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver CS","2022","Staffordshire CC","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","AA/AO","Shropshire and Staffordshire","90","70","20130","20430"
"Leaver CS","2022","Stoke-on-Trent","EO","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Stoke-on-Trent","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","AA/AO","East Anglia","260","240","21100","21260"
"Leaver CS","2022","Suffolk CC","EO","East Anglia","100","90","27120","27570"
"Leaver CS","2022","Suffolk CC","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Suffolk CC","SEO/HEO","East Anglia","60","50","[c]","[c]"
"Leaver CS","2022","Suffolk CC","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","AA/AO","Northumberland, and Tyne and Wear","250","190","21040","21260"
"Leaver CS","2022","Sunderland","EO","Northumberland, and Tyne and Wear","90","70","27860","27570"
"Leaver CS","2022","Sunderland","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","SEO/HEO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Sunderland","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","AA/AO","West Wales and The Valleys","90","70","21220","21260"
"Leaver CS","2022","Swansea","EO","West Wales and The Valleys","30","20","[c]","[c]"
"Leaver CS","2022","Swansea","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swansea","SEO/HEO","West Wales and The Valleys","30","30","[c]","[c]"
"Leaver CS","2022","Swansea","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","EO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Swindon","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","AA/AO","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","EO","Shropshire and Staffordshire","40","40","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","SEO/HEO","Shropshire and Staffordshire","40","30","[c]","[c]"
"Leaver CS","2022","Telford and Wrekin","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","EO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Thurrock","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","AA/AO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","EO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Torbay","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tower Hamlets","AA/AO","Inner London - East","100","90","22470","23110"
"Leaver CS","2022","Tower Hamlets","EO","Inner London - East","120","120","28500","27570"
"Leaver CS","2022","Tower Hamlets","G6/G7","Inner London - East","270","260","61410","59410"
"Leaver CS","2022","Tower Hamlets","SCS","Inner London - East","80","70","98450","91840"
"Leaver CS","2022","Tower Hamlets","SEO/HEO","Inner London - East","250","250","38090","37070"
"Leaver CS","2022","Tower Hamlets","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","AA/AO","Northumberland, and Tyne and Wear","830","710","21100","21260"
"Leaver CS","2022","Tyneside","EO","Northumberland, and Tyne and Wear","260","220","26440","27570"
"Leaver CS","2022","Tyneside","G6/G7","Northumberland, and Tyne and Wear","110","90","56990","55610"
"Leaver CS","2022","Tyneside","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Tyneside","SEO/HEO","Northumberland, and Tyne and Wear","220","190","36220","35980"
"Leaver CS","2022","Tyneside","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","Unknown","380","310","20800","21590"
"Leaver CS","2022","Unknown","EO","Unknown","120","100","27330","27570"
"Leaver CS","2022","Unknown","G6/G7","Unknown","80","60","62380","61000"
"Leaver CS","2022","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Unknown","140","100","37660","37440"
"Leaver CS","2022","Unknown","Unknown","Unknown","490","420","35910","33270"
"Leaver CS","2022","Wakefield","AA/AO","West Yorkshire","100","80","[c]","[c]"
"Leaver CS","2022","Wakefield","EO","West Yorkshire","50","40","[c]","[c]"
"Leaver CS","2022","Wakefield","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wakefield","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","EO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Walsall","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","AA/AO","Inner London - West","90","90","[c]","[c]"
"Leaver CS","2022","Wandsworth","EO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","G6/G7","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","SEO/HEO","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wandsworth","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","AA/AO","Cheshire","70","60","[c]","[c]"
"Leaver CS","2022","Warrington","EO","Cheshire","50","50","[c]","[c]"
"Leaver CS","2022","Warrington","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","SCS","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warrington","SEO/HEO","Cheshire","40","30","[c]","[c]"
"Leaver CS","2022","Warrington","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","AA/AO","Herefordshire, Worcestershire and Warwickshire","50","50","20610","21010"
"Leaver CS","2022","Warwickshire CC","EO","Herefordshire, Worcestershire and Warwickshire","70","60","25890","27570"
"Leaver CS","2022","Warwickshire CC","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Warwickshire CC","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","AA/AO","Cumbria","50","50","[c]","[c]"
"Leaver CS","2022","West Cumbria","EO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Cumbria","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","AA/AO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","EO","Essex","40","30","[c]","[c]"
"Leaver CS","2022","West Essex","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Essex","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","AA/AO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","EO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Kent","Unknown","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","AA/AO","Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2022","West Lothian","EO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Lothian","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","AA/AO","Leicestershire, Rutland and Northamptonshire","120","110","20460","20370"
"Leaver CS","2022","West Northamptonshire","EO","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Northamptonshire","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","AA/AO","Surrey, East and West Sussex","130","120","23460","24370"
"Leaver CS","2022","West Surrey","EO","Surrey, East and West Sussex","50","50","[c]","[c]"
"Leaver CS","2022","West Surrey","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Surrey","SEO/HEO","Surrey, East and West Sussex","40","30","[c]","[c]"
"Leaver CS","2022","West Surrey","Unknown","Surrey, East and West Sussex","30","30","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","AA/AO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","EO","Surrey, East and West Sussex","80","70","27960","27570"
"Leaver CS","2022","West Sussex (North East)","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (North East)","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","AA/AO","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","EO","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Sussex (South West)","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Westminster","AA/AO","Inner London - West","500","430","23230","23720"
"Leaver CS","2022","Westminster","EO","Inner London - West","700","590","28150","28330"
"Leaver CS","2022","Westminster","G6/G7","Inner London - West","1320","1130","59910","57460"
"Leaver CS","2022","Westminster","SCS","Inner London - West","260","210","95400","87400"
"Leaver CS","2022","Westminster","SEO/HEO","Inner London - West","1640","1400","37860","37300"
"Leaver CS","2022","Westminster","Unknown","Inner London - West","60","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","240","230","20890","19880"
"Leaver CS","2022","Wiltshire","EO","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","27250","26670"
"Leaver CS","2022","Wiltshire","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","56860","54540"
"Leaver CS","2022","Wiltshire","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wiltshire","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","270","250","35370","35480"
"Leaver CS","2022","Wiltshire","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","AA/AO","Merseyside","100","80","21210","21260"
"Leaver CS","2022","Wirral","EO","Merseyside","40","40","[c]","[c]"
"Leaver CS","2022","Wirral","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wirral","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","AA/AO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","EO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wolverhampton","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","AA/AO","Herefordshire, Worcestershire and Warwickshire","160","150","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","EO","Herefordshire, Worcestershire and Warwickshire","50","50","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Worcestershire CC","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","AA/AO","North Yorkshire","70","60","21040","21170"
"Leaver CS","2022","York","EO","North Yorkshire","60","50","[c]","[c]"
"Leaver CS","2022","York","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","York","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
