"Status","Year","Region_ITL3","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cheshire East","North West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire East","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Department for Work and Pensions (excl. agencies)","240","220","25710","27570"
"In post","2022","Cheshire West and Chester","North West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","HM Courts and Tribunals Service","60","50","23780","20970"
"In post","2022","Cheshire West and Chester","North West (England)","HM Prison and Probation Service","130","120","29500","26410"
"In post","2022","Cheshire West and Chester","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cheshire West and Chester","North West (England)","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Department for Work and Pensions (excl. agencies)","110","100","27770","27570"
"In post","2022","Chorley and West Lancashire","North West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","HM Prison and Probation Service","1190","1100","29350","27120"
"In post","2022","Chorley and West Lancashire","North West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","National Crime Agency","70","70","37480","36410"
"In post","2022","Chorley and West Lancashire","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Chorley and West Lancashire","North West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Companies House","40","40","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Competition and Markets Authority","50","50","58200","55860"
"In post","2022","City of Edinburgh","Scotland","Crown Office and Procurator Fiscal Service","550","530","38660","31540"
"In post","2022","City of Edinburgh","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Levelling Up, Housing and Communities (excl. agencies)","30","30","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Department for Work and Pensions (excl. agencies)","280","260","27540","27570"
"In post","2022","City of Edinburgh","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Forestry and Land Scotland","160","150","40680","38580"
"In post","2022","City of Edinburgh","Scotland","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Health and Safety Executive","40","40","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","HM Revenue and Customs (excl. agencies)","2300","2180","30340","26820"
"In post","2022","City of Edinburgh","Scotland","Home Office","200","180","28290","25310"
"In post","2022","City of Edinburgh","Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Ministry of Defence (excl. agencies)","220","210","28250","22330"
"In post","2022","City of Edinburgh","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","National Records of Scotland","440","420","36460","34040"
"In post","2022","City of Edinburgh","Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","80","80","48520","49860"
"In post","2022","City of Edinburgh","Scotland","Registers of Scotland","990","950","33990","30840"
"In post","2022","City of Edinburgh","Scotland","Revenue Scotland","80","80","39500","36130"
"In post","2022","City of Edinburgh","Scotland","Scottish Courts and Tribunals Service","630","610","33180","30450"
"In post","2022","City of Edinburgh","Scotland","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Scottish Forestry","70","60","43160","39520"
"In post","2022","City of Edinburgh","Scotland","Scottish Government (excl. agencies)","6060","5830","45200","40130"
"In post","2022","City of Edinburgh","Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Scottish Prison Service","790","740","36380","35000"
"In post","2022","City of Edinburgh","Scotland","Social Security Scotland","40","30","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Student Awards Agency for Scotland","230","220","31560","27230"
"In post","2022","City of Edinburgh","Scotland","The Insolvency Service","80","80","26700","21130"
"In post","2022","City of Edinburgh","Scotland","Transport Scotland","110","110","46090","40810"
"In post","2022","City of Edinburgh","Scotland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","City of Edinburgh","Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Crown Office and Procurator Fiscal Service","90","80","34180","30040"
"In post","2022","Clackmannanshire and Fife","Scotland","Defence Equipment and Support","70","60","34900","33870"
"In post","2022","Clackmannanshire and Fife","Scotland","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Department for Work and Pensions (excl. agencies)","330","290","26630","27570"
"In post","2022","Clackmannanshire and Fife","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Ministry of Defence (excl. agencies)","310","290","31770","32450"
"In post","2022","Clackmannanshire and Fife","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Scottish Courts and Tribunals Service","80","70","25300","23780"
"In post","2022","Clackmannanshire and Fife","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Scottish Prison Service","400","380","31670","35000"
"In post","2022","Clackmannanshire and Fife","Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Clackmannanshire and Fife","Scotland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Department for Work and Pensions (excl. agencies)","150","130","27490","27570"
"In post","2022","Conwy and Denbighshire","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","HM Prison and Probation Service","90","80","29130","26310"
"In post","2022","Conwy and Denbighshire","Wales","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Conwy and Denbighshire","Wales","Welsh Government (excl. agencies)","420","400","39970","38160"
"In post","2022","Conwy and Denbighshire","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Animal and Plant Health Agency","60","60","31730","29180"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Crown Prosecution Service","30","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department for Work and Pensions (excl. agencies)","860","770","25650","27570"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","HM Courts and Tribunals Service","70","60","25560","20970"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","HM Prison and Probation Service","100","90","29780","26310"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Maritime and Coastguard Agency","40","30","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Ministry of Defence (excl. agencies)","430","410","25760","21830"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Companies House","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Department for Education (excl. agencies)","570","560","39380","36500"
"In post","2022","Coventry","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Department for Work and Pensions (excl. agencies)","390","350","25700","27570"
"In post","2022","Coventry","West Midlands (England)","Education and Skills Funding Agency","560","550","41540","37100"
"In post","2022","Coventry","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","HM Courts and Tribunals Service","50","40","25080","20970"
"In post","2022","Coventry","West Midlands (England)","HM Land Registry","270","240","31320","27130"
"In post","2022","Coventry","West Midlands (England)","HM Prison and Probation Service","100","90","29700","28200"
"In post","2022","Coventry","West Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Institute for Apprenticeships and Technical Education","120","110","45230","49960"
"In post","2022","Coventry","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","National Crime Agency","40","30","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Coventry","West Midlands (England)","Office of Qualifications and Examinations Regulation","280","270","44370","40190"
"In post","2022","Coventry","West Midlands (England)","Standards and Testing Agency","50","50","40310","36870"
"In post","2022","Coventry","West Midlands (England)","Teaching Regulation Agency","80","80","30420","26000"
"In post","2022","Coventry","West Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Croydon","London","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Department for Work and Pensions (excl. agencies)","260","250","30760","31060"
"In post","2022","Croydon","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Government Legal Department","50","40","[c]","[c]"
"In post","2022","Croydon","London","HM Courts and Tribunals Service","200","180","28460","23720"
"In post","2022","Croydon","London","HM Land Registry","410","390","41440","37290"
"In post","2022","Croydon","London","HM Prison and Probation Service","780","760","37610","31740"
"In post","2022","Croydon","London","HM Revenue and Customs (excl. agencies)","2790","2650","42550","37930"
"In post","2022","Croydon","London","Home Office","5600","5330","39040","35070"
"In post","2022","Croydon","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Ministry of Justice (excl. agencies)","70","70","48720","47590"
"In post","2022","Croydon","London","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","The Insolvency Service","70","60","34210","28010"
"In post","2022","Croydon","London","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Croydon","London","Valuation Office Agency","210","200","38470","34630"
"In post","2022","Croydon","London","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Education (excl. agencies)","620","600","38060","36500"
"In post","2022","Darlington","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for International Trade","30","30","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Department for Work and Pensions (excl. agencies)","90","80","26810","27570"
"In post","2022","Darlington","North East (England)","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2022","Darlington","North East (England)","Education and Skills Funding Agency","160","150","37810","36500"
"In post","2022","Darlington","North East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","HM Courts and Tribunals Service","50","40","[c]","[c]"
"In post","2022","Darlington","North East (England)","HM Prison and Probation Service","70","70","26540","24090"
"In post","2022","Darlington","North East (England)","HM Treasury (excl. agencies)","110","110","42430","33760"
"In post","2022","Darlington","North East (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Darlington","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Department for Work and Pensions (excl. agencies)","630","550","24300","21260"
"In post","2022","Derby","East Midlands (England)","Driver and Vehicle Standards Agency","40","30","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","HM Courts and Tribunals Service","130","110","24680","20970"
"In post","2022","Derby","East Midlands (England)","HM Prison and Probation Service","220","200","29060","28200"
"In post","2022","Derby","East Midlands (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Ministry of Defence (excl. agencies)","50","50","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derby","East Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Derry City and Strabane","Northern Ireland","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Animal and Plant Health Agency","210","200","27990","24920"
"In post","2022","Devon CC","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Crown Prosecution Service","110","100","39890","38000"
"In post","2022","Devon CC","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","140","130","38140","35900"
"In post","2022","Devon CC","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Department for Work and Pensions (excl. agencies)","1280","1080","25600","27570"
"In post","2022","Devon CC","South West (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Driver and Vehicle Standards Agency","40","40","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","HM Courts and Tribunals Service","100","80","25860","20970"
"In post","2022","Devon CC","South West (England)","HM Prison and Probation Service","1100","1030","28750","26610"
"In post","2022","Devon CC","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Met Office","1770","1680","40550","39650"
"In post","2022","Devon CC","South West (England)","Ministry of Defence (excl. agencies)","380","360","25360","22330"
"In post","2022","Devon CC","South West (England)","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Devon CC","South West (England)","National Crime Agency","50","50","38630","36410"
"In post","2022","Devon CC","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Rural Payments Agency","210","190","27360","25450"
"In post","2022","Devon CC","South West (England)","The Insolvency Service","40","40","[c]","[c]"
"In post","2022","Devon CC","South West (England)","UK Health Security Agency","30","30","[c]","[c]"
"In post","2022","Devon CC","South West (England)","Valuation Office Agency","60","60","38320","34000"
"In post","2022","Dorset","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","150","140","33820","29750"
"In post","2022","Dorset","South West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Defence Equipment and Support","40","40","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Department for Work and Pensions (excl. agencies)","90","80","27720","27570"
"In post","2022","Dorset","South West (England)","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
