"Status","Year","Responsibility_level","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","SEO/HEO","Department for Work and Pensions","Yorkshire and The Humber","1990","1840","35360","34290"
"In post","2022","SEO/HEO","Department of Health and Social Care","East Midlands (England)","120","110","34180","35610"
"In post","2022","SEO/HEO","Department of Health and Social Care","East of England","290","270","37400","38060"
"In post","2022","SEO/HEO","Department of Health and Social Care","London","2480","2410","37270","38330"
"In post","2022","SEO/HEO","Department of Health and Social Care","North East (England)","50","40","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","North West (England)","180","170","35280","36330"
"In post","2022","SEO/HEO","Department of Health and Social Care","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","South East (England)","210","200","36740","38200"
"In post","2022","SEO/HEO","Department of Health and Social Care","South West (England)","530","490","34660","36330"
"In post","2022","SEO/HEO","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Department of Health and Social Care","West Midlands (England)","150","130","35490","36330"
"In post","2022","SEO/HEO","Department of Health and Social Care","Yorkshire and The Humber","730","700","34130","36330"
"In post","2022","SEO/HEO","Estyn","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","East of England","60","60","36040","37350"
"In post","2022","SEO/HEO","Food Standards Agency","London","130","130","37760","40350"
"In post","2022","SEO/HEO","Food Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","North West (England)","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","Northern Ireland","70","70","34760","37350"
"In post","2022","SEO/HEO","Food Standards Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","South East (England)","60","60","38000","40350"
"In post","2022","SEO/HEO","Food Standards Agency","South West (England)","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Food Standards Agency","Wales","90","90","35160","37350"
"In post","2022","SEO/HEO","Food Standards Agency","West Midlands (England)","50","50","34290","32480"
"In post","2022","SEO/HEO","Food Standards Agency","Yorkshire and The Humber","150","140","34480","34210"
"In post","2022","SEO/HEO","Foreign, Commonwealth and Development Office","London","1420","1400","39320","38600"
"In post","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Overseas","820","820","35700","34260"
"In post","2022","SEO/HEO","Foreign, Commonwealth and Development Office","Scotland","370","360","36350","33930"
"In post","2022","SEO/HEO","Foreign, Commonwealth and Development Office","South East (England)","420","400","39970","39610"
"In post","2022","SEO/HEO","HM Land Registry","East Midlands (England)","300","270","36670","33840"
"In post","2022","SEO/HEO","HM Land Registry","East of England","110","100","36720","33840"
"In post","2022","SEO/HEO","HM Land Registry","London","170","160","41030","37290"
"In post","2022","SEO/HEO","HM Land Registry","North East (England)","180","170","36140","33840"
"In post","2022","SEO/HEO","HM Land Registry","North West (England)","280","250","36320","33840"
"In post","2022","SEO/HEO","HM Land Registry","South West (England)","640","580","38410","38450"
"In post","2022","SEO/HEO","HM Land Registry","Wales","230","200","36170","33840"
"In post","2022","SEO/HEO","HM Land Registry","West Midlands (England)","180","160","36400","33840"
"In post","2022","SEO/HEO","HM Land Registry","Yorkshire and The Humber","90","80","35970","33840"
"In post","2022","SEO/HEO","HM Revenue and Customs","East Midlands (England)","1840","1760","35590","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","East of England","650","600","36810","35260"
"In post","2022","SEO/HEO","HM Revenue and Customs","London","4180","4040","40480","38020"
"In post","2022","SEO/HEO","HM Revenue and Customs","North East (England)","3160","3030","35810","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","North West (England)","5030","4840","35780","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","Northern Ireland","790","760","35310","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","Scotland","2240","2140","35360","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","South East (England)","830","760","36910","35980"
"In post","2022","SEO/HEO","HM Revenue and Customs","South West (England)","860","820","35930","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","Wales","1610","1550","35210","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","West Midlands (England)","2000","1920","36090","33370"
"In post","2022","SEO/HEO","HM Revenue and Customs","Yorkshire and The Humber","1880","1800","35640","33370"
"In post","2022","SEO/HEO","HM Treasury","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","London","860","850","35840","33610"
"In post","2022","SEO/HEO","HM Treasury","North East (England)","60","60","33570","30730"
"In post","2022","SEO/HEO","HM Treasury","North West (England)","30","30","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","HM Treasury","Yorkshire and The Humber","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Home Office","East Midlands (England)","60","60","33710","31100"
"In post","2022","SEO/HEO","Home Office","East of England","330","320","33270","31020"
"In post","2022","SEO/HEO","Home Office","London","4820","4690","39150","38070"
"In post","2022","SEO/HEO","Home Office","North East (England)","250","240","33630","30980"
"In post","2022","SEO/HEO","Home Office","North West (England)","1750","1700","33920","30980"
"In post","2022","SEO/HEO","Home Office","Northern Ireland","80","80","33400","30980"
"In post","2022","SEO/HEO","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Home Office","Scotland","250","250","33430","30980"
"In post","2022","SEO/HEO","Home Office","South East (England)","740","710","34290","32370"
"In post","2022","SEO/HEO","Home Office","South West (England)","90","90","34080","31960"
"In post","2022","SEO/HEO","Home Office","Wales","180","180","33420","31140"
"In post","2022","SEO/HEO","Home Office","West Midlands (England)","310","290","33760","31290"
"In post","2022","SEO/HEO","Home Office","Yorkshire and The Humber","950","910","33800","30980"
"In post","2022","SEO/HEO","Ministry of Defence","East Midlands (England)","490","470","37160","35710"
"In post","2022","SEO/HEO","Ministry of Defence","East of England","1390","1360","37660","36460"
"In post","2022","SEO/HEO","Ministry of Defence","London","1720","1690","41450","42200"
"In post","2022","SEO/HEO","Ministry of Defence","North East (England)","40","30","[c]","[c]"
"In post","2022","SEO/HEO","Ministry of Defence","North West (England)","400","390","36470","33370"
"In post","2022","SEO/HEO","Ministry of Defence","Northern Ireland","90","90","37850","37210"
"In post","2022","SEO/HEO","Ministry of Defence","Overseas","490","480","40320","40580"
"In post","2022","SEO/HEO","Ministry of Defence","Scotland","880","860","37920","35630"
"In post","2022","SEO/HEO","Ministry of Defence","South East (England)","3850","3740","36840","35310"
"In post","2022","SEO/HEO","Ministry of Defence","South West (England)","10520","10140","36270","36000"
"In post","2022","SEO/HEO","Ministry of Defence","Unknown","80","70","38820","39030"
"In post","2022","SEO/HEO","Ministry of Defence","Wales","220","210","36820","33670"
"In post","2022","SEO/HEO","Ministry of Defence","West Midlands (England)","800","770","36640","34390"
"In post","2022","SEO/HEO","Ministry of Defence","Yorkshire and The Humber","350","340","36650","34170"
"In post","2022","SEO/HEO","Ministry of Justice","East Midlands (England)","1060","1010","38200","36710"
"In post","2022","SEO/HEO","Ministry of Justice","East of England","890","860","38640","37280"
"In post","2022","SEO/HEO","Ministry of Justice","London","3870","3770","40640","41750"
"In post","2022","SEO/HEO","Ministry of Justice","North East (England)","670","630","38370","36720"
"In post","2022","SEO/HEO","Ministry of Justice","North West (England)","1480","1400","38040","36630"
"In post","2022","SEO/HEO","Ministry of Justice","Scotland","160","160","32510","30450"
"In post","2022","SEO/HEO","Ministry of Justice","South East (England)","1340","1270","39800","38160"
"In post","2022","SEO/HEO","Ministry of Justice","South West (England)","740","690","38870","38100"
"In post","2022","SEO/HEO","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Ministry of Justice","Wales","600","570","37610","36710"
"In post","2022","SEO/HEO","Ministry of Justice","West Midlands (England)","1300","1250","37660","36410"
"In post","2022","SEO/HEO","Ministry of Justice","Yorkshire and The Humber","1390","1330","37980","36480"
"In post","2022","SEO/HEO","National Crime Agency","East Midlands (England)","90","90","42400","43470"
"In post","2022","SEO/HEO","National Crime Agency","East of England","70","60","43310","43710"
"In post","2022","SEO/HEO","National Crime Agency","London","700","680","46000","47130"
"In post","2022","SEO/HEO","National Crime Agency","North East (England)","40","40","[c]","[c]"
"In post","2022","SEO/HEO","National Crime Agency","North West (England)","520","510","41730","41700"
"In post","2022","SEO/HEO","National Crime Agency","Northern Ireland","60","60","42480","43710"
"In post","2022","SEO/HEO","National Crime Agency","Overseas","110","110","60820","59940"
"In post","2022","SEO/HEO","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","National Crime Agency","South East (England)","180","180","45550","45480"
"In post","2022","SEO/HEO","National Crime Agency","South West (England)","190","190","41820","41870"
"In post","2022","SEO/HEO","National Crime Agency","Unknown","40","40","[c]","[c]"
"In post","2022","SEO/HEO","National Crime Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","National Crime Agency","West Midlands (England)","210","200","42530","43710"
"In post","2022","SEO/HEO","National Crime Agency","Yorkshire and The Humber","110","110","42470","43450"
"In post","2022","SEO/HEO","Northern Ireland Office","London","30","30","[c]","[c]"
"In post","2022","SEO/HEO","Northern Ireland Office","Northern Ireland","60","60","35850","36720"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","100","90","44250","46360"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","East of England","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","London","130","130","42610","42850"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","North West (England)","170","170","40050","39850"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","South East (England)","60","50","50450","51360"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","South West (England)","130","120","39690","39850"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","70","60","44500","51360"
"In post","2022","SEO/HEO","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Office of Gas and Electricity Markets","London","220","210","37770","37000"
"In post","2022","SEO/HEO","Office of Gas and Electricity Markets","Scotland","190","190","34170","32490"
"In post","2022","SEO/HEO","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of Qualifications and Examinations Regulation","West Midlands (England)","130","130","35940","38000"
"In post","2022","SEO/HEO","Office of Rail and Road","London","60","60","41350","42680"
"In post","2022","SEO/HEO","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Scottish Government","Scotland","8320","7950","39940","39660"
"In post","2022","SEO/HEO","Scottish Government","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","The National Archives","London","290","290","35890","34770"
"In post","2022","SEO/HEO","The National Archives","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","London","210","210","41670","41000"
"In post","2022","SEO/HEO","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Export Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Statistics Authority","London","200","200","36490","33710"
"In post","2022","SEO/HEO","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","UK Statistics Authority","South East (England)","790","760","34030","33000"
"In post","2022","SEO/HEO","UK Statistics Authority","Wales","1450","1390","34240","33520"
"In post","2022","SEO/HEO","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Water Services Regulation Authority","West Midlands (England)","100","100","46170","44000"
"In post","2022","SEO/HEO","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Welsh Government","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Welsh Government","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Welsh Government","Wales","2680","2540","41400","38160"
"In post","2022","SEO/HEO","Welsh Government","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Foreign, Commonwealth and Development Office","South East (England)","70","70","21200","21600"
"In post","2022","Unknown","Home Office","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","London","30","30","[c]","[c]"
"In post","2022","Unknown","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Overseas","170","160","[c]","[c]"
"In post","2022","Unknown","Home Office","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Home Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","London","40","40","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","North West (England)","160","160","42850","40330"
"In post","2022","Unknown","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","Overseas","40","30","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","Scotland","100","100","40660","39980"
"In post","2022","Unknown","Ministry of Defence","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Defence","South West (England)","1670","1630","40940","39050"
"In post","2022","Unknown","Ministry of Defence","Unknown","1830","1830","37100","33570"
"In post","2022","Unknown","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Ministry of Justice","East Midlands (England)","1530","1400","29460","28200"
"In post","2022","Unknown","Ministry of Justice","East of England","1730","1590","28820","26310"
"In post","2022","Unknown","Ministry of Justice","London","2340","2230","34670","33700"
"In post","2022","Unknown","Ministry of Justice","North East (England)","1180","1110","29630","28200"
"In post","2022","Unknown","Ministry of Justice","North West (England)","3100","2890","29390","28200"
"In post","2022","Unknown","Ministry of Justice","South East (England)","2180","2000","30050","28200"
"In post","2022","Unknown","Ministry of Justice","South West (England)","1530","1390","29250","28200"
"In post","2022","Unknown","Ministry of Justice","Unknown","50","40","31700","28200"
"In post","2022","Unknown","Ministry of Justice","Wales","1430","1350","29400","28200"
"In post","2022","Unknown","Ministry of Justice","West Midlands (England)","2090","1910","29500","28200"
"In post","2022","Unknown","Ministry of Justice","Yorkshire and The Humber","2090","1910","29770","28200"
"Leaver CS","2021","AA/AO","Attorney General's Departments","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cabinet Office","London","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Cabinet Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cabinet Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Charity Commission","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","South East (England)","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for International Trade","London","50","50","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for International Trade","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","Wales","250","200","20420","21590"
"Leaver CS","2021","AA/AO","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","East Midlands (England)","120","100","20760","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","East of England","120","100","22610","22520"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","London","130","120","24810","25110"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","North East (England)","280","240","20810","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","North West (England)","450","390","20700","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","Scotland","190","160","20740","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","South East (England)","160","140","21810","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","South West (England)","150","120","20930","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","Wales","130","100","20720","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","West Midlands (England)","150","120","20640","21010"
"Leaver CS","2021","AA/AO","Department for Work and Pensions","Yorkshire and The Humber","170","140","20830","21010"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","East of England","50","50","20750","20230"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","London","50","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","South West (England)","40","40","[c]","[c]"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Department of Health and Social Care","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Food Standards Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Foreign, Commonwealth and Development Office","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","AA/AO","Foreign, Commonwealth and Development Office","Scotland","[c]","[c]","[c]","[c]"
