"Status","Year","Profession_of_post","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Unknown","Male","1250","1210","46870","41750"
"In post","2022","Medicine","Heterosexual / straight","Female","1240","1090","49700","39630"
"In post","2022","Medicine","Heterosexual / straight","Male","490","450","64080","63430"
"In post","2022","Medicine","LGBO","Female","40","30","[c]","[c]"
"In post","2022","Medicine","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Medicine","Undeclared","Female","160","140","63190","54340"
"In post","2022","Medicine","Undeclared","Male","90","80","71600","70330"
"In post","2022","Medicine","Unknown","Female","330","280","53300","40730"
"In post","2022","Medicine","Unknown","Male","150","130","65240","54280"
"In post","2022","Operational Delivery","Heterosexual / straight","Female","101240","90120","28250","27130"
"In post","2022","Operational Delivery","Heterosexual / straight","Male","68090","65440","30210","27570"
"In post","2022","Operational Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","LGBO","Female","5690","5450","28500","27120"
"In post","2022","Operational Delivery","LGBO","Male","4690","4550","29030","27570"
"In post","2022","Operational Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Delivery","Undeclared","Female","12130","10500","28160","26820"
"In post","2022","Operational Delivery","Undeclared","Male","9200","8700","30480","27570"
"In post","2022","Operational Delivery","Unknown","Female","31030","26950","26710","24920"
"In post","2022","Operational Delivery","Unknown","Male","22900","21690","28490","26820"
"In post","2022","Operational Research","Heterosexual / straight","Female","240","220","45320","42470"
"In post","2022","Operational Research","Heterosexual / straight","Male","310","300","47400","47010"
"In post","2022","Operational Research","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","LGBO","Male","40","40","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Operational Research","Undeclared","Male","40","40","[c]","[c]"
"In post","2022","Operational Research","Unknown","Female","150","140","41850","38070"
"In post","2022","Operational Research","Unknown","Male","310","300","44750","47010"
"In post","2022","Other","Heterosexual / straight","Female","11930","10980","29040","26670"
"In post","2022","Other","Heterosexual / straight","Male","9180","8980","31350","27570"
"In post","2022","Other","LGBO","Female","490","470","29290","26950"
"In post","2022","Other","LGBO","Male","530","520","30970","27570"
"In post","2022","Other","Undeclared","Female","1390","1290","29270","26670"
"In post","2022","Other","Undeclared","Male","1300","1260","31720","27570"
"In post","2022","Other","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other","Unknown","Female","2260","2060","31310","27570"
"In post","2022","Other","Unknown","Male","3300","3250","35700","32700"
"In post","2022","Planning","Heterosexual / straight","Female","80","80","45650","41650"
"In post","2022","Planning","Heterosexual / straight","Male","90","90","45810","41020"
"In post","2022","Planning","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","Female","110","100","55090","58810"
"In post","2022","Planning Inspectors","Heterosexual / straight","Male","170","160","56990","58810"
"In post","2022","Planning Inspectors","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","Male","40","30","[c]","[c]"
"In post","2022","Policy","Heterosexual / straight","Female","12940","12360","46460","41970"
"In post","2022","Policy","Heterosexual / straight","Male","10200","10070","48970","47470"
"In post","2022","Policy","LGBO","Female","1060","1040","43880","40050"
"In post","2022","Policy","LGBO","Male","1320","1300","48870","48500"
"In post","2022","Policy","Undeclared","Female","1610","1550","45680","41100"
"In post","2022","Policy","Undeclared","Male","1530","1510","48660","47200"
"In post","2022","Policy","Unknown","Female","2330","2230","46250","41950"
"In post","2022","Policy","Unknown","Male","1990","1960","46950","42890"
"In post","2022","Project Delivery","Heterosexual / straight","Female","5930","5610","41960","39600"
"In post","2022","Project Delivery","Heterosexual / straight","Male","5540","5430","45690","41000"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Female","270","270","41010","37280"
"In post","2022","Project Delivery","LGBO","Male","340","330","44500","40520"
"In post","2022","Project Delivery","Undeclared","Female","630","590","40990","39420"
"In post","2022","Project Delivery","Undeclared","Male","730","710","47200","42700"
"In post","2022","Project Delivery","Unknown","Female","1310","1210","40260","38070"
"In post","2022","Project Delivery","Unknown","Male","1130","1110","43530","40520"
"In post","2022","Property","Heterosexual / straight","Female","2230","2090","36560","33300"
"In post","2022","Property","Heterosexual / straight","Male","3140","3070","39870","36390"
"In post","2022","Property","LGBO","Female","100","90","35940","33300"
"In post","2022","Property","LGBO","Male","130","130","40260","35840"
"In post","2022","Property","Undeclared","Female","280","260","37740","33370"
"In post","2022","Property","Undeclared","Male","430","410","39650","36450"
"In post","2022","Property","Unknown","Female","510","470","32500","29750"
"In post","2022","Property","Unknown","Male","780","760","37280","33370"
"In post","2022","Psychology","Heterosexual / straight","Female","1010","970","35900","30790"
"In post","2022","Psychology","Heterosexual / straight","Male","120","120","36900","31180"
"In post","2022","Psychology","LGBO","Female","60","60","30870","28380"
"In post","2022","Psychology","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Undeclared","Female","60","60","34940","31180"
"In post","2022","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Psychology","Unknown","Female","200","190","35850","34340"
"In post","2022","Psychology","Unknown","Male","30","30","[c]","[c]"
"In post","2022","Science and Engineering","Heterosexual / straight","Female","2640","2460","38410","36330"
"In post","2022","Science and Engineering","Heterosexual / straight","Male","5770","5650","38890","37420"
"In post","2022","Science and Engineering","LGBO","Female","210","200","34060","30930"
"In post","2022","Science and Engineering","LGBO","Male","260","260","36980","32910"
"In post","2022","Science and Engineering","Undeclared","Female","440","400","39680","38680"
"In post","2022","Science and Engineering","Undeclared","Male","1110","1070","39760","38330"
"In post","2022","Science and Engineering","Unknown","Female","1080","1020","39530","38070"
"In post","2022","Science and Engineering","Unknown","Male","2440","2380","41090","38600"
"In post","2022","Security","Heterosexual / straight","Female","1480","1430","32920","30860"
"In post","2022","Security","Heterosexual / straight","Male","5120","5030","31410","27680"
"In post","2022","Security","LGBO","Female","140","140","33090","30810"
"In post","2022","Security","LGBO","Male","160","160","34650","33630"
"In post","2022","Security","Undeclared","Female","200","190","33240","31020"
"In post","2022","Security","Undeclared","Male","760","740","35800","39070"
"In post","2022","Security","Unknown","Female","320","310","34060","31600"
"In post","2022","Security","Unknown","Male","1100","1090","33190","30690"
"In post","2022","Social Research","Heterosexual / straight","Female","660","620","42520","38340"
"In post","2022","Social Research","Heterosexual / straight","Male","280","280","44010","39840"
"In post","2022","Social Research","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","LGBO","Female","90","80","40970","37490"
"In post","2022","Social Research","LGBO","Male","30","30","[c]","[c]"
"In post","2022","Social Research","Undeclared","Female","60","50","43070","38340"
"In post","2022","Social Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","Unknown","Female","120","120","40200","38340"
"In post","2022","Social Research","Unknown","Male","70","70","41420","38340"
"In post","2022","Social Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Heterosexual / straight","Female","780","730","45340","41340"
"In post","2022","Statistics","Heterosexual / straight","Male","910","890","44500","40200"
"In post","2022","Statistics","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","LGBO","Female","90","80","40410","38340"
"In post","2022","Statistics","LGBO","Male","90","90","41350","37930"
"In post","2022","Statistics","Undeclared","Female","80","70","41440","38340"
"In post","2022","Statistics","Undeclared","Male","90","90","43300","38500"
"In post","2022","Statistics","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","Unknown","Female","160","150","38820","36840"
"In post","2022","Statistics","Unknown","Male","200","200","41740","38020"
"In post","2022","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","Heterosexual / straight","Female","5620","5230","35590","33370"
"In post","2022","Tax","Heterosexual / straight","Male","5880","5710","37830","33370"
"In post","2022","Tax","LGBO","Female","350","340","34150","33080"
"In post","2022","Tax","LGBO","Male","530","520","34080","33020"
"In post","2022","Tax","Undeclared","Female","600","550","37760","33370"
"In post","2022","Tax","Undeclared","Male","760","720","40860","35980"
"In post","2022","Tax","Unknown","Female","2730","2530","30050","26820"
"In post","2022","Tax","Unknown","Male","3140","3040","32420","30750"
"In post","2022","Unknown","Heterosexual / straight","Female","9990","9500","41800","36130"
"In post","2022","Unknown","Heterosexual / straight","Male","7800","7710","43810","37610"
"In post","2022","Unknown","LGBO","Female","790","770","38290","33720"
"In post","2022","Unknown","LGBO","Male","900","890","41520","34640"
"In post","2022","Unknown","Undeclared","Female","760","730","43070","39660"
"In post","2022","Unknown","Undeclared","Male","770","760","45710","40600"
"In post","2022","Unknown","Unknown","Female","5750","5490","39270","32000"
"In post","2022","Unknown","Unknown","Male","5490","5400","41750","33250"
"In post","2022","Veterinarian","Heterosexual / straight","Female","160","150","43520","38390"
"In post","2022","Veterinarian","Heterosexual / straight","Male","120","120","44060","40440"
"In post","2022","Veterinarian","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","Female","40","40","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","Male","30","30","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Female","30","30","[c]","[c]"
"In post","2022","Veterinarian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Female","60","60","37140","35370"
"Leaver CS","2021","Commercial","Heterosexual / straight","Male","70","70","42030","40470"
"Leaver CS","2021","Commercial","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Female","70","60","37530","34160"
"Leaver CS","2021","Communications","Heterosexual / straight","Male","60","60","36630","32700"
"Leaver CS","2021","Communications","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Female","50","50","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","Female","70","60","41980","38100"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","Male","160","160","43310","38770"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Male","110","110","41000","38220"
"Leaver CS","2021","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Heterosexual / straight","Male","40","40","[c]","[c]"
"Leaver CS","2021","Economics","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","Female","80","80","36820","32430"
"Leaver CS","2021","Finance","Heterosexual / straight","Male","90","90","46770","44790"
"Leaver CS","2021","Finance","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Female","130","120","37740","32550"
"Leaver CS","2021","Human Resources","Heterosexual / straight","Male","80","80","41280","36100"
"Leaver CS","2021","Human Resources","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Heterosexual / straight","Female","40","30","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Heterosexual / straight","Male","40","30","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Female","50","40","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","Female","140","120","53480","52670"
"Leaver CS","2021","Legal","Heterosexual / straight","Male","100","80","53740","55000"
"Leaver CS","2021","Legal","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","Female","70","60","53260","55610"
"Leaver CS","2021","Legal","Unknown","Male","50","50","54390","55610"
"Leaver CS","2021","Medicine","Heterosexual / straight","Female","130","100","46900","37110"
"Leaver CS","2021","Medicine","Heterosexual / straight","Male","50","40","[c]","[c]"
"Leaver CS","2021","Medicine","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Female","2330","2010","26470","22240"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Male","2250","2050","30310","25710"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","LGBO","Female","170","160","26110","21590"
"Leaver CS","2021","Operational Delivery","LGBO","Male","100","90","29690","23810"
"Leaver CS","2021","Operational Delivery","Undeclared","Female","440","370","27090","22820"
"Leaver CS","2021","Operational Delivery","Undeclared","Male","400","350","29850","26550"
"Leaver CS","2021","Operational Delivery","Unknown","Female","1210","1090","25160","21590"
"Leaver CS","2021","Operational Delivery","Unknown","Male","1350","1240","29030","24250"
"Leaver CS","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","Female","390","360","27030","21580"
"Leaver CS","2021","Other","Heterosexual / straight","Male","500","490","31140","29200"
"Leaver CS","2021","Other","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Female","50","40","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","Male","80","80","27850","26670"
"Leaver CS","2021","Other","Unknown","Female","130","120","32310","26670"
"Leaver CS","2021","Other","Unknown","Male","290","290","33350","30440"
"Leaver CS","2021","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","Female","210","200","45340","40700"
"Leaver CS","2021","Policy","Heterosexual / straight","Male","200","190","49870","41970"
"Leaver CS","2021","Policy","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Female","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","Policy","Unknown","Female","150","140","38710","33170"
"Leaver CS","2021","Policy","Unknown","Male","150","150","43560","38840"
"Leaver CS","2021","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Female","140","130","37510","33080"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","Male","180","170","45210","40020"
"Leaver CS","2021","Project Delivery","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Female","40","40","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Heterosexual / straight","Female","70","60","32220","26500"
"Leaver CS","2021","Property","Heterosexual / straight","Male","170","150","34010","33000"
"Leaver CS","2021","Property","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","Male","30","30","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","50","40","28380","24800"
"Leaver CS","2021","Property","Unknown","Male","80","70","29450","25500"
"Leaver CS","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Heterosexual / straight","Female","60","60","[c]","[c]"
"Leaver CS","2021","Psychology","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","LGBO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","LGBO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Undeclared","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Undeclared","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Heterosexual / straight","Female","180","170","31460","28170"
"Leaver CS","2021","Science and Engineering","Heterosexual / straight","Male","310","300","33200","29520"
"Leaver CS","2021","Science and Engineering","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","LGBO","Female","[c]","[c]","[c]","[c]"
