"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Female","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Male","120","110","41340","38570"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Female","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Male","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Female","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","Male","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Female","130","120","36840","27130"
"Leaver CS","2021","Unknown","Legal","Male","100","100","35810","29350"
"Leaver CS","2021","Unknown","No function","Female","1290","1200","29480","22680"
"Leaver CS","2021","Unknown","No function","Male","1270","1210","33240","26990"
"Leaver CS","2021","Unknown","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","60","60","34930","30850"
"Leaver CS","2021","Unknown","Project Delivery","Male","100","100","35700","32370"
"Leaver CS","2021","Unknown","Property","Female","60","50","25450","21070"
"Leaver CS","2021","Unknown","Property","Male","100","90","26810","24500"
"Leaver CS","2021","Unknown","Security","Female","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Security","Male","120","110","28230","25680"
"Leaver CS","2021","Unknown","Unknown","Female","1960","1620","30470","27570"
"Leaver CS","2021","Unknown","Unknown","Male","1600","1440","32970","28680"
"Leaver CS","2021","Unknown","Unknown","Unknown","90","80","45590","40010"
"Leaver CS","2022","Declared disabled","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Female","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Digital, Data & Technology","Male","70","70","39270","36430"
"Leaver CS","2022","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Female","60","50","[c]","[c]"
"Leaver CS","2022","Declared disabled","Human Resources","Male","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Female","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Legal","Male","30","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","No function","Female","1610","1360","28250","27570"
"Leaver CS","2022","Declared disabled","No function","Male","1070","970","29220","27130"
"Leaver CS","2022","Declared disabled","Project Delivery","Female","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Project Delivery","Male","80","70","39500","35810"
"Leaver CS","2022","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Security","Male","50","40","[c]","[c]"
"Leaver CS","2022","Declared disabled","Unknown","Female","580","460","28820","26160"
"Leaver CS","2022","Declared disabled","Unknown","Male","460","400","30340","26670"
"Leaver CS","2022","Declared non-disabled","Analysis","Female","130","120","37780","33210"
"Leaver CS","2022","Declared non-disabled","Analysis","Male","170","160","40240","36220"
"Leaver CS","2022","Declared non-disabled","Commercial","Female","100","90","40280","36640"
"Leaver CS","2022","Declared non-disabled","Commercial","Male","110","110","46940","39850"
"Leaver CS","2022","Declared non-disabled","Communications","Female","130","120","40830","37640"
"Leaver CS","2022","Declared non-disabled","Communications","Male","80","80","42240","39600"
"Leaver CS","2022","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Female","140","100","28030","27570"
"Leaver CS","2022","Declared non-disabled","Counter Fraud","Male","120","100","31960","27570"
"Leaver CS","2022","Declared non-disabled","Debt","Female","100","70","22600","21260"
"Leaver CS","2022","Declared non-disabled","Debt","Male","60","60","22610","21260"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Female","260","240","41530","37710"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Male","540","520","43540","40030"
"Leaver CS","2022","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Finance","Female","150","130","36090","33000"
"Leaver CS","2022","Declared non-disabled","Finance","Male","160","150","44000","40190"
"Leaver CS","2022","Declared non-disabled","Grants Management","Female","70","60","24160","21300"
"Leaver CS","2022","Declared non-disabled","Grants Management","Male","70","70","23730","21300"
"Leaver CS","2022","Declared non-disabled","Human Resources","Female","290","260","36540","33000"
"Leaver CS","2022","Declared non-disabled","Human Resources","Male","120","110","36560","33350"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared non-disabled","Legal","Female","290","250","46290","50500"
"Leaver CS","2022","Declared non-disabled","Legal","Male","180","170","50990","52500"
"Leaver CS","2022","Declared non-disabled","No function","Female","8660","7550","30720","27570"
"Leaver CS","2022","Declared non-disabled","No function","Male","6300","5930","32960","27570"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Female","300","270","38250","34290"
"Leaver CS","2022","Declared non-disabled","Project Delivery","Male","560","530","39930","37880"
"Leaver CS","2022","Declared non-disabled","Property","Female","150","140","31730","26030"
"Leaver CS","2022","Declared non-disabled","Property","Male","200","190","37650","33300"
"Leaver CS","2022","Declared non-disabled","Security","Female","110","100","30180","26750"
"Leaver CS","2022","Declared non-disabled","Security","Male","350","340","33140","29250"
"Leaver CS","2022","Declared non-disabled","Unknown","Female","3320","2740","30350","25630"
"Leaver CS","2022","Declared non-disabled","Unknown","Male","2950","2610","33860","28650"
"Leaver CS","2022","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Male","60","60","42270","39670"
"Leaver CS","2022","Undeclared","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","No function","Female","620","530","29730","26780"
"Leaver CS","2022","Undeclared","No function","Male","690","610","31470","27570"
"Leaver CS","2022","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Male","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Security","Male","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Female","250","210","31380","27570"
"Leaver CS","2022","Undeclared","Unknown","Male","270","240","31760","27640"
"Leaver CS","2022","Unknown","Analysis","Female","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","Analysis","Male","90","70","35480","31990"
"Leaver CS","2022","Unknown","Commercial","Female","110","70","64420","61710"
"Leaver CS","2022","Unknown","Commercial","Male","150","120","63560","61710"
"Leaver CS","2022","Unknown","Communications","Female","100","70","40290","34770"
"Leaver CS","2022","Unknown","Communications","Male","70","50","44860","40580"
"Leaver CS","2022","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Female","130","100","37520","32450"
"Leaver CS","2022","Unknown","Digital, Data & Technology","Male","280","260","40280","36970"
"Leaver CS","2022","Unknown","Finance","Female","70","30","[c]","[c]"
"Leaver CS","2022","Unknown","Finance","Male","60","40","[c]","[c]"
"Leaver CS","2022","Unknown","Human Resources","Female","100","80","32390","27200"
"Leaver CS","2022","Unknown","Human Resources","Male","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Legal","Female","120","110","40190","38000"
"Leaver CS","2022","Unknown","Legal","Male","70","70","45210","49100"
"Leaver CS","2022","Unknown","No function","Female","2960","2620","32310","26900"
"Leaver CS","2022","Unknown","No function","Male","2550","2330","33230","27570"
"Leaver CS","2022","Unknown","Project Delivery","Female","100","90","41060","34510"
"Leaver CS","2022","Unknown","Project Delivery","Male","150","140","39110","35480"
"Leaver CS","2022","Unknown","Property","Female","60","60","24360","22010"
"Leaver CS","2022","Unknown","Property","Male","110","100","29290","25000"
"Leaver CS","2022","Unknown","Security","Female","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Security","Male","200","190","30860","28750"
"Leaver CS","2022","Unknown","Unknown","Female","1780","1500","29790","27570"
"Leaver CS","2022","Unknown","Unknown","Male","1850","1690","33110","28650"
"Leaver Dept.","2021","Declared disabled","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","No function","Female","170","160","35310","32000"
"Leaver Dept.","2021","Declared disabled","No function","Male","140","140","36430","32360"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Female","240","220","33980","30200"
"Leaver Dept.","2021","Declared disabled","Unknown","Male","190","180","33950","28760"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Female","90","80","40800","35290"
"Leaver Dept.","2021","Declared non-disabled","Analysis","Male","80","80","43160","40100"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Commercial","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Communications","Female","60","60","41110","36660"
"Leaver Dept.","2021","Declared non-disabled","Communications","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Female","60","60","45610","40600"
"Leaver Dept.","2021","Declared non-disabled","Digital, Data & Technology","Male","80","80","46260","40600"
"Leaver Dept.","2021","Declared non-disabled","Finance","Female","70","70","49110","49000"
"Leaver Dept.","2021","Declared non-disabled","Finance","Male","60","60","43740","38700"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Female","190","190","37820","32000"
"Leaver Dept.","2021","Declared non-disabled","Human Resources","Male","100","100","37390","33300"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Legal","Female","100","90","44140","38690"
"Leaver Dept.","2021","Declared non-disabled","Legal","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","No function","Female","1180","1140","38280","32750"
"Leaver Dept.","2021","Declared non-disabled","No function","Male","860","840","40050","34140"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Female","160","160","41160","34510"
"Leaver Dept.","2021","Declared non-disabled","Project Delivery","Male","180","180","40780","37530"
"Leaver Dept.","2021","Declared non-disabled","Property","Female","40","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Property","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Female","1950","1770","34260","29290"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Male","1440","1340","34650","29860"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","No function","Female","110","100","33270","32000"
"Leaver Dept.","2021","Undeclared","No function","Male","90","90","38780","33570"
"Leaver Dept.","2021","Undeclared","Project Delivery","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Project Delivery","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Female","150","140","36720","31700"
"Leaver Dept.","2021","Undeclared","Unknown","Male","150","140","34180","30830"
"Leaver Dept.","2021","Unknown","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Analysis","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Female","60","60","42290","37570"
"Leaver Dept.","2021","Unknown","Human Resources","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","No function","Female","790","770","36650","32000"
"Leaver Dept.","2021","Unknown","No function","Male","680","680","37550","32320"
"Leaver Dept.","2021","Unknown","Project Delivery","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Project Delivery","Male","50","50","41570","37910"
"Leaver Dept.","2021","Unknown","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Female","650","500","32800","28630"
"Leaver Dept.","2021","Unknown","Unknown","Male","600","480","39340","33960"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Analysis","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Commercial","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Digital, Data & Technology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Human Resources","Female","60","60","39970","36330"
"Leaver Dept.","2022","Declared disabled","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Legal","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","No function","Female","730","680","34590","31060"
"Leaver Dept.","2022","Declared disabled","No function","Male","440","420","34970","28590"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Female","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Project Delivery","Male","40","40","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Property","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Security","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Unknown","Female","150","130","35990","30450"
"Leaver Dept.","2022","Declared disabled","Unknown","Male","120","110","35220","30820"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Female","130","120","42490","39440"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Male","140","130","44370","39980"
"Leaver Dept.","2022","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Female","110","100","40700","37580"
"Leaver Dept.","2022","Declared non-disabled","Commercial","Male","90","90","45630","40960"
"Leaver Dept.","2022","Declared non-disabled","Communications","Female","150","140","41090","37060"
"Leaver Dept.","2022","Declared non-disabled","Communications","Male","100","100","43840","37290"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Female","60","50","31230","27570"
"Leaver Dept.","2022","Declared non-disabled","Counter Fraud","Male","50","50","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Female","200","190","41880","36940"
"Leaver Dept.","2022","Declared non-disabled","Digital, Data & Technology","Male","240","240","42610","38000"
"Leaver Dept.","2022","Declared non-disabled","Finance","Female","170","160","41230","36330"
"Leaver Dept.","2022","Declared non-disabled","Finance","Male","160","150","42760","39960"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Female","30","30","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Female","350","340","37860","32330"
"Leaver Dept.","2022","Declared non-disabled","Human Resources","Male","140","140","36870","32000"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","Legal","Female","90","80","44620","41060"
"Leaver Dept.","2022","Declared non-disabled","Legal","Male","50","40","[c]","[c]"
"Leaver Dept.","2022","Declared non-disabled","No function","Female","5810","5410","36810","31990"
