"Status","Year","Region_ITL1","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","Legal Aid Agency","No function","150","150","44680","41750"
"In post","2022","London","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Maritime and Coastguard Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Analysis","40","40","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Communications","50","50","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","110","110","44220","41010"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Finance","30","30","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Human Resources","30","30","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","No function","500","470","53260","53100"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Medicines and Healthcare Products Regulatory Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Met Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Met Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Ministry of Defence (excl. agencies)","Analysis","100","100","45330","45030"
"In post","2022","London","Ministry of Defence (excl. agencies)","Commercial","50","50","39770","37000"
"In post","2022","London","Ministry of Defence (excl. agencies)","Communications","100","100","50040","47500"
"In post","2022","London","Ministry of Defence (excl. agencies)","Digital, Data & Technology","230","230","39060","34640"
"In post","2022","London","Ministry of Defence (excl. agencies)","Finance","200","200","48950","44500"
"In post","2022","London","Ministry of Defence (excl. agencies)","Human Resources","290","280","47950","44500"
"In post","2022","London","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","London","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Ministry of Defence (excl. agencies)","Project Delivery","310","310","51590","45200"
"In post","2022","London","Ministry of Defence (excl. agencies)","Property","70","70","35180","30200"
"In post","2022","London","Ministry of Defence (excl. agencies)","Security","890","870","37720","37000"
"In post","2022","London","Ministry of Defence (excl. agencies)","Unknown","1590","1560","42880","37980"
"In post","2022","London","Ministry of Justice (excl. agencies)","Analysis","420","410","48510","43740"
"In post","2022","London","Ministry of Justice (excl. agencies)","Commercial","90","90","41170","41750"
"In post","2022","London","Ministry of Justice (excl. agencies)","Communications","110","110","45780","41750"
"In post","2022","London","Ministry of Justice (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","London","Ministry of Justice (excl. agencies)","Digital, Data & Technology","510","500","53070","54270"
"In post","2022","London","Ministry of Justice (excl. agencies)","Finance","250","250","48220","42930"
"In post","2022","London","Ministry of Justice (excl. agencies)","Human Resources","280","280","46140","41750"
"In post","2022","London","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Ministry of Justice (excl. agencies)","No function","1730","1680","43680","41750"
"In post","2022","London","Ministry of Justice (excl. agencies)","Project Delivery","130","130","44690","41750"
"In post","2022","London","Ministry of Justice (excl. agencies)","Property","170","170","47400","41750"
"In post","2022","London","Ministry of Justice (excl. agencies)","Security","40","40","[c]","[c]"
"In post","2022","London","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","National Crime Agency","Digital, Data & Technology","100","90","49290","48900"
"In post","2022","London","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","National Crime Agency","Human Resources","50","50","46290","41470"
"In post","2022","London","National Crime Agency","Legal","50","50","55400","60960"
"In post","2022","London","National Crime Agency","No function","1330","1300","43930","40170"
"In post","2022","London","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","National Infrastructure Commission","No function","50","40","[c]","[c]"
"In post","2022","London","National Savings and Investments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","National Savings and Investments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","National Savings and Investments","No function","40","40","[c]","[c]"
"In post","2022","London","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Northern Ireland Office","No function","70","60","51390","47580"
"In post","2022","London","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Budget Responsibility","Analysis","40","30","[c]","[c]"
"In post","2022","London","Office for Budget Responsibility","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Budget Responsibility","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Budget Responsibility","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","No function","180","180","52800","51360"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Gas and Electricity Markets","Analysis","120","120","46210","39080"
"In post","2022","London","Office of Gas and Electricity Markets","Communications","30","30","[c]","[c]"
"In post","2022","London","Office of Gas and Electricity Markets","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","London","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Gas and Electricity Markets","Legal","60","60","65050","66310"
"In post","2022","London","Office of Gas and Electricity Markets","No function","450","450","46250","38550"
"In post","2022","London","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","No function","130","120","57430","55900"
"In post","2022","London","Office of Rail and Road","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Public Guardian","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Public Guardian","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","No function","30","30","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Wales","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Wales","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Planning Inspectorate","No function","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Queen Elizabeth II Centre","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Rural Payments Agency","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","London","Rural Payments Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Scottish Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Serious Fraud Office","Counter Fraud","240","230","46740","40270"
"In post","2022","London","Serious Fraud Office","Digital, Data & Technology","50","50","42900","40170"
"In post","2022","London","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Serious Fraud Office","Legal","60","60","58930","55170"
"In post","2022","London","Serious Fraud Office","No function","60","50","44270","38390"
"In post","2022","London","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","Standards and Testing Agency","No function","40","40","[c]","[c]"
"In post","2022","London","Submarine Delivery Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","The Insolvency Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","The Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","The Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","The Insolvency Service","Counter Fraud","40","40","[c]","[c]"
"In post","2022","London","The Insolvency Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","The Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","The Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","The Insolvency Service","Legal","30","30","[c]","[c]"
"In post","2022","London","The Insolvency Service","No function","180","160","37360","29570"
"In post","2022","London","The Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","The National Archives","Commercial","40","40","[c]","[c]"
"In post","2022","London","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","The National Archives","Digital, Data & Technology","130","130","40430","40000"
"In post","2022","London","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","London","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","The National Archives","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","The National Archives","No function","330","320","33890","30270"
"In post","2022","London","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Debt","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Debt Management Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Export Finance","Analysis","30","30","[c]","[c]"
"In post","2022","London","UK Export Finance","Commercial","190","190","53260","49470"
"In post","2022","London","UK Export Finance","Communications","70","70","56560","52500"
"In post","2022","London","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Export Finance","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","London","UK Export Finance","Finance","60","60","47310","39960"
"In post","2022","London","UK Export Finance","Human Resources","30","30","[c]","[c]"
"In post","2022","London","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Export Finance","Legal","30","30","[c]","[c]"
"In post","2022","London","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Health Security Agency","Commercial","90","90","48980","52610"
"In post","2022","London","UK Health Security Agency","Communications","70","70","46180","40270"
"In post","2022","London","UK Health Security Agency","Digital, Data & Technology","80","80","47390","41310"
"In post","2022","London","UK Health Security Agency","Finance","40","40","[c]","[c]"
"In post","2022","London","UK Health Security Agency","Human Resources","150","140","40090","32790"
"In post","2022","London","UK Health Security Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Health Security Agency","No function","2400","2260","46540","40070"
"In post","2022","London","UK Health Security Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Space Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Space Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Space Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Space Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Space Agency","Project Delivery","100","100","48140","40050"
"In post","2022","London","UK Space Agency","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Statistics Authority","Analysis","210","210","43700","39840"
"In post","2022","London","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Statistics Authority","Digital, Data & Technology","30","30","[c]","[c]"
"In post","2022","London","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Statistics Authority","No function","70","60","47060","39840"
"In post","2022","London","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","UK Supreme Court","Legal","30","30","[c]","[c]"
"In post","2022","London","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Valuation Office Agency","Property","600","570","39860","35880"
"In post","2022","London","Water Services Regulation Authority","Analysis","30","30","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","No function","30","30","[c]","[c]"
"In post","2022","London","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","London","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Advisory, Conciliation and Arbitration Service","No function","120","110","28670","26380"
"In post","2022","North East (England)","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Animal and Plant Health Agency","No function","50","50","30770","26520"
"In post","2022","North East (England)","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","Human Resources","370","340","27410","24100"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","No function","70","70","33210","29250"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Cabinet Office (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Legal","330","300","39110","33460"
"In post","2022","North East (England)","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Security","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Commercial","60","60","36690","36500"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Digital, Data & Technology","140","130","38910","37100"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Finance","50","50","41220","36870"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Human Resources","30","30","[c]","[c]"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Education (excl. agencies)","No function","310","290","38640","36500"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Property","60","60","41170","36640"
"In post","2022","North East (England)","Department for Education (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data & Technology","60","60","39020","35900"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","No function","150","140","39640","36000"
"In post","2022","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","30","30","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","No function","30","30","[c]","[c]"
"In post","2022","North East (England)","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","No function","80","80","41200","36340"
"In post","2022","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Transport (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Analysis","110","100","39810","36320"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Counter Fraud","520","470","26940","27570"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Debt","440","380","22380","21260"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Digital, Data & Technology","1420","1370","41700","37000"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Finance","270","260","38680","34290"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Human Resources","210","190","34410","31990"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","No function","6810","5970","24790","21260"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Project Delivery","180","170","35080","33280"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Property","40","30","[c]","[c]"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department for Work and Pensions (excl. agencies)","Unknown","150","140","33760","31990"
"In post","2022","North East (England)","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department of Health and Social Care (excl. agencies)","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Licensing Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","No function","300","270","26190","26130"
"In post","2022","North East (England)","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
