"Status","Year","Organisation","Sex","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Debt Management Office","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Debt Management Office","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Female","Declared non-disabled","90","80","32010","27570"
"Leaver CS","2021","Defence Equipment and Support","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Male","Declared disabled","40","30","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Male","Declared non-disabled","220","210","37750","32820"
"Leaver CS","2021","Defence Equipment and Support","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Equipment and Support","Male","Unknown","50","50","31810","24880"
"Leaver CS","2021","Defence Science and Technology Laboratory","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Male","Declared non-disabled","80","80","31290","28650"
"Leaver CS","2021","Defence Science and Technology Laboratory","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Defence Science and Technology Laboratory","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Declared non-disabled","60","50","48020","44450"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Declared non-disabled","70","70","51490","48780"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Female","Declared non-disabled","100","90","45910","40860"
"Leaver CS","2021","Department for Education (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Male","Declared non-disabled","90","90","44330","40400"
"Leaver CS","2021","Department for Education (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","140","130","35860","32240"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Unknown","120","120","40750","35900"
"Leaver CS","2021","Department for International Development","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Development","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Female","Unknown","50","50","29310","18200"
"Leaver CS","2021","Department for International Trade","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for International Trade","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Female","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Transport (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","Declared disabled","410","320","26380","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","Declared non-disabled","1870","1470","25850","25110"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","Undeclared","70","60","26330","24640"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Female","Unknown","410","390","27230","27570"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","Declared disabled","250","210","26510","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","Declared non-disabled","1040","940","27000","25490"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","Undeclared","60","50","27070","26890"
"Leaver CS","2021","Department for Work and Pensions (excl. agencies)","Male","Unknown","290","290","27220","27570"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Female","Unknown","90","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Department of Health and Social Care (excl. agencies)","Male","Unknown","70","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Disclosure Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","Declared disabled","30","20","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","Declared non-disabled","90","70","23210","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","Declared non-disabled","70","70","25910","21590"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Licensing Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","Declared non-disabled","90","70","29350","26780"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Driver and Vehicle Standards Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education and Skills Funding Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Education Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","ESTYN","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","FCDO Services","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Food Standards Scotland","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign and Commonwealth Office (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Declared non-disabled","40","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Foreign, Commonwealth and Development Office (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Forestry and Land Scotland","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Actuary's Department","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Internal Audit Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","Declared non-disabled","30","30","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Female","Declared non-disabled","50","40","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Male","Declared non-disabled","50","50","52350","45240"
"Leaver CS","2021","Health and Safety Executive","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","Declared disabled","130","100","22580","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","Declared non-disabled","520","420","24000","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","Undeclared","60","40","24300","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Female","Unknown","200","190","21630","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Declared disabled","50","40","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Declared non-disabled","300","260","25120","20420"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Male","Unknown","120","110","22300","19930"
"Leaver CS","2021","HM Land Registry","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Declared non-disabled","90","70","31830","27130"
"Leaver CS","2021","HM Land Registry","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Female","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Declared non-disabled","60","40","35730","33180"
"Leaver CS","2021","HM Land Registry","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Male","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Declared disabled","220","200","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Declared non-disabled","1050","940","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Undeclared","200","160","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Female","Unknown","430","410","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Declared disabled","210","190","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Declared non-disabled","1230","1150","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Undeclared","320","280","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Male","Unknown","480","460","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Declared disabled","380","300","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Declared non-disabled","1710","1370","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Undeclared","190","150","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Female","Unknown","1040","860","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","Declared disabled","240","200","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","Declared non-disabled","990","880","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","Undeclared","150","140","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Male","Unknown","730","670","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Declared disabled","70","50","28120","25120"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Declared non-disabled","490","400","28750","25120"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Female","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Declared disabled","80","70","31330","27240"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Declared non-disabled","480","430","32370","27370"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Male","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Declared non-disabled","40","40","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Maritime and Coastguard Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Female","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicines and Healthcare Products Regulatory Agency","Male","Declared disabled","[c]","[c]","[c]","[c]"
