"Status","Year","Profession_of_post","Age","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Security","20-29","Heterosexual / straight","690","690","27600","26570"
"In post","2022","Security","20-29","LGBO","60","60","28350","26750"
"In post","2022","Security","20-29","Undeclared","50","50","[c]","[c]"
"In post","2022","Security","20-29","Unknown","330","330","27360","25680"
"In post","2022","Security","30-39","Heterosexual / straight","1140","1120","32910","31390"
"In post","2022","Security","30-39","LGBO","100","100","35380","34360"
"In post","2022","Security","30-39","Undeclared","120","120","36310","37930"
"In post","2022","Security","30-39","Unknown","380","380","33220","33200"
"In post","2022","Security","40-49","Heterosexual / straight","1370","1350","33920","33300"
"In post","2022","Security","40-49","LGBO","60","60","37270","38010"
"In post","2022","Security","40-49","Undeclared","230","230","36230","39070"
"In post","2022","Security","40-49","Unknown","280","270","37120","39070"
"In post","2022","Security","50-59","Heterosexual / straight","2510","2480","32710","30350"
"In post","2022","Security","50-59","LGBO","60","60","33790","33000"
"In post","2022","Security","50-59","Undeclared","410","400","36230","39070"
"In post","2022","Security","50-59","Unknown","340","330","36600","37930"
"In post","2022","Security","60-64","Heterosexual / straight","680","620","27700","21850"
"In post","2022","Security","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","60-64","Undeclared","110","100","32130","31990"
"In post","2022","Security","60-64","Unknown","70","70","33350","31990"
"In post","2022","Security","65+","Heterosexual / straight","220","190","27010","21850"
"In post","2022","Security","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Security","65+","Undeclared","40","30","[c]","[c]"
"In post","2022","Security","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","20-29","Heterosexual / straight","370","370","36340","33710"
"In post","2022","Social Research","20-29","LGBO","70","70","34480","32350"
"In post","2022","Social Research","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","20-29","Unknown","90","90","34720","33650"
"In post","2022","Social Research","30-39","Heterosexual / straight","300","280","44560","41950"
"In post","2022","Social Research","30-39","LGBO","30","30","[c]","[c]"
"In post","2022","Social Research","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","30-39","Unknown","60","50","45120","42710"
"In post","2022","Social Research","40-49","Heterosexual / straight","170","160","49150","50210"
"In post","2022","Social Research","40-49","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","50-59","Heterosexual / straight","80","70","53420","55210"
"In post","2022","Social Research","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Social Research","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","20-29","Heterosexual / straight","530","520","36210","34000"
"In post","2022","Statistics","20-29","LGBO","90","90","36710","33370"
"In post","2022","Statistics","20-29","Undeclared","60","60","36610","34490"
"In post","2022","Statistics","20-29","Unknown","160","150","32740","30710"
"In post","2022","Statistics","30-39","Heterosexual / straight","500","480","45790","43000"
"In post","2022","Statistics","30-39","LGBO","50","50","[c]","[c]"
"In post","2022","Statistics","30-39","Undeclared","50","50","40690","38340"
"In post","2022","Statistics","30-39","Unknown","100","90","42720","40230"
"In post","2022","Statistics","40-49","Heterosexual / straight","390","360","51820","52150"
"In post","2022","Statistics","40-49","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","40-49","Unknown","60","60","48690","50210"
"In post","2022","Statistics","50-59","Heterosexual / straight","220","210","51200","51640"
"In post","2022","Statistics","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","50-59","Unknown","40","40","[c]","[c]"
"In post","2022","Statistics","60-64","Heterosexual / straight","40","40","[c]","[c]"
"In post","2022","Statistics","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Statistics","65+","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Tax","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Tax","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Tax","16-19","Unknown","30","30","[c]","[c]"
"In post","2022","Tax","20-29","Heterosexual / straight","2100","2060","30250","26820"
"In post","2022","Tax","20-29","LGBO","300","300","28700","26590"
"In post","2022","Tax","20-29","Undeclared","140","140","32200","28780"
"In post","2022","Tax","20-29","Unknown","1660","1620","26790","26590"
"In post","2022","Tax","30-39","Heterosexual / straight","3210","3110","36350","33370"
"In post","2022","Tax","30-39","LGBO","280","280","36210","33080"
"In post","2022","Tax","30-39","Undeclared","250","240","37020","33370"
"In post","2022","Tax","30-39","Unknown","1610","1550","31010","26820"
"In post","2022","Tax","40-49","Heterosexual / straight","2330","2240","38130","33370"
"In post","2022","Tax","40-49","LGBO","150","140","37010","33370"
"In post","2022","Tax","40-49","Undeclared","280","270","40700","35800"
"In post","2022","Tax","40-49","Unknown","1060","1010","32610","33080"
"In post","2022","Tax","50-59","Heterosexual / straight","2890","2770","40100","35980"
"In post","2022","Tax","50-59","LGBO","120","110","37820","33370"
"In post","2022","Tax","50-59","Undeclared","480","460","41310","38470"
"In post","2022","Tax","50-59","Unknown","1060","1010","35840","33370"
"In post","2022","Tax","60-64","Heterosexual / straight","750","590","39150","35980"
"In post","2022","Tax","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","60-64","Undeclared","160","120","42640","35980"
"In post","2022","Tax","60-64","Unknown","340","270","36330","33440"
"In post","2022","Tax","65+","Heterosexual / straight","210","140","38930","35980"
"In post","2022","Tax","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Tax","65+","Undeclared","40","20","[c]","[c]"
"In post","2022","Tax","65+","Unknown","100","70","36520","35980"
"In post","2022","Unknown","16-19","Heterosexual / straight","50","40","[c]","[c]"
"In post","2022","Unknown","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","16-19","Unknown","50","50","23260","21260"
"In post","2022","Unknown","20-29","Heterosexual / straight","3520","3490","32440","30750"
"In post","2022","Unknown","20-29","LGBO","620","610","33240","31540"
"In post","2022","Unknown","20-29","Undeclared","340","330","35760","33080"
"In post","2022","Unknown","20-29","Unknown","3580","3550","31400","29250"
"In post","2022","Unknown","30-39","Heterosexual / straight","4960","4800","41330","37930"
"In post","2022","Unknown","30-39","LGBO","620","610","41100","37300"
"In post","2022","Unknown","30-39","Undeclared","450","440","43920","40600"
"In post","2022","Unknown","30-39","Unknown","2580","2510","40960","34600"
"In post","2022","Unknown","40-49","Heterosexual / straight","4520","4340","47900","43000"
"In post","2022","Unknown","40-49","LGBO","260","260","48590","47490"
"In post","2022","Unknown","40-49","Undeclared","350","340","47730","43890"
"In post","2022","Unknown","40-49","Unknown","2220","2130","47500","40180"
"In post","2022","Unknown","50-59","Heterosexual / straight","3870","3750","47690","40810"
"In post","2022","Unknown","50-59","LGBO","150","150","47020","39660"
"In post","2022","Unknown","50-59","Undeclared","300","300","50590","43660"
"In post","2022","Unknown","50-59","Unknown","2100","2030","48390","40550"
"In post","2022","Unknown","60-64","Heterosexual / straight","710","640","44430","36130"
"In post","2022","Unknown","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","60-64","Undeclared","70","70","44830","36130"
"In post","2022","Unknown","60-64","Unknown","530","480","40570","33300"
"In post","2022","Unknown","65+","Heterosexual / straight","170","150","39750","30630"
"In post","2022","Unknown","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","65+","Unknown","170","140","39850","31540"
"In post","2022","Veterinarian","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","16-19","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","20-29","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","20-29","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","20-29","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","30-39","Heterosexual / straight","70","70","39250","37350"
"In post","2022","Veterinarian","30-39","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","30-39","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","30-39","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","40-49","Heterosexual / straight","110","110","43180","38300"
"In post","2022","Veterinarian","40-49","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","40-49","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","40-49","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","50-59","Heterosexual / straight","60","60","47960","50320"
"In post","2022","Veterinarian","50-59","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","50-59","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","50-59","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","60-64","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","60-64","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","60-64","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","65+","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","65+","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Communications","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","16-19","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Heterosexual / straight","50","50","44910","41970"
"Leaver CS","2021","Digital, Data and Technology","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","30-39","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","40-49","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Economics","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","20-29","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Heterosexual / straight","50","50","46190","41280"
"Leaver CS","2021","Finance","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Finance","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Heterosexual / straight","50","50","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","20-29","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","30-39","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","65+","Undeclared","[c]","[c]","[c]","[c]"
