"Status","Year","Responsibility_level","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","G6/G7","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Welsh Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Welsh Government","No function","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Welsh Government","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","G6/G7","Welsh Government","Unknown","1090","1040","62440","61440"
"In post","2022","SCS","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Attorney General's Departments","Legal","280","270","86010","82360"
"In post","2022","SCS","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Commercial","240","240","118580","116730"
"In post","2022","SCS","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Human Resources","50","50","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Legal","50","50","85440","79760"
"In post","2022","SCS","Cabinet Office","No function","240","240","86940","78000"
"In post","2022","SCS","Cabinet Office","Project Delivery","60","60","114370","115000"
"In post","2022","SCS","Cabinet Office","Property","30","30","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Charity Commission","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Legal","30","30","[c]","[c]"
"In post","2022","SCS","Competition and Markets Authority","Project Delivery","70","60","108750","99920"
"In post","2022","SCS","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","No function","320","310","87110","79110"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","No function","100","90","83910","75840"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Education","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Education","No function","220","210","84010","74100"
"In post","2022","SCS","Department for Education","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","No function","150","140","82890","76660"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","No function","140","140","86680","75570"
"In post","2022","SCS","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","No function","140","140","86280","76260"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","No function","160","150","89360","79740"
"In post","2022","SCS","Department for Transport","Project Delivery","40","40","[c]","[c]"
"In post","2022","SCS","Department for Transport","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Digital, Data & Technology","50","50","94800","89550"
"In post","2022","SCS","Department for Work and Pensions","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","No function","130","120","88650","78140"
"In post","2022","SCS","Department for Work and Pensions","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Commercial","50","40","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Finance","30","30","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","No function","630","590","99860","95140"
"In post","2022","SCS","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Food Standards Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Food Standards Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Food Standards Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","No function","360","350","87170","78010"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Project Delivery","80","80","82050","77650"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Land Registry","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Debt","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Digital, Data & Technology","60","60","93620","82340"
"In post","2022","SCS","HM Revenue and Customs","Finance","40","40","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","No function","130","120","83680","78420"
"In post","2022","SCS","HM Revenue and Customs","Project Delivery","140","140","84420","78420"
"In post","2022","SCS","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Revenue and Customs","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","No function","150","140","85440","78000"
"In post","2022","SCS","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Home Office","Unknown","310","300","89940","82550"
"In post","2022","SCS","Ministry of Defence","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Finance","50","50","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Human Resources","40","40","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Project Delivery","130","130","94840","86820"
"In post","2022","SCS","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Defence","Unknown","170","160","92280","87210"
"In post","2022","SCS","Ministry of Justice","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","No function","230","220","88440","83180"
"In post","2022","SCS","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland Office","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","No function","40","30","[c]","[c]"
"In post","2022","SCS","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Qualifications and Examinations Regulation","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Government","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Scottish Government","Unknown","250","250","88580","83230"
"In post","2022","SCS","The National Archives","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Analysis","40","40","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"In post","2022","SCS","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Welsh Government","No function","[c]","[c]","[c]","[c]"
"In post","2022","SCS","Welsh Government","Unknown","190","180","87120","79650"
"In post","2022","SEO/HEO","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Communications","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Counter Fraud","120","110","38080","40000"
"In post","2022","SEO/HEO","Attorney General's Departments","Digital, Data & Technology","110","110","36780","38180"
"In post","2022","SEO/HEO","Attorney General's Departments","Finance","40","40","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Human Resources","90","90","34430","33700"
"In post","2022","SEO/HEO","Attorney General's Departments","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Legal","900","870","36390","36240"
"In post","2022","SEO/HEO","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Attorney General's Departments","Unknown","60","60","36980","38180"
"In post","2022","SEO/HEO","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Cabinet Office","Commercial","430","420","36400","38330"
"In post","2022","SEO/HEO","Cabinet Office","Communications","170","170","38460","40600"
"In post","2022","SEO/HEO","Cabinet Office","Counter Fraud","50","50","35700","35590"
"In post","2022","SEO/HEO","Cabinet Office","Digital, Data & Technology","390","390","36960","37300"
"In post","2022","SEO/HEO","Cabinet Office","Finance","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Cabinet Office","Human Resources","450","430","36030","36320"
"In post","2022","SEO/HEO","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Cabinet Office","No function","2520","2510","32120","32000"
"In post","2022","SEO/HEO","Cabinet Office","Project Delivery","50","50","[c]","[c]"
"In post","2022","SEO/HEO","Cabinet Office","Property","150","150","36370","36700"
"In post","2022","SEO/HEO","Cabinet Office","Security","450","440","34950","33300"
"In post","2022","SEO/HEO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Analysis","60","60","40960","39720"
"In post","2022","SEO/HEO","Chancellor's other departments","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","SEO/HEO","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
