"Status","Year","Profession_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Internal Audit","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","HM Revenue and Customs","Male","30","30","[c]","[c]"
"In post","2021","Internal Audit","HM Treasury","Female","160","150","47530","44190"
"In post","2021","Internal Audit","HM Treasury","Male","180","180","52900","49750"
"In post","2021","Internal Audit","Ministry of Defence","Female","80","70","37440","33300"
"In post","2021","Internal Audit","Ministry of Defence","Male","70","70","40000","36460"
"In post","2021","Internal Audit","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","Female","40","40","[c]","[c]"
"In post","2021","Internal Audit","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Internal Audit","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for International Trade","Female","570","560","47260","48220"
"In post","2021","International Trade","Department for International Trade","Male","730","730","49150","51710"
"In post","2021","International Trade","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","HM Revenue and Customs","Female","70","60","33910","31810"
"In post","2021","International Trade","HM Revenue and Customs","Male","70","70","32310","31810"
"In post","2021","International Trade","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","International Trade","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","Male","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","Female","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Transport","Male","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","Female","400","350","38420","36340"
"In post","2021","Knowledge and Information Management","Department of Health and Social Care","Male","160","150","41460","38900"
"In post","2021","Knowledge and Information Management","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Foreign, Commonwealth and Development Office","Female","70","70","41340","36080"
"In post","2021","Knowledge and Information Management","Foreign, Commonwealth and Development Office","Male","60","60","48000","40400"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","Female","50","50","[c]","[c]"
"In post","2021","Knowledge and Information Management","Home Office","Male","40","40","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Female","420","400","31740","28670"
"In post","2021","Knowledge and Information Management","Ministry of Defence","Male","540","530","36330","33300"
"In post","2021","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Ministry of Justice","Female","50","50","29640","26410"
"In post","2021","Knowledge and Information Management","Ministry of Justice","Male","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","The National Archives","Female","50","50","[c]","[c]"
"In post","2021","Knowledge and Information Management","The National Archives","Male","30","30","[c]","[c]"
"In post","2021","Knowledge and Information Management","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Knowledge and Information Management","Welsh Government","Female","60","50","32100","28850"
"In post","2021","Knowledge and Information Management","Welsh Government","Male","60","60","34250","34490"
"In post","2021","Legal","Attorney General's Departments","Female","3300","2970","56270","55010"
"In post","2021","Legal","Attorney General's Departments","Male","1960","1910","58280","55610"
"In post","2021","Legal","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Competition and Markets Authority","Female","70","70","69330","71370"
"In post","2021","Legal","Competition and Markets Authority","Male","60","50","72010","74480"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Female","50","40","[c]","[c]"
"In post","2021","Legal","Department for Business, Energy and Industrial Strategy","Male","40","40","[c]","[c]"
"In post","2021","Legal","Department for Education","Female","50","40","[c]","[c]"
"In post","2021","Legal","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Female","50","40","[c]","[c]"
"In post","2021","Legal","Foreign, Commonwealth and Development Office","Male","80","60","58100","58320"
"In post","2021","Legal","HM Land Registry","Female","160","140","48960","57000"
"In post","2021","Legal","HM Land Registry","Male","100","90","53190","58760"
"In post","2021","Legal","HM Revenue and Customs","Female","1630","1520","32690","29570"
"In post","2021","Legal","HM Revenue and Customs","Male","2100","2040","33960","31810"
"In post","2021","Legal","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Ministry of Justice","Female","940","830","42320","42750"
"In post","2021","Legal","Ministry of Justice","Male","380","360","45420","43960"
"In post","2021","Legal","National Crime Agency","Female","30","30","[c]","[c]"
"In post","2021","Legal","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Gas and Electricity Markets","Female","50","50","59400","62300"
"In post","2021","Legal","Office of Gas and Electricity Markets","Male","30","30","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Scottish Government","Female","470","430","53150","52490"
"In post","2021","Legal","Scottish Government","Male","190","180","54910","54780"
"In post","2021","Legal","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Welsh Government","Female","100","100","56330","60830"
"In post","2021","Legal","Welsh Government","Male","50","50","[c]","[c]"
"In post","2021","Medicine","Department for Transport","Female","40","30","[c]","[c]"
"In post","2021","Medicine","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Department of Health and Social Care","Female","350","300","89400","92370"
"In post","2021","Medicine","Department of Health and Social Care","Male","210","190","97540","96380"
"In post","2021","Medicine","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","Ministry of Defence","Female","1220","1080","41010","37640"
"In post","2021","Medicine","Ministry of Defence","Male","460","420","54000","41190"
"In post","2021","Medicine","Welsh Government","Female","110","100","45480","37410"
"In post","2021","Medicine","Welsh Government","Male","60","60","46920","47000"
"In post","2021","Operational Delivery","Attorney General's Departments","Female","2220","2000","27060","25480"
"In post","2021","Operational Delivery","Attorney General's Departments","Male","840","820","28050","25820"
"In post","2021","Operational Delivery","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Female","2410","2210","29980","26290"
"In post","2021","Operational Delivery","Department for Business, Energy and Industrial Strategy","Male","1720","1670","32830","28240"
"In post","2021","Operational Delivery","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Department for Education","Female","980","930","41250","36960"
"In post","2021","Operational Delivery","Department for Education","Male","620","620","42230","37100"
"In post","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Female","2260","2030","26220","24920"
"In post","2021","Operational Delivery","Department for Environment, Food and Rural Affairs","Male","1590","1540","28120","25190"
"In post","2021","Operational Delivery","Department for International Trade","Female","50","50","35070","32120"
"In post","2021","Operational Delivery","Department for International Trade","Male","60","60","38100","32120"
"In post","2021","Operational Delivery","Department for Transport","Female","4330","3620","23440","21590"
"In post","2021","Operational Delivery","Department for Transport","Male","4980","4760","28260","26780"
"In post","2021","Operational Delivery","Department for Work and Pensions","Female","880","800","37610","31710"
"In post","2021","Operational Delivery","Department for Work and Pensions","Male","840","820","50450","46320"
"In post","2021","Operational Delivery","Department of Health and Social Care","Female","2500","2240","38220","33060"
"In post","2021","Operational Delivery","Department of Health and Social Care","Male","950","900","44100","40070"
"In post","2021","Operational Delivery","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Food Standards Agency","Female","160","160","34140","30810"
"In post","2021","Operational Delivery","Food Standards Agency","Male","450","440","30720","26750"
"In post","2021","Operational Delivery","Foreign, Commonwealth and Development Office","Female","410","380","32920","28000"
"In post","2021","Operational Delivery","Foreign, Commonwealth and Development Office","Male","240","230","34480","30140"
"In post","2021","Operational Delivery","HM Land Registry","Female","3160","2760","27780","27130"
"In post","2021","Operational Delivery","HM Land Registry","Male","1850","1730","28960","27130"
"In post","2021","Operational Delivery","HM Revenue and Customs","Female","16800","14080","25400","21440"
"In post","2021","Operational Delivery","HM Revenue and Customs","Male","11460","10890","25990","23730"
"In post","2021","Operational Delivery","HM Treasury","Female","130","130","32370","29430"
"In post","2021","Operational Delivery","HM Treasury","Male","70","70","46140","34220"
"In post","2021","Operational Delivery","Home Office","Female","13080","11570","27460","25310"
"In post","2021","Operational Delivery","Home Office","Male","11920","11320","28340","25630"
"In post","2021","Operational Delivery","Ministry of Defence","Female","1040","960","30550","28650"
"In post","2021","Operational Delivery","Ministry of Defence","Male","770","750","35040","33290"
"In post","2021","Operational Delivery","Ministry of Housing, Communities and Local Government","Female","410","380","33420","30870"
"In post","2021","Operational Delivery","Ministry of Housing, Communities and Local Government","Male","380","370","36210","32780"
"In post","2021","Operational Delivery","Ministry of Justice","Female","37040","33750","26810","23840"
"In post","2021","Operational Delivery","Ministry of Justice","Male","31520","30250","29250","27700"
"In post","2021","Operational Delivery","National Crime Agency","Female","2050","1970","36770","36200"
"In post","2021","Operational Delivery","National Crime Agency","Male","2680","2660","41940","40170"
"In post","2021","Operational Delivery","Office for Standards in Education","Female","150","130","28460","21160"
"In post","2021","Operational Delivery","Office for Standards in Education","Male","80","70","28960","25880"
"In post","2021","Operational Delivery","Office of Gas and Electricity Markets","Female","80","70","31760","27010"
"In post","2021","Operational Delivery","Office of Gas and Electricity Markets","Male","90","90","34690","28280"
"In post","2021","Operational Delivery","Office of Qualifications and Examinations Regulation","Female","60","50","41510","38000"
"In post","2021","Operational Delivery","Office of Qualifications and Examinations Regulation","Male","30","30","[c]","[c]"
"In post","2021","Operational Delivery","Office of Rail and Road","Female","60","50","45370","43090"
"In post","2021","Operational Delivery","Office of Rail and Road","Male","80","80","58740","59750"
"In post","2021","Operational Delivery","Other Cabinet Office Agencies","Female","110","110","39820","38340"
"In post","2021","Operational Delivery","Other Cabinet Office Agencies","Male","100","100","43430","35690"
"In post","2021","Operational Delivery","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Scottish Government","Female","3510","3220","27810","25870"
"In post","2021","Operational Delivery","Scottish Government","Male","3700","3490","30920","33650"
"In post","2021","Operational Delivery","The National Archives","Female","100","90","29990","28460"
"In post","2021","Operational Delivery","The National Archives","Male","70","70","28440","23340"
"In post","2021","Operational Delivery","UK Export Finance","Female","90","80","46370","41620"
"In post","2021","Operational Delivery","UK Export Finance","Male","160","160","57340","51250"
"In post","2021","Operational Delivery","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","United Kingdom Statistics Authority","Female","1800","1480","26340","23050"
"In post","2021","Operational Delivery","United Kingdom Statistics Authority","Male","1200","1000","26800","23050"
"In post","2021","Operational Delivery","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Wales Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","Welsh Government","Female","960","870","34960","28850"
"In post","2021","Operational Delivery","Welsh Government","Male","680","660","39430","34490"
"In post","2021","Operational Research","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department for Transport","Female","40","30","[c]","[c]"
"In post","2021","Operational Research","Department for Transport","Male","40","30","[c]","[c]"
"In post","2021","Operational Research","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Foreign, Commonwealth and Development Office","Male","50","40","[c]","[c]"
"In post","2021","Operational Research","HM Revenue and Customs","Female","50","50","43770","38630"
"In post","2021","Operational Research","HM Revenue and Customs","Male","90","90","43420","38630"
"In post","2021","Operational Research","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Home Office","Female","30","30","[c]","[c]"
"In post","2021","Operational Research","Home Office","Male","60","50","45460","38960"
"In post","2021","Operational Research","Ministry of Defence","Female","180","170","40620","39300"
"In post","2021","Operational Research","Ministry of Defence","Male","400","390","43980","46080"
"In post","2021","Operational Research","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Ministry of Justice","Female","40","40","[c]","[c]"
"In post","2021","Operational Research","Ministry of Justice","Male","60","60","47780","45520"
"In post","2021","Operational Research","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","Attorney General's Departments","Female","270","260","32080","27580"
"In post","2021","Other","Attorney General's Departments","Male","170","160","33620","27650"
"In post","2021","Other","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Chancellor's other departments","Female","120","110","56760","48930"
"In post","2021","Other","Chancellor's other departments","Male","160","150","68700","57250"
"In post","2021","Other","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","Female","60","60","36790","34280"
"In post","2021","Other","Department for Digital, Culture, Media and Sport","Male","30","30","[c]","[c]"
"In post","2021","Other","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Department for International Trade","Female","100","100","37230","32120"
"In post","2021","Other","Department for International Trade","Male","80","80","42320","34940"
"In post","2021","Other","Department for Transport","Female","250","240","35430","30540"
"In post","2021","Other","Department for Transport","Male","280","260","47850","33390"
"In post","2021","Other","Department of Health and Social Care","Female","160","150","48970","46200"
"In post","2021","Other","Department of Health and Social Care","Male","140","140","50440","42340"
"In post","2021","Other","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","ESTYN","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Foreign, Commonwealth and Development Office","Female","160","160","62360","64840"
"In post","2021","Other","Foreign, Commonwealth and Development Office","Male","130","130","67620","67970"
"In post","2021","Other","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Revenue and Customs","Female","260","220","40370","36160"
"In post","2021","Other","HM Revenue and Customs","Male","230","210","43170","38630"
"In post","2021","Other","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Home Office","Female","1010","950","35260","30950"
"In post","2021","Other","Home Office","Male","780","730","34400","30830"
"In post","2021","Other","Ministry of Defence","Female","7030","6620","25560","21580"
"In post","2021","Other","Ministry of Defence","Male","8810","8690","30290","26930"
"In post","2021","Other","Ministry of Justice","Female","40","40","[c]","[c]"
"In post","2021","Other","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Office for Standards in Education","Female","180","170","28140","25880"
"In post","2021","Other","Office for Standards in Education","Male","70","70","29470","25880"
"In post","2021","Other","Office of Gas and Electricity Markets","Female","250","240","41370","35760"
"In post","2021","Other","Office of Gas and Electricity Markets","Male","280","280","46750","41000"
"In post","2021","Other","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Scottish Government","Female","270","240","29080","25870"
"In post","2021","Other","Scottish Government","Male","400","370","33390","30930"
"In post","2021","Other","The National Archives","Female","40","40","[c]","[c]"
"In post","2021","Other","The National Archives","Male","40","40","[c]","[c]"
"In post","2021","Other","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","Other","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","Welsh Government","Female","410","390","40640","37410"
"In post","2021","Other","Welsh Government","Male","200","200","46790","47000"
"In post","2021","Planning","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Department for Education","Male","[c]","[c]","[c]","[c]"
