"Status","Year","Sexual_orientation","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Mixed","EO","60","50","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","EO","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","AA/AO","100","90","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","EO","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","SEO/HEO","30","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","White","AA/AO","4420","3910","21200","21010"
"Leaver CS","2021","Heterosexual / straight","White","EO","2210","1940","27230","27570"
"Leaver CS","2021","Heterosexual / straight","White","G6/G7","1030","930","60670","58240"
"Leaver CS","2021","Heterosexual / straight","White","SCS","210","190","96890","93400"
"Leaver CS","2021","Heterosexual / straight","White","SEO/HEO","2220","2030","37250","36500"
"Leaver CS","2021","Heterosexual / straight","White","Unknown","450","380","38040","36030"
"Leaver CS","2021","LGBO","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","White","AA/AO","290","280","20770","21010"
"Leaver CS","2021","LGBO","White","EO","130","120","27050","27570"
"Leaver CS","2021","LGBO","White","G6/G7","70","60","59770","58290"
"Leaver CS","2021","LGBO","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","White","SEO/HEO","120","110","36530","36730"
"Leaver CS","2021","LGBO","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","AA/AO","160","140","22880","21010"
"Leaver CS","2021","Undeclared","Undeclared","EO","110","100","28760","27240"
"Leaver CS","2021","Undeclared","Undeclared","G6/G7","50","50","60950","60640"
"Leaver CS","2021","Undeclared","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","SEO/HEO","160","140","38280","37280"
"Leaver CS","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","AA/AO","100","80","21460","20850"
"Leaver CS","2021","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","AA/AO","450","370","20990","20940"
"Leaver CS","2021","Undeclared","White","EO","290","230","27710","27570"
"Leaver CS","2021","Undeclared","White","G6/G7","120","110","62290","59590"
"Leaver CS","2021","Undeclared","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","White","SEO/HEO","230","200","38450","37190"
"Leaver CS","2021","Undeclared","White","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","AA/AO","180","140","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","EO","80","60","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Asian","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","Black","AA/AO","60","40","[c]","[c]"
"Leaver CS","2021","Unknown","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Chinese","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","AA/AO","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","AA/AO","290","230","19770","19130"
"Leaver CS","2021","Unknown","Undeclared","EO","170","140","27430","27570"
"Leaver CS","2021","Unknown","Undeclared","G6/G7","60","60","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Undeclared","SEO/HEO","180","160","35120","34880"
"Leaver CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","2660","2440","21160","21010"
"Leaver CS","2021","Unknown","Unknown","EO","1320","1180","27190","27570"
"Leaver CS","2021","Unknown","Unknown","G6/G7","500","430","60350","57910"
"Leaver CS","2021","Unknown","Unknown","SCS","100","80","99060","86750"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","950","860","36010","35110"
"Leaver CS","2021","Unknown","Unknown","Unknown","630","590","34750","32400"
"Leaver CS","2021","Unknown","White","AA/AO","2350","1840","21290","20830"
"Leaver CS","2021","Unknown","White","EO","1270","1000","27690","27570"
"Leaver CS","2021","Unknown","White","G6/G7","440","370","61040","58140"
"Leaver CS","2021","Unknown","White","SCS","70","60","[c]","[c]"
"Leaver CS","2021","Unknown","White","SEO/HEO","1110","950","37880","37130"
"Leaver CS","2021","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","AA/AO","550","510","21940","21260"
"Leaver CS","2022","Heterosexual / straight","Asian","EO","560","530","28210","27570"
"Leaver CS","2022","Heterosexual / straight","Asian","G6/G7","170","160","59240","57170"
"Leaver CS","2022","Heterosexual / straight","Asian","SCS","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Asian","SEO/HEO","400","370","37100","36780"
"Leaver CS","2022","Heterosexual / straight","Asian","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","AA/AO","320","300","22610","22480"
"Leaver CS","2022","Heterosexual / straight","Black","EO","410","390","29150","29290"
"Leaver CS","2022","Heterosexual / straight","Black","G6/G7","100","90","57540","54270"
"Leaver CS","2022","Heterosexual / straight","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Black","SEO/HEO","250","240","37440","36380"
"Leaver CS","2022","Heterosexual / straight","Black","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","AA/AO","210","200","21610","21260"
"Leaver CS","2022","Heterosexual / straight","Mixed","EO","200","190","27970","27570"
"Leaver CS","2022","Heterosexual / straight","Mixed","G6/G7","60","60","60120","58290"
"Leaver CS","2022","Heterosexual / straight","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Mixed","SEO/HEO","130","120","37410","37190"
"Leaver CS","2022","Heterosexual / straight","Mixed","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","EO","60","60","29040","29290"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","AA/AO","90","80","22080","21260"
"Leaver CS","2022","Heterosexual / straight","Undeclared","EO","60","50","28570","27570"
"Leaver CS","2022","Heterosexual / straight","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","AA/AO","110","100","23350","21290"
"Leaver CS","2022","Heterosexual / straight","Unknown","EO","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","SEO/HEO","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","White","AA/AO","7590","6780","21700","21260"
"Leaver CS","2022","Heterosexual / straight","White","EO","4800","4250","27620","27570"
"Leaver CS","2022","Heterosexual / straight","White","G6/G7","2010","1830","60250","57680"
"Leaver CS","2022","Heterosexual / straight","White","SCS","350","320","96000","92900"
"Leaver CS","2022","Heterosexual / straight","White","SEO/HEO","4160","3810","37560","36810"
"Leaver CS","2022","Heterosexual / straight","White","Unknown","970","860","38040","34310"
"Leaver CS","2022","LGBO","Asian","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","AA/AO","630","610","21400","21260"
"Leaver CS","2022","LGBO","White","EO","430","410","27420","27570"
"Leaver CS","2022","LGBO","White","G6/G7","140","130","60910","57540"
"Leaver CS","2022","LGBO","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","SEO/HEO","290","280","36510","36330"
"Leaver CS","2022","LGBO","White","Unknown","80","80","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","EO","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","AA/AO","270","240","22600","21260"
"Leaver CS","2022","Undeclared","Undeclared","EO","230","190","28410","27570"
"Leaver CS","2022","Undeclared","Undeclared","G6/G7","110","110","58870","57110"
"Leaver CS","2022","Undeclared","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","SEO/HEO","270","250","38590","38110"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","AA/AO","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","EO","90","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","G6/G7","120","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","200","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","AA/AO","650","530","21660","21260"
"Leaver CS","2022","Undeclared","White","EO","500","420","27610","27570"
"Leaver CS","2022","Undeclared","White","G6/G7","190","170","60940","58190"
"Leaver CS","2022","Undeclared","White","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","SEO/HEO","400","360","38080","37520"
"Leaver CS","2022","Undeclared","White","Unknown","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","AA/AO","240","200","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","EO","90","70","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","SEO/HEO","80","70","[c]","[c]"
"Leaver CS","2022","Unknown","Black","AA/AO","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","Black","EO","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","Black","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","AA/AO","40","40","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","AA/AO","210","160","21020","20430"
"Leaver CS","2022","Unknown","Undeclared","EO","160","130","27900","27570"
"Leaver CS","2022","Unknown","Undeclared","G6/G7","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Undeclared","SEO/HEO","150","140","35870","34530"
"Leaver CS","2022","Unknown","Unknown","AA/AO","3920","3650","21630","21260"
"Leaver CS","2022","Unknown","Unknown","EO","1660","1570","27260","27570"
"Leaver CS","2022","Unknown","Unknown","G6/G7","630","590","60690","57430"
"Leaver CS","2022","Unknown","Unknown","SCS","90","90","107180","95140"
"Leaver CS","2022","Unknown","Unknown","SEO/HEO","1300","1210","36770","36130"
"Leaver CS","2022","Unknown","Unknown","Unknown","860","760","36370","33420"
"Leaver CS","2022","Unknown","White","AA/AO","2240","1760","22030","21260"
"Leaver CS","2022","Unknown","White","EO","1040","810","27960","27570"
"Leaver CS","2022","Unknown","White","G6/G7","520","440","59920","59000"
"Leaver CS","2022","Unknown","White","SCS","100","70","[c]","[c]"
"Leaver CS","2022","Unknown","White","SEO/HEO","920","750","38100","37290"
"Leaver CS","2022","Unknown","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","AA/AO","130","120","21440","20920"
"Leaver Dept.","2021","Heterosexual / straight","Asian","EO","210","200","27480","27570"
"Leaver Dept.","2021","Heterosexual / straight","Asian","G6/G7","80","80","58050","56340"
"Leaver Dept.","2021","Heterosexual / straight","Asian","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Asian","SEO/HEO","260","250","36030","34830"
"Leaver Dept.","2021","Heterosexual / straight","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","AA/AO","60","60","21950","21300"
"Leaver Dept.","2021","Heterosexual / straight","Black","EO","120","120","27420","27570"
"Leaver Dept.","2021","Heterosexual / straight","Black","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Black","SEO/HEO","150","140","36180","35370"
