"Status","Year","Function_of_post","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Heterosexual / straight","London","33970","32760","42380","36850"
"In post","2022","No function","Heterosexual / straight","North East (England)","13480","12100","27880","26590"
"In post","2022","No function","Heterosexual / straight","North West (England)","25460","23490","29060","27570"
"In post","2022","No function","Heterosexual / straight","Northern Ireland","1230","1160","32910","31460"
"In post","2022","No function","Heterosexual / straight","Overseas","1270","1270","53210","53470"
"In post","2022","No function","Heterosexual / straight","Scotland","12360","11300","29610","27570"
"In post","2022","No function","Heterosexual / straight","South East (England)","14970","13710","30540","28140"
"In post","2022","No function","Heterosexual / straight","South West (England)","11990","11010","31190","27570"
"In post","2022","No function","Heterosexual / straight","Unknown","430","400","31800","29180"
"In post","2022","No function","Heterosexual / straight","Wales","13670","12530","27960","26310"
"In post","2022","No function","Heterosexual / straight","West Midlands (England)","14900","13810","29880","27570"
"In post","2022","No function","Heterosexual / straight","Yorkshire and The Humber","14440","13270","30780","27570"
"In post","2022","No function","LGBO","East Midlands (England)","690","670","29060","27570"
"In post","2022","No function","LGBO","East of England","560","540","29520","27570"
"In post","2022","No function","LGBO","London","3120","3060","43600","38750"
"In post","2022","No function","LGBO","North East (England)","770","740","27840","25610"
"In post","2022","No function","LGBO","North West (England)","1810","1750","28610","27570"
"In post","2022","No function","LGBO","Northern Ireland","80","80","28220","26590"
"In post","2022","No function","LGBO","Overseas","110","110","52660","53470"
"In post","2022","No function","LGBO","Scotland","820","800","28350","27230"
"In post","2022","No function","LGBO","South East (England)","1140","1090","30470","28140"
"In post","2022","No function","LGBO","South West (England)","870","830","29780","27570"
"In post","2022","No function","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","No function","LGBO","Wales","930","890","27310","25610"
"In post","2022","No function","LGBO","West Midlands (England)","870","840","29290","27380"
"In post","2022","No function","LGBO","Yorkshire and The Humber","960","920","30510","27570"
"In post","2022","No function","Undeclared","East Midlands (England)","1400","1270","30660","27570"
"In post","2022","No function","Undeclared","East of England","1160","1070","31470","29090"
"In post","2022","No function","Undeclared","London","4620","4420","42690","37560"
"In post","2022","No function","Undeclared","North East (England)","1440","1260","28040","26590"
"In post","2022","No function","Undeclared","North West (England)","2920","2650","29140","27570"
"In post","2022","No function","Undeclared","Northern Ireland","90","90","33010","33080"
"In post","2022","No function","Undeclared","Overseas","180","180","51080","53470"
"In post","2022","No function","Undeclared","Scotland","1320","1180","29350","27570"
"In post","2022","No function","Undeclared","South East (England)","1860","1700","32120","29290"
"In post","2022","No function","Undeclared","South West (England)","1580","1420","31630","27570"
"In post","2022","No function","Undeclared","Unknown","70","60","31480","27570"
"In post","2022","No function","Undeclared","Wales","2410","2080","26340","22080"
"In post","2022","No function","Undeclared","West Midlands (England)","1710","1560","29720","27570"
"In post","2022","No function","Undeclared","Yorkshire and The Humber","1810","1630","31280","27570"
"In post","2022","No function","Unknown","East Midlands (England)","3000","2710","27640","26800"
"In post","2022","No function","Unknown","East of England","2370","2130","29370","27570"
"In post","2022","No function","Unknown","London","11220","10770","39390","33390"
"In post","2022","No function","Unknown","North East (England)","4670","4020","25500","22080"
"In post","2022","No function","Unknown","North West (England)","9080","8180","26590","25120"
"In post","2022","No function","Unknown","Northern Ireland","640","600","26230","22080"
"In post","2022","No function","Unknown","Overseas","200","190","54140","54240"
"In post","2022","No function","Unknown","Scotland","7360","6690","28320","26900"
"In post","2022","No function","Unknown","South East (England)","4480","4060","31200","28140"
"In post","2022","No function","Unknown","South West (England)","4400","4030","32400","27570"
"In post","2022","No function","Unknown","Unknown","360","350","31340","29250"
"In post","2022","No function","Unknown","Wales","4350","3900","26700","23170"
"In post","2022","No function","Unknown","West Midlands (England)","4340","3920","27830","26610"
"In post","2022","No function","Unknown","Yorkshire and The Humber","4230","3860","28590","27260"
"In post","2022","Project Delivery","Heterosexual / straight","East Midlands (England)","440","430","39350","37000"
"In post","2022","Project Delivery","Heterosexual / straight","East of England","470","450","40810","39740"
"In post","2022","Project Delivery","Heterosexual / straight","London","2820","2710","54140","53530"
"In post","2022","Project Delivery","Heterosexual / straight","North East (England)","880","840","42190","40520"
"In post","2022","Project Delivery","Heterosexual / straight","North West (England)","1530","1450","40500","39850"
"In post","2022","Project Delivery","Heterosexual / straight","Northern Ireland","60","60","42320","40180"
"In post","2022","Project Delivery","Heterosexual / straight","Overseas","360","360","55770","55620"
"In post","2022","Project Delivery","Heterosexual / straight","Scotland","1100","1060","38780","33930"
"In post","2022","Project Delivery","Heterosexual / straight","South East (England)","1370","1320","37980","35350"
"In post","2022","Project Delivery","Heterosexual / straight","South West (England)","8260","7980","39370","37640"
"In post","2022","Project Delivery","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Heterosexual / straight","Wales","460","440","43980","37940"
"In post","2022","Project Delivery","Heterosexual / straight","West Midlands (England)","650","630","38120","35900"
"In post","2022","Project Delivery","Heterosexual / straight","Yorkshire and The Humber","500","460","41050","36680"
"In post","2022","Project Delivery","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","London","220","220","52600","51500"
"In post","2022","Project Delivery","LGBO","North East (England)","50","50","[c]","[c]"
"In post","2022","Project Delivery","LGBO","North West (England)","90","90","39350","37910"
"In post","2022","Project Delivery","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Overseas","30","30","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Scotland","50","40","[c]","[c]"
"In post","2022","Project Delivery","LGBO","South East (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","LGBO","South West (England)","330","320","35470","33000"
"In post","2022","Project Delivery","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","LGBO","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Project Delivery","LGBO","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","East Midlands (England)","60","50","37690","36370"
"In post","2022","Project Delivery","Undeclared","East of England","90","80","38190","36460"
"In post","2022","Project Delivery","Undeclared","London","300","290","55670","54100"
"In post","2022","Project Delivery","Undeclared","North East (England)","70","70","39550","39310"
"In post","2022","Project Delivery","Undeclared","North West (England)","170","160","39610","36410"
"In post","2022","Project Delivery","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Scotland","120","110","38220","35110"
"In post","2022","Project Delivery","Undeclared","South East (England)","190","180","36360","34520"
"In post","2022","Project Delivery","Undeclared","South West (England)","1120","1070","41960","40580"
"In post","2022","Project Delivery","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","Wales","50","40","[c]","[c]"
"In post","2022","Project Delivery","Undeclared","West Midlands (England)","80","80","38600","39880"
"In post","2022","Project Delivery","Undeclared","Yorkshire and The Humber","60","60","40890","37650"
"In post","2022","Project Delivery","Unknown","East Midlands (England)","70","70","40560","37200"
"In post","2022","Project Delivery","Unknown","East of England","100","90","39930","37640"
"In post","2022","Project Delivery","Unknown","London","1080","1040","49840","47240"
"In post","2022","Project Delivery","Unknown","North East (England)","260","240","40620","40180"
"In post","2022","Project Delivery","Unknown","North West (England)","390","370","38390","34290"
"In post","2022","Project Delivery","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Overseas","180","180","54620","54840"
"In post","2022","Project Delivery","Unknown","Scotland","240","220","37040","33930"
"In post","2022","Project Delivery","Unknown","South East (England)","410","380","38810","38070"
"In post","2022","Project Delivery","Unknown","South West (England)","1260","1210","38250","38070"
"In post","2022","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Unknown","Wales","110","100","44020","40180"
"In post","2022","Project Delivery","Unknown","West Midlands (England)","130","130","39480","40000"
"In post","2022","Project Delivery","Unknown","Yorkshire and The Humber","110","100","37870","34290"
"In post","2022","Property","Heterosexual / straight","East Midlands (England)","370","350","38380","33630"
"In post","2022","Property","Heterosexual / straight","East of England","420","400","34910","33300"
"In post","2022","Property","Heterosexual / straight","London","1120","1080","43600","38870"
"In post","2022","Property","Heterosexual / straight","North East (England)","470","450","32840","27570"
"In post","2022","Property","Heterosexual / straight","North West (England)","510","490","39300","35310"
"In post","2022","Property","Heterosexual / straight","Northern Ireland","70","70","29610","28470"
"In post","2022","Property","Heterosexual / straight","Overseas","130","130","38670","36460"
"In post","2022","Property","Heterosexual / straight","Scotland","320","310","33180","33000"
"In post","2022","Property","Heterosexual / straight","South East (England)","740","710","37210","33300"
"In post","2022","Property","Heterosexual / straight","South West (England)","880","840","34430","33000"
"In post","2022","Property","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"In post","2022","Property","Heterosexual / straight","Wales","360","340","35340","32890"
"In post","2022","Property","Heterosexual / straight","West Midlands (England)","510","490","37900","33630"
"In post","2022","Property","Heterosexual / straight","Yorkshire and The Humber","640","600","38520","34000"
"In post","2022","Property","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","London","70","70","46230","41750"
"In post","2022","Property","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","South West (England)","50","50","[c]","[c]"
"In post","2022","Property","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Property","LGBO","Yorkshire and The Humber","30","30","[c]","[c]"
"In post","2022","Property","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"In post","2022","Property","Undeclared","East of England","60","50","36670","33330"
"In post","2022","Property","Undeclared","London","170","160","45830","40650"
"In post","2022","Property","Undeclared","North East (England)","30","30","[c]","[c]"
"In post","2022","Property","Undeclared","North West (England)","60","60","37990","34290"
"In post","2022","Property","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Scotland","40","40","[c]","[c]"
"In post","2022","Property","Undeclared","South East (England)","110","100","36010","33380"
"In post","2022","Property","Undeclared","South West (England)","100","90","35130","33300"
"In post","2022","Property","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Undeclared","Wales","60","50","33700","31900"
"In post","2022","Property","Undeclared","West Midlands (England)","60","60","37480","33090"
"In post","2022","Property","Undeclared","Yorkshire and The Humber","80","80","38820","36050"
"In post","2022","Property","Unknown","East Midlands (England)","110","110","29720","26190"
"In post","2022","Property","Unknown","East of England","110","100","30800","27000"
"In post","2022","Property","Unknown","London","340","320","39740","34810"
"In post","2022","Property","Unknown","North East (England)","250","240","26210","22040"
"In post","2022","Property","Unknown","North West (England)","130","120","32850","30050"
"In post","2022","Property","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Overseas","30","30","[c]","[c]"
"In post","2022","Property","Unknown","Scotland","220","210","31870","29900"
"In post","2022","Property","Unknown","South East (England)","130","120","36040","35520"
"In post","2022","Property","Unknown","South West (England)","240","230","29970","25750"
"In post","2022","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Property","Unknown","Wales","90","80","31780","26880"
"In post","2022","Property","Unknown","West Midlands (England)","110","100","38190","32000"
"In post","2022","Property","Unknown","Yorkshire and The Humber","120","120","33890","30450"
"In post","2022","Security","Heterosexual / straight","East Midlands (England)","180","180","29810","27670"
"In post","2022","Security","Heterosexual / straight","East of England","660","650","34090","33300"
"In post","2022","Security","Heterosexual / straight","London","1320","1290","41080","37960"
"In post","2022","Security","Heterosexual / straight","North East (England)","80","80","34340","31180"
"In post","2022","Security","Heterosexual / straight","North West (England)","250","240","29950","27250"
"In post","2022","Security","Heterosexual / straight","Northern Ireland","330","320","21760","20560"
"In post","2022","Security","Heterosexual / straight","Overseas","120","120","39480","34350"
"In post","2022","Security","Heterosexual / straight","Scotland","1050","1010","30660","26670"
"In post","2022","Security","Heterosexual / straight","South East (England)","1380","1360","31670","28750"
"In post","2022","Security","Heterosexual / straight","South West (England)","910","890","28460","25000"
"In post","2022","Security","Heterosexual / straight","Unknown","80","80","30620","27370"
"In post","2022","Security","Heterosexual / straight","Wales","230","220","26830","24720"
"In post","2022","Security","Heterosexual / straight","West Midlands (England)","280","280","30690","26820"
"In post","2022","Security","Heterosexual / straight","Yorkshire and The Humber","630","610","31780","32000"
"In post","2022","Security","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","London","90","90","41520","37230"
"In post","2022","Security","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","South East (England)","70","70","30440","27680"
"In post","2022","Security","LGBO","South West (England)","50","50","29470","26750"
"In post","2022","Security","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","LGBO","Yorkshire and The Humber","60","60","31940","33000"
"In post","2022","Security","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","East of England","120","120","34860","33300"
"In post","2022","Security","Undeclared","London","210","210","45320","43440"
"In post","2022","Security","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","North West (England)","40","30","[c]","[c]"
"In post","2022","Security","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Scotland","120","120","34400","39070"
"In post","2022","Security","Undeclared","South East (England)","200","200","34950","39070"
"In post","2022","Security","Undeclared","South West (England)","150","140","31870","33300"
"In post","2022","Security","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Undeclared","Wales","40","30","[c]","[c]"
"In post","2022","Security","Undeclared","West Midlands (England)","40","40","[c]","[c]"
"In post","2022","Security","Undeclared","Yorkshire and The Humber","90","90","36010","39070"
"In post","2022","Security","Unknown","East Midlands (England)","30","30","[c]","[c]"
"In post","2022","Security","Unknown","East of England","90","90","31220","26710"
"In post","2022","Security","Unknown","London","330","320","39470","36730"
"In post","2022","Security","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","North West (England)","60","60","33050","31990"
"In post","2022","Security","Unknown","Northern Ireland","50","50","23470","20560"
"In post","2022","Security","Unknown","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Scotland","260","250","29760","26640"
"In post","2022","Security","Unknown","South East (England)","310","300","32850","30210"
"In post","2022","Security","Unknown","South West (England)","190","190","30170","26750"
"In post","2022","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Security","Unknown","Wales","50","50","33170","24720"
"In post","2022","Security","Unknown","West Midlands (England)","60","60","31890","26820"
"In post","2022","Security","Unknown","Yorkshire and The Humber","220","210","30880","26670"
"In post","2022","Unknown","Heterosexual / straight","East Midlands (England)","1060","1010","27970","24370"
"In post","2022","Unknown","Heterosexual / straight","East of England","2620","2450","28170","25310"
"In post","2022","Unknown","Heterosexual / straight","London","11630","11070","41000","35200"
"In post","2022","Unknown","Heterosexual / straight","North East (England)","1300","1160","26640","24880"
"In post","2022","Unknown","Heterosexual / straight","North West (England)","6390","5960","28320","25040"
"In post","2022","Unknown","Heterosexual / straight","Northern Ireland","750","700","26150","23500"
"In post","2022","Unknown","Heterosexual / straight","Overseas","460","450","40350","33300"
"In post","2022","Unknown","Heterosexual / straight","Scotland","10920","10480","39570","34600"
"In post","2022","Unknown","Heterosexual / straight","South East (England)","5850","5500","30370","26670"
"In post","2022","Unknown","Heterosexual / straight","South West (England)","3210","3050","31090","26670"
"In post","2022","Unknown","Heterosexual / straight","Unknown","130","120","35270","33000"
"In post","2022","Unknown","Heterosexual / straight","Wales","5740","5420","39510","38160"
"In post","2022","Unknown","Heterosexual / straight","West Midlands (England)","1930","1820","29530","26670"
"In post","2022","Unknown","Heterosexual / straight","Yorkshire and The Humber","4240","3960","29270","25310"
"In post","2022","Unknown","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","East of England","90","80","26480","24890"
"In post","2022","Unknown","LGBO","London","530","520","45660","41950"
"In post","2022","Unknown","LGBO","North East (England)","60","60","25770","24290"
"In post","2022","Unknown","LGBO","North West (England)","310","290","28330","25040"
"In post","2022","Unknown","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Scotland","910","890","37140","31540"
"In post","2022","Unknown","LGBO","South East (England)","210","200","29530","26670"
"In post","2022","Unknown","LGBO","South West (England)","80","80","34630","29300"
"In post","2022","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Wales","280","270","40340","38160"
"In post","2022","Unknown","LGBO","West Midlands (England)","70","60","28880","26670"
"In post","2022","Unknown","LGBO","Yorkshire and The Humber","210","200","29900","26800"
"In post","2022","Unknown","Undeclared","East Midlands (England)","150","140","29260","26250"
"In post","2022","Unknown","Undeclared","East of England","390","360","28200","26450"
"In post","2022","Unknown","Undeclared","London","1880","1770","40840","35200"
"In post","2022","Unknown","Undeclared","North East (England)","140","130","26910","25220"
"In post","2022","Unknown","Undeclared","North West (England)","670","610","28220","25220"
"In post","2022","Unknown","Undeclared","Northern Ireland","60","60","26100","23730"
"In post","2022","Unknown","Undeclared","Overseas","90","90","38610","32260"
"In post","2022","Unknown","Undeclared","Scotland","830","800","38870","33250"
"In post","2022","Unknown","Undeclared","South East (England)","1080","1000","31160","27370"
"In post","2022","Unknown","Undeclared","South West (England)","490","460","31800","27370"
"In post","2022","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Wales","800","750","40700","38160"
"In post","2022","Unknown","Undeclared","West Midlands (England)","240","220","30580","27370"
"In post","2022","Unknown","Undeclared","Yorkshire and The Humber","510","490","29200","26160"
"In post","2022","Unknown","Unknown","East Midlands (England)","150","140","30630","25660"
"In post","2022","Unknown","Unknown","East of England","370","350","27960","24880"
"In post","2022","Unknown","Unknown","London","2090","2060","40650","35050"
"In post","2022","Unknown","Unknown","North East (England)","180","170","28170","24880"
"In post","2022","Unknown","Unknown","North West (England)","790","760","29060","24880"
"In post","2022","Unknown","Unknown","Northern Ireland","120","110","27690","24880"
"In post","2022","Unknown","Unknown","Overseas","220","220","45560","43990"
"In post","2022","Unknown","Unknown","Scotland","5120","4880","36660","31540"
"In post","2022","Unknown","Unknown","South East (England)","840","790","29230","24880"
"In post","2022","Unknown","Unknown","South West (England)","380","350","31440","26350"
"In post","2022","Unknown","Unknown","Unknown","1800","1790","37620","34460"
"In post","2022","Unknown","Unknown","Wales","300","280","34770","27370"
"In post","2022","Unknown","Unknown","West Midlands (England)","270","260","28460","24880"
"In post","2022","Unknown","Unknown","Yorkshire and The Humber","700","670","29140","24880"
"Leaver CS","2021","Analysis","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","London","90","80","39220","28830"
"Leaver CS","2021","Analysis","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","London","40","40","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Analysis","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","London","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","South West (England)","30","30","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","London","80","80","38960","34640"
"Leaver CS","2021","Communications","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","Northern Ireland","[c]","[c]","[c]","[c]"
