"Status","Year","Organisation","Sexual_orientation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Insolvency Service","Unknown","Unknown","380","380","27970","22490"
"In post","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Declared non-disabled","120","120","49530","50230"
"In post","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Unknown","Declared non-disabled","50","50","45790","49960"
"In post","2021","Institute for Apprenticeships and Technical Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Heterosexual / straight","Declared disabled","110","110","25640","21310"
"In post","2021","Legal Aid Agency","Heterosexual / straight","Declared non-disabled","780","730","29590","23370"
"In post","2021","Legal Aid Agency","Heterosexual / straight","Undeclared","40","40","[c]","[c]"
"In post","2021","Legal Aid Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Undeclared","Declared non-disabled","70","60","27210","21800"
"In post","2021","Legal Aid Agency","Undeclared","Undeclared","50","50","27310","22360"
"In post","2021","Legal Aid Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Unknown","Unknown","60","60","22090","19930"
"In post","2021","Maritime and Coastguard Agency","Heterosexual / straight","Declared disabled","50","50","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Heterosexual / straight","Declared non-disabled","700","670","38830","35280"
"In post","2021","Maritime and Coastguard Agency","Heterosexual / straight","Undeclared","30","30","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Heterosexual / straight","Unknown","120","120","33740","31350"
"In post","2021","Maritime and Coastguard Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Declared non-disabled","90","90","39490","38270"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Undeclared","40","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Unknown","Unknown","120","110","30680","26590"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Declared non-disabled","400","390","49520","46460"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Heterosexual / straight","Unknown","350","340","43100","40450"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Declared non-disabled","60","60","53650","53620"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Undeclared","Unknown","60","50","45480","41010"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Declared non-disabled","60","50","56500","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","Unknown","280","270","49250","41950"
"In post","2021","Met Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Unknown","Declared disabled","100","100","36210","33860"
"In post","2021","Met Office","Unknown","Declared non-disabled","2000","1910","40290","39650"
"In post","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Declared disabled","2720","2610","31440","27570"
"In post","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Declared non-disabled","22140","21420","32040","27680"
"In post","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Undeclared","1240","1210","30290","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Heterosexual / straight","Unknown","2520","2430","32140","27420"
"In post","2021","Ministry of Defence (excl. agencies)","LGBO","Declared disabled","150","150","32900","29250"
"In post","2021","Ministry of Defence (excl. agencies)","LGBO","Declared non-disabled","610","600","32710","30280"
"In post","2021","Ministry of Defence (excl. agencies)","LGBO","Undeclared","70","70","30340","26930"
"In post","2021","Ministry of Defence (excl. agencies)","LGBO","Unknown","70","70","29070","25540"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Declared disabled","460","440","33080","32200"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Declared non-disabled","2100","2010","33650","32830"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Undeclared","1310","1280","33770","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Undeclared","Unknown","570","550","34240","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Declared disabled","120","110","31520","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Declared non-disabled","680","650","31730","29200"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Undeclared","100","90","32680","31870"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","2840","2740","32970","29200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Declared disabled","220","210","42840","38230"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Declared non-disabled","1640","1590","46630","42900"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Undeclared","60","60","41960","38160"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Declared disabled","50","50","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Declared non-disabled","140","140","47300","48200"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Declared non-disabled","80","80","44150","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Undeclared","60","60","47710","48450"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Undeclared","Unknown","40","40","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","Unknown","130","130","46190","41580"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Declared disabled","430","420","40200","36710"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Declared non-disabled","2980","2900","42450","37580"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Undeclared","210","210","39870","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","Declared disabled","60","60","41110","35300"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","Declared non-disabled","220","210","42400","36800"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Declared disabled","60","60","42410","36800"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Declared non-disabled","240","230","43440","39380"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Undeclared","150","140","43960","41010"
"In post","2021","Ministry of Justice (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Declared non-disabled","160","150","36230","31780"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Undeclared","60","50","41640","37540"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Unknown","700","690","42360","37570"
"In post","2021","National Crime Agency","Heterosexual / straight","Declared disabled","160","150","38240","36630"
"In post","2021","National Crime Agency","Heterosexual / straight","Declared non-disabled","1510","1460","43520","40210"
"In post","2021","National Crime Agency","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Heterosexual / straight","Unknown","2420","2380","38010","36410"
"In post","2021","National Crime Agency","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","LGBO","Declared non-disabled","60","60","42100","40210"
"In post","2021","National Crime Agency","LGBO","Unknown","130","120","35020","34140"
"In post","2021","National Crime Agency","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Declared non-disabled","100","100","41070","39840"
"In post","2021","National Crime Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Undeclared","Unknown","220","220","36720","34570"
"In post","2021","National Crime Agency","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Declared non-disabled","90","80","42600","40210"
"In post","2021","National Crime Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Unknown","750","730","41460","39820"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Infrastructure Commission","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Heterosexual / straight","Declared non-disabled","120","110","39020","35110"
"In post","2021","National Records of Scotland","Heterosexual / straight","Unknown","50","50","35710","33620"
"In post","2021","National Records of Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Declared non-disabled","80","70","32610","25530"
"In post","2021","National Records of Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Records of Scotland","Unknown","Unknown","110","110","31930","26160"
"In post","2021","National Savings and Investments","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Heterosexual / straight","Declared non-disabled","130","130","50220","45130"
"In post","2021","National Savings and Investments","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","Declared non-disabled","50","50","[c]","[c]"
"In post","2021","National Savings and Investments","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Declared non-disabled","70","70","46150","39080"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Unknown","Unknown","60","60","41070","37190"
"In post","2021","Office for Budget Responsibility","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Budget Responsibility","Unknown","Unknown","40","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared disabled","110","110","45660","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Declared non-disabled","1250","1210","50920","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","Unknown","70","70","43880","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","Declared non-disabled","110","110","49670","44610"
"In post","2021","Office for Standards in Education, Children's Services and Skills","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","Declared non-disabled","80","80","48190","46360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Declared non-disabled","30","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Unknown","Unknown","70","70","39330","35010"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Declared non-disabled","420","410","43310","37240"
"In post","2021","Office of Gas and Electricity Markets","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","Declared non-disabled","50","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Declared non-disabled","520","510","46710","41000"
"In post","2021","Office of Gas and Electricity Markets","Unknown","Unknown","70","70","49430","43000"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Declared non-disabled","140","130","45520","40250"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Unknown","Unknown","60","60","50240","46660"
"In post","2021","Office of Rail and Road","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Heterosexual / straight","Declared non-disabled","160","150","51450","51310"
"In post","2021","Office of Rail and Road","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Unknown","Declared non-disabled","110","100","60440","60020"
"In post","2021","Office of Rail and Road","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Heterosexual / straight","Declared disabled","160","150","22690","20420"
"In post","2021","Office of the Public Guardian","Heterosexual / straight","Declared non-disabled","830","770","22150","19930"
"In post","2021","Office of the Public Guardian","Heterosexual / straight","Undeclared","60","50","21670","19930"
"In post","2021","Office of the Public Guardian","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Declared non-disabled","70","70","22100","19930"
"In post","2021","Office of the Public Guardian","Undeclared","Undeclared","40","30","[c]","[c]"
"In post","2021","Office of the Public Guardian","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Unknown","Unknown","140","130","20610","19930"
"In post","2021","Office of the Scottish Charity Regulator","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Scottish Charity Regulator","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Heterosexual / straight","Declared disabled","40","40","[c]","[c]"
"In post","2021","Planning Inspectorate","Heterosexual / straight","Declared non-disabled","490","460","46230","47660"
"In post","2021","Planning Inspectorate","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2021","Planning Inspectorate","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Undeclared","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectorate","Unknown","Declared non-disabled","70","60","32210","26050"
"In post","2021","Planning Inspectorate","Unknown","Unknown","100","90","39130","34860"
"In post","2021","Public Health England","Heterosexual / straight","Declared disabled","250","230","39050","33290"
"In post","2021","Public Health England","Heterosexual / straight","Declared non-disabled","3750","3430","41320","36330"
"In post","2021","Public Health England","Heterosexual / straight","Undeclared","180","150","44930","40070"
"In post","2021","Public Health England","Heterosexual / straight","Unknown","470","440","49140","42370"
"In post","2021","Public Health England","LGBO","Declared disabled","50","50","[c]","[c]"
"In post","2021","Public Health England","LGBO","Declared non-disabled","210","190","40490","36330"
"In post","2021","Public Health England","LGBO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Undeclared","Declared non-disabled","380","340","42560","36350"
"In post","2021","Public Health England","Undeclared","Undeclared","260","230","46050","40070"
"In post","2021","Public Health England","Undeclared","Unknown","100","90","54030","47090"
"In post","2021","Public Health England","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Unknown","Declared non-disabled","140","130","53050","48860"
"In post","2021","Public Health England","Unknown","Undeclared","60","50","53130","45780"
"In post","2021","Public Health England","Unknown","Unknown","1000","930","50390","44500"
"In post","2021","Queen Elizabeth II Centre","Heterosexual / straight","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Heterosexual / straight","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Queen Elizabeth II Centre","Unknown","Declared non-disabled","40","40","[c]","[c]"
"In post","2021","Registers of Scotland","Heterosexual / straight","Declared disabled","90","90","32450","30080"
"In post","2021","Registers of Scotland","Heterosexual / straight","Declared non-disabled","470","450","33650","30080"
"In post","2021","Registers of Scotland","Heterosexual / straight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2021","Registers of Scotland","LGBO","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","LGBO","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Registers of Scotland","Undeclared","Declared disabled","[c]","[c]","[c]","[c]"
