"Status","Year","Function_of_post","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Property","SEO/HEO","50","40","[c]","[c]"
"Leaver Dept.","2021","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","1260","1180","21360","21010"
"Leaver Dept.","2021","Unknown","EO","1490","1380","27490","27570"
"Leaver Dept.","2021","Unknown","G6/G7","760","620","57910","56150"
"Leaver Dept.","2021","Unknown","SCS","120","90","88510","79680"
"Leaver Dept.","2021","Unknown","SEO/HEO","1630","1400","36100","35230"
"Leaver Dept.","2021","Unknown","Unknown","120","110","[c]","[c]"
"Leaver Dept.","2022","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","G6/G7","200","100","56590","54140"
"Leaver Dept.","2022","Analysis","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","SEO/HEO","290","260","35840","34900"
"Leaver Dept.","2022","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Commercial","G6/G7","120","110","58890","54870"
"Leaver Dept.","2022","Commercial","SCS","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","SEO/HEO","250","140","37510","37580"
"Leaver Dept.","2022","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","EO","70","40","[c]","[c]"
"Leaver Dept.","2022","Communications","G6/G7","140","80","59220","56540"
"Leaver Dept.","2022","Communications","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","SEO/HEO","220","210","36900","36800"
"Leaver Dept.","2022","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","EO","70","60","27720","27570"
"Leaver Dept.","2022","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Debt","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","EO","100","90","27490","27350"
"Leaver Dept.","2022","Digital, Data & Technology","G6/G7","200","170","57860","55700"
"Leaver Dept.","2022","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","SEO/HEO","450","370","36630","36330"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","EO","100","60","26220","26350"
"Leaver Dept.","2022","Finance","G6/G7","150","120","57990","56390"
"Leaver Dept.","2022","Finance","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","SEO/HEO","300","220","36770","35850"
"Leaver Dept.","2022","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Grants Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","AA/AO","70","70","21720","21170"
"Leaver Dept.","2022","Human Resources","EO","200","170","27160","27500"
"Leaver Dept.","2022","Human Resources","G6/G7","150","140","57700","56950"
"Leaver Dept.","2022","Human Resources","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","SEO/HEO","300","280","34950","34010"
"Leaver Dept.","2022","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2022","Legal","EO","50","50","27010","27010"
"Leaver Dept.","2022","Legal","G6/G7","100","90","60010","59130"
"Leaver Dept.","2022","Legal","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","No function","AA/AO","2090","1920","21300","21260"
"Leaver Dept.","2022","No function","EO","3400","3200","27210","27570"
"Leaver Dept.","2022","No function","G6/G7","2970","2670","57710","54700"
"Leaver Dept.","2022","No function","SCS","620","510","100790","98000"
"Leaver Dept.","2022","No function","SEO/HEO","5560","5130","35400","34550"
"Leaver Dept.","2022","No function","Unknown","150","140","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","EO","120","120","24730","25670"
"Leaver Dept.","2022","Project Delivery","G6/G7","160","160","56520","55220"
"Leaver Dept.","2022","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","SEO/HEO","360","350","35720","36250"
"Leaver Dept.","2022","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Property","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Property","G6/G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","SEO/HEO","70","60","36330","36380"
"Leaver Dept.","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","SEO/HEO","70","70","36230","34970"
"Leaver Dept.","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","AA/AO","890","840","22000","21680"
"Leaver Dept.","2022","Unknown","EO","980","930","26750","26050"
"Leaver Dept.","2022","Unknown","G6/G7","530","400","60950","57740"
"Leaver Dept.","2022","Unknown","SCS","80","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","SEO/HEO","1090","950","37580","37000"
"Leaver Dept.","2022","Unknown","Unknown","170","80","[c]","[c]"
"New entrant CS","2021","Analysis","AA/AO","120","120","21430","21020"
"New entrant CS","2021","Analysis","EO","200","190","26410","26250"
"New entrant CS","2021","Analysis","G6/G7","120","120","58530","54110"
"New entrant CS","2021","Analysis","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Analysis","SEO/HEO","780","770","33620","32540"
"New entrant CS","2021","Commercial","AA/AO","80","70","21070","20920"
"New entrant CS","2021","Commercial","EO","100","100","25710","26350"
"New entrant CS","2021","Commercial","G6/G7","120","120","68460","60380"
"New entrant CS","2021","Commercial","SCS","160","160","82010","71000"
"New entrant CS","2021","Commercial","SEO/HEO","270","270","37140","36640"
"New entrant CS","2021","Commercial","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Communications","AA/AO","70","70","21830","21460"
"New entrant CS","2021","Communications","EO","770","760","25670","25560"
"New entrant CS","2021","Communications","G6/G7","80","80","58100","56340"
"New entrant CS","2021","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","SEO/HEO","380","370","34770","32500"
"New entrant CS","2021","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","EO","100","100","26300","25560"
"New entrant CS","2021","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","SEO/HEO","70","70","33160","31810"
"New entrant CS","2021","Debt","AA/AO","940","920","20320","20140"
"New entrant CS","2021","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","AA/AO","100","100","21410","20920"
"New entrant CS","2021","Digital, Data & Technology","EO","390","380","26400","26130"
"New entrant CS","2021","Digital, Data & Technology","G6/G7","480","480","57340","54700"
"New entrant CS","2021","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","SEO/HEO","860","850","36400","36040"
"New entrant CS","2021","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","AA/AO","110","100","20510","20140"
"New entrant CS","2021","Finance","EO","180","180","24760","25000"
"New entrant CS","2021","Finance","G6/G7","90","90","58730","57540"
"New entrant CS","2021","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","SEO/HEO","380","370","36180","35680"
"New entrant CS","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","AA/AO","210","200","20800","20920"
"New entrant CS","2021","Human Resources","EO","220","210","25810","26350"
"New entrant CS","2021","Human Resources","G6/G7","110","110","57240","54970"
"New entrant CS","2021","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","SEO/HEO","310","300","34120","33250"
"New entrant CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2021","Legal","AA/AO","390","390","20470","20120"
"New entrant CS","2021","Legal","EO","210","210","26930","26950"
"New entrant CS","2021","Legal","G6/G7","420","400","53610","51100"
"New entrant CS","2021","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","SEO/HEO","370","370","34910","37230"
"New entrant CS","2021","No function","AA/AO","10090","9780","21660","20670"
"New entrant CS","2021","No function","EO","3220","3160","26630","26130"
"New entrant CS","2021","No function","G6/G7","1160","1120","57090","53500"
"New entrant CS","2021","No function","SCS","190","150","96250","89810"
"New entrant CS","2021","No function","SEO/HEO","5100","4910","33850","32790"
"New entrant CS","2021","No function","Unknown","1440","1310","22930","22920"
"New entrant CS","2021","Project Delivery","AA/AO","70","70","21660","21050"
"New entrant CS","2021","Project Delivery","EO","450","440","23330","25000"
"New entrant CS","2021","Project Delivery","G6/G7","270","270","55940","54110"
"New entrant CS","2021","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","SEO/HEO","900","890","36050","35290"
"New entrant CS","2021","Project Delivery","Unknown","150","150","35590","33000"
"New entrant CS","2021","Property","AA/AO","260","250","21070","20880"
"New entrant CS","2021","Property","EO","160","160","25530","24960"
"New entrant CS","2021","Property","G6/G7","70","70","55770","53500"
"New entrant CS","2021","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","SEO/HEO","250","240","34820","33300"
"New entrant CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","AA/AO","610","600","24530","22650"
"New entrant CS","2021","Security","EO","120","120","26690","24620"
"New entrant CS","2021","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","SEO/HEO","100","100","34920","33840"
"New entrant CS","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","7480","7350","21480","21010"
"New entrant CS","2021","Unknown","EO","12510","12220","28360","27570"
"New entrant CS","2021","Unknown","G6/G7","800","760","59400","57430"
"New entrant CS","2021","Unknown","SCS","70","70","97380","92980"
"New entrant CS","2021","Unknown","SEO/HEO","1860","1820","35890","35110"
"New entrant CS","2021","Unknown","Unknown","340","340","[c]","[c]"
"New entrant CS","2022","Analysis","AA/AO","190","190","21690","21260"
"New entrant CS","2022","Analysis","EO","270","270","26760","26390"
"New entrant CS","2022","Analysis","G6/G7","150","130","57700","54110"
"New entrant CS","2022","Analysis","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Analysis","SEO/HEO","870","830","33900","33080"
"New entrant CS","2022","Commercial","AA/AO","60","60","20710","21170"
"New entrant CS","2022","Commercial","EO","210","210","25870","26350"
"New entrant CS","2022","Commercial","G6/G7","250","250","66670","65750"
"New entrant CS","2022","Commercial","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","SEO/HEO","430","370","35600","35900"
"New entrant CS","2022","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","AA/AO","160","150","21470","21250"
"New entrant CS","2022","Communications","EO","800","770","26680","26590"
"New entrant CS","2022","Communications","G6/G7","90","80","57540","54850"
"New entrant CS","2022","Communications","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Communications","SEO/HEO","460","450","35390","33370"
"New entrant CS","2022","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","AA/AO","530","520","22250","21260"
"New entrant CS","2022","Counter Fraud","EO","850","830","27660","27570"
"New entrant CS","2022","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","SEO/HEO","180","180","34990","33080"
"New entrant CS","2022","Debt","AA/AO","980","940","21290","21250"
"New entrant CS","2022","Debt","EO","40","40","[c]","[c]"
"New entrant CS","2022","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","AA/AO","280","270","20580","21170"
"New entrant CS","2022","Digital, Data & Technology","EO","590","590","26520","26580"
"New entrant CS","2022","Digital, Data & Technology","G6/G7","670","660","55290","54150"
"New entrant CS","2022","Digital, Data & Technology","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Digital, Data & Technology","SEO/HEO","1310","1270","36010","35900"
"New entrant CS","2022","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","AA/AO","170","160","21160","21250"
"New entrant CS","2022","Finance","EO","330","300","25350","25120"
"New entrant CS","2022","Finance","G6/G7","150","140","55630","54110"
"New entrant CS","2022","Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Finance","SEO/HEO","500","460","36300","36340"
"New entrant CS","2022","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","AA/AO","480","450","21220","21300"
"New entrant CS","2022","Grants Management","EO","40","40","[c]","[c]"
"New entrant CS","2022","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","AA/AO","310","290","21340","21170"
"New entrant CS","2022","Human Resources","EO","390","360","26150","26590"
"New entrant CS","2022","Human Resources","G6/G7","170","160","55740","54110"
"New entrant CS","2022","Human Resources","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Human Resources","SEO/HEO","460","450","34350","33020"
"New entrant CS","2022","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Legal","AA/AO","330","320","21390","21250"
"New entrant CS","2022","Legal","EO","310","300","27220","26950"
"New entrant CS","2022","Legal","G6/G7","370","350","53810","51810"
"New entrant CS","2022","Legal","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Legal","SEO/HEO","240","230","39870","40000"
"New entrant CS","2022","No function","AA/AO","16500","15990","22160","21260"
"New entrant CS","2022","No function","EO","8060","7860","27520","27570"
"New entrant CS","2022","No function","G6/G7","1530","1480","55840","53360"
"New entrant CS","2022","No function","SCS","180","160","96200","88790"
"New entrant CS","2022","No function","SEO/HEO","6800","6630","34080","33080"
"New entrant CS","2022","No function","Unknown","8830","8130","28550","26310"
"New entrant CS","2022","Project Delivery","AA/AO","140","130","21240","21260"
"New entrant CS","2022","Project Delivery","EO","500","490","23180","24000"
"New entrant CS","2022","Project Delivery","G6/G7","260","260","56350","54110"
"New entrant CS","2022","Project Delivery","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","SEO/HEO","900","880","36130","36000"
"New entrant CS","2022","Project Delivery","Unknown","180","180","35730","32000"
"New entrant CS","2022","Property","AA/AO","320","310","21590","21750"
"New entrant CS","2022","Property","EO","270","260","25420","25000"
"New entrant CS","2022","Property","G6/G7","150","150","56150","54270"
"New entrant CS","2022","Property","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","SEO/HEO","370","360","35470","33080"
"New entrant CS","2022","Security","AA/AO","480","480","25050","24470"
"New entrant CS","2022","Security","EO","190","190","27370","26350"
"New entrant CS","2022","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","SEO/HEO","160","160","35380","34130"
"New entrant CS","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","AA/AO","3220","3120","21730","21260"
"New entrant CS","2022","Unknown","EO","3360","3200","27350","27230"
"New entrant CS","2022","Unknown","G6/G7","700","670","58740","57190"
"New entrant CS","2022","Unknown","SCS","60","50","90560","84560"
"New entrant CS","2022","Unknown","SEO/HEO","2130","2080","36110","35050"
"New entrant CS","2022","Unknown","Unknown","180","160","21310","16190"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Responsibility_level","With the exception of the Senior Civil Service level, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
