"Status","Year","Ethnicity","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","No function","790","720","31210","28920"
"In post","2022","Unknown","Undeclared","Project Delivery","50","50","[c]","[c]"
"In post","2022","Unknown","Undeclared","Property","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Security","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Unknown","60","60","35910","33300"
"In post","2022","Unknown","Unknown","Analysis","780","760","41930","37930"
"In post","2022","Unknown","Unknown","Commercial","1710","1680","60400","58870"
"In post","2022","Unknown","Unknown","Communications","1990","1950","34320","27270"
"In post","2022","Unknown","Unknown","Counter Fraud","1860","1790","32610","31020"
"In post","2022","Unknown","Unknown","Debt","1140","1060","22650","21250"
"In post","2022","Unknown","Unknown","Digital, Data & Technology","2510","2470","41840","38450"
"In post","2022","Unknown","Unknown","Finance","1210","1160","37140","33370"
"In post","2022","Unknown","Unknown","Human Resources","880","850","35780","32000"
"In post","2022","Unknown","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Legal","990","930","48180","50500"
"In post","2022","Unknown","Unknown","No function","32810","31080","30340","27080"
"In post","2022","Unknown","Unknown","Project Delivery","2100","2040","43210","40180"
"In post","2022","Unknown","Unknown","Property","1210","1170","31750","26880"
"In post","2022","Unknown","Unknown","Security","1210","1190","31410","27680"
"In post","2022","Unknown","Unknown","Unknown","10500","10180","35100","30820"
"In post","2022","White","Declared disabled","Analysis","600","560","41340","38000"
"In post","2022","White","Declared disabled","Commercial","370","360","39800","37710"
"In post","2022","White","Declared disabled","Communications","490","470","34700","33080"
"In post","2022","White","Declared disabled","Counter Fraud","1560","1410","31090","27570"
"In post","2022","White","Declared disabled","Debt","650","560","23310","21260"
"In post","2022","White","Declared disabled","Digital, Data & Technology","1670","1600","38950","35310"
"In post","2022","White","Declared disabled","Finance","920","850","37400","33300"
"In post","2022","White","Declared disabled","Grants Management","160","140","25600","21300"
"In post","2022","White","Declared disabled","Human Resources","1320","1240","37870","33350"
"In post","2022","White","Declared disabled","Internal Audit","80","70","44800","39980"
"In post","2022","White","Declared disabled","Legal","920","850","44450","41750"
"In post","2022","White","Declared disabled","No function","26740","24110","29790","27570"
"In post","2022","White","Declared disabled","Project Delivery","2180","2070","39820","36980"
"In post","2022","White","Declared disabled","Property","620","590","36150","33300"
"In post","2022","White","Declared disabled","Security","720","690","32620","30450"
"In post","2022","White","Declared disabled","Unknown","5270","4970","33660","29080"
"In post","2022","White","Declared non-disabled","Analysis","4580","4390","44770","39830"
"In post","2022","White","Declared non-disabled","Commercial","2880","2780","43380","38980"
"In post","2022","White","Declared non-disabled","Communications","3940","3780","37580","33370"
"In post","2022","White","Declared non-disabled","Counter Fraud","8900","8200","32830","28920"
"In post","2022","White","Declared non-disabled","Debt","3180","2800","24100","21260"
"In post","2022","White","Declared non-disabled","Digital, Data & Technology","11800","11410","41860","38650"
"In post","2022","White","Declared non-disabled","Finance","6580","6210","40200","36190"
"In post","2022","White","Declared non-disabled","Grants Management","1140","1030","25970","24920"
"In post","2022","White","Declared non-disabled","Human Resources","6640","6260","38400","33370"
"In post","2022","White","Declared non-disabled","Internal Audit","440","410","46830","43710"
"In post","2022","White","Declared non-disabled","Legal","6310","5850","48520","51250"
"In post","2022","White","Declared non-disabled","No function","140980","130030","32320","27570"
"In post","2022","White","Declared non-disabled","Project Delivery","15830","15200","42540","40000"
"In post","2022","White","Declared non-disabled","Property","5240","5030","38100","33380"
"In post","2022","White","Declared non-disabled","Security","5950","5810","32690","30450"
"In post","2022","White","Declared non-disabled","Unknown","44140","41740","35220","30500"
"In post","2022","White","Undeclared","Analysis","160","150","44450","40350"
"In post","2022","White","Undeclared","Commercial","170","170","43670","39090"
"In post","2022","White","Undeclared","Communications","190","190","36440","33080"
"In post","2022","White","Undeclared","Counter Fraud","440","400","32250","28920"
"In post","2022","White","Undeclared","Debt","180","170","23490","21260"
"In post","2022","White","Undeclared","Digital, Data & Technology","640","620","39740","36500"
"In post","2022","White","Undeclared","Finance","330","310","39360","34550"
"In post","2022","White","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2022","White","Undeclared","Human Resources","380","360","36450","33300"
"In post","2022","White","Undeclared","Internal Audit","30","30","[c]","[c]"
"In post","2022","White","Undeclared","Legal","160","150","50950","52630"
"In post","2022","White","Undeclared","No function","10600","9700","31010","28200"
"In post","2022","White","Undeclared","Project Delivery","710","670","40750","39860"
"In post","2022","White","Undeclared","Property","330","310","37470","34000"
"In post","2022","White","Undeclared","Security","530","520","33660","33300"
"In post","2022","White","Undeclared","Unknown","1750","1660","32140","27370"
"In post","2022","White","Unknown","Analysis","800","770","41630","38340"
"In post","2022","White","Unknown","Commercial","550","530","41390","38550"
"In post","2022","White","Unknown","Communications","430","410","38570","33370"
"In post","2022","White","Unknown","Counter Fraud","620","570","33670","33080"
"In post","2022","White","Unknown","Debt","190","160","26930","22080"
"In post","2022","White","Unknown","Digital, Data & Technology","1240","1210","41330","38330"
"In post","2022","White","Unknown","Finance","710","670","38900","35300"
"In post","2022","White","Unknown","Human Resources","600","560","34840","31780"
"In post","2022","White","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","White","Unknown","Legal","1020","960","41380","40000"
"In post","2022","White","Unknown","No function","11600","10790","36030","33080"
"In post","2022","White","Unknown","Project Delivery","1370","1310","42830","40520"
"In post","2022","White","Unknown","Property","510","500","33570","31900"
"In post","2022","White","Unknown","Security","920","890","32770","33200"
"In post","2022","White","Unknown","Unknown","4870","4680","37420","31540"
"Leaver CS","2021","Asian","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared disabled","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Legal","30","30","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","No function","270","250","30760","24490"
"Leaver CS","2021","Asian","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Declared non-disabled","Unknown","510","440","27220","25120"
"Leaver CS","2021","Asian","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Undeclared","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","No function","160","160","31870","25530"
"Leaver CS","2021","Black","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Declared non-disabled","Unknown","220","200","28410","25120"
"Leaver CS","2021","Black","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","No function","100","90","28980","23060"
"Leaver CS","2021","Mixed","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Declared non-disabled","Unknown","140","130","28960","26120"
"Leaver CS","2021","Mixed","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","No function","40","30","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Declared non-disabled","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared disabled","Unknown","90","80","26740","27240"
"Leaver CS","2021","Undeclared","Declared non-disabled","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","No function","90","80","35710","27590"
"Leaver CS","2021","Undeclared","Declared non-disabled","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Declared non-disabled","Unknown","260","210","28960","26890"
"Leaver CS","2021","Undeclared","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","No function","140","120","32960","32350"
"Leaver CS","2021","Undeclared","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
